字段1_文本,字段2,时间,字段3
浮锦年华丶,"自从敲定决心买新能源电车后，就一直沉迷于研究各种车型，说实话现在的新能源车企太多了，各式各样的新能源电车都层出不穷，当然马路上的新能源车子也是越来越多😂。我的选车目标就是找一款舒适性高的，经济实用、空间大的车，对续航里程没有太多的纠结，毕竟老家离的近，主要还是用于城市代步，上下班通勤会占比比较大😃。购车预算大概在二十五万，我挑了3款这个价位的车子看了一些。下面分享分享我的个人看法。
第一个是比亚迪的汉，外观很好看，我特别喜欢它那个中间Logo位置的设计，蛮摆的，智能化也比较多，基本上现在主流的驾驶辅助都有了，特别是B格比较高遥控泊车。尾灯设计是点睛之笔。主要就是内饰过于老气，老婆强制要求pass，没办法，财务总监发话了，我就只能乖乖听话了😓
第二个是小鹏p7，p7是我体验这3款车，服务最好的，有专人帮忙照看小孩，不间断有零食提供，主要是还上门试驾，这个你受得了嘛?其实我内心一开始就是想买轿车(家里油车是suv)，所以对小鹏p7有极高的期望值。首先外观没的说，萝卜青菜各有所爱，试驾过程中它的ngp让我记忆犹新，辨识度和流畅度都很棒，感觉小鹏的智能化要做的好一点。不过小鹏的后排空间值得吐槽，确实是有点小，再加上我去看车的时候，价格有点顶，老婆也说太贵了，不要有这么大压力，后来回家想想也是，就放弃了。现在回过头想想老婆的话真有道理。
第三个就是零跑C11了，选择C11主要是因为外观颜值很帅气，还有内饰的设计完全符合我和我老的审美，瞬间被种草9😘😍，足够的简单，足够的有科技感，面子里子都有了，哈哈哈😊😊😊。后排空间大，小孩坐在中间也不压抑，配置可以说是直接到顶，再加上价格优势太太太太大了，所以就直接下定决心定了C11。

目前提车2个星期了，对于各项都是非常满意，续航也差不多在1:1，没走过高速，能耗在15.8。爽歪歪。",2022/12/1,南京
清清清风风徐来,20万之内的家用新能源suv里面零跑c11算是相对比较好的了，空间比较优秀，外观也很亮眼，无边框门窗挺帅的，智能方面语音控制还是很灵敏的，加了原包装后的方向盘加热，坐垫加热，自动后备箱，全皮座椅，12音响等等还是很划算的，空间在这个价位的新能源里面我觉得是最大的了，后排空间很宽敞，一点也不顶脚。后备箱很大，掀开后备箱还有个储物槽，后排座椅还能放倒，放倒后完全可以放一张充气大床在里面，加上全景天窗，提到全景天窗，不得不表扬了，零跑c11全景天窗有电动天幕，天热的时候可以用天幕把天窗挡起来，晚上或者出游的时候把天幕收起来，满满的都是好风景。续航方面我买的是510公里的，在周边城市转转肯定是够用了，单位附近有充电桩，随时充电也是很方便，基本没有里程焦虑。,2023/1/17,镇江
荣耀相随123,"因为疫情，因为摇号，没办法被迫买了一台新能源电动汽车。
       买车之前，我首选的是比亚迪宋PEV,在商场看车的时候，突然旁边有太零跑吸引了我，外观很圆润饱满，一眨眼就喜欢上了，可是从来没听过零跑这个牌子，纠结的很，对比了比亚迪，感觉零跑C11性价比强太多，我就在网上查找零跑是什么公司，能不能买，简直是太纠结了，哎！
        我下载了懂车帝app,因为这些软件是从来没用过，一直在拿零跑C11对比其他品牌的车，晚上一直对比到凌晨1点到三点，对比了很多牌子的新能源车，还是认为零跑C11最具有性价比。
       我就点懂车帝的推荐门店，没多久销售门店的电话打过来，邀约我试车，我当时想，零跑在深圳没几家店，说是龙华那边过来的，我就答应了，第二天就约上了，这车开过来一看，星灰银的，高大尚的感觉，销售让我直接试车转了一圈，感觉太满意了，这电车就是好开，我也很爽快，马上付了定金5000元，销售送了个零跑背包，感觉服务挺好的！
     等车了几个月，车终于到了，9000公里了，车除了升降窗有问题，还没其他问题，已经很不错了，我也认识很多车友，他们的车表示很好，性价比高，赚到了，这就是汽车界的小米！",2022/11/29,深圳
无敌的小苹果,开了零跑有小半年的时间了，零跑这款车呢，整体还是可以的，毕竟价格方面还是有很大的竞争优势，外形很好看，大三联屏，纳帕真皮座椅，里面空间是真大啊，内饰看到得地方全是皮质包裹，确实很上档次，车机系统很灵敏，但是缺乏智能化，语音识别不灵敏，操作系统还是很繁琐，零跑小毛病多，减震不好，胎噪太大，跑高速120开启LCC稍微有点化龙，自动辅助驾驶还是比较初级，尤其是在有车加塞的时候，猛的一脚刹车，一刹一刹的晃的头痛，还有千万不要在有弧度的路用lcc，你在正常跟车的时候，遇到桥的时候，会突然识别不到前车了，然后就会突然的加速，这很吓人的，有两次出现这样的情况，都是差点酿成事故，还有开关车门的时候，尤其关车门的时候，车门这晃悠，不知道什么原因，以上就是作为新的零跑c11车主的吐槽，有不对的地方希望大家留言,2022/9/13,北京
Emo_yang,"订车、等车：
       之前家里是两辆燃油车，自己一辆，老婆开一辆，每周都有一天限行，就想着把一辆油车换成电车，换这辆车就是想的便宜、代步，所以没有加选装，选装里的外放电还是很不错的，但是没法单独选，希望零跑以后单独开个选装，直接让销售查下后台数据，哪个颜色有现车。
       其实是想要灰外深内的，无奈无现车，我又着急呢，就要的这台灰外浅内想，选好直接下单锁单

       聊聊用车，整体还是比较满意的，我说的还是比较客观的。

优点：
1.大，真的很大，应该是同价位里面空间最大的了。
2.车机速度快，反应灵敏。
3.舒适度我觉得相当ok，这个价格放在这里呢。
4.配置丰富，虽然我这个是丐版，但是像全景天窗、acc、lcc、电加热什么都带了，我城市用绝对够用。

缺点：
1.前备箱有点难关，开启的时候也有点小问题，首保的时候去调试下。
2.时速100以上感觉有点口哨的声音。
续航：因为现在只用了一周，大概能耗20左右，反正我是开不出别人的16能耗，反正用电便宜，费点就费点吧，开着舒服就成，
       最后整体打分5分的话，我觉得4.5分是有的，也是会推荐给别人的。",2022/11/29,北京
dxseh,【购车经历】 这个价位段看了特斯拉model3和小鹏p7，特斯拉感觉内饰太简陋空间也小，小鹏感觉还好不过要买长续航版就超了预算，后来还去看了比亚迪汉，内饰感觉太成熟了，后来在抖音上看到零跑c11刚好离我不远有门店就过去看了，第一眼真的感觉很大气，车的外形尤其是前脸还是很好看的，而且车内空间也大，该有的配置都有性价比真的很高，果断就下定了。 【空间表现】 我是184的身高，坐在主驾驶调好座位后后排的空间还是可以的，而且主驾的座椅很舒服，在零跑商城薅羊毛买了一个腰拖和两个头枕，很舒服，后备箱和前备箱空间也很大 【充电时间】 充电我一般是从20%冲到90%，这样的话对电池是有好处的，我家是峰谷电，晚上回家后插上定时晚上11点开始冲一般8个小时就可以冲好，我上班距离比较远每天开50-100公里，一般3-4天冲一次。 【驾驶感受】 得益于前5连杆后多连杆的悬架，高速转弯是很稳的，过个坑坑洼洼的也感觉比较平稳 【智能化】 最近刚更新了系统，比之前要好看了，而且增加了智能化方面因为买了选装包所以各项配置还是比较齐全的，智能驾驶辅助经过更新后确实比之前更好了，遇到前车不会紧急刹车了 【续航】 续航方面春夏秋基本上8-9折完全可以接受的，因为电车确实太省钱了，一个月只要200左右的电费，要是油车的话一个月怎么也得一千多，冬天的话大概6-7折，反正市内代步很ok了,2022/12/7,杭州
TJ990,外观大气，配置丰富，空间充裕，智能化水平高，此价位目前一骑绝尘！ 6月想换车，在各大商场看新能源车（之前开混动唐，想换纯电动的），不是太贵就是样子不喜欢，回家刷懂车帝，无意发现C11，立刻下载零跑APP，研究配置一晚，因自己在外地出差，让老婆去最近的销售店看看展车（6月只有工程样车，无法试驾），老婆回复满意，并拍了很多照片，让销售加了我的微信，果断订金2w下单，优惠1w=免费送选装包（真香）。随后开始漫长等待，入了三个微信群，看着C11不断的完善，陆续推荐了N个好友下单。 9月28日收到邀请去参加零跑之夜，夜游黄浦江，认识了不少车友，10月5日前去试驾，先逛了4家门店把自己想看的颜色都看了一遍（见图），最后还是选择了磁灰，试驾符合预期，做工比工程车强很多，就是后排座椅太软了，但也能接受，果断锁单，更没想到10月8日零跑就反馈已调整座椅软硬度，着实给力！又等了3个月期间把所有想到要的配件都买齐，家里衣帽间推的无法进人了。 终于在12月底接到销售可以提车的通知，无奈又在出差，1月3日回来立马杀去验车，一切都很满意，12月24日出厂的车在装配上较生产初期有了很大的改进，付了尾款，1月6日办完保险和临牌，1月8日提车送了三联屏钢化膜和车内消毒，付费贴了天窗膜，1月18日上牌选了儿子生日车牌号，一切皆很顺利。 用车十来天没有让我失望，开得不多但在车里研究的不少，多车机流程，内饰做工达到这个价位的较高水准，现在唯一不满意的是门把手收回的声音较大，在安静的地库吓了我两次，OTA后实现了LCC功能，简单测试了下还不错，最近都在市区也就没有深度使用，据说3月还有OTA千万级调音将上线很是期待（木耳朵其实无所谓），先分享这些，后续再做深度反馈。,2022/1/20,上海
炸一下就好了,"车子开起来还不错  
【空间表现】
优秀 
【续航】
我的是510感觉开起来也还可以的 充满95%高速开350公里到家还有100公里左右 不开空调
【智能化】
智能化还不错的上次发现就是选装了 不能改音效的 说选装了之后是自动分配最好的音效自己不能设置 问过客服了
【最不满意】
是前车储物箱 车盖 盖回去要小心翼翼
【购车经历】
那会选这车是意外本来是有意向买车然后意外看到这车宣传 说真的这个车是真没搞宣传 我意向看了半年多的车子就是没刷到过这车，之前开始还有减2万的活动。然后去试驾 刷各种车辆信息什么的到订车 也等了有3到4个月 过年前开着回家的！保险交了5000多点不知道是不是贵了？
【提车价格】
我是买的别人单子便宜6000，没碰到减2万 反正都是销售说的 有点便宜也不错 
【驾驶感受】
驾驶感受肯定比油车好多了 开了我已经开不惯油车了 换挡时候 老是弄错
【乘坐体验】
后排还是舒服的 就是说真的椅子再往腿延伸点更好了短了感觉开久车了有点累！",2022/2/27,杭州
美佳徕克,"【购车经历】从13年拿到驾驶证以后就买了人生第一辆车本田锋范，后续换过几台车。马自达5，自由光。在偶尔的一次机会试驾了电动车后，体验感很好.21年11月试驾了一次，也对比了其他的电动车，当时感觉c11的性价比高，涨价之前下了定金，直到22年五月份才拿到车。下定之后，因口罩原因生意不好，有想过退车。最后还是咬牙提了车。
【续航】
平时跑高速比较多，从佛山到广西南宁，全程600公里，充满电跑了300公里后再充一次电到90%能到达目的地，还有100公里的续航。在高速公路上定速115。市区快环内，满电能跑420到450左右。
【驾驶感受】
行驶在平路上，感觉是很舒服。但有凹凸不平的路面，摇晃的相对厉害。在高速路上，噪音比较大。方向盘，有偏右的情况。总体感觉过得去。


【空间表现】
后排空间很大，坐上三个成年人也不是很挤。如果后排能移动就更好了。储物方面也够用。特别是车头还有个小储物箱，特别实用。
【充电时间】
因为没有车位没有安装慢充，平时都是去外面快充。30%充到90%大概是40分钟.要看快充的功率。冬夏两季充电，我个人感觉不受影响。
【最不满意】
行驶在凹凸不平的路面，车子晃.还带有一点 异响。方向盘偏右。总体感觉这个价格性价比还是很不错的。对于要求完美的，自己看着选。拿来做家用的是很不错的选择。",2022/11/30,佛山
康小雨11312767,"【购车经历】
2021年2月20日刷某音，看到零跑C11的视频，入门既豪华，15.98起步，下定还能优惠2万，太心动了。当时也没有北京指标，25号就去店里是交2万定金签合同订车。想着21年指标应该有希望，可惜呀，5月家庭指标还是没中，满脸失望，不过还好零跑C11十月才开始交付。想着不退定金了，明年中标在提车，明年不中签就挂外地牌。把现在的权益都占满了。分享下当时权益：
1，整车终身质保
2，厂家贴息6000(我办的平安银行贷款，贷款 86000元，18个月，每月4778)
3，2万订金抵3,8万车款~这杈益无敌
4，送蓝牙耳机，两把随车雨伞
5，送充电桩，送充电桩安装权益
6，选装包＋1万，目前在售是十1.5w

2022年5月26日北京家庭新能源排队，60分中签。高高兴兴的可以提C11了，不料疫情来了，车交付不了。厂家没办法发运。天天盼着提车，最后等来的是510豪华版三元锂版本的车不产了，销售联系我要么加2万换610，要么变更2022款510豪华磷酸铁锂版，实话，当时根本无法接受，后来看到大家都在提车，实在不能等了，我需要用车，总等着不生产的车也不是事儿。
加了2万换了610尊享。不过现在想想加2万还是超值的，现在车涨价三万，我只加两万不说，里程确实没有焦虑了，我没有选错。

【提车价格】
尊享610油冷三元锂：18.98万，优惠18000+1000老友礼＋500新春礼(咸鱼35块买的券）＋1000新春礼
最后价格惠后16.93W（包含1W送装）太平洋保
险4200，自己上牌310，总费用17.371W。

【能耗表现】
能耗还是不错的，610北京夏天正常空调，开个
500还是没问题的。我从不省电模式开，正常开空调平均18个。",2022/11/29,北京
清醒守礼,"零跑C11跑了1万3千公里了。 回顾个人买车前进行了一些对比:并且对汽车品牌的投资方也进行了了解，万一是和汽车没什么相关的纯属为了投资，以后没保障怎么办。现在互联网造车这么火，新能源汽车又是投资热门，我们买车又不是为了开两年玩玩，还要想以后有安全保障的。 对比了同等价位的国产燃油车如果配齐C11的功能和配置，需要25万以上的车型才能拥有，并且智能化有的根本实现不了。又对比相同配置的新能源汽车，需要30万以上。 相信零跑的品质会做的越来越好，根据用户提出的意见不断改进，期待第五次系统升级把最后的远程监控系统完善了，使用零跑的车主越来越多，给我们老车主换新车型机会，现在新的C01功能很强大，期待着更强大的车型。 【空间表现】 后排脚下我家大金毛可以躺着睡觉。 【续航】 家里有充电桩，没有里程焦虑。正常上下班，每周充电一次。 【智能化】 应有尽有。经常使用几个:1．语音交互，不必多说。2．变道预警，规范文明行车。3．后方来车报警，很多汽油车高配也有这个功能。4．主座迎宾模式，彰显高档。5．转向时同侧摄像头开启，保证安全，虽然我还没看习惯，但是主要零跑有这个安全意识就行。6．倒车后视镜自动翻转，也是为了安全。7．辅助驾驶相关功能，亮点。使用过很多次，也是最喜欢的 LCC ,ACC ，车道保持，为了安全还要自己集中注意力，不能过度依赖。 【最满意】 一定是辅助驾驶。解放双脚，更实用在不拥堵的高速上行驶。",2022/12/9,合肥
爱零跑的美少女,"1.下定时间 2022年2月26日下定 
 2.提车时间 2022年7月13日提车
【购车经历】
在北京一直开的外地牌照的车，应为各方面原因北京外地牌照的车限行越来越严格，导致没办法把摇了9年还没中的油车指标换成了摇电的指标，2021年8月了解到零跑这个品牌，但是应为没有号没有赶上一开始零跑C11最优惠的阶段😂，2022年听朋友说我的分数肯定能中电牌子，索性2月份直接去零跑的店里试驾，试驾了20分钟所有驾驶感受还可以，没有犹豫直接当天下定了。其他品牌不喜欢，😁👍第一眼就下定了零跑C11。
【提车价格】
 应为牌照原因没有赶上最优惠的阶段，舒适包配了后裸车19.48万➕4800元的保险 落地贴边20万，对于价格还是觉得性价比非常高的🌹🌹🌹
【续航】
 刚提车夏天的时候基本上满箱电🔋都可以跑550-580左右的续航，现在冬天的确电动车的冬天也来了保守估计，满箱电可以跑到420-460左右，至于到了最冷的天气目前还有待实验。
【动力表现】
 开启运动模式，提速是最快的，超车很自信，个人习惯不同，我还是比较喜欢用自定义，动力轻松，转向舒适，动能回收强。这样感觉比较省电。
【空间表现】
 后排的空间比较宽松，我本人1.8米座前排也还是很宽松的，后备箱的空间也非常不错了。
【最不满意】
要说最不满意还真没有，车无完车，我个人认为有待提升的就是整车的小异响希望厂家能够提升改变。
对于零散C11这个车，我还是非常满意。",2022/11/30,北京
weirdo999,"零跑C11这个车在10-20w区间内，无论从外观、内饰、价格，还是功能、续航表现、动力储备，无一不戳中我的需求点。
外观方面，造型是偏传统suv，有种四平八稳的感觉，符合我的个人审美。选择黑色车身和车顶颜色相同，也是传统审美的选择。事实证明黑色也非常霸气，还有一点比其他颜色更好配补漆笔，也是优点之一。无框车门，非常赞，无脑推，中年大男孩的最爱。
 内饰方面，顺便提一下，本人是第一个棕内提车车主，有点骄傲。因为选择了加装包，升级了nappa打孔皮，质感拿捏了。三联屏无功无过，反正我儿子喜欢！车内还有一些小巧思，折叠手机支架，扶手箱纸巾格，门上有专门的雨伞格，中控下面有专用的无线耳机充电口。
 功能方面，得益于加装包，座椅通风，加热，方向盘加热，音响升级，外放电，电尾，除了缺席了座椅按摩可以说什么都有了。
空间方面，只要身材不越级，那么空间绝对越级，满载五人不拥挤，后备箱平整且大。另带一个前备箱。
用车成本方面，行驶近8000公里，基本不在外面充，家里谷电用的多，大约电费400+，一公里在5-6分，相比燃油车不是一个量级，舒服舒服。
简单说一下缺点
1.越级的前双叉臂后五连杆，可能是调教的关系，略有一点颠簸。
2.前备箱尺寸略小了点，重要的是开启方式不友好，导致使用率接近于0⃣。
3.车窗升降机容易升不上去，希望下次ota给修复一下。
4.车漆比较软，相比传统品牌，碰到别的车，大概率要受伤。
5.续航来到冬季，也从优点搬家到了缺点，秋天开车乐呵呵，冬天开车mmp。。。",2022/11/30,嘉兴
葡萄的眼泪0523,第一次看到这车是年初参加理想门店开业活动，门店邀请理想ONE老车主参加。隔壁就是零跑的展厅，第一眼就被造型和颜色吸引，瓦尔登绿，非常好看，整车外观线条流畅，配置全，空间大，性价比，加上跟大华的丝丝缕缕的联系，对这款车还是比较认可的。闲着无事，就登记试驾。舒适度跟理想ONE还是有段差距，不过价格摆在这里，可以理解。可能试驾的那部车的问题，试驾下来，有两点缺点，后排座椅坐得不舒服，试驾下车竟然有些头晕……当时也没购车的欲望，就此搁下。过了两个月，朋友跟我抱怨他的林肯MKC油耗太高，我就给他推荐理想ONE，带他去试驾，眼见他爱不释手，无奈嫂子让再看看。就带他们去看了看零跑，嫂子一看这造型和价格，立马拍板……最终理想没推荐成，在她的怂恿下，两个人一起买了C11。4月下定，因为上海疫情，一直等到7月2日，用板车拉到昆山，去昆山提车，为了坚持水冷终身质保，颜色也由先前订的银色变成了新氧绿。开到现在一万多公里，整体感受还不错。有待提高的地方也不少，希望以后OTA能解决。具体问题如下：1、每次启动都要关闭低速行人提示音，不接受解释说这是政策法规，理想ONE就可以关闭。2、LCC在车道里会画龙。3、变道打灯会退出LCC，变道后LCC不会自行恢复。4、ACC、LCC开启时，有时其他车道插车进来，离得很远也会刹车，刹车还不线性；有的时候离得很近，车子却又没有反应，要人为介入刹车。5、遇到雨天，LCC开启不了，我开理想ONE，滂沱大雨，辅助驾驶正常工作。这些都是软件算法逻辑能解决的，希望尽快解决，增强产品生命力。,2022/11/30,上海
大肥子米,零跑C11性价比真的非常高，可以说没有对手，恒驰5性价比也不上零跑(本人159800+10000选装)，外形和蔚来比较像，尤其是尾部，门把手和毛豆Y差不多，内饰还是很上档次的，可惜nappa真皮这味道我是一周都没散去，可以说17万唯一选择 【空间表现】 非常宽敞，前后排轴距真是很大，五个人不拥挤，准备后期体验下后排放倒+后备箱躺平 【续航】 续航还行吧，北京夏天满电能跑到1比1，冬天没试过 【充电时间】 快充一次，大约一个多小时充满 【智能化】 科技感真的很强，小零语音还是很精准的，各种高级功能我自己还没弄明白，感觉需要时间体会 【最不满意】 这车1.905宽，我们小区侧停车基本停不了，只能听主路，要是1.8宽就好了 【购车经历】 一个月提车，但是中途被零跑所谓领导恶心了很多次，因为提车便宜，所以什么东西都没送我，连脚垫都没送，交付也是爱答不理的，问问题就怼我，提完车直接电话不接了，反正购车体验很差，买车时候是爷爷，等车时候是孙子，交车时候是儿子，交完车后陌生人 【提车价格】 159800+10000+600+4156=174556 【驾驶感受】 虽然是后五连杆但是减震感觉没那么优秀,2022/7/10,北京
零跑福州福邻友车友俱,本人是2021年7月的一天突然看到C11这款车，原本还在犹豫要不要订车的我突然就心动到不行，然后就下定决心下订单，原本是在看领克03和小鹏p7，但是由于各种原因吧，一直没办法下定决定订哪款车，直到C11出现在我的视野，花了30分钟了解，果断下订，经过漫长的等待，锁单确认，最终等了半年左右终于在12月28号提了车，本人主管的从以下几个方面来评价一下零跑C11： 1.外观：说到外观首先就是比较见仁见智的东西了，我个人是觉得外观非常符合我的审美，身边的朋友也觉得很好看，都赞不绝口！ 2:行驶质感：把车开起来的感觉就是觉得非常的安静，隔音效果非常好，底盘也是非常舒适的调教，很适合家用！ 3:智能化：现在买车已经早就不是四个轮子加沙发的年代了，特别在电动汽车时代，智能化是非常重要的，C11的三块大屏幕真的在这个价位几乎无敌的存在，包括最新OTA之后，辅助驾驶功能几乎上齐了，使用表现也有了非常大幅度的提升，可以算得上挤进第一梯队了。 4:空间：作为一款中型SUV，零跑C11拥有2930的轴距，并且拥有前备箱，空间和储物能力不用怀疑，绝对是妥妥的！有再多东西都不怕。 5:质量：作为零跑的第三款车型，对比前两款车型，C11在产品质量上有了很大的提升，虽然也有个别车主发现了一些细小的问题，但这也丝毫不影响对整台车的优秀体验，特别是零跑厂家对待问题的态度非常好，有问题一定处理到底，对于我们前期盲订车主也有整车终身质保的保障，开起来完全没有任何担心。 总结：如果你也和我一样看上零跑C11这款车，千万别犹豫，直接订车就对了，太香了，开回家个个都夸你有眼光，有品位，大空间拉着一家人出门旅游都不是问题！买了C11我是一点都不后悔的。今天就说这些吧，有问题可以私聊我哦！,2022/4/10,福州
is黑灯瞎火,"车辆  510 豪华版 水冷电机三元锂
里程  10000km 
今天去零跑售后做了一万公里第二次保养。 
在不知不觉中零跑c11跟随我度过了5个多月，经历了酷暑和严寒冬季的考验，经过春暖花开，度过酷暑迎来了秋季。零跑c11出色表现使我爱不释手！零跑c11经过两次ota升级使得驾驶感受更加完美。尊享版超长续航长途无忧，acc、lcc辅助系统使得驾驶更加轻松，小零语音助手表现优越实现了只动口不动手。底盘悬挂操控舒适于一身。三元锂的续航能耗很扎实非常满意，经常能开出续航掉的比实际路程少的情况，水冷电机感觉比油冷电机靠谱，毕竟是获过奖的电子产品了！

自己从9月开始自己做车辆专门续航测试，关于续航测试心得：
通过四天时间测试，跑了440公里还剩24，开始充电了，因为晚上附近也没有充电桩，没跑干。之前看车友0公里还跑了20公里，本人并没有实际测试，所以不做评论。最后得出结论440+24=464公里，相当于9.1折，我还是非常满意。本人测试续航不具备任何效力，只是给广大车友做个参考。如果不喜欢勿喷！感谢了🤝🏻
      最后希望零跑越来越为车主考虑，给广大的车主带来更好的驾驶体验，不断优化，加快OTA频率，每季度都要更新一次，哪怕升级就一点点也好，让一起成长！",2022/11/30,青岛
石头34768,"我这边的对零跑c11的评价整体体验还是比较好的。已经使用了四个月，我已经开了9000多km。开始的不适应，慢慢的就跟c11慢慢的契合了。以下大致分享一下我的整体体感吧。

1，外观上看的是比较符合我的审美的，特别是他的屁屁的位置。比较圆润饱满，整体上来看的啊，比较敦实大气。c11比较喜欢圆型对称这个设计，前头那个灯带没有贯穿，就是比较没有符合预期的。
2，内饰，现在比较流行的三连屏，屏幕黑边比较大，所以比较喜欢使用黑夜模式。空调出风口呢都是椭圆形的。跟我上面所说的他比较喜欢设计圆型和对称学。还不得不说他的真皮覆盖面比较广。一般摸的地方的都是皮质的。我选择了灰色内饰，看起来会明亮一些，夏天还会没那么容易烫屁股。

3，空间，后排空间大，岳父岳母都喜欢的后排空间，夸赞不止，我一米七八个子做好后，头部空间差不多有一拳，腿部2拳。岳母是坐不了车那种，但是坐我的车后，长途两三小时
也没事了（当然也有我这个十年老司机的功劳，功力深厚，开的比较平稳）

4，续航，续航能力还行，平时市内跑动的话，广东天气不会太冷，最近都能跑一比一续航，不过上高速会打7折，再加上不可能用尽才去充电，只能300km内没有焦虑。",2022/12/2,深圳
一起领跑吧,【选车之路】 自从开了朋友的新能源车以后，深深爱上了电动车，放弃了跟了我6年的燃油车，提速没得比，更不用说省油了，试驾了市面上一圈电动车，最终在某音上看到推荐，自己决定从性价比的角度选择C11，（20W以内无敌的存在，不接受任何反驳）外观也非常耐看。 【配置真香】 1、车机系统非常棒，关键是当时基本是市面上首批搭载8155芯片的车机，反应很灵敏； 2、对外放电这个也是很好的功能，特别是喜欢露营的，非常实用，是油车无法做到的； 3、音响效果也是可以的，有多种音效可以随意换； 4、三联屏的设计非常炫酷； 5、选配后的座椅通风加热，在太原的这个时候（零下16°）都还是很实用； 看了好多论坛和车友圈，上面说的还是值得认可。更不用说这些蓝牙钥匙、3联屏、无框车门、伸缩门把手、座椅通风等车辆非常高的车辆配置了。 总之这个车我喜欢的配置太多，整体来说，性价比极高。 【不足之处】主要就是噪音有点大，应该和无边框设计有很大关系，冬季掉电过快，能耗较大，厂家有待加强知名度推广！一般看到多的都是特xx，比X迪较多，这个品牌品牌知名度太低，车是好车，知晓人太少了；再就是能否升级单踏板模式供选择，对我这种家还有特品牌的车，可统一一种开车模式又能再降低电耗，哨兵模式希望在下次OTA升级中实现,2022/12/1,太原
HipHop,"怎么说呢，外观中规中矩。加分项就是无边框车门。内饰就正常水平。空间大，续航平稳开轻松9折，暴力驾驶就360了。其实各方面我都挺满意的。我现在也开了10000公里了。除了驾驶质感，真的。这玩意是真晃啊，你们去过公园里划过那种小船没？一样样的。过平稳路面，给你的感觉都是划小船，过颠簸路面，害，属实是难受。我自己坐我车，都晃晕过。

此前有一次接甲方的机会，本以为这是我飞黄腾达的机会，我自信满满，让甲方爸爸坐我右后，甲方爸爸一上车也是对我的车一顿夸奖，还跟我说不比他的modely次。我当时自信的嘴角就扬了起来。俩人聊电车聊了一路，就差宾主举杯了。结果半道上，甲方爸爸不吭气了，随后让我停车，吐在了马路道牙子上，跟我说十五年老司机，没这么晕过车。

我估摸着有人质疑。哥们坐标太原，有想体验开船的，随时联系。",2022/10/27,太原
LA徽子,"从认识这车到提车我用了一年多，虽然等的时间有点长，但对于我来说等的还是有点价值的。提车以来已经开了有7个月了，有优点也有缺点接下来谈谈我的用车感受。
【最满意】
1.外观仁者见仁 智者见智 我很喜欢C11这种外观造型尤其是侧面 百看不厌。
2.空间方面对于这尺寸来说算中规中矩吧！对于我和我的家人来说已经够用了，如果能把后备箱空间给一点后排那就非常完美了。
3.配置简直算天花板了👍不多说了随着最新一次OTA即优化了部分内容也增加了一些功能非常好，在这里必须表扬朱总听取客户群体意见及时优化升级。
【最不满意】
1.电车嘛续航必须要说下，夏季的时候开空调基本打个9折 随着现在安徽这边天气慢慢变冷现在一箱电只能跑个400公里出头，再冷点恐怕更少。不过也没多大事官方可以加装柴暖，看个人需要吧！
2.还有就是底盘了，前双叉臂后五连杆配的和用料没话说，不过调教的差点意思，的确有点晃感觉弹簧压不住一样弹跳太多，希望零跑多下点功夫。
3.可能是早一批车的原因吧，车在过类似交叉轴的坑洼路面时，你会听见内饰的异响声。平坦路面还好，可能是磨具和装配问题吧，望零跑加以改进。
    总之买了C11不后悔，你要知道是辆车就没有完美的，适合自己就行。",2022/12/7,合肥
沙漠8877,"【购车经历】 购买零跑是偶然的一次相遇，选择零跑是在偶然之间与朋友逛街的时候发现的，起初对零跑是没有印象的，在不经意间偶遇，让我心动的就是这庞大的身躯与硕大的空间，再加上无框车门，爱了爱了。整体外观确实是非常吸引人，之后就查看各种资料，直至与它结缘。之前一直在选择油车，从X3,Q5,XT5，一直在矛盾中选择，各有千秋，看到零跑并试驾后感觉沙漠纠结都解决了，唯一的担心就是续航，所以毅然选择了长续航版本610km尊享版，然而待到想要确定的时候，销售告知至少等待期要3个月（当时是6月初），等到6月中旬在一次出差中去杭州零跑直营店看车，试驾，销售告知最迟1个月时间，回来后和家里人商量，一致通过决定直营店购买，所以在6月26日当天直接去下订单购买，早上10点半办好预定手续，回到家12点正在吃午饭，销售来电话说工厂库里正好有一辆瓦尔登绿，黑内的610km尊享版本的车，3天时间就可以到达门店，于是决定7月1日提车，中间还需要办一些手续，提车是很神速的，但是唯一遗憾的是没有任何的附件赠品，后来销售自掏腰包在网上购买脚垫，话筒赠送，想想也无所谓了，只要车子开着舒服就可以了。7月1日完美提车，也正好赶上地方政策可以领取2000元购车补贴。直到现在已经开了12000km，经常的高速来回杭州，相比原来油车一个月2000汽油费，现在200一个月的电费，相差甚远啊。电车真香，希望零跑越做越强大，才能保证我们车主的权益享受。",2022/12/1,杭州
