字段1_文本,字段2,时间,字段3
武装的日天同学,挑这个车就是性价比，在同价格，同级别的比较 空间大，前备箱也很方便，我的球鞋护膝，都直接丢里面 ，隔音又好，刹车距离又短，底盘也相对扎实，也有比较快的充电速度，广汽的大厂国企不会倒闭，终身质保，终身免费充电，也相对放心一点，起码人家电池和电机是自研的技术，这些就是优点。 缺点就是不太重要的部位会偷工减料。 1.内饰做工相对粗糙，后视镜前面的那一块集成了智驾摄像头什么的居然和车顶不是贴合的，留了一块很大的裂缝，坐在车里抬头可以看见，那里亮的黄灯，有点烦。 2.这个绒面的顶棚，非常不好打理，手摸过就会留下印子，有一些莫名其妙的刮痕，都不知道怎么来的，看着不是那么舒服。 3.中央扶手箱和，中控台下面的置物空间用的毛绒都是非常劣质的，用手一摸就掉得全部都是毛，黑色的细毛，用吸尘器一吸，直接把滤芯都堵住了，经过了吸尘器吸和除尘胶反复收拾，我的车总算是过关了，我真的不敢想象，如果哪一天朋友坐我的车把东西放在那里，或者女生把包包放在那里，再拿起来的时候，上面全是黑毛，我会有多尴尬。 4.在速度相对快，的时候过连续细碎的路面，确实容易感到共振，耳朵里面有压力，甚至带一点点头晕，但是这个不多见。 5.车内内饰味道太大，说是什么环保级材料，用仪器一测就超标，开车回家，一路上闻的头都晕了，我在车内还戴带n95口罩，通过长时间的暴晒和，开外循环风力调大，可以有所缓解，不建议用二氧化氯，因为会腐蚀金属。 6.方向盘和车顶的摄像头一直在开着，我也不知道他们在录什么，这个功能，要么可以关闭，要么就要主动告知乘员他是否在工作，会有极其细微的电流声。 7.销售非常不专业，交付专员也不是那么专业，整体购车过程感觉相对粗糙。 8.车右侧后门上的密封胶条有一个凸起，没给够胶。 9.车辆停放的位置是露天的树林，交新车给我的时候也没有搞干净，什么树叶灰尘到处都是。 10.试车的时候，音响非常好听，我不知道为什么我的车就这么难听，包括上述的一些问题，可以自行解决的，在展厅就不会遇到，但是我的车上都遇到了。 11.新车开不到一周，出现了雨刮器和自动灯光故障，与此同时，方向盘上的方便按键也无法使用 在路边停下车，反复重启，无果，通过吸烟修车法 把车停在路边，下来抽根烟，和朋友聊天一段时间 再启动，就好了。 但是总体上来说，我对这个车还是非常满意的，没太多别的原因，就是因为在这个价位，这样空间这样快的充电速度，这样安静的座舱，我觉得这就是我想要的。,2024-01-21,深圳
拼命吃草牛,"给看过的车友抱歉，之前发过文章，想搞个懂车分，重新一次，有一些内容会重复。
【最满意】
1外观体量不大，坐进去车内空问贼大，完全没有内部压迫感。带家人去试驾，小孩在
后排跑来跑去，就像在飞机的过道里面跑似的。她打开后座椅靠背小桌板，一脸兴奋
“爸爸，这里可以像飞机座椅那样打开！，
2、颜值不错，尤其是内饰。每天坐进这车
很舒心，白色给人很敞亮的感觉，加上赠送的Nappa真皮座椅，确实赏心悦目。
3、选了特高压版本，充电非常快。
4、车子后轮驱动，跟我的前轮驱动车子相比，转向非常轻巧。尤其在日常上班的那个
掉头位，以前掉头时，即使方向盘拉满，还是会探到第二条车道。现在可以直接在第一条车道完成掉头。
【最不满意】
1、后排玻璃不能下降到底。后来研究了一下，这好像是无框车门的通病。
2、雷达太灵敏，每次过收费站都滴滴叫不停。大屏上又找不到关闭雷达提示音开关。
3、仪表显示的东西太少，连车外温度显示都没有。
【驾驶感受】
我上班有很长一段高速，偶尔也会跑长途回
老家，挺希望有类似特斯拉那样的导航辅助
驾驶功能，但是老车只有自适应巡航，只能聊胜于无。拿到车后，特别试用 NDA功能。
刚开始小心翼翼，脚经常放刹车上，担心会撞车。开了一个月，上高速几乎可以托管了。美中不足，有几次进隧道会刹车到
80km/h，而不是跟其他车子保持一样的车
速。
【乘坐体验】
回老家时候邻居妈妈借我车给小孩喂奶，直
夸空间大和小桌板放东西方便©
【提车价格】
价格没有优惠。23年 12月份前提车赠送了
Nappa真皮座椅带通风加热和按摩功能。还送了放电枪、贴膜、脚垫和头枕这些。

题外话：头像是6岁女儿的画，看到打领带
穿衬衫的鼻青脸肿海绵宝宝，不知怎的，第一反应海绵宝宝像我。被生活蹂躏的中年大叔，已经没有棱角，也学会现实。就如平时
开车，老实本分开自己的车道，规规矩矩不超速。这一个月开HT，好几次猛踩油门超
车，排第一个红灯转绿灯时候，看左右没行
人偶尔会弹射起步，也时不时跟着车载音乐
瞎哼两句。这时候，我特别觉得换车是对的，换昊铂也是对的。",2024-01-22,广州
电车情报局,还记得昊铂GT吗？它是埃安旗下高端品牌昊铂出品的中大型轿跑车，而昊铂HT，可以看作是它的SUV版。如果说昊铂GT打的是特斯拉Model 3，那么HT打的就是Model Y了。 先从动态体验开始聊。一上手，就得表扬一下它的视野。跟昊铂GT一样，坐姿其实并不算高，但由于中控台放得比较低矮，风挡面积也比较大，所以能给到一种很通透的感觉。这对于新手来讲很有用，毕竟一个中大型SUV，停车看方位的难度会大大降低。 至于动力，虽然全系只有单电机，但是250千瓦，430牛·米的输出，零百加速5.8秒，还是相当猛的。低速就不用说了，就算是上了高速，中后段加速力度也是很强的。其实同级别其他的单电机车型，加速基本都在6秒或者6秒开外，它能做到5.8秒，证明是有真本领的。 另外一个本领是操控。它开起来相当灵活，车身的响应速度比较快，转向手感也挺好，不会很虚很轻的那种，带点运动的分量感。舒适性也兼顾得不错，会有些路感、震动感，但不会觉得它硬。加上隔音也相当不错，胎噪、风噪的隔绝水平处于同级别的中上水平。所以说，它算是一款运动性、舒适性都兼顾得挺均衡的SUV。 驾驶辅助系统，则是一个软肋。目前仅有某些路段支持高速NDA，可以根据导航路线，自动上下匝道，还可以根据道路限速，自主控速，以及实现自主变道，超车，主动避让大车之类的功能。只是如果前方突然有车辆变道过来，减速的幅度还是稍微大了一些。而竞品都在卷的城区辅助功能，要到2024年才能落地，节奏相对较慢。 再说下能耗，官方续航670公里（CLTC工况），城区开表显大概百公里14度，85折左右；高速开表显大概百公里16度，75折左右。充电速度很快，用埃安的超充桩，最大充电电流超过380安，功率接近250千瓦。所以15分钟，可以充入400公里左右的续航，补能效率不用担心。 静态方面，我个人感觉它的外观风格比较柔和，有点圆嘟嘟的感觉。当然作为一款中大型的SUV，它的尺寸还是蛮大的。车长超过4.9米，宽度超过1.9米，以及2.9米的轴距，都比特斯拉Model Y大一些。只是20英寸轮毂，放在1.7高的车身里面，还是稍微显小。如果轮毂再大点，或者车高稍微降一降，看起来应该会更加顺眼。 至于内饰，中控布局跟昊铂GT大同小异。8.8英寸液晶仪表，14.6英寸中控屏，大小屏幕的搭配，形成了不错的层次感。材质也相当高级，大面积的皮质包裹，还有细腻的木质饰板点缀，豪华感很足，不像是20来万的车型。车机还内置高通骁龙8155芯片，不光系统功能丰富，操作起来也挺流畅。22 个扬声器的Premium音响，音质也不错，全系标配也是好评。 空间也可以给它一个高分。我176cm的身高，调整好驾驶坐姿后，头部空间、腿部空间都不小。后排靠背调节幅度还蛮大的，加上副驾背部的脚蹬，在这里睡睡觉还不错。当然副驾，才是真正的午休神器。可以完全躺平，还有四向的电动腿托，加热、通风、按摩也都拉满。 总之21.39万的起步价，跟小鹏G6、智己LS6之类的车型处于同一水平。如果追求性价比，22.99万的670后驱特高压版最值得推荐，但是驾驶辅助方面差一点。如果追求驾驶辅助，可以多加1.5万，选NDA版本，当然还目前处于画饼状态，倒不如省下这点钱。,2023-11-16,
乐观的远山wyT,"【购车经历】
从23年下半年开始看车，到十一月份敲定下单，中间经历了以宋plus dmi 开始看，试驾深蓝s7，小鹏g6，银河l7，领跑c11，极氪001，领克08emp，问界m7，阿维塔11，理想l7，智己ls6，非凡r7，极越01，高合y，最终定下昊铂ht 。
它不是一辆完美的车，但是最符合我个人当下用车需求。因为家中已经有3辆油车，所以我个人是想换一个suv ，因为个人年均跑2w+，也有自己的车库，所以就想选一款新能源汽车，还需要兼顾娃的兴趣和老婆的座椅，所以其中试驾的很多车对我来说都没有留下太深刻的印象，唯一想下定的就只有三款车：
一是问界m7，车机与内饰真的很符合当下我的审美，但是因为m7 没有纯电车型，m5 ev对比m7性价比又不高，遂放弃。
二是阿维塔11，我老婆特别喜欢的一款车，但是试驾过后发现阿维塔后排空间不大，前排座椅又过于短，试驾了之后发现坐的不舒服，遂放弃。
三是智己ls6 ，这款车其实我甚至都要下定了，但是被店里的销售恶心到死，我找他下定都被放鸽子，售前都能做到这样，我还能指望你的售后？遂放弃。
最后就是昊铂ht 了，试驾车车况和座椅舒适度都比较符合我的需求，一键躺平也非常舒服，尤其是后排小桌板，在我试驾的车里只有高合y和昊铂有，对于娃来说放点吃的放点玩具真的很不错，所以最终下定了埃安ht 【这车牌子真的就是埃安牌】
懂车帝我也一直在关注，有几个号一直在那里吐槽低频共振，我只能说虽然买的是同一辆车，但是估计敏感程度有比较大的区别，我从油车换过来之后就觉得这车异常的安静，然后丁点的响动就觉得“哎？是不是那里有问题”…低频共振啥的一点也没感觉到，提完车跑了一百多公里，家里人睡的很香，还是相当开心的。

【最不满意】
这车子车机不说比其他的车，被自家埃安y的车机都能被吊打…说好的高端品牌呢？希望工程师加点油，早点ota 
另外，我始终觉得广汽宣发是有很大问题的，当时准备下定ls 6前，它的广告铺天盖地，短视频网站上各种博主都在刷ls6，而反观昊铂，从头到尾就几个几百粉的充值人在那里逼逼赖赖，说难听点，你连个首页都没上过，你让别人拿什么买你的车？

吐槽了一堆，还是希望昊铂能够早点走出来，早日大卖！最后晒一下我的埃安😁",2023-12-31,宁波
自由的白云tF8,买这款车就是看上了外观和内饰，空间家用绝对够了，非常宽敞，小孩能躺后排地上。后排座椅电动化程度不高，但功能划分清晰。有特点。 配置觉得没有方向盘加热绝对是败笔。车上这么多摄像头没有行车记录仪功能。非鸥翼门版本，无100度电池。后悬挂除了羊角，剩下几乎是铸铁。 冬季续航应该跟大多数电车一样，没有说谁比谁拉垮的，也不惊艳。正常水平。等到10度以上再看看续航吧。充电速度30分钟，可以从15%到95%。还是很快。 智能化，怎么说呢，流畅度可以，智能基本谈不上，只能说人机交互太差劲。北鼻有时候唤醒，他给我一种他不耐烦的感觉。后期尽快升级吧，毕竟人工智能已经飞速发展了。打转向灯希望赶快升级类似智己转向功能，打哪个方向，中控出来哪个方向的视频监控，而不是整车360，意义不大。 驾驶感受我觉得可以，整体性好，车很大不会给人很笨重的感觉。 后期会更新提车和权益。,2024-01-03,西安
仨人行必有我师娘,空间：是我最满意的地方，光后备箱下面一层就能装下90%的露营装备，后备箱两侧的小收纳格也挺实用，能装不少小东西，后备箱主体更是670-1800L，感觉能装下半个家。 驾驶：加速还是比较给力的，车随脚走说有就有，悬架偏舒适，过减速带还是略有颠簸，不如轿车。跑到100以上想超个车也是轻松加愉快，稍微深踩就100了。自动驾驶也试了一下，还行超车也挺果断的，对周围障碍，车辆的识别也还行。 同价位车有的昊铂基本都有，首任车主送纳帕真皮座椅、按摩和全车座椅加热都很实用。店里也送了终身免费保养和贴膜，现在又有终身免费充电，性价比又提升了一个档次。最爽的是免费充电的覆盖面积大，走到哪儿都免费。我把同价位竞品都试驾了一遍，对比下来，空间和舒适性昊铂占优，操控和驾驶感大家持平。 昊铂这车在每年低于5万公里的前提下三电终身质保，刚好我一年能跑小4万，一般电车的终身质保政策的限制里程是3万。所以昊铂的三电终身质保政策对我来说是超有性价比的。,2024-02-20,西安
自然飛魚,"看见昊铂HT的第一眼就被吸引了
预约了一次上门试驾之后就直接下定了，各方面都符合我的预期，在北京还不限行，加上官方终身免费充电权益加持，更加坚定了我油转电的决心。

【外观】HT外观时尚运动，20寸大脚保持将近5米车身的协调，无边框车窗尽显高端。
【空间】车内空间那叫一个宽敞，无论是前排女王座驾还是后排143°躺到，尽显时尚优雅气质。
后备箱空间也大，隔板下面还隐藏了一个大空间，关键是还有一个前备箱也不小，储物那是妥妥滴。
【内饰】用料扎实，细节处理到位，摸上去很舒服，映入眼帘的都是豪华高级。
【隔音】得益于全车双层夹胶玻璃和整车隔音处理，搭配米其林静音轮胎，简直就是图书馆级别的静音享受。
【动力】油转电，动力那是没得说，5.8秒那不是盖的，还没开运动模式，起步已经是遥遥领先了。100以上提速也丝毫不弱，彻底体验人车合一的境界。
【续航】电车绕不开续航的问题，也是行业通病，冬天打折多，省点打7折，狠点打5折，不过昊铂3月底前购车有终身免费充电，充电桩覆盖也广，800V快充不到半个小时就能搞定，还顾虑那么多干啥呢？",2024-03-04,北京
㐩不花,"#广汽昊铂HT#新能源汽车#新车质量问题 #投诉#易建联代言
自从下订
昊铂HT，痛苦就如影随形。好不容易1.26提到了车以为孽缘完结要向好了，结果没想到提车才是更痛苦的事情。我都不被逼得油菜花了，大家看看我打油诗做的香不香？
没想到一直想写文章没写是昊铂HT帮了我一把 哈哈 想一想下一步是放哪个问题的视频或者图片更好呢。让子弹好好飞一会儿～
广汽昊铂HT 
提车十天出问题
宣传车子智能化
实际技术太太差
三开两次失灵率
高速NDA会蛇形
接管还争方向盘
就是不把网络连
谁家新车做工差
广汽昊铂顶呱呱
出厂车漆封异物
密封胶条鼓大包
后排座椅电线裸
副座椅子嘎嘎响
车窗玻璃雾茫茫
车主心里尽荒唐
新车开进修理厂
满屏皆是红故障
谁家新车故障敢有十七项？
广汽昊铂HT 
不香
维修维修不彻底
售后满嘴小问题
买车好比买炸弹
安全根本没保障
厂家经销不作为
质量瑕疵满车辆
奉劝大家多一句
不买不后悔
买了真绝望",2024-02-19,苏州
NNHeart,外观不好评价，虽然好似特字头的车，但还有自己的风格，个人很欣赏，选择的自由灰很大气，免除了黑白审美疲劳，也不标新立异；车内空间相当大，天王椅的感受相当不错，远超原来的B级车天籁，副驾轻松二郎腿的同时后排还留有充足空间；配置除了智驾有所不足，其余皆可称道。所有手可触及之处都不是塑料；车顶电动遮阳幕好评，在透光和防晒功能上自由取舍；屏幕虽然不多，展示功能绰绰有余；音响在我开过和试过的车中也处于较高的水平，只是车机自带的网易云音乐还无法发挥它的最大效能；续航不错，天冷也能达到17左右，充电还占了800V的光，相当迅速，逛个超市吃点饭的功夫，就充好了，且还享受到了厂家免费充电的权益；驾驶感受是偏舒适型的，不易之处在于静音和坐感舒适度都超过了原先的天籁，加速顺滑，刹车平顺，转弯快时有稍许侧倾，整体路感不错，辅助驾驶达到正常水平。,2024-03-05,无锡
中珠车友,车辆外观差不多5m是足够长的，唯一的美中不足就是那个车的宽度窄了一点。 内部空间就不用说的了，同级别，同价位的完全是没法比得上的。无论是工作需求还是家庭生活都是非常足够而且充裕的。 常规电车有的东西，例如放电，自动驾驶，还有电动调节等等，基本全系列配置是全部都齐全的，一件都没落下来。 800V的一个快充搭配昊铂的免费充电政策。基指定的充电桩免费的都能达到120w~160w的一个充电速度，而且是一个超充挺快的，去到哪里冲到哪里，不存在续航的一个焦虑。 续航也试过几乎跑趴窝，这个车后面10%的电量是绝对超出1:1的。而且到了6%左右会有一个极致的节能模式，还能跑挺远的。 ota的APP方面呢也慢慢看到他一点点的在进步。 一开始是车子那个蓝牙经常是识别不了或者说偶尔失灵😓 出现被罚站的一个情况，后续通过APP更新ota之后，基本是百分百成功靠近解锁，离开，锁车这样子。 车没有完美的车吧？只能说这个车子它是性价比挺高的一个车,2024-03-06,广州
青椒煮白菜,被HT的内饰和大空间吸引进来，没想到质量这么拉垮，智驾一般般，为自己选择昊铂HT留下了悔恨的泪水…… 2024.1月提车不到一周，智驾系统出问题，维修后不到一个月，智驾系统再次出问题…… 2024年大年初三，在高速路上，仪表盘显示屏直接罢工，昊铂厂家远程处理无果，高速路服务站苦等4小时后，厂家表示无法协调附近埃安和昊铂授权店资源提供代步车，只能自己想办法在大年初三租车，虽然昊铂厂家承诺报销租车用车费用，这个春节假期就被昊铂HT弄的彻底心凉……,2024-02-27,佛山
多多扒娱乐,总体来说还是比较满意，800v快充80度三元锂电池基本四五十分钟可以充好，桌椅加热通风按摩都有，后排143度调节，电动遮阳帘，智能化 车机差点意思。期望后续OTA更新快点,,武汉
蠢啵鱼,【驾驶感受】 过滤的也很柔韧很有高级质感，在飞坡的时候，明显感受到悬挂的进程是比较长的，坐下去的时候 会分2下起伏再稳定车身，在高速快速变道的时候，能明显感受到侧倾，底盘会有股很柔和的韧劲在拉着车 身.很完美,2024-02-27,广州
骑佩奇逛街,"【最不满意】
看不到的地方做工有点粗糙。

【购车经历】
看了好多车，也试驾对比了很多，最终还是选择了昊铂ht，家用这个定位很精确。
【提车价格】
裸车22.69万，我是没有盲订的，2000抵5000千还是店里的名额。置换4000还没到账。

【驾驶感受】
没开过什么豪车，至少比我之前油车gs4好多了。低速过有颠簸路面的时候感觉有点耳鸣，就像火车过山洞那种感觉，比较轻微吧，还是可以接受，也许是我耳朵太敏感了，我老婆就没有写感觉。
【续航】
刚提车，行驶130公里，动态显示还可以跑487公里，如果是这续航还是可以接受的，毕竟很少走长途的时候（最远也就300公里范围自驾）。
【亮点配置】
亮点无疑是后排可以大幅度放倒，家人坐着舒服哈，内饰用料也是可以的，毕竟现在国产车都这么卷，“技术”不够材料来凑，开玩笑哈。
【动力表现】
单电机5.8s这能够满足各种超车了。",2023-12-16,惠州
快乐松鼠2ok,选车：最后主要对比了ls6后主要因为可以整车终身质保最后选择了ht，现在想想这个终身质保的含金量可能也就一般吧，可能也就心里更放心一点。（试驾ls6车后面的L都掉了）。 内饰：做工精细，豪华感不错，除了方向盘没有加热，不是真皮，下部是硬塑料外。和十几万的车相比有很多优势，总结来说这个价格也算对得起这个配置 操控：开了快半个月，操控不错， 舒适度：不错，目前唯一缺点，空间大过凹凸路面感觉有车内空气震动，令人不适 续航能力自己看图3。 充电：目前一直用随车充 12小时充40度电，快充还没用过。看到有人说800v特高压充电向下不兼容不知是否有此事。普通的快充到底充电速度咋样不清楚。 建议：买之前试驾多种路况，要的东西写在合同里，写清楚。,2023-12-24,连云港
柴可夫斯肌,【购车经历】 毕竟每个人情况都不一样，我选车很简单中大型SUV足够空间二胎刚出生，背靠大集团减少售后麻烦。 【驾驶感受】 在着人人BBA的时代，没开过什么百万级对比70万以内驾驶感受排名靠前。 【油耗】 因为有家充闭关所以能量回收当油车开，我在的城市最冷3°巡航还是很不错的。 【乘坐体验】 坐进去第一感觉就是舒适，特别是后排143°老婆小孩都喜欢，也是我没买LS6买这车最大的原因，买车时就在这两款里挑试都驾过2次，综合对比HT更适合家用。 【空间表现】 前备箱很大，后备箱下还有很大空间，建议想买的朋友去店里看。 【最不满意】 大家都吐槽的车机很垃圾，我个人看法是够用，毕竟价位就在这里，不要总和理想，问界比，还有手机智能钥匙很不好用，我走开很远都不一定锁上，有时离开几部就自己锁上，希望厂家重视这点。,2023-12-24,南宁
小土豆和大地瓜,"外观这方面见仁见智，个人还是比较喜欢的，虽然是溜背造型但是也没有牺牲腿部空间给头部留空间，而且头部空间仍然充足。
内饰能看到的摸到的全部都是软的，高级感还是可以的，副驾取消了手套箱，但是个人感觉储物空间还是很充足的，前备箱后备箱都很大，后备箱下边还有一个很大的空间，放了两箱水仍然有位置。

【驾驶感受】
舒适模式、运动模式和节能模式，油门前段都有一个很明显的虚位，个人很不喜欢，但是个性化模式可以把油门灵敏调到最大，就很跟脚，很喜欢这个点，毕竟油门有虚位，有时候很影响驾驶感受，开起来姿态平稳，滤震也很干脆，没有过多的弹跳感，急加速急刹车会有轻微的抬头点头现象，不过整体可以接受，没有很强烈。后驱单电机，提速5秒8的动力也很充足，个人喜欢操控强加速快的，但是顾及家用还是选了SUV，但是也基本满足了个人要求，自己开的时候还是能爽一下的（跟3点几的轿车，加速和操控还是差一点的，不过也够了，谁也不能天天地板油）。

【油耗】
电耗节能模式14-16左右，自己开的爽的时候36-48左右，不过终身免费充电，也没怎么在意了哈哈哈。


自己也试了各种功能，还有放电枪试了放电功能啥的，整体还是很nice的。
希望后期OTA能升级更多功能✌",2024-02-06,惠州
善行良德,外观豪华大气，内饰优雅高贵，其中控台简约奢华实用。配置美中不足无行车记录仪，可铺床平躺，可外放电炒菜做饭，一车两用可移动家，续航中规中矩，充满电高速行驶，零下三度开空调，开大灯，续航360公里，剩余续航50公里，达成率是我自家有三辆电车的平均值，高科技的加持使驾驶非常轻松和愉悦，自动驾驶巡航跟踪前车行走，非常平稳，车道居中行驶左右无摇晃，远远超过我埃安s的车道保持蛇行走位驾驶体验，比我这个40年老司机开的平稳舒适，老婆大人大赞这个功能，智慧驾驶弥补了驾驶员观察盲区和疲劳走神犯困失误的缺点，也保障了行车安全，极大的可能性避免事故发生，非常值得点个赞。有点搞笑是此高端车不能自动远近光变换，客服回服后期0TC升级改进这个功能。总体来说对昊铂非常喜欢，提车后差两天没有获得免费充电很不爽，后来广汽厂家增加了老车主权益赠送终身免费充电，顿时有一种买了此车就像捡到元宝一样的感觉，女儿喜欢，撒娇要开着玩，我只好每天晚上等她下班后到车上坐一会，下车摸一摸，要不晚上睡觉不香，这辈子买了十几辆车了，总感觉买了这个车以后年轻了许多，昊铂威武。,2024-01-19,太原
ToBEReal,媲美电动卡宴的极致流线外观，宝石切割前灯六星连珠尾灯，宽腰美背的丝滑线条。内饰无懈可击，眼见皆软，空间宽敞使用，同级独一份，动力充沛，操控自如，小桌板后脚蹬电动遮阳帘的加入，在细节处无不体现对都市精英家庭的呵护。 车无完车，需要改进的地方当然也会有，比如小仪表盘在阳光下容易在前风挡玻璃上形成反射，影响视线，座椅填充物不够柔软厚实，后排放倒没有电动，女王座椅无法一键实现。 但作为这个价位级别的车，在当今市面上确实属于独树一帜，说它是水桶车型毫不为过，如果你的用车环境是希望同时照顾自身驾驶与家人乘坐，那么昊铂 HT 一定会是一个非常理想的新选择，也祝愿广汽埃安昊铂越走越稳，越来越好，OTA 更多实用功能，让车主惊喜不断。,2023-11-24,宁波
面包机烤面包,喜欢昊铂这种简洁的内饰风格，内部空间也很大，后排可以140度放倒，还配了脚踏和小桌板，大人和小朋友都很钟意😻后备箱有一个很大的下沉空间，可以塞下家里的全部露营装备，前备箱也可以装下一个20寸行李箱。驾驶起来大车感不强，5.8秒零百加速动力完全够用，虽然操控感受比原来的阿特兹还是差一些，但是安静性和舒适性强太多。车已经开了1500多公里，在广州总体达成率可以达到75%以上，元旦还专门跑了趟惠州测试高速续航达成率，满电出发，来回总里程240多公里，含190多公里高速，高速匀速95左右，整体续航达成率达85%，前段续航还是很扎实。原本自己属于12中提车，1月2号上牌，还窃喜新年捡了个终身年2200度充电权益大红包，由于我这种漏洞的存在，后来厂家把充电权益送给了所有23年的购车人，为昊铂大气点赞👍HT整体来说还是一辆不错的适合家用的大5座纯电SUV,2024-01-16,广州
有趣的芒果UZM,【外观】满意，但还有改进空间，可以做的更个性化更激进一点。期待后续能有官方改装配件。 【内饰】质感高级，真正的手摸到的地方都是软包皮质，连车门下部储物盒那都是软包，内饰是我看上这车的第一原因。 【配置】有高压快充，半小时从20%到90%。座椅通风加热都有，遗憾的是无方向盘加热无行车记录仪。 【空间】无可挑剔，孩子站在后排跑跑跳跳，前后备箱都够大，这是我看上这车的第二原因。 【续航】冬天高速空调，5-6折。天暖和了续航达成率马上就上来了。整体满意。 【智能化】车机不错，L2可用，遗憾的是没选NDA版本。 【驾驶感受】提速快，转弯准，后排不颠。 整体来说品牌力一般，周围人认可度还不高。希望做好营销，做好品牌力提升。,2024-01-30,北京
fifiss123,最后一点点小感受分享一下提车后，设置舒适模式开回来，全程34km，最终电耗是11.7kw设置舒适模式，刹车和加速都跟油车比较接近，没有特别突兀的感觉，另外就是开习惯了油车，发现昊铂HT的方向盘是真的轻，丝般顺滑。 全程导航/空调/音乐都是直接语音北鼻，目前识别率基本上100%。 最后说点不好的，现在各个车都标配行车记录仪了，昊铂HT竟然没有，这点有点失望，自己还得费脑筋看看买行车记录仪和安装。,2024-01-15,广州
末日咆哮,这个价位还行，不知道是不是第一次开电车耳朵有用闷闷的感觉。加速不是很快有种有车的感觉，内饰做工比一般国产强，续航暂时不知道，车机只能说够用,,宁波
李豐成,【最不满意】 选这个车2个月了，选来选去对于这个车无非就想说电池太小了，希望后期这个电池允许车主换大的，电池有点太小了，能耗偏高，续航自然就短了，希望OTA升级也能快点，别人一个月一次，咋们这个提的建议也不知道车少还是咋的，根本不升级啊,2024-02-01,郑州
陈吕敏,"【最不满意】说好的送贴膜玩套路还要加钱的还比外面的贵，说好的有贴息的怎么贴息的钱不知道哪去了分期利息好像没减少，

【提车价格】
是指导价减3000提车首付减2000，这个是自己上市前交2000元抵5000的保险6200左右没有其他优惠了，提车就一个便携式充电器，就没有了，说是还有一个放电枪但是没货说是有货了再给不知道什么时候会给
【驾驶感受】提车到现在一共就开了一天开起来还是挺好开的，比我以前的雷凌好开很多

【空间表现】
空间确实很大后备箱也很大放4个大号行李箱是没问题
【续航】
开了200公里掉了百分57的电，是开暧风开的
【乘坐体验】
座椅感觉挺舒服的坐后排的说跟坐油车没什么区别",2023-12-17,温州
阿川说车,之前深度试驾过昊铂HT，当时这台车给我留下印象最深你的，同时也是我认为最能吸引到消费者的，当属鸥翼门，这是这台车的一大特点和卖点，以及和同级别同价位车型体现出差异的一大利器。因此在外观这一块，鸥翼门是一个加分项。 当然，鸥翼门之外，昊铂HT丰富的配置也是相对丰富的，入门标配了L2级驾驶辅助系统，同时智能化配置也挺高，比如高通8155芯片等，都是标配，这一水准在20-30万价格中，是合格的。 空间没毛病，易建联代言的车，他都能坐进去，正常身高者更不用担心啥。 至于动力，昊铂HT仅提供了单电机版本，零百加速成绩5.8-6.8s，分别可以说是优秀和合格，不过我认为顶配30万的车了，应该提供一个双电机四驱的配置，会更好合适一些。 补能，也很方便快捷，部分版本支持800V 5C特高压闪充，里程增长蹭蹭的，肉眼可见。此外，昊铂的补能途径，有自己的专享私桩，也有自建站，也有合作站，当然最能吸引到我的，是终身免费充电这一权益，后期的用车成本，就减少一大块了。,,
饭桶的胖爪爪,高速续航一般6.5折，能耗在18.5左右，城区能耗在14-18之间，很奇怪不知道为什么。总体来说还算扎实。智能化一般吧反正也够用，开了1000公里高速，智能驾驶还可以，就是跟车逻辑不行，明显前车加塞加速走了，然后它就来一脚刹车，走远了才会自己加速，要加强。,2024-01-03,宁波
去你de世界,无线快充不太稳定，第一次买电车冬天续航确实不太给力，不知道其它季节怎么样，白色车漆前后保险杠色差明显，底盘很好，操控也很不错，还是很满意的。,,成都
用户3164975701304,对于2吨的车来说，操控已经很不错了，运动模式下动力也很粗暴，车在前面跑魂在后面追的感觉。空间也很大，乘坐舒适，家里人也很满意，可以说兼顾了运动和家用。 如果是我个人开，我还是选择昊铂GT，但是为了兼顾家用，最终还是选了HT。,2024-02-08,广州
上进海洋Away,外观总体不错，特别喜欢车头线型，车尾凹进去的角度觉得不如凸出来好看 内饰喜欢这种简约，低调内敛 配置总体满意，但只有鸥翼门才有5g满配 空间是最终决定下单的点，之前坐网约车就对Aion S空间很满意，昊铂ht发扬的更好 调的是舒适驾驶模式，操作比较跟手，基本和油车没区别，但是加速马力很足,2024-01-19,深圳
运筹帷幄沙滩3O5,行驶感觉很紧凑，空间和颜值也很棒，而且送免费充电，仪表简约大方，缺点是主机不够智能，无法显示红绿灯时间，音乐没有QQ音乐，不够好,,广州
快乐的葡萄VDv,好车，越开越喜欢。空间大，座椅舒适，前排按摩，老人小孩都很喜欢。适合家用，智能和软件还需努力。670的续航，市区达成率大概9折，高速达成7折左右，可惜没有100度电池选装。,,深圳
凑凑晨晨,空间非常大，设计的也很合理，动力性家用表现优秀。无框车门降噪有待提升，但全车双层夹胶玻璃配置拉满。具备同级遥遥领先的实体遮阳.,,深圳
勇敢的辰星mD1,性价比很高的一款水桶车，没有明显短板，售后服务态度也好，终身质保也很让人放心，做工同价位也算可以，suv里算很好开，动力转向空间用料及售后是同价位顶级的存在，是辆好车,,佛山
