字段1_文本,字段2,时间,字段3
咸车,作为多数用途为城市代步的电动车，我认为尺寸太大反而是负担，所以一直以来对这种小尺寸的两厢纯电车情有独钟，那么极氪X的产品力怎么样呢？ 【外观】 虽然官方给极氪X定位为紧凑型SUV，但是它的空载离地间隙191mm，比同平台的SMART精灵1高10mm，但是比领克02低10mm。所以说不要认为它的通过性很强，选择路线时还是要特别注意。 无门把手、无框车门、无边框后视镜，无边界的设计看起来整体感更好，但是后视镜日常驾驶磕磕碰碰在所难免，无边框的设计会不会更容易碎边呢？还需要时间来验证。来看车侧，这台极氪X搭载20英寸锻造轮圈+Akebono四活塞卡钳大尺寸打孔盘，不过要选装，费用16000元。建议选，毕竟动力强了制动力得跟上，轮胎也会换成静音自修补轮胎。 【内饰】 这台四座版本，让我理解了什么叫新奢，就是紧凑级SUV也能给到乘客行政级轿车的体验。副驾采用零重力座椅，平时打个盹也能给到不错的体验。划移屏，一屏两用，但是我一直在想会不会影响安全气囊的使用。最后为什么提到新奢？因为20万的价格，有座椅通风、甚至还有按摩。什么？这还不够？那再加个冰箱怎么样呢？随时随地的冰可乐，冰激淋，满不满足？这在同级别可以说是独一份的体验。 【后排空间】 如果说前排很享受，后排的体验就不尽人意了。四座版本车型堪堪能坐人，五座就只能是挤地铁般的体验了。因为1836mm的车宽，真的给不到让人满意的横向空间。 【动态】 四驱版本车型，零百加速3.8s，在电动车时代，这个数据不算出彩，但是如果放到燃油车中，哪个钢炮能有这样的零百加速呢？那么四驱版本就值得购买吗？我认为整个底盘质感，不适合激烈驾驶，新车的定位更适合两人一宠，悠哉悠哉的生活节奏，而不是一个人无情的穿梭在城市道路中。 【总结】 最后给到选买建议，对于这样一台城市代步紧凑型SUV，我认为续航更值得关注，不如选择20.98万元的后驱YOU版，CLTC工况下纯电续航560km，要零百加速意义不大，城市通行能给你几次地板电的机会？不如多跑几十km来的实在，甚至价格还便宜2万元。,2023-04-28,
郝车来袭,"导语：
假如手拿20万左右预算想购买一辆大空间家用SUV，相信您能挑选出不少备选车型，但如果是作为家庭第二辆车且要求是超个性的豪华SUV，您又能想到谁呢？今天的主角恰好满足了您的需求，它就是刚刚上市不久的极氪X，2023款极氪X共在售四款车型，分别为两款4座版和两款5座版，售价区间为18.98万~22.98万元，那么新车都有哪些亮点和槽点呢？

品牌：
极氪品牌隶属于吉利汽车旗下，主打全新智能纯电汽车品牌，2021年4月，极氪品牌首款车型极氪001正式发布，新车一经上市便受到了不少年轻消费者的追捧，随后极氪009的推出，又在中高端新能源MPV市场占领了一席之地。时至今日，极氪X又开始向炙手可热的新能源SUV市场发力。根据销量榜显示，2023年6月，极氪品牌共交付10620台，同比增长146.9%，那么您觉得极氪品牌如何呢？

造型设计：
不得不承认，极氪品牌已逐渐形成了自己独特的家族式设计风格，极氪X同样基于SEA浩瀚架构打造，犀利的大灯与车头线条巧妙地融为一体，同时彰显新能源身份的封闭式中网集成了分体式大灯、前置摄像头以及通风口装饰，使其前脸设计简约而不单调。侧面则通过大量筋线勾勒出型面立体感，悬浮式车顶也营造出年轻时尚的感觉，隐藏式车门把手不算新鲜，但无把手的SUV您又见过几辆呢？极氪X是通过按键开启车门的，是不是很有想法呢。相比前脸，尾部设计并没有那么令人惊艳，但依然把精简发挥的淋漓尽致，贯穿式尾灯既融合了品牌LOGO，又与后车窗完美衔接。总体来说，极氪X的辨识度还是相当高的，根据官方透露，新车将提供巴黎玄米、雅典云白和杭青绿等六种车身颜色可选。

内饰配置：
新车的内饰风格依然延续了极氪品牌简约豪华的设计理念，大量软性包裹和搪塑工艺覆盖整个内饰，甚至连车顶和门柱等细节都采用超纤绒面料包裹，尽显豪华气质。内饰布局并没有追随当下新能源车超大联屏的一贯风格，而是采用了一块尺寸为14.6英寸且看似普通的传统中控大屏，但其实内藏玄机，郝哥使用过比亚迪的360度旋转大屏，见识过长安深蓝的左右可转大屏，还了解过智己LS7的升降大屏，但像极氪X的这种可通过手势控制进行横向滑移至副驾的“移动大屏”还是首次见到。与此同时，造型复古的方向盘样式按键布局也很新颖，并在下方设计了触控快捷键（Touch Bar），相比之下，8.8英寸全液晶仪表盘算是车内最拉跨的设计了，好在清晰度还算不错。当然，全系标配了AR-HUD抬头显示，显示内容非常丰富，日常驾驶中可能比仪表盘使用率更高。

空间：
作为极氪品牌第三款车型，极氪X终于进军SUV领域，而处女作直接瞄准了竞争最为激烈的紧凑型SUV市场，不过从视觉效果上看，郝哥感觉新车更像是介于两厢车与SUV之间的定位，车身尺寸方面，新车长宽高分别为4450/1836/1572毫米，轴距为2750毫米，其中4座版本中央扶手箱可支持前后移动并选装温冰箱，也为此摒弃了传统的中控地台，不仅方便了前后排乘客更灵活多变的储物空间，是不是又有种某些MPV车型的既视感。座椅方面，一般4座版车型会照顾到后排乘客的舒适性更多，但实际上只有电动向上折叠功能是个加分项。反之极氪X将副驾驶位置作为了重点，新车配备的4D云端零重力座椅支持22向电动调节、包括加热通风按摩一应俱全，妥妥的女性专属。此外，无边框车门相信也更符合年轻消费者的青睐，后备箱空间比较规整，还可通过后排座椅比例放倒进一步提升装载能力。

动力：
虽然极氪X仅在售四款车型，但却有500公里、512公里和560公里三种续航可选，新车全系均将搭载66千瓦时的三元锂电池，其中单电机版电动机总功率200千瓦；电动机总扭矩343牛·米，前后双电机+电动四驱版的电动机总功率315千瓦；电动机总扭矩543牛·米，零百加速仅需3.7秒（最快）。值得一提的是，充电口位置设计比较隐蔽，快充时长官方暂未提供，不过已知新车将配备直接式热泵系统，能够大幅提升冬季续航表现。

导购：
2023款极氪X在售四款车型中，最低配后驱ME版和四驱YOU版均为5座车型，差价在2万元，除了双电机和电动四驱系统，还新增了方向盘加热和雅马哈音响等少量舒适性配置，因此如何选择还是看您对动力是否有更高要求。巧合的是，相比再高一点的后驱YOU版 4座，预算同样相差2万元，但这次主要提升的却是黑科技配置，例如后排座垫电动翻折、电动滑移智慧屏、4D云端零重力座椅以及智能灵动中岛等等，如果郝哥选择可能会偏向于后者，毕竟更多的“可玩性”才是极氪X的最大卖点，何况续航里程还能再增加50公里左右，当然如果想要动力和黑科技兼得，那不如直接上顶配四驱YOU版 4座即可。

总结：
至于主打消费人群，无论是4D零重力座椅带来的舒适性，还是后排座椅向上折叠更便于携带宠物出门，郝哥分析新车会更适合那些年轻的女性消费者们。",2023-07-12,
传说中的狗蛋,感觉极氪销售思路主要靠骗，购买以后就不把你当人看了，新出的车型各种问题频现，三个月跑了五次4s店，各种问题还没解决完！目前我7000公里主要遇见如下。 1.充电功率异常，更换了充电口 2.刹车片防尘罩设计缺陷，异常进物，车辆无法使用 3.冰箱发热噪音大，基本没有用的意义 4.无线充电发热极其严重，切速度非常慢，没使用意义 5.音响低音破音直接劈了，因为是偶发，给我的回复是偶发故障不用担心。。。意思就是氪服一下 6.hdr抬头显示模块里面有螺丝掉出来一样，来回动的杂音，也是偶发，过减速带有时候会响半天，卡住到哪了就不响了 7.主驾车窗玻璃升降，还有充电口盖开关，偶然出现呲呲的异响 8.电池衰退有点太夸张，刚提车一个月正常开差不多400公里续航，现在开到7000公里，跑高速120定速巡航，不开空调！不开空调！满电只能跑两百多斤里！ 9.售后也是非常有意思，修车超过6天以后才给车补，我寻思买的新车，不停的出问题，就不说我跑这么多趟4s店浪费我多少时间了，光打车也几百花了，车补都没有的 10.转弯半径巨大无比，这么短的车，掉个头真费劲，车辆支撑太差，侧倾严重，完全不敢暴力驾驶 11.新出的车型，两月降五万，车价才20万！只能说这个车是出新失败了 最后说说优点吧 1.外观，喜欢的人是比较喜欢的，我也喜欢这种小钢炮的感觉才直接买了 2.双电机版本直线加速，实测4秒，还是不错的，同样就是避震支撑差，这么快的加速度，底盘匹配不上。 3.还是避震，平时开很抖，颠簸，但是过减速带表现还不错的，高速通过也不会跳起来,2023-11-15,西安
老颜的车世界,"小车很猛，推荐单电机版就好，车内设计有花心思，但车厢下半部分塑料感比较强。

1、车机智能，好用，和001等一样，一目了然。
2.车内空间多变，满足不同需求，连狗都照顾到了，早期特斯拉也有狗的设计，过得了不少养狗人士的青睐。
3.单电机够用，双电机暴躁，不过可以调节响应程度，女生开选慢慢开，男生开选激烈驾驶。
4.细节品质一流，针对爱美精致的人士设计。
5.外观颜色高级
6.和精灵1比，x更良心，后期没有收费的东西。
7.座椅比较短，久坐可能会比较累
8.电池安全可以放心，极氪0起火

20万的价格，小车个性化比较强，彰显个性和主张，灵活好开，适合城市拥堵路段或老城区开，得心应手，推荐。",2023-06-16,
合车社,极氪X这个外形谁看了不迷糊，当然我选车的理由还是挺感性的，我就是被这个设计打动的，我会愿意去为这台车的设计、这种调性跟质感去买单。其实我问过身边的人，基本都是一致好评的，尺寸小巧，看起来很精致...无门把手设计，这个虽然是选装的，但我建议大家选，8000块。还有这个后视镜是带着镜片一起旋转的，成本可不小....这个轮胎我个人是更喜欢20寸马牌轮胎，它有空腔海绵+自修复的功能，之前在劳斯莱斯见过，所以它的选装费用也不低，要1万6，大家慎选。尾箱盖板也很有意思，不用的时候能贴在座椅靠背上，而且下面还有螺丝孔，加四条腿就变成一张桌子，再拿个帐篷往这一挂露营神器啊。来看一下这块屏幕有什么功能....360全景影像、座椅通风加热、座椅按摩/零重力座椅只有副驾驶有。大量APP，车外声音...伸缩挂钩、中央扶手前后移动......中央扶手后面是个冰箱，最低到零下12度，放饮料可以。这张座椅也是内有乾坤，坐垫电动翻折，坐垫下方写着pet，可以放小狗和一些高的物体。中间这种坐垫其实里面是个储物盒，打开之后有四个螺丝，拧开之后能把盒子整个拆掉，让后排变成一个真正装载大件物体的空间。这台车四驱版有428匹马力，最大扭矩543牛米，跟一台AMG A45S差不多，但是A45百公里加速3.9秒，这台只要3.7秒，对于我来说确实有点动力过剩了，这个价格你能买到那些入门版的BBA，但是整个质感跟这台车比不了。,2023-04-27,
泽英布鲁克,颜值较高的精致都市小车， 【最不满意】 车机软件BUG较多，车辆品控有待加强，软件OTA版本升级较慢，实用性不切合消费者心声！,,芜湖
家慧边,对于一个人或者两个情侣日常生活空间和日常使用场景非常足够。在东北有地下家桩，更加省电方便。各方面都是完美的车。但是对于没有家桩，或者家庭成员很多需要大空间的车主，可能会觉得差强人意。,2024-02-17,大连
MASIWEi,动力强，外观时尚，科技感十足，空间较紧凑，悬架调教偏软，过大坑时船感十足。平时家单位通勤70公里，大部分高速，LCC辅助驾驶使用感觉良好。 【最不满意】 有时保存好的车主数据会突然清空恢复出厂设置，比如后视镜翻折角度。 自己购买随车充电器功率1.6kw十五小时充满 家门口直流充电站功率120kw四十小时充满 【最满意】 等红绿灯时一骑绝尘的感觉，看着后视镜里其他油车慢慢悠悠提速，自己远离他们，有种莫名的爽感。,2023-09-15,兰州
小行星宇宙,"【最不满意】并没有配前期宣传的矩阵大灯，有点虚假宣传的意思了。我个人比较重视这个配置，因为它在夜间乡镇道路上非常实用又好玩，能体现一辆车的高级和智能。

【最满意】外观气场强，内饰精致，动力超级给力

【动力表现】超级给力

【购车经历】一直想买个小点的电车，好开好停适合城市通勤，但是豪华感、配置、动力、驾驶乐趣一样都不能妥协。smart巴博斯限量，没赶上；极氪001底盘封神，安全性高，但是车太宽了，忍住没下手。极氪X一出现感觉就是它了，价格还比smart便宜了不少。",2023-07-12,沈阳
Brannnn,"外观内饰可以说非常的主观，极氪X自从发布以来我就很喜欢这个设计，等到优惠足够打动我才终于下了单提车🤓

【驾驶感受】
开过的车并不多，总体感觉舒适性良好，隔音虑振都能满足我的需求。
【续航】
官方标注560km，实际跑下来在城市快速路偏多的情况下基本能有450km左右，如果不开空调应该还能再多一点但也就是这样了。
【最不满意】
后备箱有点小，平时使用的话逛个超市什么的肯定是够用的，但是出去露营带的装备多的时候就需要放倒后排座椅了。
【智能化】
极氪的车机大家都说不太行，我自己体验下来觉得我的日常使用需求都能比较好的满足，三个礼拜下来也没有遇到什么问题。和行业顶尖选手肯定是没得比，但也算是及格了。",2023-12-11,深圳
靓仔jo,【购车经历】 家里有好几辆比较大的车了，而且都是沃尔沃。所以想试试新能源小车。正好极氪出了极氪x，首发订了四座四驱选配自动门和b柱交互。 【驾驶感受】 属于是比较舒服的了，加速非常夸张，但是电门是非常线性的。变道的时候感觉在开小船。 【续航】 提车开了8000km，大部分都在高速上，电耗在17-20之间，城市路电耗13-15。 【最满意】 外观和内饰没得挑，功能和性能也很好 【最不满意】 空间比较小，存储空间少。最烦人的是这个车机，三天两头出毛病。lcc自动变道什么玩意，不会做你干脆别给，而且那声音怀疑极氪的人压根没自己试过就把声音加上了，关闭后重启车机还会开启，在高架上打灯变道差点被吓死。蓝牙钥匙概率性罚站。售后一般。刚买没几个月变相调价。你厉害，我给你大拇哥👍。,2023-11-09,北京
David ,整体这辆车从外观到内饰还说的过去。内饰空间灵活度是亮点。内部空间因为造型设计妥协了很多空间。续航水平一般，23年该有的水平但不优秀。智能化就别谈了，车机水平绝对是垫底的水平，一点一点等着优化吧。毕竟半成品的口碑也都打出去了。驾驶质感属于柔软的一塌糊涂。遇到发的起伏路面，车尾有多余的左右摆动，虽然自己能控制住但是感觉也很不安！！细碎路面又不能过滤，传递的很直接，需要适应。,2023-11-22,北京
ADXXX13,"【购车经历】
没看X之前，我和老婆兜兜转转看过很多车型，从来没看过纯电，从比亚迪宋pro，宋plus，银河L7，最后试驾完深蓝s7本来一直锁定深蓝的，试驾了那么多车也最满意s7，质感不错造型不错，后来一次偶然间闲着没事去逛极氪，顺便试驾，被销售一句话攻上了心头，本来之前是有一丝丝里程焦虑的，销售说  这车实际续航400公里，你都开了400公里了停下来充个电歇个半个小时四十分钟怎么了。从哪以后就开始看电车。
【最不满意】
蹦石子?蹦的心慌，蹦的难受，还有就是转向幅度太小，虽然车小，但是转弯半径也没有很小，有点不符合这个尺寸的转弯半径，后视镜也有点小
【驾驶感受】
开起来非常舒服的小车，滤震很棒，底盘很舒服
【续航】
冬天电器用量大，续航掉的多
【空间表现】
没有手套箱有点很不习惯，后备箱够用",2023-12-15,合肥
GoFight,优点不说了，很多测评说得很清楚，唯独吐槽一下车机。自动大灯设置后等下次再启动车，大灯就变回默认关闭状态，还得再选自动大灯；隐藏式门把手老报故障，但没发现故障，过会儿又不报了，误报还是真有问题搞不懂；就算钥匙和手机钥匙留在车内，只要下车一关主驾车门就熄屏锁车了，空调也自动关上了，车内还有人了，很无语，倒不至于锁车里，车内还是能开门的；转向就算调到运动模式依然很轻，太轻了；续航说不好，因为现在天气忒热了，温柔开电耗最低17.1，最高22.8，都是运动模式，舒适模式没用过；360全景随转向开启有时会闪退，希望下次ota升级都能解决吧。开始说说友友们较为关心的几点：1、能量回收设置弱，几乎没拖拽感，和油车滑行一样，体感不错，设置中就很明显的拖拽感了，有点晕，设置强很像单踏板模式，刹车力度极为明显，很不适应；2、悬挂并不是很软，很有韧劲，毕竟是都市suv，太硬了腰疼，偏舒适，我觉得很好；3、车机反应很快，除了每天第一次开机时得20多s启动，只要唤醒hi eva，零延迟回答你。毕竟刚开几天还不太了解这车，有新发现再聊。,2023-06-26,天津
氪苏鲁,【购车经历】 0412-0612 全程销售及服务确实不行， 提车不错，热情细致，还送了折叠储物箱、抱枕和数据线。 【驾驶感受】 不追求性能操控，不太懂，仅凭感觉比途锐差点。 【乘坐体验】 比网约车强得多哈哈?????? 【续航】 待观察，第一天16+ 【空间表现】 增购，日常够用，前排优秀。 【小问题】 交车不干净，缝隙多灰，轮胎沾了东西，座椅有污渍，开走前让重新洗了。 左后翻盖门把手略内陷，想对比下但没别的X了。 内饰翻毛粗看可以，细看露怯。 行车小屏幕好像有点倾斜。 B柱和泊车还用不了。 度盘投屏一直失败。 音响一般。 氛围灯没啥氛围，中间的缝隙有点丑。 iphone无线充电多放几次才开始充，是运气不好还是车的问题。 EVA很傻。 【满意】 车机流畅。 外灰酷，内灰稳。 视觉上赢了。 抬头显又大又亮。 座椅软。 充电口多。 储物空间多。 油门刹车不延滞。 天窗大。 静谧。 20.98 20.98 20.98,2023-06-12,西安
爱开小车的Lus,"前言：舒适里面找运动，这是我对这车的评价
灰内灰外4座4区选配20轮毂卡钳
吉利的第二台车，本身有一辆03+和速翼特，本身也是小车爱好者大车恐惧症。看了极氪x实车后就下单了。
5.31定 7.25提，提车过程跟传统车不一样，感觉像买手机一样。
说说车：
空间：后备箱拉稀车内储物拉稀，这个大家懂得都懂，不过对我来说我就是喜欢小车不在乎这些，总之满足需求。

动力：双电机确实可以，动力没得说算第一梯队

操控：这个太拉垮了属于一堆舒适里面找运动，有点为难这个车的定位。操控整体就是软，这个悬架没有运动基因，并线和高速表现侧倾都很大。就不用对比速翼特和03+了

外观内饰：这俩放在一起说，外观总体满意（废话吗不满意买它干什么），就是黑色件一定要贴车衣。内饰超纤溶和整体材质还是差了那么点意思（相比于03+的阿根她rua），希望有更深色的方案吧

车机：我说这是垃圾大家有反对的吗，我现在车机都是直接闪屏还没处理完

续航：（武汉开到成都）高速拉垮我高速续航93电只能跑200km（开车猛），大概高速能耗22-23度不等。市区就16-17度的样子还行

以上",2023-07-31,武汉
倒霉蛋极氪x,提车几个小时就直接坏了无法前进，后退挂账之后一秒钟就回到p档，真的是太郁闷了。。。质量太堪忧了,,南通
【乃伊组特℡】,"【提车价格】
裸车价20.98万元对于一辆四座四驱的紧凑型轿车来说，很是突出，相比其他品牌动则30的车价显然是一个更好的选择。
【驾驶感受】
开过许多友商的四驱新能源的车，对于我一个驾校教练来说，不是悬架硬，就是坐垫很硬，但这辆小车对我的腰很友好，过弯的跟随性、车头的指向性可以说是指哪打哪。
【续航】
后驱560的续航卖18万9，四驱500的续航卖20万9，而且带主打的移动中岛四驱独一份，这个配置实用性非常高。虽然四驱的版本需要加2万，但无论从动力，还是续航通通都能给到。

【最不满意】
车企的售前售后的客服人员简直就像摆设，一股脑的职业话术，搪塞车主，问题没得到及时解决，还听了一大堆废话。响应速度极其慢且敷衍。

【最满意】
在没有充足的预算时，极氪X能给到你的通通有，但也仅限于车辆的质量份上，你完全可以相信它。有着丰厚的造车经验的吉利集团，相比友商更可靠些。",2023-11-26,上海
躺平拒绝内卷,没有手套箱，换了冰箱后车内储物空间比较少，冰箱使用还比较烫屁股有点难受，保险比较贵，各大保险公司基本都是6k+。动力随踩随有，后驱加速就很猛了，高速140之后仍有推背感。车机系统bug比较多，需要氪服，再就是很多辅助功能无法使用，盲区监测都用不了也是很无语，还在等ota，lcc还行，不画龙。行驶质感较好，隔音不错，音箱确实很一般，车内表现就是给二人世界准备的车，有家庭出行需求的慎重,2023-07-28,南京
有肌蔬菜,喜欢设计，一看上头，可做工一般，空间的话平时自己用车够用，车尺寸适合，巷内小道没压力，驾驶质感很满意，车机有待完善，较多功能未开放，亚克力部件容易划花，极氪客服比较一言难尽,,江门
BLKl,总的来说还可以吧，续航不是特别优秀，我正常开上下班快速路+城区大概平均14的能耗，出去周末游玩高速250公里+城区50平均能耗大概16左右。 【最不满意】 语音识别需要等+偶尔识别不准确。 【购车经历】 真的别信销售的话，你定完车就跟他没关系了，别管定之前多么好，该拿的一定提前说好。 【提车价格】 20.98统一价格挺好的。免得跟4s扯皮。 【驾驶感受】 高速路平坦的大路都很舒服，胎噪啊都不错，一旦烂路那悬挂就太软了，左右横跳个人不喜欢。加速很猛，一路上想怎么开怎么开也很灵活。视野因为是suv可能偏高，开起来没有轿车更跟手吧。 【电耗】 平时14，高速16。 【续航】 我开到现在平均250公里就要去充电。勉强够用，快充30分钟也能到8090这样。 【亮点配置】 全系hud习惯了真的舒服，配置各方面都挺高，自动门也没出过错，朋友评价都是前面比后面好很多。 【空间表现】 后排真不太行，后备箱也只能说勉强够用，适合一两个人平时。,2023-07-27,南京
david911,【驾驶感受】 开起来操控感一般，运动模式下方向盘也偏轻，悬架偏软，但是开起来很轻松，满足我的需要。 【最不满意】 提车后车机就发现了bug，hud和自动大灯设置好了之后但没法保存，每次开车都要重新设置一次。 【购车经历】 五一假期逛商场时无意中看到极氪展厅摆了一辆新到的X，近距离看了看坐了下，被精致的做工和用料吸引了，这大小也符合我的用车需求，当时就动了换车的念头，然后在网上研究下了各种车型配置，决定选购最有特色的四座版。 【提车价格】 20.58 万的裸车价，正好限时定车优惠 8000 元，用来加装了电动门，我觉得智能 B 柱没啥意思。升级20 寸轮毂太好看了，而且 1.6 万可以升级轮胎 轮毂 卡钳 刹车盘，性价比爆棚，毫不犹豫升级。四驱 2 万太贵，就没有选择，后驱动力错错有余。,2023-06-27,成都
烈日当空222,外观刚好在我们俩的审美点上，车子不大不小在城市穿梭很灵活，在高速上开也很稳比以前的日系车好太多了，我是四驱的动力很猛但不突兀，超车随心所欲很爽，车机和智驾就比较一般，做为30多年老司机还是自己开比较放心，总体对极氪X还是比较满意，人无完人车无完车，车没有最好只有更好合适自己就好。,2024-02-02,南宁
EDGERUNNER,动力怪兽，单电机舒适模式开得最多； 颠簸时抛跳感稍大，高速噪音在接受范围内； 夏天23度空调暴力驾驶能保证350km续航还不错,,杭州
玉韘,【购车经历】 想换个电动suv小钢炮，20万左右除了smart精灵，也就极氪x了。 【提车价格】 原车价加方向盘加热 【亮点配置】 没啥说的，现在市面上的实用配置基本都有，座椅通风夏天绝对神器。 【续航】 开车风格猛烈，夏天空调25度左右，音乐通风氛围灯啥的常开，市里能耗15左右，算起来满电续航在400左右，冬天再测。 【驾驶感受】 总体比精灵一号要好不少，操控性能好的同时又兼顾舒适，比拿铁底盘扎实一点，都非常适合激烈驾驶，超车变道很有乐趣，nvh都相差不多。 【空间表现】 电车空间都够用。 【最不满意】 好多l2功能不能用，有些设置经常自己重置，不过也不是什么大毛病，快点ota吧。 总结：好车，长期使用情况待测。,2023-07-14,济南
zashi13,续航还可以，城市快速路80km，13的电耗。但车上空调很费电，开3km的短途，电耗直接30+,,南京
易来之则安之,外观：巴黎玄米，电动门，无框车窗，颜值拉满。 内饰：就突出一个舒服 空间：对于一个4.4米的小车来说，我觉得还是蛮宽敞的。尤其是灵动岛，方便进出。后排折叠起来还可以放行李，比放后备箱方便！ 续航：开个大半个月，反正1%的电量我能开5公里多，满电应该能过500 智能化：车机有些小bug，期待后期ota。对了，变道辅助赶快整起来！！！！ 驾驶感受：我个人喜欢舒适型的车，所以这个小车车让我觉得开起来很舒服！,2023-07-18,广州
鰩鷂,外观属于第一眼喜欢的那种，内饰有点类似北欧的简洁，动力配置很顶，换了20寸轮毂，动力强劲所以安全第一，智驾哪怕只要有万分之一的容错率也不安全，所以选这车也没考虑智驾系统，靠机器还不如靠自己！虽然也只是刚拿到驾照，练好自己的技术才是第一位！,2023-12-06,上海
ssssyj,从今年的4月就开始关注，看了很多，也试驾了很多，就对极氪X一直念念不忘。为了赶23年的上牌政策，在10月末就定了车，最终在1月成功提到。 提到之后还是很满意的。续航稍微短一点，但能耗好像还可以。EVA有些智障，很多语音功能都不是识别的很准确。上班通勤路上基本不使用ACC，LCC等功能，等上高速在试验一下吧。但是其他的驾驶辅助还是满好用的，盲区监测，压线提醒等，感觉安全性提高了好多。360影像有些一般，谈不上多准确，只是能用。总体来说还是很满意，是我喜欢的小车。20寸轮毂每次看都感到很帅有木有！,2024-01-12,上海
为爱琉璃三万倾,最满意的地方就是外观，家人都很满意，和领克家族也有很大的区别，辨识度很高，车机流畅度还行，智能语音体验也不错，还有很大进步空间，不太满意的地方就是空间和续航，空间确实比较小，续航达成率可能将将50%左右,2023-12-07,成都
evazkc,外观内饰配置无可挑剔！入门版配置就逆天了，但还是希望大家可以买20.98的两个版本，性价比是最高的。 空间中规中矩吧，乘坐空间其实挺好的，前 排我调的比较靠后，后排再坐一个176的我还是挺宽敞的。主要的扣分点在于车厢内的储物空间，小格子或者隐藏空间确实少了点，没有手套箱是个遗憾吧。 智能化方面符合我的预期，ACC和LCC用着很舒服，唯一要氪服一下的就是中控屏的一些软件bug。 详细的会再发口碑，总结来说虽然有不足，但绝对是功远大于过的一辆车，能给你的生活增添色彩，值得买！,2023-09-04,嘉兴
偶瓜时机,小而精致，温馨舒适，零百三八，续航四五，加速线性，侧弯平稳，吉利祖传，车机拉胯，影像延迟，蓝牙失灵！！,,福州
不会又白给吧,试驾了很多电车，本来从零跑，海豹，深蓝，比亚迪宋里面做选择，结果横空杀出了个极氪X。外观第一眼不是多喜欢多看几眼挺好看的，用对象的话来说，像只蛤蟆。内饰是一眼就看中了，这个价位找不出比它还要好看的内饰了。从油车转过来简直不敢想法这种内饰设计。尤其是前排打通的设计深得我心。（宾果的也是，这辆小车设计上也不错）。开了几天，整体体验还是不错的。自动门使用率挺高，比001的好使。唯一要吐槽的是车机，能执行的命令太少，好多设置还要自己边开车边自己点。。。空间上，算够用，两个前门下的储物空间很大，基本上代替了手套箱失去的空间，同时有后座的中间储物空间，所以内部的储存空间还是够用的。,2023-07-30,南京
疯疯疯小王,一开始不跟脚，起伏路面有点船…2000公里后磨合的越来越好～零重力座椅午休绝绝子！打工人的福音,,广州
一燕麟一,是很漂亮的小车，优点是操控性很棒，缺点是储物空间有限，毕竟是紧凑型suv，但是没有手套箱真的硬伤，车机有点傻傻的，但在接受范围，内饰塑料稍微有点多，很容易刮花，不过安全性确实很高,,上海
布根地钢裤,车子颜值在线，特别是杭青绿白内饰，座椅舒服，虽然按摩功能很鸡肋，而且车机还有很多需要升级的，例如自动泊车功能，另外偶尔不同设置的驾驶用户选择了之后的后视镜好像不太对应。总体来说城市平路驾驶感不错，乡村道路或者坑洼道路感受不太好。,2023-08-11,佛山
王的壮,外观内饰都很喜欢，hud好用，开起来轻盈，转弯半径好像比想象中大一点，整体还是挺满意的。 缺点就是感觉智能化功能，比如智能驾驶，跟竞品有一定差距。,,南京
这个用户名不存在在在,车挺帅，回头率挺高的，帅是一辈子的事，更新了16000的权益很不错。小小的车新手友好，我的需求是够了，后排有点局促，但基本不坐人。后备箱挺大的，够用！小细节满满，很喜欢。,,上海
傻大妞的老公,天气暖和基本上续航在450以上，要是天气冷起来就只有400不到了，如果再开个热空调最多300。总体来说电车冬天开热空调普遍续航打折，还有就是66度的电池包真的小了点，如果装上001的86度电池包就真的无敌了。,2024-01-28,嘉兴
郁言I,开了半个多月，800公里，提车之后就在极氪4s店贴了个膜，其他都没不需要，目前没发现什么问题，遇到的小问题都是操作上的，研究了一下都解决了，内饰和基本操作都很简洁，非常好评。 唯一的问题还是手机钥匙的靠近解锁有时候会不灵,2023-10-09,杭州
AC米兰你输够了没,空间比想象中大，主要五座版的副驾座椅没有四座版那么厚，坐在后排感觉还是很不错的；动力符合期待，加速很线性不会有猛冲的感觉；悬挂比预想中好一些，抛跳感不是那么严重，当然我也很少快速度过减速带；操控上整体不错，转向指向很好，但意外的是调头时笨重感很强，转弯半径不像这么短的车的应有水平，方向盘打死只有1又1/4圈，打不到一圈半应该是重要原因。,2023-11-05,西安
saisen,很适合俩人用的车。女朋友看中了副驾所以选的这个车子。后排非常非常窄，前排很舒适。 驾驶体验上来说，速度非常刺激，悬挂偏软很舒适。唯一难搞是飞坡坐满四人时有点吓人。 内饰很好看，美中不足是屏幕滑走后缝隙太大。,2023-12-14,深圳
小太阳丶sls,主要也就是一个颜值高了，8155的车机还是时常智障。电车还是只适合日常代步，续航比较拉胯，驾驶感受还好提取快，到时不适合暴力驾驶过弯速度快会有侧倾，感觉明显。,,厦门
PalinM,1.很多车辆功能尚未开放，需要等待OTA升级 2.快充速度较慢，很难超过100kW 3.点头抑制较差，20km/h刹停依旧明显,,南京
时髦西柚QtV,极其个性化的车辆，如果需要大空间就不要买，空间、智能化和电动化相当于低配版M9，但是作为二人世界家庭用车，20万左右的性价比十分高。一定要去试车，去感受它，而不是只看评论，智能程度和内饰在这个价位确实是独一档的,2024-02-05,东莞
