字段1_文本,字段2,时间,字段3
喵先生N,外观是真的漂亮，开起来也不错，除了低速过坎会有嗡嗡的低频声(不是行人提示音），后排减震不是很好，前排储物空间不够，其他都满意。,,潮州
阿妥哥,"飞凡R7提车一周感受

【购车经历】
先说订购车历程。我前后4台车，3台油车和1台新能源（Marvel R），都是上汽旗下的品牌。上汽作为国内整车制造的龙头，品控是值得信赖的；加之R7主打的高阶智驾方案，硬核的堆料，硬件可插可换，电池可充可换可升级，软件可定义，觉得它是一台可以与时俱进的车，所以最终选择了R7。

【外观】
实车绝比图片有更大的视觉感受，掀背运动车型，又有SUV的气势。大尺寸轮毂霸气、力量感十足。

【内饰】
内饰内敛不失奢华，满舱的横屏（一块整块的三联屏），霸气。座椅有物理调节按钮，主驾软硬适度，包裹性好，整体感觉不错。全景天幕很有档次感，从后排看视野也巨佳，提车那天厦门室外约29度，太阳直射下车内天幕几乎没有热度，非常优秀。

【价格】
性能高阶版裸车326900元（已扣国补12600元），选装包，盲订优惠，保险，车电分离，合计落地价格241200元。以后每个月需付电池租金1560元。

【配置】
我选的是性能高阶版，90度电池，车电分离，龙舌蓝，暮云棕内，21寸星宇轮毂，选装了尊贵包、视觉增强包、全融合智驾包，简单说就是除了电动电吸门和激光雷达，其他配置全拉满。配置包括43英寸宽幅真彩三联屏、高通8155芯片、英伟达Orin芯片、PREMIUM 4D成像雷达、Nappa真皮质感座椅、体感监测方向盘、女王副驾、ETC、前排座椅通风按摩、华为AR-HUD平视系统、流媒体后视镜等等。
没选电动电吸门，是因为停车时遇上车两边空间十分有限的场景很多，电动门还不如机械门来的方便。没选激光雷达，一来是觉得影响美观、增加风阻，二来是开了20多年车，车前200米内还是相信自己的眼睛判断，城市内的复杂道路场景人工驾驶还是比电脑算法强很多，当然这仅代表当下的个人观点。
1、女王座驾非常舒服，后座很宽，倾斜角合适，太太和女儿坐过都很满意。
2、安全系数高，后座的安全带没系上，系统也会提醒，按了方向盘右侧的O型按钮也取消不了，当然从安全角度出发也没错，但还是希望能手动关闭报警。
3、打开BOSE音响感受环绕模式，均衡调成422（感谢群友），混响效果不错，歌词效果一般，穿透力不足。
4、无线充电挺方便的，手机丢上去就可以。
5、倒车影像和报警声很清楚，对倒车困难户很有帮助。反正我是从不看这东西，习惯了脑袋左右乱看，长期的驾驶习惯使然。

【空间】
前后排头部空间都足够大，驾驶位腿部空间也宽敞，提供了非常优越的驾驶感受和乘坐体验！后备箱空间挺大的，开口大小也很合适，一家4口出行行李轻松搞定，大件都能放进去。

【智能化】
1、辅助驾驶：使用了辅助驾驶功能LCC和ACC，方向盘左边那个按钮点下去开启，上下调节速度，左右调跟车距离，打转向自动变道，在系统判定可变道的情况下，变道会很果断，会提速，逻辑很象人类操作；当然大家手还是不要离开方向盘，安全第一。厦门暂时没有开通高速领航功能，期待早日能开通，到时再测一下飞凡R7这个全栈自研的Rising Pilot全融合高阶智驾系统（零束科技），这可是灵魂啊，可不能掉链子。
2、AR-HUD：很实用的功能，不用低头了，准确无延时。不过我戴150度近视镜，看着HUD的显示略有点不清晰，试着稍微抬了一下眼镜（近视眼都懂的），立马就很清晰，也许这玩意对戴眼镜的不友好。驻车时，AR-HUD可以将影视投屏至挡风玻璃前，相当于车前7.5米距离看一个70寸的电视，效果一般吧，毕竟只是个休息娱乐功能。
3、语音交互：用的“HI飞凡”唤醒，反应速度还可以，准确性很高。测试调空调，玻璃升降，放音乐，导航，主驾按摩等，可见即可说，点赞。但中间说了句“打开AR-HUD”，结果系统没搭理我哈哈。

【驾控感受】最满意这车的驾驶模式可以随意调节，四驱两驱可以自由切换，动力输出、动能回收、方向盘轻重、刹车灵敏度等等都可以根据自己的驾驶习惯进行调整，还有超级节能模式和雪地模式，非常强大。
我调的驾驶模式是动力响应自适应，动能回收30%，方向盘和刹车都是标准模式，在这种模式下，和以前开油车的感觉非常相似，驾驶习惯不用进行太大的调整，上车就很适应。方向盘舒适度中规中矩，转向很精准，底盘滤震较硬，刹车线性。90KM以下，车内NVH还不错，高架上90KM以后，感觉胎噪明显加大。
下车下地库，试了下急走急停，没毛病，稳稳的，四驱果然抓地强。

【续航】
到现在开了快300KM，基本在市区里跑，平均电耗为19.3，实测续航为标准续航的76.8%（606标准续航），我是不太注重这个，重要的是自己要开的舒服；606的续航，自己车位有充电桩，关系不太大。

【槽点】
座椅和后视镜记忆，只保留上一次的，换人开还要调来调去，麻烦。希望可以通过识别人脸实现2种以上座椅和后视镜调节记忆。作为一款高阶智驾车，自动泊车、召唤功能都没开通。",2022-11-30,
用户6371336680065,2024款飞凡R7进阶pro版，中大型轿跑SUV，遛背帅气的外观，4.9米车长，超过2.9米的轴距，续航570公里也很出色，提车不到一个月，24天跑了3700多公里智驾和华为HUD导航很好用，乘坐舒适度很舒服，拐弯、刹车也很舒服，不会有很强的电车点头感和眩晕感，唯一不足的就是内部储物空间偏少了点，高速行驶中服务区还是充电桩不太够，很多坏掉的充电桩，还有各个充电App小程序不统一，跑过湖北高速、堵车、雪地、大雾、冰雪道路都经历过，智驾模式很好用，前方大雾看不见道路时，开启智驾辅助驾驶可以通过雷达探测前方安全车距和保持跟车距离，福州来回跑武汉，来回2000多公里的路程，单程1000公里，补能三次，除了高速补能个别充电桩不足和排队等了一会耽误时间外，其余时间段还是挺方便的～,2024-02-18,福州
鸟枪换炮啦,大年三十提的车自己上的牌，行情价没啥额外优惠，没有hud的现车，送了脚垫、后备箱垫、记录仪、放电枪（但还没寄给我），因为买之前租了23款开了两天，体验下来确实满意才买的24款，24款内饰比23款好看些，但确实有减配，最明显的一是隔音没有老款那么牛了，我和老婆都能听出差别，老款隔音我打100分的话新款是85分；二是天幕的玻璃没有老款的颜色深，阳光会很刺眼的照到中控大屏反射到眼睛上，手靠近玻璃也挺热的，必须装遮阳帘才行；其他方面目前都是满意，油门调到最缓，电耗15kw/100km，比老款省电（租的老款没下过20kw），虽然上汽不是做慈善的，但这车真让我感觉他不咋赚钱，19万给的配置太高了，希望不要出太多问题吧。,2024-02-15,西安
乐Cat呀,"车不错，小众，很帅，符合我的审美！
除了唤醒有点呆呆的，ota升级24款现在也没有

其余也没啥",,广州
外向海燕qGh,【驾驶感受】 底盘调校的很好，一点不输某些双叉臂 【续航】 空调26度400多，电耗14-17，高速18左右 【乘坐体验】 空间比较大，溜背侵占了后备箱空间，也够用 【最不满意】 车机功能较少但是够用，没有高德地图，没有哨兵模式，有一点异响 【最满意】 被低估的好车,2024-02-28,青岛
用户8391529825215,整体还行，性价比高。座椅纳帕真皮感觉不是真皮，一点点稍微硬一点的东西就能刮起皮，心疼哈哈,,贵阳
烽火逍遥3,软件方面不太行。首先OTA太慢。这就是软件技术能力不够的体现。无感离车落锁失败率太高了。这还是原厂钥匙的情况。关闭后备箱过程中离车基本上就是锁不了。必须挂p档才能开后备箱的逻辑也是混乱不堪。进出公司检查后备箱，我为何要挂p档。U盘音乐不能切歌。也没有随机选项。不应该，都24年了。还必须识别fat32格式。,2024-02-23,南通
顾一帆784,驾驶感受最佳，和我另一辆凯迪拉克开起来类似，稳重精确。续航还行，在高速上不开空调压着100码可以开450到500公里左右。舒适度和音响感觉没有f7好，但胜在空间大。天窗隔热效果还行，有一天中午20多度在阳光下开了1个多小时没觉得晒，不知道夏天如何。缺点是车漆工艺较BBA还有些差距，整体做工上豪华感略有欠缺，但价位摆在那里。总之自己感觉没有网上说的那么不堪，很喜欢。,2024-01-24,上海
画伴石,"#飞凡提车作业#
车辆外观大气好看，特别是尾部和侧面。12月13号提车，车管所上牌后当天就从广州开回柳州。
其他人试驾说的耳鸣我没有太多感觉，跟其他车开高速感受差不多，速度120以上有点风噪很正常，我没开过豪车没有对比。
我选的进阶版，有车道纠正，但好像不能自动居中。要智能驾驶要选中配。


【动力表现】，途中补了电，高速很稳，不知不觉就超速了。

【续航】续航方面，路程500公里，基本上高速都差不多表显续航的71-74%的达成率。白天高速充电太贵了。


【销售态度】
在广州提车的，销售小妹妹比较靠谱，帮客户尽力考虑争取赠品和优惠，还比较实在。合作愉快！

【购车经历】
看车从前年开始关注买车，一开始看七八万的几何e，等到去年几何上市居然涨价，后来放弃。再后来看丰田bz4x，差点买了。再后来看一直想买id4，再到突然降价的别克e5，都看过车试驾过。再上市很火的智己ls6，都考虑过。这次飞凡上市，虽然身在柳州没有店，连实车都没看过，让朋友在广州车展看了一下，直接当天就在广州下定了。
手续很顺利，坐等铁牌到手。
人无完人，车无完车，适合就行，代步工具嘛。",2023-12-14,广州
分秒必争山丘wrV,外观：轿跑型SUV的外观是我喜欢的类型。上黑中白下黑，是我喜欢的。反倒觉得比纯白好看。车子整体还是耐看的，不像特斯拉Y有点别扭。 内饰：真皮很舒服，颜色耐脏，质感不错，用料讲究，新车车内气味不大。这个款只有一个颜色，可以加点颜色选择，氛围灯弄得不够好，有待提升。 配置：hud+三块屏+21寸大轮毂+自带行车记录仪+…。超车太容易了，制动效果也很不错，配置符合预期。 空间：储物空间太小，够我一个人用。 续航：冬天续航是个问题，很普遍的现象，但是充电站很普遍了，充个电看会视频（车内可以开热点，三年免费流量。）并没有里程焦虑，还可以积分抵扣电费。 智能化：语音交互和小艺比还差点意思，有待提升，但也够用了。hud体验很好，看导航不用低头，这个得去试驾体验，不体验是无法理解hud有多好用的，估计hud将是未来新车的标配。 驾驶感受：驾驶位很舒服，操控性很好，指哪打哪，指谁超谁。响应很快，驾驶感受很棒。,2024-01-13,济南
梵太重骑的慢,整体车子还是很好的，小问题也，机械这东西不可能没有问题 亮点 动力没得说，只要路好，只要你敢踩，随时都有。车内豪华感还可以没有想象中巴赫那么巴赫，也不失望。车辆驾驶视野也好，毕竟也有360车机虽然不透明，但是够用。车的整体空间和乘坐舒适度都很好，质感挺好总体不错。 不亮的点 储物空间太少，车机有点卡。主要是启动时候倒档360反应不过来需要4秒多时间。车门、机盖、后备箱、密封都要加强。后备箱用钥匙开关时灵时不灵，电动盖子都给了满充的防尘盖就不能给一个，希望2024款的飞帆阿七能早点升级优化一下实际续航的里程，现在670的续航只能做到530。主要的就是售后力量一定要加强，不怕出问题，就是害怕出了问题，没有及时售后处理和解决。,2024-01-09,东莞
QQQly,【空间表现】 4.9m车长，但后备箱空间利用较低(溜背通病)，不过对我刚好合适，东西不多放不满，够用了不算扣分项； 【续航】 570km三元锂77度电池，不开空调开座椅加热和播放音乐，纯通勤可以跑440km，4.4km有时候连1%的电都不掉...每周都发愁怎么把电给用下去，出行成本太低了，但花钱贼多...总想出去玩，钱包库库变瘪...,2024-01-29,长沙
zhuxuancao,外观溜背造型，大气风范，内饰真皮座椅，非常不错，前排座椅有加热和按摩，方向盘有加热功能，细节感满满，驾驶感受非常丝滑，减震也不错，胎噪小，语音控制稍欠缺，有些识别不了，车机操控还是很方便的，还有HUD，驾驶的时候不用低头偏头，使用感受非常满意，智驾系统在高速上直线行驶可以，出匝道的时候需要及时干预，识别还是可以的，续航也不错，性价比高。 【购车经历】 从下定到提车半个月，订得🉐早，提车相对快一些，后面订的提车时间就要很晚，销售说是HYD供应不上。 【提车价格】 提车价格没有什么优惠，就是送了遮阳帘和脚垫，其他都没有，目前赠品还没有收到。 【最不满意】 赠品太少，优惠谈不下来。 【续航】 续航还是能打，还是不错的。 【亮点配置】 HUD和智驾，性价比高。,2024-01-05,贵阳
真诚百香果E6k,"外观：这个咋说，看久了还可以，哈哈
内饰，配置，空间：不到20w全车真皮座椅，空间很大，配置也高，我的进阶版L2辅助驾驶感觉也很够用了。总之都是我之前的油车体会不到的香
续航：目前还没完整跑完过一次，预计跑个四百五十公里以上没问题
智能化：目前支持的app太少了，这个不大满意，希望后期ota之后能支持下载app吧。
驾驶感受：讲真真的没有多少电车的感觉，开起来很舒服，动能回收调到最低，和油车感觉差不多，并且隔音很好。5.几秒的加速推背感极强。我是一个开车比较激进的人，从此以后不再有人能超我车
       总的来说真的很不错。这个价位买到中大型的suv，并且各方面都做的很不错已经很难得了。性价比绝对是拉满。",2024-01-11,武汉
思忆一路,外观非常大气，空间也很大，提车之后开了200多公里，驾驶感受非常棒，跟之前开的油车，那简直就是一个天上，一个地下啊，加速非常快，在路上随便超车，不知不觉速度就上一百多，就是储物空间少，无线充功率比较小，才15w，聊胜于无，其他的还没怎么体验，后续功能慢慢摸索。,2024-01-31,合肥
marionn,1，动力和操控：众所周知，宝马3系是操控的标杆，而328Li又是高功率版，动力也很给力。但R7在这两方面完全不输，方向指向精准，过弯支撑性好让驾驶者很有信心，动力上百公里加速比328还快半秒，无可挑剔 2，隔音静谧性：没有了发动机噪音，再加上静音轮胎和全车夹胶玻璃，各时速段的静音感受也优于328 3，智能化：我提的是20.99的Pro版本，高速领航辅助真的是太好用了，跑高速高架路轻松很多；另外可以远程控制提前开启车窗除冰 再也不用提前下去刮冰了，另外期待尽快给24款车主推送1.4.0的OTA更新 4，经济性：这个不用说了，家冲谷时充电，算下来5分钱一公里！,2024-01-23,上海
直爽橘子HrI,冬季续航在辽宁打五折，只能开到三百，交付中心待遇极差，啥都没有，车子交付的时候特别脏。车子开起来还行，底盘很硬，座椅也很硬。,,营口
guyunlu,"【最不满意】续航一般 没有我想象的那么多 打折比较厉害 ，本来以为CLTC570能打个7折，结果动态续航打6折  
【动力表现】
动力可以随踩随有
【驾驶感受】
整体驾驶感受不错，刚开始开自己有点晕，现在已经适应了 
总体来说满足目前我的购车需求",2024-01-08,南通
西侯大少,我觉得车机系统真的太差了，每次都要让我手动调节汽车座椅。不能自由安装App，还有我行驶过程中出现了辅助驾驶功能全部消失。向售后反映竟然没有人理我。,,武汉
尘世永梦,开起来不错，但续航和智能化方面比较差，作为家用车基本合格，反正智驾现阶段都是不可用状态。,,长沙
海洋76206,【销售态度】 销售态度非常好 【乘坐体验】 乘坐舒适不晕 【空间表现】 差点意思，和我君威装载能力差不多，不开玩笑 【续航】 还可以 【驾驶感受】 虽然是麦弗逊前悬挂，但是调教很好👌,2024-01-17,上海
坦荡的风筝9H3,外观好看，回头率很高，这个外观大气上档次，动力也挺猛的超车完全无压力，内饰新颖，乘坐也比较舒适。三天跑了1700公里，基本都是高速，全高速续航也可以达到75%完全够用,,昆明
沪飘小螃蟹,简单评价就是，空间大，车好开，视线好，底盘还可以，走烂路不癫，座椅舒服，挺软的，还有加热通风按摩，也有电吸门，华为抬头显示要等很久，外观这个东西看久了也会疲劳，每个眼光不一样，质量应该不用担心，反正是上汽的车，我上台车别克，也是上汽的，开了7年20万公里没啥问题，平时跑市区可以跑480，高速上温柔点420左右，,2024-01-08,上海
风l继续吹,【购车经历】 提车已经十几天了，没选r7之前试驾了特斯拉.小鹏g6，选这个车就是看中性价比配置外观内饰没的说驾驶感受很棒，比特斯拉小鹏g6要舒服的多毕竟主打巴赫座舱，其次续航高速400左右目前开了一千多公里大部分都是高速，关了一些没用的设置能提高续航，还有r7的三联屏包括主驾屏幕能控制很多实用快捷功能，可以说20万之内绝无对手！ 【动力表现】 R7的动力没得挑剔5.8秒不是盖的！,2023-12-26,无锡
小六聊科普,刚提车一个月，车子感觉目前没什么太大状况，就是中控扶手放东西的那个地方不是很方便，之前没有注意到，设计的不是很好，有点别扭，不知道大家有没有看到这个😂,,长沙
Sss,外观蛮好看的，内饰质感没得说很好很高级座椅也很软就是滤震不太行，走烂路很颠。,,广州
用户1695392691613,"储物空间真的很小 尤其是前排 很多东西都没有地方放 只有中间有个扶手箱 但是那个扶手箱也挺小的 不大也不深。没有前备箱。后备箱也只有一侧有个网兜。后备箱下面也放不了什么东西。
续航有一点点虚 我就听个歌 每百公里是20 。
氛围灯很少 只有四个门那有一条 其他就都没有了 不会变换颜色 只能跟着音乐 变亮一点变暗一点。
后视镜小了点 变道的时候 不像以前我开长安35那么大胆了
座椅还是感觉没有那么舒服 包裹性不强 有点短了 屁股底拢半个大腿还是在外面 感觉还没有以前的35舒服。
最最最无语的是转弯灯 每次随意的打转弯灯 可能就把雨刮器不小心打开了 用手指去刨转弯灯的时候 就可能把雨刮器转动了 不过现在好点了 刨动雨刮器的时候很少了 但有时候变道 把转弯灯打回来的时候 会不小心打到另外一个方向 以前我开35的时候都不会 他那个手感有点奇怪。
买车的时候说了送我垫子的 提车的时候居然没有后备箱垫 我有点无语 后备箱垫子都要省。。。恶心到我了，最开始还说我找几个人来试驾就送我个遮阳帘的，后来他又说他们公司查的严，不能刷积分。淦 遮阳帘也没了。真的是分钱没少，屁东西没送。
刹车脚感快停的时候有点奇怪 要很轻轻的踩才能没有摇一下的感觉 就基本上重一点点都不能无感的踩停 不然就有点点头。
很用力的踩刹车会有异响 我以为我撞到什么东西了的那种声音 后来又重踩刹车发现 是刹车的异响。
不能投屏 只能用那几个APP。
送的膜也很差 还不如不贴 或者自己花钱去外面贴。
有几次我上车了 启动走了 发现折叠的后视镜没有打开  就那两次过后就再也遇到过了 还有几次是钥匙 手机我都带走了的 没有自动锁车 现在我每次下车后 都会注意他到底自己锁车没有。
语音识别还是挺准确的 但只能做一些简单的指令 稍微不常见一点的 比如打开行人提示音 他就不会了。一次也只能下一个指令 如果说关闭导航 关闭空调的话 他就只会关闭空调。
新车味道有点大 个人不是很习惯。
左右门到里面台子那的缝不一样大 左边可以卡进一根指头 另外一边缝小的多。
剩下的基本上都是优点了 。",2023-12-06,成都
乐观的远山Lt,车子外观个人喜欢，内饰豪华感强，车机流畅，能听懂大部分指令。静音和操控都不错，提速快，操控线性。智驾感受一般，试了一下，没有自主变道，跟车保持不错，想要的配置基本都有啦。,,昆明
祁小猫yu,外观：是喜欢的颜色，侧面看线条流畅，运动感十足 内饰：配色很好看，就是灯带的颜色比较少，勉强还可以 配置：女车主，不太懂配置 空间：后备箱感觉有点小，车内空间还不错 续航：目前冬天，不太清楚 智能化：刚提车三周，还有待观察 驾驶感：没持续开过其他电车，没有对比，不太清楚,2023-12-20,洛阳
机智的蛋糕JdS,整体来说开着感觉还不错，动力响应很迅速，配置也很高，缺点智能化不足，储物空间不理想。,,郑州
江先生189,选车选了半年，24款飞凡上市看了外观就很喜欢，18号上市，我22号询问了大概价格，25号去试驾当天就交了定金，等了1个月才提车，车子拿到了不到一个月马上跑了有4500公里，这车性价比真的高，该有的配置都有，开起来是真香啊！拍的照片都删了，有一张提车当天跑了1283公里的记录照片🤭,2024-01-22,深圳
火炎焱燚good,外观，内饰是我的菜，驾驶动力足，配置高，电车的静音性比油车好多了，唯一不足就是没有遮阳帘，没有行车记录仪，ETC有了和没有一样，美中不足的地方！,,南宁
启天大圣,车是好车，就是车机内容过于单一，没法安装外部软件待优化， 【驾驶感受】 动力十足，家用足够，单踏板模式超级好用,,潍坊
卓哥,空间还是挺大的，就是没有利用好，扶手箱储物空间没做好，其他都挺好的，飞凡还是颜值很在线的，回头率那绝对高！内饰质感没毛病，冬天的空调还烫手，真是爽歪歪,,长沙
hsjixdd,比较舒适的家用车，续航就一般般，气温10度左右，电耗19，比较高的，我什么都没开，道路目前全是市区，不过我开车是温柔的那种，大概空调6折，不开7折，暴力驾驶会更低,,台州
西溪且留下4r6d,这个价格中大型suv，还要什么自行车呢？ 配置基本该有的都有，电吸门，360，大连屏，女王座椅，无框车门，21寸轮毂，台显，流媒体后视镜。主打就是个性价比。 外观的话轿跑造型，也是比较流行的。 开起来很不错，方向比较丝滑，车身也比较稳。,2023-12-26,合肥
叫我文盲丶,外观很漂亮，内饰的用料都堆到前排了，后排没啥装饰！ 还有就是这么大的车储物空间太小，应该是为了换电塞了电池弄得空间不理想。,,合肥
用户1919461269918,"【驾驶感受】
无级调节+自适应，一个字，润！


【续航】
21寸轮毂能耗略高，再加上功率也大，续航一般，城市通行够用了。个人习惯200多公里左右充电，通勤70一天，三天充一次吧

【动力表现】
电车特有的优点不多说了，超个车随意的很。

【最不满意】
虽然21寸轮毂是帅，但能耗跟避震还是弱了点，但是当初买的时候没得选，就很难受。建议想买的现在还是选20的吧！",2024-01-13,上海
梦魇9524111,r7驾驶起来可以，和我的e300也不差多少， 智能化满足，50的奔驰都没有，自适应巡航，缺点就是没有前备箱，手套箱，眼镜盒，中控台不好放东西，后备箱一般大。,,重庆
优雅社会,外观确实好看，特别是侧颜，无懈可击啊。 空间利用率确实差点点，配不上这个尺寸，其他都算满意吧，希望后续OTA给力。,,成都
帅是二种负担,飞凡R7真的很好开，好操作，HUD很智能很好用还可以投屏看电影，体验感很好，电量耐用然后智能驾驶也很省心，非常不错的体验。舒适度确实让我很满意，开起来很舒服。 最主要的还是还是R7的颜值，大溜背很好看很拉 风，生椰拿铁色也特别帅。,2024-02-03,上海
wlzwh,第一次购买纯电车型，感觉驾驶的静谧性与舒适感都很不错。 价格：中大型的SUV才19万确实很合适。 空间：储物空间很少。 外观：很时尚。,,鄂尔多斯
丶Sao,外观轿跑suv这个级别无敌、内饰还可以接受、塑料件比较多、装配工艺一般、提车当天副驾驶方向就听到有异响、偶尔会响、后面频繁了再去解决、内饰味道有点大、驾驶感受就是舒服为主的、高速上到150感觉有点飘、抓不住地面、隔音因为双层玻璃原因真的可以、但是有耳压现象、我能接受、新款降价后虽然有些减配、但是整体性价比还是不错、,2024-01-08,东莞
豪侠带宝刀,在国产新能源车里，R7外观、内饰设计属于大气的，优秀的，符合大众审美。许多人性化设计的小亮点，增加了乘坐和驾驶的便利性，确实为正向设计开发的车型。但是希望厂家能继续忠于自己的设计，忠于自己品牌创立初心，更多的去提升整车质量，提升驾驶感受，不要为了降级而降级，拉低了整车品质，失掉品牌调性，最后随波逐流。,2024-01-29,长沙
用户9715579235538,12月28下定，1月11提车，本来是想选hud加白色的，可是hud需要等到年后才能提车，而且不是很需要的感觉，就没选，选了保险礼包加充电桩，送了五次保养和行李箱以及脚垫，开了近一百公里，整体体验感很好，现不过我是新手，还在慢慢适应它！,2024-01-13,厦门
风吹麥哩个浪,"外观：很时尚 越看越喜欢的特别侧面
续航：本人570版本 续航气温15度左右 不开空调下续航扎实，基本1:1
地盘：地盘很稳，过弯支撑好。有韧性 
隔音：隔音不错。双层玻璃
动力：非常很好 ，一采下油门动力源源不短，一脚深油门 有种起飞的感觉",2023-12-26,成都
悦视左右,在2023广州车展上，国产飞凡汽车也是亮相发售了全新版的中大型SUV车型——2024款飞凡R7，新车的官方指导价为18.99万元到20.99万元，相比较老款车型来说，新车的售价有所降低（降低9万元），而新车的车身尺寸要远超小鹏G6，同时有着华为技术的加持，新车究竟实力如何？一起来分析分析吧。全新版飞凡R7广州车展上市，尺寸远超小鹏G6，续航里程670公里 从其外观上来看，2024款飞凡R7的颜值还是非常高的。车头部位来看，贯穿式的LED日间行车灯搭配可点亮的车标LOGO，不仅视觉效果不错，辨识度也很高；车身侧面，流畅的车身腰线搭配隐藏式门把手，还有风车式的铝合金轮毂等等，运动感十足；车尾部分，贯穿式的尾灯和前大灯相呼应，并且上方还有着可点亮的“R”字标识，搭配上翘的“小鸭尾”，在运动气息的营造上非常的出色。车身尺寸方面，新车的长宽高分别为4900*1925*1655毫米，轴距为2950毫米，其车身尺寸比之小鹏G6（4753*1920*1650毫米，2890毫米）更为宽敞。 进入车内，2024款飞凡R7的内饰也是变化很大，最主要的变化在于飞凡湾域动态系统、飞凡巴赫座舱和华为视觉增强AR-HUD平视系统。首先从其用料和做工来看，大量软性材质的包裹让其之感更足，而中控台上，内嵌有43英寸贯穿式三联屏，车机内置8155芯片，支持FOTA升级；而后排还有着8英寸娱乐控制屏，实现车内3+1超视觉智能交互系统，此外飞凡湾域动态系统拥有动力4K级线性输出、纯电超线性刹车，使得车辆能满足更多不同场景的舒适驾驶，科技氛围十分的浓郁。 动力方面，2024款飞凡R7全系标配大功率后驱单电机，最大输出功率为250千瓦，峰值扭矩为450牛米，零百公里加速仅需5.8秒，此外新车分别匹配77kWh和90kWh的三元锂电池，CLTC工况下续航里程分别为570公里与670公里，稍逊于小鹏G6。感兴趣的可以多加关注，后续将会持续更新。,2023-11-22,
汽车天涯,2024款飞凡R7还是有不小的升级，比如提供了256色氛围灯、1.855平米一体化穹顶式玻璃，以及采用Nappa真皮包覆的豪华座椅，提供8气囊SPA豪华按摩；还引入了飞凡巴赫座舱，搭载行业首创的飞凡巴赫沉浸矢量音效技术，让声音也能有方向感，这在同级并不多见。车身尺寸方面，飞凡R7的长宽高分别为4900/1910/1655毫米，轴距为2950mm。同时，2024款飞凡R7还新增的华为视觉增强AR-HUD平视系统，整体的智能化体验也有所提升。动力方面，飞凡R7继续提供单电机后驱版车型，驱动电机最大功率仍为250千瓦，官方0-100公里/小时速最快时间为5.8秒，CLCT续航里程最高为670公里。,,
悲伤的r7车主,买之前看了很多新能源品牌，飞凡是准备在另一家下定之前顺便看的，家里人本来觉得是杂牌还不想看，结果被大空间和女王副驾留住了。看了r7和f7，f7后排有点压头。试驾以后印象最深刻的是减震和安静，驾驶体验接近油车，家里人坐后排也不容易晕，车机系统基本流畅，辅助驾驶不及第一梯队但也够用，各方面都符合家里需求。之前考虑的几款新能源车或多或少都有不满意的点，r7总体都满意，而且一台次顶配的展车能便宜不少，所以第二天订了展车。 目前开了两周，上下班能耗18-20，半高速半城市。智能驾驶可以让驾驶轻松一些，基本不用管方向盘，车距控制比较保守容易被加塞。缺点集中在车机系统。系统已经出过两次bug，一次是语音系统死机，另一次是仪表盘显示不正常，都是重启以后恢复。另外本人有中午在副驾休息的需求(主驾后面有婴儿座椅)，但只有露营模式和宠物模式可以绕过30分钟自动下电的机制，露营模式要求50%以上电量才能用，宠物模式不能做任何设置(空调吹得呼呼的)。希望以后升级能加入自动下电的设置项。另外蓝牙钥匙不太稳定，有时需要打开app重新连接。 还有个担心的问题就是上汽对飞凡的定位了。r7和f7都是好车，如果飞凡为了让道给另一个高端智驾品牌改做中低端，实在有些可惜。,2023-10-21,成都
千千万万皮燕子,【续航】 坐标上海，每天高架高速+地面跑，官方标的CLTC续航642km，实际驾车百公里电耗在25-26左右，开super eco模式在16左右，90度的电池大家可以自己算算。充电的话20%-80%实充40min左右。 【驾驶感受】 驾驶上没对比过其他同价位电车，就不作客观的对比评价了，主观上底盘滤震还可以，同时选配的ar也实用性还不错。 【外观及内饰配置】 这方面确实得吹一吹，买它有一部分原因也是因为外观好看，内饰档次高。外观上见仁见智，个人是觉得比model y好看，整体也更大一些，3000选配的21寸轮毂价格也很良心；内饰选配了10000的尊享包，全套nappa座椅+主驾通风按摩+带脚凳腿托的尊享副驾，性价比也很高。值得吹的还有三连屏，感觉确实比中控大屏爽，也不用跟副驾争屏幕，但车机系统使用起来还是略卡，有一定延迟。 【最不满意】 最不满意的是辅助驾驶，小问题还是很多，可能还是需要更多的数据和算法优化，比如车道增加或减少时它会识别不出该走哪条道而紊乱，左右摇摆；高阶领航虽然跟车、保持车速、打灯换道等都有，但都不靠谱，无法让人放心，下匝道右侧车辆较多时它会无法完成换道，最后开过匝道口了才提醒车主接管，另外高阶领航也无法识别距离较近的车变道过来，也就是无法预防大家最怕也非常常见的鬼探头。,2023-01-07,上海
苏州小骉1016,"今天去苏州提的车，虽然提车过程有一点点小瑕疵，但是瑕不掩瑜，后续经过沟通也都比较顺利的解决了
      从苏州开回昆山，整个高速上的感觉，底盘比较紧致，胎噪有点大，老婆坐在后面说声音挺大，下次自己坐着感觉感觉。
动力挺强的，以前没开过电车，现在在加速上明显感觉强多了，超车没有拖泥带水的感觉，好爽。车道偏移不喜欢的同学可以吧辅助换成预警，这样在开车的时候，就不会有抢方向盘的感觉了
      智能的车机在反馈基本上随叫随应，然后就是第一次连接蓝牙钥匙的时候比较费力，差不多半个小时，有的车友在群里说很快，但也有很难连的，方法都对，就是死活连不上。etc还没连，听群友说那也是个大工程!
      最后祝大家早日提上新车😀",2022-11-22,苏州
