字段1_文本,字段2,时间,字段3
缤纷香瓜Xp,为了要绿牌没有办法，只能选择插电混动，选来选去最终决定买了这款。综合来说，能充电的情况下，还是不错的，日常上班基本够用，我加了180块钱的油，跑了一个月，每天来回距离大致在60公里左右，基本用不上油，用电的时候确实是非常爽的，启动加速绝对给力，没电的情况下动力也还不错，但噪音略大，不过也能接受！空间相对来说还可以，比较满意，内饰和配置这些跟国产比的话，还是有差距的，特别是车机，我几乎是不用，偶尔喜马拉雅打开一下，其他基本只用手机导航！另外一个就是被所有人吐槽的油箱太小，虽然还没有跑过长途，但感觉这个问题以后肯定也会碰到，好在平时只是上班代步！另外隔音确实非常一般！不太研究车，总体感觉还可以，如果价格能在20万以内那就有比较高的性价比了,2022-01-09,上海
crv插电混动,"汽车外观挺大气的 内饰一般般，简单实用该有的功能都有。驾驶动力还是不错的。很省油，绝大多数都是纯电行驶，急加速时发电机介入。空间大，就是家庭用车挺不错的

【乘坐体验】
后排空间宽敞，家人和朋友做了都说不错。后排的座椅很软，比起燃油版和混动版都软。中间没有凸起，是平的。
【空间表现】
由于是插电混动，底盘下面和后备位置有电池，导致后备箱位置有一个台阶。空间会变小一点点，但是有一块挡板可以架起来，可以使地板变平。头部空间大概一拳左右。本人身高180。腿部空间大概两圈左右。做起来挺宽敞的不拥挤。
【购车经历】
当时十一有车展，逛了逛去四儿子店里有看了看就定下来了。但是本来是想买雅阁的。无奈新款还没有上市。后来去看了看新款帕萨特，但是要加95号油，落地差不多也要24左右。就没有选。
【舒适性】
低速情况下很安静，没有什么声音。速度超过70就感觉胎噪有点大。本田果然是买车送发动机，但是我这个是电动车隔音效果还是一般般。驾驶感受还是不错的。
【最不满意】
没有方向盘加热，冬天有点冻手。
【提车价格】
全部办下来，送了六次保养，全车贴膜，前挡3m膜。送了行车记录仪，后备箱自动尾门。脚垫。
【驾驶感受】
很顺，无限接近电动车。
【油耗】
百公里充电情况下2.8L左右
【续航】
宣传84km，实际天热72km，现在天冷60km左右。",2021-11-26,常州
用户3892915381204,车开起来的话胎噪比燃油版要强的很多，我从太原到焦作开起来的话，油耗在可接受范围内，因为我没充过电对于家用车的话，很多人应该和我一样没有买车位，租的车位在上面按充电桩肯定不合适，所以几乎是纯油的续航，但是，他是加92的油，加165的油，差不多可以跑350+以上（再具体的没有算，只是粗略估计）对于近2吨的车（本人还有拉的一些东西）我觉得这个油耗我可以接受。对于我而言够，具体算多少油耗的意义是看是否能接受，不是说多少我开必须少于多少才能行。我这个人不算细致，很清楚我的用车要求。油耗低，能超车，够安静，剩下的品牌溢价呀什么不在考虑范畴。对于思考智能化的人，对他不要有幻想，够用，但是肯定不智能。开起来很跟脚，踩就走，轻点就正常动力，有点推背感，但是和轿车比起来差很多，但是买他的时候就没有考虑这个问题。空间的话中规中矩，不要听说的多大，坐上最能感觉，本人胖，但是坐上很舒服，够用。座椅很不错。真实的开下来是这感觉，其实，我的想法也不能全部参考，实际看了之后就能感觉到是否够用了。对于我而言，满足了预期。,2022-02-22,太原
用户6782786052035,外观时尚，内部空间舒适，后排空间宽敞，驾驶座位也舒适。 【市区纯电续航】如果使用Econ模式，不开空调，下坡或者平地经常是总能量回收，起步油门轻踩，我最好的续航记录是100公里还有3格电，小于等于2格电就转为混动模式了，所以纯电最好成绩应该在110公里出头。市区上下班没有任何问题。EV模式起步速度还是可以的，我开车起步不猛，毕竟不是10多年前刚开车那年纪了。 【高速续航】充满电加满油高速能开400+，没敢开到没有油就进加油站加油了。仪表盘提醒可以开到450km，实际上纯油这个数字应该没问题。 【缺点】没有备胎，高速胎噪比同级车高，也没那么夸张。后备箱不平，中间有个台阶。如果出门里程超过500km，中间要加一次油才行，不然有焦虑。,2022-09-25,镇江
线外邦,"对于本田出的这辆插电式混动车型，相信大多数人都很关心它的实际纯电续航表现。这辆高配的官方续航里程是84公里，我们实测，用80%的电跑了71.7公里，而且测试当天的户外温度为32℃，我们还开启了空调，可以确定的是，它的续航里程相当真实。至于为什么没有测到没电，主要是因为系统不允许它没电，当电量低于20%的时候，系统就会自行开启发动机为电池充电。

关于充电，这辆车不支持快充，只能慢充，我们实测在电池电量低的情况下，使用原厂的充电桩，充满需要大约6个小时。比较适合于有能够安装充电桩车位的消费者。

关于驾驶，这辆CR-V插混的表现就只能说是中规中矩了，加速的响应很快，因为它在绝大多数情况下都是电机驱动，所以动力的感受就是电动车的感觉，但它的动力输出不算激进，相对其他电动车来说较为保守，动力响应虽快，但并不会有什么强烈的推背感，全油门下去之后，提速也是循序渐进，不会特别猛地加速。

转向就是很居家的风格了，有一定的虚位，适合日常温柔驾驶，不太适合特别激烈的驾驶。

底盘的表现跟转向的风格相同，都是舒适的风格，在激烈驾驶的时候，它可能会跟不上节奏，但是舒适性的表现却是很棒的。

除了后备箱因为电池挤占了一部分空间外，其他方面，这辆车的表现就跟普通的CR-V没什么区别了。空间也是很大，座椅很舒适，十分适合家用。

总体来看，这辆车作为本田第一辆插电式混动车型，在动力技术方面依然很强，其他方面也都是家用车的设定，特别适合需要一张绿牌的中国家庭消费者。",2021-07-16,
线外邦,"CR-V锐·混动e+是我们最近的长测车，前前后后用了大概半个月的时间。总体来看，我个人认为CR-V锐·混动e+这辆车较为全面地体现了插电式混动车型的优势。

优势一，馈电时也省油。我们做过实测，在原地开启空调将电池的电量基本耗尽的情况下，开始油耗测试，在高速+城市+山路的综合路况下，取得4.45L的百公里油耗数据，相比传统的插电式混动车，在馈电时的油耗真正做到了节能的目标。

优势二，官标84km的NEDC续航，基本没有水分。虽然CR-V锐·混动e+这套系统的逻辑不允许在行驶过程中将电量耗尽，但我们尽可能地采用纯电行驶，在满电到快缺电的情况下，已经跑了接近80km，没虚标这一点，本田做得确实很好。

其他方面，作为一辆车来说，CR-V锐·混动e+的空间表现在同级别依然是无敌的存在，它的三围尺寸包括轴距其实都不算大，但是它的车内空间就是非常大。特别是后排，腿部的空间余量很大，而且后排的地板是纯平的，这在同类车型中很少见。

在这类SUV车型中，CR-V锐·混动e+底盘和操控表现也很扎实，具体体现就是在弯道中，稍微开快一点，底盘的侧向支撑优秀，能够很好地控制车身姿态。

动力其实不算是CR-V锐·混动e+的优势，因为它的动力输出基本依赖电机，电机的账面参数其实不算弱，但输出策略较为保守，所以它的百公里加速不算快，但动力响应很直接，日常驾驶的动力体验可以保证。

总体来说，作为一款来自合资品牌的插电式混动车型，CR-V锐·混动e+在解决了新能源车牌的同时，依然保留了合资品牌的传统优势，整体的性价比很不错，值得购买。",2021-08-25,
优视汽车,"我们在深圳参加了由东风本田举办的一场CR-V PHEV车型试驾活动。目前新车已经上市，全系共有三个版本，我体验的是车系里的最低配车型。

动力部分：本田CR-V PHEV版本给我的第一感受是提速非常轻盈，动力输出平顺的同时响应也很快。纯电模式下，它的动力输出也不会像别的新能源车型那样让人有不舒服的拉拽感，所以整体我认为它适合在城市里去驾驶。参数上，本田CR-V PHEV版搭载的2.0L阿特金森循环发动机最大功率为107kW（146Ps），最大扭矩为175N·m；同时其还配备了一台最大功率135kW（184Ps）、峰值扭矩315N·m的电机，因此系统的综合总功率也达到了158kW（215Ps），动力表现还算能满足家用。

行驶质感：本田CR-V PHEV版本的底盘悬架调校属于十分舒适的那种，中低速区间行驶时路面细小的颠簸基本都会被过滤，过沟过坎之时也能感觉到悬架的动作干净利索，悬架整体都没有多余的弹跳。静谧性做的也不错，实际开起来胎噪、风噪都可以接受，发动机在没介入的情况下听不到什么噪音。总体来说，这台车的底盘属于偏舒适性的调校类型，开起来也没有什么松散感，算是一台优秀的家用SUV。

乘坐空间：空间层面，CR-V PHEV版的轴距为2660mm，数据在同级紧凑型SUV里属于常规水平。身高183cm的同事坐在后排，头部空间一拳、腿部空间两拳，表现是相当不错的。此外，CR-V PHEV版的地台做到了纯平，这也使得它在后排乘坐第三人时不会感到难受。总体而言，这台车的空间表现出色，本田也不愧为“空间魔术师”。

优惠情况：目前CR-V PHEV版本在全国大部分地区的经销商处都可以做到3.5万以上的现金优惠，不过由于其本身定价不低，所以日后如果还能够有优惠就更好了，毕竟该价位的新能源车型竞争也是非常激烈。

推荐车型：购买CR-V PHEV版本建议入手入门版车型即可，价格相对厚道，同时该有的主被动安全配置以及操控辅助配置也都有，除了一些科技配置，像自动泊车、电动后备厢、手机无线充电等功能没有外，其余功能都是能够满足家用的，因此购买最低配车型最适宜。",,
小周的车,"随着新能源汽车的快速发展，很多人都动了购买新能源汽车的念头，但是纯电动汽车的弊端也不得不考虑进来，比如长途行车比较棘手、充电桩数量少、质量问题频发以及保值率极低等等都是目前纯电动汽车所面临的问题。

那么想要绿牌，还有什么更好的解决方案吗？当然有，看看本田新出的CR-V PHEV版吧。

首先来说外观，CR-V PHEV版本相比普通版变化不大，它的前脸采用了横状条幅式的设计，这是一个比较明显的区别，车尾增加了“PHEV”样式的铭牌，4694*1861*1679mm的外部尺寸全部略微加长了一些，轴距依旧保持在2660mm。
内饰同样没有太多变化，仅仅是在仪表显示区域增加了电池续航里程提示，驾驶员左腿前方多了个充电的开关，其他方面再也找不到什么不同的地方，做工和用料都没问题，谈不上好，但是也不能说差，日系车么就那么回事。

虽然电池被布局在座椅下方，不过本田把它尽量压扁了，所以后排地板和空间和普通版本一样，内部空间表现依旧宽敞，177cm的身高坐在后排腿部还有2拳的距离，家用足够了。而且据很多体验过的朋友说，PHEV版本的隔音、滤震以及座椅舒适度都有些许加强，我觉得大概是因为低速电机驱动的原因，更让人感觉它像一辆电动汽车，所以产生这样的错觉。实际体验下来给我的感觉就是少了发动机的声音，底盘操控什么的没有任何变化。

新车共有三款车型，最低配已经有了LED灯、自动空调、道路偏离预警、车道保持以及自适应巡航等功能，按理说是够用了，不过我更推荐28.98万的睿驰版，它比最低配多出了前雷达、车侧盲区影像、真皮方向盘、手机无线充电、真皮座椅、腰部支撑、主副驾驶电动座椅、8喇叭以及后排隐私玻璃等配置，在舒适性和驾驶辅助上更实用一些。毕竟低配27.38万的售价还是手动座椅、塑料方向盘，真的太素了。

我们都知道，本田的i-MMD混动系统的强大，这套系统的核心是一台2.0L 阿特金森循环双顶置凸轮轴汽油发动机，同时它还有高功率电机、电CVT、控制双电机工作的动力控制单元、以及智能动力单元等，可以在电动、混合动力、发动机三种驱动模式之间平顺切换。
简单点说，车辆在起步和中低速巡航时，由电池为行驶电机供电，此时行驶电机驱动车辆前行；急加速时，由发动机驱动发电机，将产生的电力驱动车辆前行；高速巡航时，发动机直接连接离合器将动力传输到车轮，此时它又是一台纯燃油车。
而PHEV版本又混动的基础上扩大了电池容量，达到了16.3kWh，再加上对智能动力单元的优化，使得纯电续航达到85km。说白了，这个续航里程足够应付日常市内使用，如果充电方便的话，把它当做纯电动汽车用也没得问题。馈电时它又是一台混动车型，所以得出了综合油耗仅为1.3L/百公里，已经无限接近于纯电动汽车。

我认为这台车不是为所有人准备的，毕竟它可比混动贵出大几万元，因为挂绿牌的原因，它更适合那些被一张牌照卡着的人群，相比纯电动汽车，我觉得它是个更好的选择，长途行车完全没有问题，所以如果你想尝鲜那我建议买混动，如果是刚需，那么相比纯电动汽车我觉得它是更好的选择！",2021-05-30,
合车社,"CR-V插混的动力系统是基于混动版CR-V的i-MMD技术打造而来的，主要由2.0L阿特金森循环发动机和前桥电动机组成，所以你可以把这台CR-V插混简单理解为加大了电池容量的混动版CR-V
 
【强制充电模式】
令人惊喜，强制充电模式下发动机一直在启动，我现在温柔点开，发动机运转的噪音和振动都不是很明显。大脚油门时噪音确实有点明显啊，它的悬架调校偏软，而且不知道是不是加入大容量电池后车子变重的原因，感觉滤震要比普通CR-V还有同级其它燃油SUV好不少，车子在碾过坑洼起伏时甚至还有一丝德系豪华车的厚重感，感觉挺高级的。
 转向手感方面轻重适中，座椅也比较舒适，开车的时候全身都会非常放松，跑长途很舒服。

强制充电模式下，路况顺畅跑了近20km，表显油耗是百公里5.3L/100km。这样的表现能碾压市面上绝大多数的插电混动车型了。

【纯电模式】
中高配纯电续航里程为84公里，低配是85公里。
 
纯电模式下车内静谧性真的好，动力响应也不错。而且它的动力输出很平顺，不会让车内的人有不适感，动力来的不急不躁，就像是一个成熟稳重的“大暖男”。
 
不过在纯电模式下发动机也不是完全不启动，只要油门踩到底，发动机还是会介入，但这时候车辆的加速感可能还是没有想象的那么强。这么说吧，CR-V插混的提速能力日常够用，但是算不上优秀。
 
【HEV混动模式】
这个时候不像其他插混车型那样稍微一踩油门发动机就会介入，而是要把油门踩得比较深，发动机才会参与发电，所以开起来感觉还是更像纯电动车。",2021-06-03,
成都如遇知音短视频,本田CR-V PHEV：2021款 锐·混动e+ 2.0L 睿驰版 作为新能源市场的重要组成部分，插电混动车型是很重要的过渡车型，可以消除用户的里程焦虑，跑长途也不在话下。对于一部分追求合资品牌的用户，可选的插电混动车型其实十分有限，SUV车型就更是屈指可数了。不久前上市的东风本田CR-V锐·混动e+可以看做是为中国市场量身定制的车型，其中我们针对售价为28.98万元的2021款 锐·混动e+ 2.0L 睿驰版的本田CR-V PHEV展开了分析。 外观来看，前脸采用了多边形的前进气格栅，并搭配三辐式镀铬装饰条的中网。同时中网上方的粗线饰条与两侧大灯组相连，并搭配蓝色本田H标志，彰显出其特殊身份。此外，前包围也采用了贯穿式的镀铬装饰条，并在两侧增加了LED日间行车灯，整体看上去颇具气势。灯光方面，全系车型远近光均采用的LED光源，并配备LED日间行车灯、自适应远近光、自动头灯、LED车前雾灯、大灯高度可调、大灯延时关闭等功能。 车身侧面造型与燃油版车型相比无异，前后稍突出的车身翼子板配合黑色轮眉与18英寸密条辐式轮圈，提升了整车的气势。车身尺寸方面，长宽高分别为4694/1861/1679mm，轴距为2660mm，相比燃油版车型在长度和宽度均有所提升。 车尾部分，在车顶末端延伸出了一个小型的扰流板，两侧“L”型尾灯组均采用了熏黑式设计，中间由镀铬装饰条相连接，加宽车尾视觉感受。车辆的后包围采用了双色设计，丰富了车尾的层次感。排气则采用隐藏式布局，但依旧在后包围上增添了双边共两出的镀铬排气造型。 内饰方面也基本无变化，拥有7英寸液晶仪表、7英寸中控屏、手机无线充电、按键式挡杆等特色。用料方面，中控台采用大面积的软性皮质包裹，搭配木纹饰板和钢琴烤漆面板点缀，看上去有一定的档次感。全系标配三辐式多功能方向盘，除了入门车型（塑料）外均采用真皮包裹，方向盘直径合适，握感饱满。左右横辐多功能控制都采用了圆形的四向按键，也还算顺手，后方还配备有换挡拨片。 2021款 锐·混动e+ 2.0L 睿驰版的本田CR-V PHEV前排座椅采用真皮包裹，座椅填充物饱满厚实，侧向支撑较为一般，但坐垫的承托性良好。后排座椅同样采用柔软的真皮包裹，坐垫有一定的倾斜、长度较为充分，靠背支持角度调节而且有少量的侧向支撑，舒适性比较高。空间方面，与普通混动车型保持一致。 动力方面，采用了与普通插电混动相同的2.0L阿特金森发动机和i-MMD混合动力系统，发动机最大功率为107kW（146Ps），最大扭矩为175Nm，电机最大功率为135kW（184Ps），最大扭矩为315Nm，系统综合功率达到158kW（215Ps）。由于电池容量增大，IPU智能动力单元提高了电力驱动的比例，能够带来如纯电动车般驾驶感受。增加了电池组，车身质量增加是肯定的，这使得它的0-100km/h加速为10.3秒，较普通混动版减慢了1秒多。 从产品角度看，CR-V PHEV的电池容量较大，电机的功率充裕，更多时候能够实现纯电行驶，而且对于乘坐空间没有任何影响，这点还是值得肯定的。 网友比较推荐021款 锐·混动e+ 2.0L 睿驰版的本田CR-V PHEV，这款车为中配车型，相比低配车型来说，在配置丰富程度上会高一个档次，增加了前驻车雷达、360度全景影像、自动泊车入位、真皮方向盘、前排手机无线充电、真皮座椅、主/副驾驶座电动调节等实用配置。,,
微观说车,"笔者最近借到了一辆2021款本田CR-V PHEV，进行了几天的试驾，有了一些感受，想和大家做一些简单的分享，那么让我们一起来看一看本田的这款插电式混动SUV究竟怎么样？

1、动力
搭载的是2.0L的自然吸气发动机，最大功率为146马力，电动机的最大功率为184马力，匹配E-CVT变速箱。官方百公里加速时间为10.3秒，工信部百公里油耗为1.3L。虽然直线加速成绩一般，但是这款车子实际驾驶起来感觉非常轻盈，混动车型动力来的非常直观，油门调教灵敏，轻踩油门的时候，动力立马得到释放，衔接的非常顺畅，没有半点延时。动力输出也很平顺，低速行驶的时候没有一丝顿挫的感觉，速度起来之后，依然是很线性的加速，没有突兀的推背感，对于驾驶者和乘客都很友好。在城市内驾驶，一般都是电机工作，发动机介入比较少，当发动机介入的时候，动力输出依然很平顺，而且发动机声音小，噪音的控制也相当不错。

2、油耗
很多朋友选择混动车型，都是为了省油，这款车子在充满电的情况下，确实非常省油，每天白天上班开出去，晚上下班回家，就给车子充满电，哪怕是每天都很堵，油耗依然非常低，综合下来一个多的油，当然这种计算方式没有考虑电费。如果这款车子亏电的时候，它的油耗就和同级别车差不多了，我们实际测试了一下，跑了150公里，一半高速，一半市内道路，平均时速43km/h，路况不错，全程亏电跑完，最后综合油耗5.3L。这款车亏电的油耗和燃油版的本田CR-V差距不大，没有体现出混动车型油耗方面的优势。

3、空间
4694x1861x1679毫米长宽高，2660毫米轴距，车子内部乘坐空间还不错，我身高1米75，坐在第1排，头部还有一拳，空间做到第2排，将前排座椅调到适当的位置，腿部有2拳空间，头部一拳空间，车内空间表现和燃油版本田CR-V差不多，不过后备箱要相对小一些，受到混动车型结构的影响，又要装电池又要装电机，所以压缩了后备箱的大小。",2021-04-23,
极智动力,本田CR-V在国内SUV的市场表现一直不错，无论是口碑啊还是销量都挺在线的。这台车改掉了老款车型的大驼背，整个看上去精神运动了不少，而且又新增了颜色，比如蓝色，看上去还是非常高级有质感的。内饰设计比较传统，日系车嘛，懂得都懂。中控屏有点小，分辨率也比较一般，毕竟都是21世纪了，车机系统还那么落伍，完全没有一点科技智能的感觉，在这一点希望本田还是多花点心思吧。该车的配置还是比较丰富的，还带有自动泊车入围的功能。别看这个小，而且车身尺寸也不大，但是内部空间真的是大有乾坤，绝对算得上同级别车型中数一数二的水平了。前后排都很宽敞，基本能容纳一家四口的出行。这款车在市区中低速的加速表现还不错，动力也比较充沛，但是上了高速后动力储备就有点差了，感觉超个车会有点乏力。方向盘偏重，不过操控起来比较有质感，包括转向也不会有虚位。整个悬架调教的比较舒适，过急弯的时候也不会出现严重的侧倾，非常适合拿来家用，油耗的话，相对于市面上的燃油车肯定混动车型的油耗肯定低一些，但是也没有官方给出的5.2L/km那么低，差不多6个多油左右，还是不错的了，关键是吃92的粗粮，好养。总的来说，这款车满足了我对车的所有要求，比如空间大，经济实惠，用车成本不高，三大件品质有保障等等，所有即便是它的外观内饰做的不够出色，我也能接受。,,
车图腾,"25万元左右，想要一台有品质、实用，还省油的车，有得选吗？当然有，来看看这台东风本田CR-V 锐·混动e+ PHEV插混车型！

什么叫实用？先看看后备箱，参考燃油版的数据，CR-V拥有862升的行李箱容积，日常使用只多不少。想要放一些大件的话，放倒后排座椅，能装得就更多了。只不过布局不太规整，有些物品放进去会不平整，视觉上看起来没那么舒服。

看到这里有人肯定会疑惑，你报的明明就是燃油版的数据，这插混车型后面凸起的一大块，还能有那么多的容量吗？

实际上，插混车型的车长和车宽都相对于燃油版有所增加，这也从车身尺寸上弥补了后备箱凸起带来的容积变化。

除此之外，电动尾门、HUD抬头显示，后排隐私车窗、后排遮阳帘、全景天窗、分区空调、主副驾座椅电动调节、座椅记忆、车载无线充电、多处设计合理的储物空间等，有足够的实用性。

当然，我们给大家展示的是一台顶配车型，大家在选车的时候，可以根据自己的实际需求和预算，来选择相应的配置，其入门级和中配车型的性价比也是不错的。

而且由于它可以上绿牌，所以在限号、限行的城市，就更香了。

CR-V PHEV采用了由本田i-MMD混动系统升级而来的，Sport Hybrid e+混动系统不仅继承了i-MMD成熟可靠的特点，又针对插混车型增加了电池容量和充电接口。车辆的动力基本依靠电机来提供，发动机大部分时候仅用于为电机、电池供电。

如此一来，依靠大容量电池和长时间的电机驱动等特性，就能达到更加省油的目的，其官方百公里综合油耗甚至低至1.3L。

CR-V除了实用性强，颜值也是在线的。

前脸部分，插混车型比燃油版使用了更多的镀铬饰条，与两侧大灯相连，拉宽了车头的视觉效果，搭配上专属的蓝底本田车标，精致感更胜一筹。车辆尾部相对扁平，在增加车内空间的同时，也呼应了前脸的设计风格。下方还有专属尾标，高级感还是有的。

本田的外观设计，很少让人感到惊艳，但它们稳重耐看，就很适合一起“过日子”。

同时，CR-V PHEV内饰很有质感，有大面积的软质包覆和高级木纹装饰，中控部分虽然没有那么多的科技感和时尚感，好在布局合理，使用也比较方便。

后排空间表现不错，值得肯定。搭配上白色的座椅和全景天窗，坐在后排感觉整个车内都很敞亮。

CR-V 插混车型搭载了2.0L阿特金森循环发动机，在前桥部分还配备了一台电机，综合下来，这套混动系统的马力达到了215匹。

在纯电模式下，这辆车由电机驱动，拥有135kW的最大功率和315牛·米的峰值扭矩，在城区穿梭游刃有余，而且驾驶感受偏向于纯电车型，起步轻快，车内安静。在70公里时速以内，它都是只依靠电机驱动。

如果说你有足够的充电条件，那CR-V插混车型最高84公里的续航里程，就可以满足你日常上下班的需求，而且还有8年或15万公里的电池质保。

在运动模式下，发动机介入较早，在车内能感受它的小脾气。这样换来的是动力更快速的响应，轻松超车不在话下。再配合前麦弗逊式+后多连杆式的悬架设计，车身姿态稳定，滤震效果良好，结合我们之前介绍的车内柔软大沙发，真是想不舒服都难。",2021-08-09,
小号撩车,"优势：

1、这是本田在国内投放的首款插混车型，在法规定义的新能源范畴内，在很多城市都能享受不限购不限号的待遇，使用起来比燃油车要方便不少。

2、动力系统由2.0L发动机和电动机组成，系统综合最大功率达到了215马力。这台动力系统类似增程式，发动机已经不参与驱动车轮，仅限发电，因此不管何种状态下发动机基本上都能工作在最佳工况区间，燃油经济性表现比较好。即便是电池电量不足情况下系统也依然运行在混动模式，百公里综合油耗不超过6L，燃油经济性表现非常好。

满电状态下NEDC续航里程达到了85km，实测混电动形行驶里程能够达到60km以上，对于大部分城市都能满足一周通勤所需。

日常驾驶时起步比较轻快，中后段也有足够的动力储备，而且动力输出非常线性，不会觉得窜，同样也不会感觉到肉。

3、安全性配置到位，全系标配了主副驾驶安全气囊气囊、前排侧气囊、前后排头部气帘、车道偏离预警、车道保持辅助、主动刹车、全速自适应巡航等，同级别来看是比较厚道的，能够减低交通事故发生的概率，发生交通事故之后对于车内乘客也有着比较全面的防护。

4、后排腿部空间充裕，身高1米7的同事乘坐在后排腿部空间接近3拳，同级别来看是非常优秀的水准。而且后排中央地台隆起幅度不大，后排满载三名乘客也不会觉得拥挤。后备箱内部空间规整，开口也比较低，装载行李时比较方便。

5、标配了主动降噪功能，对于风噪和胎噪的抑制比较到位，发动机日常转速都不高，噪音也非常小。

缺点：

1、内舒质感差，风格老气，用料方面也算不上出色，不太像是一款接近30万价位车型该有的表现。

2、中控屏操作流畅度比较差，分辨率也不高，UI风格像是上个世纪的产物。

3、油箱容量只有26L，综合续航里程理论上不会超过600km，跑高速时可能只会有500km左右，在极限状态下续航里程不能让人满意。",,
小号撩车,"优点：

1、插混车型，能上绿牌，在部分城市享受不限牌不限号的待遇。

2、动力系统由2.0L发动机和电动机组成，即便亏电状态也能以混动模式形式，亏电状态下油耗和混动版CR-V差不多，百公里不到6L，同级别来看非常优秀的表现。即便是没有充电条件也非常合适，后期用车成本相对较低。

3、满电状态下，NEDC续航里程可达85km，对于大部分城市来讲纯电动模式下都能够满足一天通勤所需。

4、系统综合最大功率达到了215马力，这套动力总成发动机已经不参与驱动车轮，仅负责发电，完全靠电动机来驱动车轮。起步轻快，中后段动力储备丰富，高速上超车也很轻松，而且动力输出线性，加速感能够一直持续到限速值。

5、安全性配置出色，前排双气囊、前排侧气囊、前后排头部气帘、车道偏离预警、车道保持辅助、主动刹车、全速自适应巡航都是全系标配，对得起售价。

6、后排腿部空间充裕，身高1米7的同事乘坐在后排腿部空间超过2拳，而且靠背角度支持调节，很容易找到舒服的坐姿。中央地台隆起幅度非常小，中间位置乘客的腿部空间也有保障，后排满载三名乘客并不会觉得拥挤。

后备箱空间充裕，内部空间规整，开口也比较低，装载能力强，使用非常方便。

7、标配主动降噪，车内噪音控制比较好，对于风噪和胎噪的抑制都非常出色，发动机噪音也比较小。发动机介入发电时车内并没有明显的震动，只会感觉到噪音略有增加。

缺点：

1、内饰质感差，设计风格比较老气，用料有点对不起30万的价位。

2、中控屏虽然支持在线导航以及语音控制，但流畅度一般，使用体验并不好，而且原厂手机互联基本上没有可用性。

3、油箱容量只有26L，综合续航里程并不算好，满油满电续航里程应该不会超过600公里。",,
波澜不惊,"五一泡了好几家4儿子，看上这款车的原因很简单，我媳妇喜欢这个外观和内部空间，跟销售PK好几次后最终裸车26落地，由于开始看的不是这款，只是这款在展厅c位，我老婆一眼看上，其实这款车的配置还是交完定金后我才细看。发现唯一的不爽的地方就是油箱小了。

但是定金已经交了，只能硬着头皮买下。
昨天交车，昨晚加油充电，今天带着家人跑了130公里左右，车在加满油和充满电的时候显示续航里程是685。

今天跑下来一直都在ev模式，电还有四格。
没有上高速一直保持在80以下速度跑。油基本没有用。这个是最让我惊喜的。


总体感觉出乎我的意料，驾驶感觉就是稳。车重，高度降低了，过坑洼路段 点拨干不明显，这也是我意料之中的。

另外噪音，是真的小，很安静车内。

目前唯一一个让我小不爽的就是提速，有点肉，可能跟我一直有ev模式有关，明天我试试hv模式看看。",2021-05-09,东莞
