字段1_文本,字段2,时间,字段3
旁觅瓶拙虾思011,"开电车不再需要关注油价还是挺爽的，虽然大家都说电车有焦虑，但是对于普通老百姓的我来说，开油车也是一样会有油费焦虑，相比之下，老百姓更在乎的是 RMB 。 【外观】 柔软的车身看着很圆润，没有采用过多的线条感，近看巨显大气，4.9米的长，近2米的车宽，同其他车停一起明显大了一圈。无框车门直接好评！停在路上总有被人围观的感受。 【内饰】 内饰没得说，能摸到的地方几乎都是软包，沙发座椅的质感也很奈斯，座椅柔软舒适，坐垫够长，支撑性比同级别优秀（同时比较了 ModelY ，又短又硬，简直买来遭罪）, 选配的nappa 真皮座椅坐着是真的舒服。半幅式方向盘很有赛车风范、屏幕的升降""带鱼屏""也很哇塞，加上各种主题，**＊利器！ 【驾驶感受】 用电驱动果然跟油车不一样，开着很舒适，加速平顺性很高，减速也很有线性感，没有一顿顿的感觉，也不点头了。",2024-02-07,湘潭
国产机器人1,我上一个车是荣威e950，开了7年8万公里，零故障，对上汽车子的质量还是比较认可的。去年在商场闲逛时，就遇到了智己，刚开始觉得这个车设计感确实不错，很有自己的设计语言。去年年底，ls6上市，关注了下车子配置，也去现场看了一次车，后来试驾了10公里，算是比较舒服的，就下订。等车1个多月，去年12月底提出。说说这一个半月的使用感受吧。 【车子外观】车子的外观我觉得应该能够8分，当然有些人有不同看法，这个只能仁者见仁。车子的油漆质量很好，有高级感。我选的灰色，内饰也是灰色，整体感觉就是高级。 【驾驶操控】这个车我试驾了一下，感觉底盘很扎实，和我以前荣威e950开起来差不多。方向盘用了半幅，视线超级好。不要听键盘侠们下喷，买这个车的，90%选半幅方向盘，操控顺畅。 【智能软件】没开过小鸟等新势力，不过这个车的智能感受还是不错的，特别是大联屏，主驾导航，副驾观影各不影响。智能驾驶方面，总体还是不错的，第一次开有些紧张，用了几次，基本摸透了它的能力，也就逐渐做到的人机合一，当然和HW的那些视频比，还是有差距。 【其他方面】车子OTA能解决的，我觉得都不是什么大问题，元旦期间出现了雷达失声的问题，三天左右修复。最近开车过程中，ETC那个黑盒子里，传出电流接触不良的声音，需要去4s店检查一下，不影响开车，但是有点声音，总归心里难受。销售方面，一会热情，一会没反应，只能打个中等分。续航方面，其实看温度，夏天能跑到1:1，冬天打6折。 【总结】单说车本身，质量还是过硬的，制造业还是要相信大厂，质量流程管理小厂一时半会很难达到。例如小鸟的车漏风冻腿，刹车点头，这些都是基础工艺。服务这块，大厂还需要努力，确实与wl，lx这两家有差距。,2024-01-06,上海
法海恋小青,"680公里续航青外米内版本，车价23.67，南京5k补贴+江宁3k补贴，贷款返现1.8w，满一年可以提前还实际付利息8.8k，保险不到3k，这样算下来落地价是不是差不多只有22w了😃。
外观
✅外观设计我认为是换标卡宴，青色是有艺术气息的，有种天青色等烟雨的味道。

内饰
✅整体氛围感良好，氛围灯白天效果不是特别明显，晚上还可以。后排空间还好，长度一般，高度很高，座椅舒适度很优秀，整体体验远好于目前这个价位水平。

✅后排角度可调节不过还没试过。后排中央扶手很大很高级

✅前排无线充和眼镜盒，眼镜盒我认为挺好，放墨镜方便，平时也用不着两个手机都充电。但是中控屏下面放东西不方便还得自己配个储物盒，扶手箱里面也是得自己配，也算小事不影响。

动态

✅半幅方向盘除了不挡屏幕和拉风没啥优点，真要开起来舒适还是全幅的好，但对于我这个9年老司机来说基本没什么影响。

✅底盘感受整体感较强，转向手感方面，得益于车重，又大，车身开起来很稳，但是要想灵活的穿梭，还是轻点的轿车好，我原来车子是雷凌。

✅舒适模式下，电门和制动踏板设定，无论是行程、反馈、还是整车响应都非常线性，几乎感受不到任何能量回收或是扭矩爆发带来的不适感。

✅动力不用多说了，虽然是单电机，舒适模式下绿灯起步，电门稍微踩下一般车只能看见我的尾灯。对我来说它的动力有点过剩。

✅电耗总体在14-15度，但是我认为这个没什么意义，还是得看续航达成率，总体市区续航达成率估计7-8折（cltc），目前开了一个星期700公里，每天100公里左右，前面10公里掉电厉害，有时候开2公里掉10公里的电，单程开的距离短的话基本5折以下，我是单程50公里差不多8-9折，估计是前面电池太冷得先耗费2度电给电池加热，目前温度10度左右。20度以上会好很多。

✅隔音方面，隔音表现良好，A柱没有风噪。

智能化

✅之前试驾的时候音乐低音效果比较差劲，现在更新之后好多了，群里一直有人夸，希望越更新越好，不过目前音效已经很优秀了。

✅NOA没用过，听说很好，但是我是喜欢开车的人，而且是机子都是会有死机的概率，所以我还是不能完全相信他。一键泊车倒是挺好用的，不是说倒不进去，只不过车机的距离感比人的要准确。

初步结论

✅智己LS6整体各方面都很满意，除了续航达成率还有待提升。",2023-12-10,南京
betarr,"先说结论:
这是一辆喜欢的人一定会买，犹豫的人一定不选的车。因为它特点太分明了。
1.先说外观 
外观见仁见智，有的人觉得好看，有人觉得丑的不能接受。但是不管你觉得美或丑，它有一定的设计感和精致感，并且没有明显的抄袭痕迹，这你不能否认。我定的茶色，盲订权益用完后+了1800元。但是我强烈推荐黑色，因为黑色是真的帅！女生我推荐粉色。加上车衣，质感无敌！
2.内饰
是我选择它的主要因素之一，带有仪式感的升降屏幕，漂亮的UI设计，各种好看的主题，加上触手可及的地方都是皮质包裹，坐进来就有一种高级感。这个内饰我打4.5分，不满意的地方是，后排出风口设计的太简陋了，其次音响也设计的比较掉价，希望后期能有改进的机会。
3.配置
用发布会的话来说就是“通通标配”，不管你买560还是顶配702四驱，除了动力系统不一样以外，其他所有舒适和安全配置“通通标配”，就连智驾激光雷达也是全系标配。这可比其他厂商良心太多了。?
4.空间
4.9的车 空间不算非常惊艳，如果你家不都是1.85以上的大高个，那空间也是绰绰有余，后排坐垫越级的长和厚实，坐上去非常舒服。但是后排没有加热和通风?。后备箱空间中规中矩，但是有一个比较深的储物空间，可以放下20寸的行李箱，还有一个前备箱，我把充放电枪放里面了。
5.续航
这部分是大家最为关注的，我这里给大家一个实测数据。在武汉2-15度左右的气温，30%电我共计行驶150公里。高速城区各一半，使用领航驾驶路段占2/3。按此计算应该冷达到500的实际续航，如果在城区或者气温更好一些，续航应该有提升空间，总体来说，续航不过不失，没有惊喜，也没有太多槽点。
6.智能化 
阿里巴巴和莫曼塔的加持，整个智能座舱不过不失，在语音响应方面，逊色于华为和小鹏，但是也在第一梯队，驾驶模式，能量回收强度，空调，车窗，导航，音乐等都可以通过语音识别，而且响应速度很快，就是有些指令的触发关键词还是比较生硬。
高速和高架NOA在武汉已经落地，使用起来的感受和小鹏的NGP水平差距不大，就是进出匝道降级为LCC的逻辑还需要优化一下。同时提供了一些小功能，比如一键贴边，一键泊车，一键寻迹等，方便新手使用车辆。
同时车机还提供了很多有意思的功能，比如各类的主题，电子宠物，如果你在路上碰到智己的车友，屏幕上还会出现碰拳的动画，可以看出来做社交，智己还是挺有自己的想法的。
7.驾驶感受 
这个放在最后讲，是因为同级别确实“最强”，可以说没有之一，顶配3.48的加速，普通版本也有5.9秒的零百加速。日常使用加上LS6素质极高的底盘，可以说同级别无出其右者。我也是深度试驾了多个品牌的车以后最后确定了LS6，除了前面说到的内饰和设计以外，良好的机械素质是让我决定买它的最终原因，其实我强烈推荐大家都去试一试，只有试一试才知道区别在哪里，各种工况，各种路面都试试，你的身体不会撒谎，它会告诉你答案。
8.一些缺点
第一个就是经销商模式，导致购车体验比较差。这点不如其他品牌的直营店。
第二个部分配置交车速度比较慢，我看有的车友等待甚至接近一个月
第三个有些软件的稳定性和逻辑需要再优化，比如蓝牙钥匙，开门有时候还需要掏出手机打开app才可以，还有一次360出现的软件故障，重启之后恢复了。希望在后期的OTA可以修复。
总体来讲，这个车我比较满意，有一些小问题，但是瑕不掩瑜，是一辆好车，一个月锁单28000辆也说明了市场对它的认可。希望智己能把握住机会，把产品越做越好。",2023-11-18,武汉
在人间有谁活着不是一条咸鱼,"5500公里的车主来点评下智己老6

【购车经历】
国庆决定买车之后，从哪吒S看到gt，再看到海豹，对比了家里的老汉（605豪华），觉得买个suv吧，先开始看了护卫舰，还没进去谈价环节，一眼看到了隔壁e5（车不错，都没见到过宣传，就离谱），和新乡的别克店约定了周末看车，晚上躺床上刷懂车帝的时候看到e5车友圈有发智己ls6发布会，全系智驾、不减配、中大suv、大连屏，价格21.49起（发布会之前在城市展厅见到过，觉得这么浮夸的设计应该超25万，就不再关注了），立马交了2000小定
周五从洛阳回新乡后，先试驾了智己，座椅舒适度操控都不错，顶配加速非常暴力，但是纠结品牌怕凉了和没现车；拐去了别克店看e5，因为价格差了2000没谈拢回家睡觉（幸亏没谈拢，不然先锋报直接背刺）
后来和家里人沟通的时候发现有一个叔叔认识智己店老板，于是下定进入漫长的等车环节

【提车价格】
提车时候说白色需要3周起步，茶色2周内，临时决定改了茶色米内加了1800（就这个1800背刺的我），后来第二周说有茶外灰内的要不要，果断索道提车，最终价格21.69，刷卡手续费350，保险5900


【驾驶感受】
整车开起来就是一个顺，加速平稳，转向不甩，指哪打哪，不存在说没信心拐这个弯的情况


【续航】
标的560，我经常跑高速，120速度下，满电高速续航300到350，城区如果不是那种冷车跑2，3公里就停的工况400-450轻松达成，夏天会更多



【最不满意】
12月下半月以来，智己的工程师（尤其软件方面），跟脑子被裁员一样，先是倒车雷达故障，最近又是空调压缩机问题（我的车没遇到），虽然都给处理了，但是总感觉这种低级错误不应该出现

额外补充：
1.这个车2个月ota了4/5次，功能更新也一直在线，好评
2.驾控像性能车，舒适度不输家用车，隔音短板
3.智驾没有想象中那么神奇，高速上主干道还行，桩桶和匝道场景，请务必自己开",2024-01-17,新乡
冷飕飕勒,"始于颜值，终于品质！最终选择了智己ls6

       先说一下购车背景，之前开的雪铁龙C5轿车，涡轮增压发动机确实烧机油，7年开了快16万公里，频繁烧机油加机油，后面这一两年一点都不省心，所以就有了换车的想法。轿车开久了就想换suv体验一下，当前油价贵得离谱，所以就想换个电车，在抖音、懂车帝、汽车之家、易车APP里开始物色和学习！学习下来或者被洗脑下来的结论就是:直接放弃增程和混动。原因:
1、一套动力系统的故障率肯定比两套动力系统故障率低
2、一听到带涡轮增压的增程器和发动机就头皮发麻，望而却步！
      所以坚定要买纯电车SUV，使用场景就是上下班代步加周末、假期自驾游山玩水！另外日系车是坚决不考虑的，一是不想给小日子摊造子弹钱，二是排核污染水污染整个海洋的事只有断子绝孙的小日子做得出来！所以抵制日货从我做起！

【购车经历】
9月底开始试驾各种车型，买车一定要试驾，试驾才能感受车子最真实品质，以及你最需要的切入点取舍，车无完车，人无完人！每台车都有优缺点，找到自己能接受的点不能接受的点就像找媳妇一样……哈哈哈哈！玩笑后言归正传:
1、比亚迪宋EV
开始还是相信比亚迪大品牌值得信赖，所以试驾了宋EV,感觉动力一般，内饰还将就，中规中矩的样子，没有太多惊喜！
2、极氪X和001
先试驾了极氪X，车的外形颜值很在线，也是我比较喜欢的小钢炮车型，在市区里穿梭游刃有余，3.7秒的100米加速很刺激！缺点就是空间太小，后备箱也小，对于奶爸来说不得不放弃，要是没结婚或者单身一人，这个车太友好了！
       于是就试驾了空间更大的极氪001,极氪001试驾了两次，感觉是辆好车，颜值在线，动力够用，底盘扎实,内饰豪华，号称陆地坦克,安全性没讲得，我都开始心动关注100度的WE版，智驾这块稍微弱了点，但我都能接受。最后放弃的原因就是它还是属于轿车，第二次试驾后感觉视野还是没有SUV那么开阔，想想自己还有露营的需求，需要通过性好些，所以放弃001了。
3、小鹏G6和G9
试驾小鹏G6:感觉这车很多方面都还可以，主打一个性价比，最后感觉车尾部造型不是自己能接受的样子，还有就是后轮上方，保险杠和后轮翼子板缝隙处有错位，一下就觉得做工好像值得商榷或有待提高。
试驾小鹏G9:明显做工和用料比G6提升一个档次，当然价格也提升不少，试驾感受nvh不错，底盘调教偏舒适，座位空间和后备箱空间都很大，很适合奶爸。不足之处在刹车时，刹车比较空灵松弛，给我信心不足，其他车同样的力度一次可以刹停，但G9需要两次才能刹停下来，所以后期就没有过度关注了。
4、问界M5
问界M5也我是特别心动的车，外观优雅时尚，动力线性随叫随到，特别是全铝合金的底盘，真的驾驶感受不一样，转向轻盈无虚位，过井盖特别清脆干净利落，驾驶感受真的可以和宝马ix3一决高下！最后放弃原因:不太喜欢中控和车门上的桃木内饰，感觉有点老气；车价虚高了，80度的磷酸铁锂电池标准版无智驾25W。实际上就是18-9万的车子，背靠华子价格虚高！
5、宝马ix3
试驾宝马ix3，驾驶感受确实牛！宝马的底盘调教没得讲，真的很有质感，内饰还是传统油车的样子，智驾基本上就没有了，空间算是试驾车型里面比较局促的，家用也基本够用了。不得不说买个宝马还是可以绷点面子的，身份和地位提升一小截。放弃的理由是油改电和服务，油改电线路上比较凌乱，遇事故的安全性相比没有纯电平台的高。试驾时的服务是很专业到位的，后期销售加了微信就不搭理你了，感觉我像买不起ix3的屌丝吧！有点拽，店大欺客？我就恰恰要支持国产，没有国产车的崛起，你们低不下自以为高贵的……
6、阿维塔11
阿维塔11是最后进决赛的备选方案，阿维塔11我试驾了3次，就是在智己ls6中纠结了许久，颜值上阿维塔是比较有未来科技感，实际上阿维塔的NVH是比智己做得好的，静谧性和高级感都比智己做得好！它的中控内饰、座椅按摩、后排氛围灯、后排空调智己给不了！我都准备下订了，最后还是因为1、后排座椅比较短和硬，座位的舒适性差了点意思2、后备箱空间小了点,居家自驾游行李不够装。为了家人乘坐舒适和多装载点行李，最后还是遗憾放弃了！
【驾驶感受】
提车1个多月，行驶了1700+公里，总的来说还是很满意，5.9秒的动力输出，随叫随到，电门轻快，加速线性，没有油车的顿挫，车内静谧性好，没有油车的那种风燥和发动机噪音。有一次和媳妇打电话说在开车，她偏不信说没有车子的噪音，后面打视频才相信在开车。反正开了电车是再也回不去了，油车是不会再买了的！
【油耗】
关于电耗，黑子黑得最多的了，我平均电耗15,上坡或者速度过百的时候会20+下坡时候4.3都有过，综合下来就14-16之间。再说了我30元的电费跑一个星期，500多公里，一个月电费120+不香吗？原来的油车一个月没下过1200。",2023-12-17,贵阳
可靠旭日org,智己ls6颜值没得说，看了20-30级别的车，老婆最喜欢ls6。圆润饱满，粉色最好看，奈何我是司机，最后选了茶色。 内饰这块，带鱼屏+半幅方向盘，绝配了！建议准备买智己ls6的朋友，已定要选半幅方向盘，这个方向盘是内饰的灵魂。真皮座椅，也很舒服。 内饰有点遗憾的地方，1是氛围灯，后排没有。2是织物顶，有点掉价。3是后排空调出风口，寒碜了点。 配置这快，是我比较满意了，性价比高。单电机，最大功率250kw，这个同级别已经很厉害了。主驾驶位迎宾系统，座椅自动调节，很不错，提升了档次。唯一遗憾的是少了座椅按摩功能。但还能接受。 空间足够大，体验过的都知道，没的说了。 我的是90度电，680续航。目前开了1800多公里，高速跑了2次，去杭州来回，单程大概400公里（高速大概380），个人总结下，去的时候时速115-120，能耗在20-21，返程时速105，能耗17.5，满载4大1小！市区和乡镇道路，刚开始要17-18的能耗，开熟练了，目前在15左右。有的时候踩轻点，可以开到13。 智己的车机系统，还有待加强，偶尔识别错误，车里聊天，没提到智己，偶尔也触发了。智能驾驶呢，高速车少路段，真好用，解放双腿，开着真舒服。送的一个月5G流量有点少，不够用。 ls6驾驶感受是不错的，挺稳的。本人不喜欢暴力驾驶，也就在超车会踩多点，提速很快。坐车的朋友，都说坐着舒服。 ls6不足点，肯定有的，也是因人而异。对我而言，1是倒车影像，拉的有点长，有待优化。2车子在某些颠簸路面，车里面会共振，目前出现1次。3是音响，偶尔有破音的感觉。 目前就发现这么多，后期有再补。,2023-11-11,无锡
shikides,"今天去上牌了，重新来dcd认证下。
油车8年了小问题开始多起来了，就考虑买个电车。本来考虑增购一个小一点的电车代步。但是想想油车放着贬值，上海市又有新能源置换补贴1万。
选LS6之前看了
MG4四驱，增购小车开起来应该比较有乐趣。
小鹏G6没盲订权益，加上新车主权益少放弃。飞凡R7当时很贵不值。
深蓝S7增程看了铁锈的视频底盘差点意思。
极氪001，当时应该是27.6万100度后驱，比LS6性价比低一点点。现在24.5万还是很香。
昊博HT，稍有关注；也没去试驾车。

10.12发布会后考虑2天定的702四驱黑色21寸。结果苦等1个半月配不到车。最后销售说有台粉色20寸的就选了。

外观方面：
纯看个人喜好；不喜欢的划走去其他家买就是了，没必要捧一踩一。
实车看着还是很有气势的，毕竟车宽车长摆在那里了。

内饰：
中规中矩吧，摸到的地方都是皮的。比合资车好多了。和LS7比还是差一些。其它车没去对比不作评价。

配置：
前排该给的都给了；没有座椅按摩，个人完全无所谓，车载的按摩能有什么力道。方向盘是手动调节的，没法最大化实现舒适进入；
后排没有座椅加热。冬天对乘客不太友好。

【空间表现】
4米9的车长内部空间还行?，不算极致但比油车是好多了。

【驾驶感受】
提速快，但是不突兀。油车转换过来秒适应。刹车试了动能回收关和小都能滑行很远，也是油车换过来零学习成本。半幅方向盘侧方停车或者掉头时候还需要适应，实在不行装个助力球。其它时候开完全没问题。车子刹车前段有CRBS来起到动能回收的作用，因此动能回收关了能滑行很远距离，反而省电。


【续航】
电车冬天续航表现就一个字，烂。上海这几天外面-1～-5℃；空调开自动23℃，座椅加热三档方向盘加热。上下班往返33公里，百公里27点电。据说开车前空调极速制热能改善，下周提前热车15分钟试试。希望可以干到20左右


【购车经历】
智己现在上海一星期提车4-500台车，四个交付中心平均一天得20台车。提车像打仗一样工作人员一直都很忙，就预约的时间去就行；早到没用。基本上，付款后，当天开新车发票、办保险、办临牌、车辆激活绑定手机前后加起来得3个多小时。

上海新能源额度审核比较麻烦，分好几个步骤，验车，提车要跑至少2次。上海买新能源车的可以参考。

第一步，锁单后会让你随申办去办理 新能源购车资格查下1-3天出结果。
第二步，然后经销商会给你call车，等排产匹配上出车架号了会让你去网上确认新能源车辆信息确认。这里有的人是先去验车再随申办确认的。不知道有没有区别。确认后要3-5个工作日办结。
第三步，这里又要等5-10天才能预约提车，不知道为什么那么久。还是要主动催，我比较佛系一星期问一嘴。

-提车当天付款全款（贷款要提几天前让银行确认贷款额度，然后付剩余的首付款），当天开购车发票，买保险，办临牌；车开走。
-然后去上海税务开完税证明（购置税减免也要办完税证明），随申办-新车助手环保验收。

-然后你临牌开几天，去交管12123上选号，可以提前看下号段公布自己一次性编个10-20个自编号。先随机10*5组里挑5个号码备用。这里好像有300还是500秒；
然后去自编里一次性输入多几个号码。然后点确认有就匹配上，没有就显示号码已被选不可以。然后还得等60秒才能再自编，mmp?
绿牌必须输完整的号码，边输还会把不能选的数字或字母给你暗化，挑来挑去好几次都没成功；
不像以前蓝牌可以只输入1314或者520；然后能匹配的号码全出来让你挑。
选完车牌号码，跳出来窗口提醒5天内必须上牌，否则号码失效。并且网上选号黑名单2年，又是MMP，就给5天。。。看广东车友选号码可以保留2个月。。。
去APP上预约车管所新车上牌业务，再次mmp，最早要6天后可预约。。。选的牌照就过期了。研究了下只能找小的车管所直接车开过去验车，收费350元，大的车管所应该只要130元?。。。
在车管所你还可以选择现场机选50选1，但是网上那个号码就不能选了。
PS. 牌照邮寄3-5天ems另收15元。",2023-12-23,上海
西小西515,"提车第三天，兴奋劲儿还没过，天天都要开车出去浪很晚才回家，今天终于有机会写写提车感受。

 第一次接触新能源其实是在2012年，那年【极氪001】新上市，外形虽然不是我喜欢的SUV，但是两厢旅行车的外观也是可以接受，差一点就下定了，后来由于不间断的售后问题和智驾问题和背刺问题等，一直在观望中，观望着就来到了2013年底，智己ls6来了。

 本来没关注过这个品牌，觉得比较边缘化，后来在商场看到ls6的莫奈青后觉得很惊艳，外形设计是用了心的，内饰包括UI也很对我这只设计狗的胃口，网上各种攻略后很感兴趣，试驾后感觉基本就是它了。 

这两年中间也看过很多电车，不考虑换油车是因为真的和新能源是跨代产物，开了电车回不去了也是真的。 智己ls6推出前考虑过【小鹏G6】，试驾后觉得底盘差点意思，操控也一般，智驾可能比较强，但也不是我特别在意的点，重要的是车外形真的不是喜欢的菜。不心动真的很难行动。

 【特斯拉modelY】指哪打哪很强，除此以外别的就没啥感觉了，品牌对我也不重要，我从来不喜欢靠别人定义的人生，所以一开始就不考虑。 

【阿维塔】外形霸气，内饰也很用心，开起来中规中矩，操控感受不强，还有不知道怎么后排的坐垫长度一言难尽，倒是可以给家里的狗安排一下，不过我又没养狗，所以pass。 

华为【问界M5】分别试驾过增程和纯电，电机挺强，底盘操控也不错，驾驶感受比较接近001，缺点是外观不太符合我审美，作为一个中型车内部空间并不大，后期露营会有影响，于是搁置。 

【理想】看过，没试驾，我家人口不多，不需要那么大的车，何况城市里停车也是个问题。增程卖这个价格，懂得都懂是个高手。外形不喜欢也是最大的问题。 

【蔚来】诚挚邀请我试驾，了解过服务确实没的说，新年大半夜剐蹭在偏远地区，还有人过来服务，不过买车的大部分钱是花在了服务上，换电上，而不是车本身。我扒拉了一下es6的二手车价，有点惊心。虽然买车不指着少赔点，但是侧面说明这车溢价挺高。

 有阵子【零跑】卖的不错，朋友也是零跑销售，试驾后觉得二十万以下性价比蛮高的，不过新势力造车让人始终有点不放心，毕竟有些东西没有个几十年的造车根基，很难超越老厂家。

 然后长城的车【拿铁】增程也试驾了，座椅舒适度是满意的，不过不是纯电，外观也老气，好吧我知道我这人比较事儿多。

 看来看去也就只有极氪001和【智己ls6】进入了决赛圈，这个价位里ls6是一款几乎没有短板的车，大厂造车，用料实在，电机强，操控好，外形好看，内饰长条屏有设计感，UI界面主题切换我也喜欢，是我需要的大空间SUV，这么一看，好像也没的选。最后准备订车时，心心念念了两年的001降到了24万多，比ls6还便宜，我几乎没考虑大定了智己ls6，可能这就是缘分和真爱。。 要说有不满意的地方，销售态度很好，就是送的东西少，提车时连个脚垫都没有，本来可以有推荐水晶和延保也没有告知我，没有任何多余权益，对比下全国的提出来车价，云南真的让人心碎。最后只能期望车少点问题，本地售后不要太拉跨。 

最后放几张车美图，以后一年会经常长途自驾游，有机会更新更多用车体验和外出风景游玩照。 你好智己，以后请多多关照。",2024-01-11,昆明
梅初望,"（1）续航能耗：
      提车后总计行驶400多km，总的电耗在16.5左右。
（2）车机功能：
      ①车机操作比较丝滑，屏幕显示也很清晰，提车后后在交付中心外面花了点时间都点了一遍，还是比较容易上手的。
      ②测了下全空间的语音唤醒，唤醒还是比较快的，对于命令词反应比较快，有一个小槽点就是大模型对话需要进入大模型之后才行，大模型的语音对话和非大模型的操控是两个脑不是一个，还有一个是我说升起所有屏幕是识别失败的，要说升起所有的屏，非大模型状态下还是不太聪明哈哈。
      ③360影像挺好用的，根据群友提醒可以设置到右键长按的快捷键上，方便很多。
      ④手机蓝牙钥匙：靠近车自动开门很灵敏，但是离车自动关门目前有一次偶发没关上，出去回来发现车还开着，目前看app上这个功能是beta版本，希望智己赶紧修复。还有个问题是车主带手机离车，副驾有人的情况下车子会自动关上，这个群友说是可以用宠物模式来避免。
（3）乘储空间: 我和女朋友都是173左右，前排和后排的空间和舒适性都是可以的，后排座椅中间位置确实有点硬，不过这个问题可以接受，毕竟不常坐人。前排的15w快充真的太鸡肋，充电太满了，我会买个typec的快充来替代。
（4）新车舒适性:
      ①新车的味道还是比较大的，尤其是刚开车门的时候，建议大家新车上车前先开窗通风，我会选择买两个除醛魔盒放车上。
      ②隔音挺不错的，同事坐我车上反馈这点隔音比他的车好很多，不过自我感觉胎噪比较大，可能这就是运动型轮胎的弊端吧，整体还是可以接受的。
（5）智能辅助:
      ①高架NOA还是挺好用的，我高架上大部分都是NOA开的，基本上超车变道障碍避让的智驾体验都是可以接受的，车子多的时候多注意一下车子开的情况，其他状态下其实可以比较放松，另外需要注意的是NOA提示即将退出的时候要注意接管控制方向，退出后是LCC模式，不控制可能会开错路。
      ②试了下智能泊车，正常倒车入库是没问题的，侧方位倒车入库目前能识别车位但是好像不支持倒入，在地下车库尝试的，下次去路面再测一下。
（6）驾驶感受：加速、刹车都很线性，方向盘也没有虚位，选定LS6这个操控有很大原因，真的是试驾后就爱上，这次开回来感觉比试驾的时候更好开的，我一个新手司机都很得心应手。其他几个一键功能暂时还没测试的机会。",2023-11-13,杭州
天之云地之雾CQ,购车经历 2010年4月 荣威550车主（2015年卖） 2015年4月 奥迪A6L车主（550换购，2023年卖） 2017年7月 荣威RX5车主（增购，2021年卖） 2021年9月 荣威IMAX8车主（RX5换购，再开） 2023年11月 智己LS6车主（奥迪A6L换购） LS6购车经历 我开了朋友的电车后（蔚来ET7，问界M5），就有换纯电车的想法 选车标准:SUV，纯电，30万左右 静态体验的车辆有:极狐、蔚来、小鹏、问界、阿维塔、极氪、智己等 试驾过的车辆:阿维塔11、小鹏G6、问界M5、智己LS6； 杀入决赛:问界M5，小鹏G6，智己LS6 最终选定:智己LS6 看智己很意外，逛街的时候，发现了这个品牌，然后度娘，发现是上汽集团，因为我有过3辆荣威品牌的车，所以自然有了特殊情感 后来媳妇不喜欢我用智驾水平太高的车，而且驾乘感受的确LS6更好，就选了LS6，因为适合自己家庭的车才是最好的车 LS6两周驾驶评价 驾驶感受:不亚于奥迪A6L，比问界M5和小鹏G6都要好 乘坐体验:介入奥迪A6L和IMAX8之间，比问界M5和小鹏G6要好 智驾水平:策略不激进，适合老司机，高速可用，不及同级水平的小鹏G6及问界M5（智驾王者） 一键泊车:鸡肋（宽大车位才认得到） 内饰水平:温馨，极简风格，个人认为比小鹏G6和问界M5好 外观:萝卜白菜，各有所爱 智能化:够用，赶蔚来差点（我开过ET7），但是主题可定制和切换有意思 语音识别:基本准确，比IMAX8强太多了 系统易用性:还可以，上手快 加速:电门就是来的快 平稳性及噪音:120以下基本无感； 续航能力:实际电耗20-21kw/100km（含空调），这个也看个人驾驶水平，目前我的达成率是在7折的样子，即满电可以跑500公里左右 异味:有味道，晒个7天左右，或者开热空调吹几天就好了 家充速度:7kw的充电桩每小时能充6度电左右，谷电一晚上基本40度电，城市使用完全足够 快充速度:每分钟大约一度电，大多数都是这个水平，800v我个人认为意义不大，更多是噱头，因为超充站太少了； 个人综述:个人认为非常优秀的一款车，推荐购买，如果不是追求极致的加速体验，760版本会比702版本更好；,2023-11-16,重庆
