字段1_文本,字段2,时间,字段3
车知灼见,"今年上海车展上，有众多新能源车型首发亮相，能够看得出来国内汽车市场正朝着电气化进程过渡。而在本周笔者也试驾了一款国产的新能源SUV，也就是刚上市不久的领克05 PHEV，老实说这款车在市场上的关注度不亚于比亚迪唐DM-i。那么领克05 PHEV实际的表现如何？是否值得推荐？借着此次的试驾经历，详细的与大家讨论一番。

既然是试驾体验，那我们就先从动态部分开始。领克05 PHEV的动力系统是由1.5T三缸发动机和电动机组成，系统综合功率193kW，综合扭矩390N·m。采用的是容量为17.7kWh的三元锂电池，工信部纯电续航里程为81km，同时官方宣称的百公里综合油耗是1.4L。传动系统，与之匹配的是7速双离合变速箱。

这款车拥有四种驾驶模式，我在试驾过程中比较偏爱混动模式，车辆能根据实际驾驶情况来自行切换“油”、“电”驱动，不需要驾驶者做过多的干预。处于该模式下，车辆的动力反馈较为积极，日常提速超车不成问题。如果电池电量充满的情况下，可以选择纯电模式来日常通勤，不过此时整车的动力响应会偏保守，适合在走走停停的拥堵路段使用。变速箱的换挡逻辑清晰，但为了保证驾驶的平顺性，稍微牺牲掉一些换挡速度。根据实际测算来看，领克05 PHEV的电量从0-100%需要充三个小时左右，充电速度有些慢。

领克05 PHEV的转向手感十分轻盈，这倒是令我有些意外，因为此前试驾领克05燃油版车型时，它的转向手感偏沉。对比来看，明显领克05 PHEV开起来更加轻松舒适。转向精准度处于较高的水平，方向盘虚位量不大。

悬架系统给我的感觉是很有韧性，能够保留清晰的路感，比如车辆在通过路面接缝时，会产生“砰砰”清脆的声响，悬架的阻尼回弹十分干脆。执行并线或者过弯时，悬架的侧向支撑性比较充足，但是领克05 PHEV车身重心有些偏高，因此车身仍会出现一些小幅度的侧倾。底盘的滤震能力表现良好，可以过滤掉大部分来自路面上的细碎震动。

外观部分倒是没有太多可聊的，与燃油版车型的主体风格基本一致，依旧采用领克家族化的设计语言，整车辨识度还是挺高的。车身使用Coupe轿跑设计，车顶线条在尾箱上方收的很紧，视觉上的协调性处理的比较出色。轮胎的规格为规格为235/50 R19，放在领克05 PHEV的身上显得大小适宜，低风阻轮圈造型比较时尚。尾灯在点亮后很有科技感，灯腔内部的光源结构足够复杂。

座舱内部被设计的十分简洁，扎实的用料和相对惊喜的做工，让人感觉很有质感。方向盘采用真皮材质包裹，且支持手动上下+前后四向调节，握感比较饱满。中控屏幕的分辨率很高，即便在强光照射下，也能提供很好的清晰度。车机系统的操作逻辑比较简单，容易上手，同时还配备了语音交互功能，使用体验良好，美中不足的是缺少CarPlay手机互联功能。

领克05 PHEV的空间表现没有我预期的那么好，本人身高179cm，后排的腿部空间仅剩余一拳三指。另外，后排中间位置的乘坐舒适性一般，靠背偏硬，坐垫也比较短，长时间乘坐容易产生不适感。后备箱的常规容积偏小，放三个24寸行李箱有些压力，还在后备箱开口很大，拿取物品时就方便许多。

从我个人的体验感受来看，领克05 PHEV虽然拥有不错的动态表现，但实用性上有些差强人意，比如车内空间稍显紧凑、后备箱容积偏小等。如果可以对空间布局进一步优化，可能用车体验会得到提升。",2021-06-19,
驾享来电,"外观方面，领克05 PHEV的车头和普通燃油版领克05保持一致，依然是领客家族非常个性的前脸造型，前脸被亮黑的装饰件分为上下两部分，领克的车头在路上的辨识度相当的高。车身侧面，在侧面翼子板处多了一个充电接口，这也是PHEV车型的一个外观上容易识别的特征。同时，轮圈的造型也为新能源车型重新打造，枪灰色为主色搭配银色显得很有科技感。车尾的造型有着跨界SUV特有的溜背造型，贯穿式的尾灯造型也使得整个车尾显得很宽厚。即便是一台插混车型，领克05 PHEV依然有着真实的排气和尾部扩散器的下护板，运动感的装扮还是一样不落。 

内饰方面，大部分区域有了蓝色的点缀，用来标志这台车的PHEV身份。突出运动氛围的翻毛皮材质为整个内饰的质感和运动感得到强化，两块大屏设计在视觉上和实用性方面来说都是加分项。宽屏的显示效果非常细腻，中控屏的滑动操作非常顺滑，内部菜单的使用也非常简易。 

空间方面，首先是座椅采用了新能源专属的蓝色缝线，一体式赛车座椅的对身体的包裹感也十分扎实。乘坐空间上，对于身高1.8米的个子来说，在前排头部空间接近1拳；后排腿部空间表现不错，能有2拳的活动空间，头部空间受到溜背造型的影响，虽然在后排车顶有做空间内凹的处理，3指的头部空间还是会有些压抑感存在。对于后排中间乘客来说，由于后排地板的凸起有一部手机的高度，导致腿部的活动空间有些受限。 

动力方面，领克05 PHEV的1.5T三缸发动机和7挡湿式双离合变速器。拥有纯电模式、动力模式、混动模式、经济模式、电量保持模式这几种驾驶模式。纯电模式下，比较适合在走走停停拥堵的路况下使用，整个动力输出比较柔和。混动模式，应该能兼顾到日常通勤的大部分情况，整个加速过程非常利落。而运动模式下，发动机的转速基本会维持在2000-2500rpm区间内，使得整个加速感会来得更直接。 

操控方面，领克05 PHEV转向力度整体偏轻，只要不是太过激烈的驾驶状况下这个方向盘的操作都可以让驾驶者满意。悬架系统能把大部分路面细碎的颠簸都消化掉，对于乘客来说舒适度是完全OK的。整体的底盘也保持了运动的紧致感，在高速进入弯道时能给驾驶者很大的操控信心。",,
MUXI22,"购车需求：疫情后就一直想拥有自己的一台车，作为平时代步用。

行驶质感：我从7月份提车到现在已经半年了，开了差不多1W6公里左右，第一感受就是车的科技感十足，抬头显示，并线辅助，L2级别的驾驶都让我很好上手。车内的静谧性也相当不错。

内饰：内饰方面绝对要给好评，坐车上的人都赞不绝口。就是氛围灯相对油版减配了有点可惜。

外观：外观方面是真的不用多说什么，懂得都懂好吧。喜欢的会很喜欢，不喜欢的也会觉得很有辨识度。

动力：很多人担心1.5T的动力不够用，其实有电机的加持05Phev的起步绝对不慢。拨成动力模式整个车的体验又完全不同。

空间，前排空间足够大，至于后排嘛就见仁见智了，头部空间稍显急促。",2022-01-12,广州
沥人土土,"先说下为什么买这个车，今年结婚了，考虑到以后会有小孩，深圳蓝牌太难摇了，加上明年绿牌要收购置税，现在补贴力度大，又不想买纯电有里程焦虑，所以选择插电混动。但phev的选择不是太多，05phev试驾了一下立马就下定了。可惜本来想等em-p版本的，但是感觉今年应该还下不来……

运动模式有声浪，混动模式省油，属于万金油了。

整体比较满意，操控挺喜欢，在国内开车少，360救大命了。
混动模式下低速开久了会有点头晕，可能是体质问题。
自带HUD抬头显示，开起来有点像打游戏，增加不少驾驶乐趣。
缺点可能就是后排头部空间有点小，但为了大遛背还是妥协了。
车机方面，基本够用，也没有网上说的那么卡，就在功能不够多。",2022-07-05,深圳
领克车机真好用,"1个月不到开了2100km了，选择05有因为品牌、外形、牌照原因，再加上今年深圳补贴买车的确给力，同价位别的也看了就爱05这个外观和内饰。

缺点：
1.车机系统真的垃圾，开机的时候启动太慢了，优化不行，也不开放没有网易云。
2.三缸机，很多人都心里敏感这个，有电的时候基本没有抖动。
3.不能快充，只能慢充有时候真的很痛苦。
4.维修成本高，一条胎1200多。
5.空间够用，但油箱略小，因为电池的原因，只有42l。
6.合适的脚垫不好买，官方也不出第三方也不怎么出脚垫，没热度，车主少。

优点：
1.该有的功能都有，行驶质感不错。
2.省了5万拍牌
3.城市堵车真的不怕，反正跑电。

欢迎深圳车主路上遇到了跟我贴贴，有深圳车友群dd。",2022-10-11,深圳
0o点缀o0,第一辆车，平时回家400范围内有十几二十个满充桩…真的顺手，可惜买不起车位不然回家充电枪一插每天纯电跑，就真的舒服了……现在一个月大概跑了2600km，有一大半是在馈电跑，油耗5左右吧，这个数字真的不高了，就算像我这种不能每天充电的，平时注意在通畅路段跑60km的速度的时候开下动力电池充电，差不多了再混动跑，基本也能控制油耗在7左右，车主应该能懂我什么意思吧( ･᷄ὢ･᷅ ) 然后车机。偷拍了一张车里刷B站的图，车机里的B站不能1080p，不过有弹幕。然后车机开机速度怎么说呢，基本上我出停车位之后，上停车场坡的时候，完整的开机完，我觉得这个速度也就挺ok的。语音识别用的感觉很好，媳妇很喜欢喊语音，我还是喜欢触控╮(╯▽╰)╭ 再就是动力，我真的很喜欢动力模式，很爽…但是油在飙…感觉比试驾的05油版四驱还是差点味道，可能是我没敢地板油加速吧…… 总的来说，真的挺满意的了，家里本来想让我买01说好装东西。但是，谁能拒绝掀背呢( • ̀ω•́ )✧,2022-04-27,西安
用户4607060659500,不好的：内饰蓝色线条不舒服，运动座椅偏硬，外观看久了就那样吧，空间一般，减震比较硬，内部照明灯不够亮，胎噪有点大，偶尔顿挫。 优点：配置丰富，操控不错，动力不错，油耗还行，外观个性，上绿牌，隔音不错，做工不错，领航辅助还行，内饰没味道。,2022-01-18,重庆
吕某07,总体而言，在20-30W售价的PHEV插混车型中，拥有独特的外观，溜背造型，分体式大灯，以及沃尔沃的安全配置，在没有牌照指标的区域是非常好的选择，同时领克的售后及网店都值得信赖，想要燃油车驾驶感可以选择05燃油版，喜欢动力及驾驶感受可以选择配置更好的05+，保持05帅气的suv造型且需要牌照指标及燃油经济性的可以选择05PHEV，同时也非常期待后续更新吉利雷神混动动力配置版本，相信动力及燃油经济性会更上一层楼。领克的车总体没有问题，但车机是唯一的槽点，不流畅，卡顿，黑屏，第三方app更新缓慢，在手机映射方面只有华为用户可以使用hicar功能，苹果用户无法实现carplay，需花钱加盒子实现，对于大屏幕有一定的浪费性。,2022-04-27,杭州
youngFrist,"驾驶方面：刚买车前两个月用纯电模式比较硬，从混动模式改成动力模式会有明显顿挫感，但开了三个月后，纯电模式下油门踩得特别丝滑，动力模式的顿挫感也没有了。
           舒适方面：隔音效果还是不错的基本别人离你车两三步远只有喊才听得到，音响的效果非常不错，就是内饰灯光线特别暗，晚上打开照明灯找东西还不如拿个手机照。
           安全方面：自适应巡航功能还是不错的，在高速上压线的时候方向盘抖动提示并自动回正让你回到线内除非打开转向灯才会停止
           续航方面：由于空调是用发动机控制的，所以在夏天续航里程在降到25km之前还是算准的，降到5km以下后如果是纯电模式会强制切换到混动模式用油开车，但还是可以用舒适模式和动力模式。冬天的话掉电还是比较快的，九公里的路掉12、13公里左右的电",2022-01-01,杭州
啊嘞371,这车咋说呢，虽然是3缸但是配上电机，真的香，跑了几趟高速，超车加速完全不含糊。舒适性也OK，我妈坐车就晕车，坐我的05居然没有晕车??。不过。。车机系统。。。只有几个软件。。。还不能用华为hicar，这个就有点差了。亏电情况下，跑高速，百公里6.7的油耗，对于一个自重近两吨的车来说还是可以接受。,2021-09-06,成都
梁YFU,"整车流线型前卫，轿跑SUV，底盘扎实稳定，1.5T的动力再加电机加速快又省油，在市内跑基本足够，跑高速可以用油，永远不怕没电趴窝，完全没有续航焦虑。内饰时尚，有领克个性的风格，赛车座椅，包裹性强！
【空间表现】与普通的SUV比较稍微逊色一些，毕竟它是溜背型的，整体来说后排空间会比较小一些，但我一般不会坐后排，所以我还是满意的。

【驾驶感受】
这款05是CMA平台的其中一款车型，底盘扎实，过弯稳定，几乎没有波比跳，操控经过，开起来完全不想传统的SUV，操控感是我选择它的其中一个原因。
【动力表现】
我暂时还没有地板油试过，毕竟还没首保，但稍微试过动力模式，油门灵敏度还是很厉害的。
【续航】
纯电续航只有81公里，鉴于我上班距离已经足够了。


【最不满意】
车机，慢。软件兼容度低",2022-09-22,珠海
... 等10w人,不论是混动还是纯油模式，动力都是随叫随到，但纯油模式下还是会动力更强一些，胎噪只能说还好，不是特别安静，但也不是很吵，放着歌听起来也不是很明显。就是纯电里程有点短，而且慢充充电桩真的不好找在深圳，基本都在停车场里，充电也没法免费停车。 总体来说还是满意的,2022-08-31,深圳
天蓝的忧郁,外观仁者见仁智者见智，很多人不喜欢车头。内饰绝对的物超所值。配置上常用的，实用的配置都已经有了，我比较喜欢的是座椅记忆，正好和夫人轮流开这车，两个座椅记忆正好。因为是溜背造型，后排相对的会局促一些，但是我们后面基本不怎么做人，所以我们对后排的要求不是很高。,2022-02-23,上海
Naomi不闹,"用车9个月多，行驶10000+公里，对05phev只能说越来越爱！
爱在外观：流线洋气大方～怎么看都不止20W出头，各种场合赚足面子
爱在节能：城市道路，用电省的没话说；外出自驾游油电混合油耗就没超过4😁  这省钱的大家伙不要太香
爱在动力：开车爬山过海穿越草原都干过了，石子路山道多少燃油车“开锅趴窝”我的领克一口气上了山顶
爱在内在：这是我的第二台车，运动座椅着实舒服，各种灯光总是在不同时刻给我高级感～氛围灯，迎宾灯，自动大灯… 最妙的要说小5的降噪能力，开高速依然可以享受无损音乐的美妙！
爱在服务：领克的服务可以说对标国际一线品牌，丰富多彩的车主活动，贴心周到的问候提醒及回访，虽然小车不到一年，经历了首保，剐蹭补漆，座椅皮面保养等等，每一次都让我安心让我更信赖这个品牌！
爱在性价比：买车后不久小5就涨价了，再加上用车的各种香，真觉得自己买的超值！
路面上每天可以看到的领克各系列车型越来越多，这只能证明消费者的眼睛是雪亮的，领克的车是真的好！都来和我一起做领克车主吧～贼幸福那种！",2022-05-11,天津
即将加入05的小兄弟,"结论：提车感受非常不错，满足期望。

外观：不多说，看图，纯黑非常亮眼。开回来的过程中可以看到不少人回头仔细看我的车。选纯黑也是希望后续换掉轮毂，往黑武士的风格走。

动力：混动模式感觉已经非常可以了，动力模式推背感非常不错，以前开的1.5L，也试驾了很多2.0T，1.5T了，给的评价应该算比较客观。

油耗：目前400公里，冲满了一次电，6L/百公里，不充电大概在7.6L。公里数比较少，要继续看，等一箱油跑完了，算算实际能跑多少。

内饰：高级，科技感，目前家里人给的评价都是非常不错的。

空间：之前坐同学的05出远门的，后排我觉得蛮舒服的。自己开3个小时回家，觉得腰那里有点累，以后搞个东西垫一垫。包围式的座椅真的很舒服，家里人也觉得坐着舒服。

家用真的有点香，要舒适有舒适，要动力能玩玩动力，高级。",2022-06-06,武汉
不24538669,首先领克05这款车转为年轻人打造，运动的风格，迥异的设计，透露着年轻人的不羁，整车质感非常奢华，用料做工都是国产顶尖水准，称之为国产同级天花板名副其实。因为上牌限制所以买了phev版本，虽然少了一个缸，但是动力不减，有了电机加持，提速很强劲。车机操作流畅，功能齐全，整车智能化，辅助驾驶，该有的都有。价格方面，作为国产紧凑型SUV，可能略贵，但是鉴于其品质，工艺，以及沃尔沃平台，可以说在同级内并无对手，对于年轻人来说这是一个不错的选择。,2021-12-29,深圳
PhanTom574,还是不错的，车机比老年机强，相比智能机还有差距，外观内饰没太多毛病，驾驶质感也完全ok，买了不后悔😬,,深圳
极智动力,"其实听到领克的名字自带潮流和年轻化属性。作为混动车型，领克05 PHEV优势在于油耗，在体验过程中，油耗可以低到1.4L/100km的水平，当然这是与电机相互作用的结果。而说到这部分，领克05 PHEV搭载的是Drive-E“双引擎”科技，是1.5TD发动机和西门子电动机的组合，听起来就有比较有科技感，确实也如此。这套动力系统的效率高达97%，还匹配了混动车型专用的7速变速箱，综合下来最大输出功率可以达到262Ps，峰值扭矩达到了390N·m。

在试驾的过程中很明显的能够感受到该车前后轴配重的重要性，整个操控的感受不硬不软，是比较舒适的状态，指向还是比较精准的。还有该车在不同的场景可以选择不同的驾驶模式，一共有5种，纯电动模式、动力模式、混动模式、经济模式、电量保持模式。我们在市区的时候，就可以用纯电动模式，这个状态下可以增加车内环境的静谧性。而如果想要动力表现更强一些，也能保证油耗经济性，选择混动模式的时候真的做到了；而动力模式就是更加激情了，能够展现出领克性能车的一面。

而后安静下来的领克05 PHEV其实也是很有特色的，当然不能说都受欢迎，毕竟每个人的审美不一样，但是领克车型的辨识度确实不错。内饰方面，配置还是很到位，环抱式座舱，Infinity音响、一体式运动座椅、全景天窗，以及手机智能互联、远程控制等功能都有，给驾驶过程中增加了很多乐趣。

综合体验下来其实真心觉得是一款不错的混动车型，主要是在油耗方面的选择挺多的，当然对于当下颜值比较重要的部分来说，还是需要看个人对该车是否能接受。而且作为同级别车型来说售价22.77万，还是具有一定的可看性，如果想要买这个价位的车型，倒是可以对比一下。",,
街拍酷车,开这台领克05 PHEV是从重庆主城一直开到黑山谷，开了近248公里，总体的感受是：动力真的不错，弯道操控给力。 最满意的地方，是这台车的自适应巡航，非常容易上手，只需要一个按键就能搞定。跟车距离调节和速度调节也是方便快捷。拨一下调节5公里，感觉比拨一下调节1公里更能满足日常需求。遇到堵车路段，自适应巡航也能轻松跟车。只是如果已经完全停住，还是需要再踩一下油门，才能继续跟上前车。 最不满意的地方，纯电切换到燃油驱动的过程中，有明显的感觉，此外在过弯时，后排摇摆感比较强，乘坐感会不那么舒适。 在山路上，这台车的底盘显得很扎实，过弯给人比较好的信心。动力上虽然搭载的1.5T的发动力，但是加上电机的作用，整体动力感受比一些2.0T的发动机还好，至少不输。参数也是262匹马力，峰值扭矩390牛米，与2.0T发动机相当。 油耗方面，248公里我们整体油耗是6.7L每100公里，对于混动车型来说，高速较多，差不多就是这个水平。 不是油改电，纯电续航84公里，超过800公里的综合续航里程，可以反向充电，这台车的确还是有比较好的用车体验。,2022-01-06,
咯也同时也,内饰，外观，同级别无敌 驾驶感受，动力响应一般般，甚至有些时候觉得馈电用发动机，比有电混合动力还好一些，刹车有点点头，各种工况下刹车脚感不太一致，有点乱,,深圳
用户85869689726,缺点：后排空间确实不大，坐三个人比较拥挤，车机里的qq音乐歌不是很全感觉，推荐的榜单不喜欢。 优点：车基本配置都齐全，驾驶体验对新手比较友好，辅助驾驶帮助很大，外观仁者见仁智者见智，本人是比较喜欢的外观，亏电油耗也能接受，基本我在市区开6左右，纯电续航里程也比较扎实，如果能再多点就更满意了。,2022-09-16,上海
zjuxizo,外观内饰都很漂亮，和朋友的奥迪q5感觉不相上下。 缺点就一个，后排座椅的角度不太好，太直了坐着不太舒服。后排空间不大。毕竟轴距也短。 动力足够。,,杭州
车境界领克05phev,外观是我最喜欢的，特别是溜背造型的跨界车，比SUV低点，比轿车高点，前脸个性，整车辨识度高，该车底盘扎实，动力强劲，用车成本较低，很适合家用和出去旅游，这是台比较满意的车。,,上海
甜瓜麦迪,带着一家人到店里看车，全家人第一眼看到05就喜欢上了，并且没有多考虑就下了订单，从交订单到提车只用了5天，开了两个月不到三千公里，动力在城市开完全没问题，外观内饰是加分项。各项辅助安全功能很齐全，这点对新手来讲很友好。满电可以跑75到80公里之间。中间出现过一次手机app胡乱报警说车门没关，后来去店里一下子就好了，也没问是什么原因。第二次360全景没响应，但是重启车辆就好了。总体来说对于年轻人来讲，动力，外观内饰该有的都有了。,2021-11-01,深圳
高转青年,"【最满意】很多人认为“插混”车型仅仅是内燃机走向衰亡、汽车领域拥抱纯电驱动之间的过渡产品。但至少在当下，这个科技水平及用车大环境之下，“油+电”这套驱动逻辑依旧不失为一个非常好互补对方短板的最佳选择。

【最不满意】极限驾驶情况下，轻柔的转向手感会让驾驶者心里“没底”，还是台合家欢过日子车型。

【驾驶感受】　混动模式下，车辆会根据当下的实际情况及驾驶员加速指令在油、电下无缝切换，我认为这就是这台车的“傻瓜模式”，也是日常你最常能用到的模式。你并不需要担心切换会给你带来什么不适。领克已经很努力的把这台汽油机启动时带来的振动和声音降至最小，尽量不去讨饶到驾乘者。该模式下当你深踩油门，车辆汽油机启动后，整套加速动作还是完成的非常利落的，日常城市路况内超车不成问题。

【乘坐体验】悬架系统整体表现值得肯定，市区中大部分细碎的颠簸都能被很好的“消化掉”，无论是驾驶者还是后排乘客，感觉都还是挺舒适的。但与此同时，这台车又礼貌性的保持了一点点运动方面的紧致感，这点在高速弯道中即可见。",,
沙雕电车小玩家,第一次开插混车型，这车无论是满电亏电，纯油模式，动力绝对没问题。动力模式下，轻轻给油提速就很快。总体来说，这车不错，唯一缺点就是没有快充口，电池续航有点短，如果能续航到150km，在配备快充口或者官方卖个转换接头。那就完美了。 现在快充枪是满大街都是，慢充太少，没有买车位的，确实很麻烦。,2022-08-31,西安
Meioncii,在网上无意间看到了01，外观是真喜欢，了解领克后，4s见过现车后，又被05的溜背迷倒了，身为日常家用，81的电动续航够用了，机械素质这方面身为小白，了解的也不是很多，我觉着能让我诟病的，就只有车机、车机、车机。重要的事情说三遍。用车4个月没有碰见车机卡顿不动的情况，但是开机是真的慢呀，我觉着我能开出两里地，车机才能正常使用。,2022-08-22,西安
钱江一条鱼,外观满意，给媳妇换的车，先挑的外观，其他性能都是次要的～～唯独车机稍差，特别最常用的导航，很多高德新版本的功能都没有 【续航】 超预期，几乎没虚标，实际测试，夏天的时候感觉81还能多跑几公里,2023-10-10,杭州
全民舆车,"【最满意】
外观上算是领克05的亮点了，喜欢的是真喜欢，不过这个见仁见智。动力充沛，混动模式下，油门踩深一点发动机就开始介入，但其实大部分的时候，没有发动机的介入，纯电的情况下红绿灯都是一脚油门就走。舒适性不错，座椅包裹感强。

【最不满意】
不满意的可能就是没有CarPlay了，还有就是车机有时候会卡顿。还有就是05不支持放电，06都支持。05内饰少了两条氛围灯这种没有意义的减配。",,
戏车人,没电费油，充电麻烦又慢，不是为了绿牌谁买？这就是目前大部分人对PHEV车型的感受，如果这个感受还不够负面，那么加上三缸发动机、双离合变速箱这些更多人吐槽的特质呢？看起来领克05PHEV就很不幸集齐了这些黑点，但它的实际表现其实真不应该黑。本以为是小马拉大车，但在亏电时动力依旧不弱鸡，而且动力传递非常流畅，偶数挡介入电机的设定很巧妙化解了大家对顿挫和扭矩不足的担忧。加上整体舒适的驾乘质感，惯例力压其他合资品牌的配置和用料质感，优秀的音响低音有音效，都是物超所值的表现。虽然它的动力形式，注定是新能源时代与燃油时代间的过渡产品，但它也是有诚意的过渡产品。最主要价格也非常有诚意，最终定价价格与燃油顶配两驱落地相差无几，在需要限牌的城市，对消费者非常友好。,,
无马汽车,领克05 PHEV外观延续了燃油版车型的设计，整体观感上是运动、时尚的，而燃油版车型上双边共两出的设计也没有缺席，使得它仍旧有着不错的运动氛围。内饰方面也没什么太大改变，12.7英寸中控屏幕集成了多媒体、导航、电话、天窗等语音识别功能，识别度也非常高，在主副驾头部上还加入了主动降噪技术。在动力方面，新车搭载的1.5T发动机最大功率为132千瓦，峰值扭矩为265牛米，传动系统匹配7速湿式双离合变速箱，馈电状态下百公里油耗为5.2升。电机最大功率则为60千瓦，峰值扭矩为160牛米。底盘方面，该车是偏运动取向的调校，偏硬的悬架给车身提供了很好的支撑性，路感也非常清晰，整体符合轿跑SUV的车型定位。,,
汽车天涯,推荐领克05 PHEV有三点原因。 一个是因为绿牌，在北上广这些限牌、限购城市，一张绿牌可以解决很多烦恼，同时对比电车，领克05 PHEV插电式混合动力，既不用为续航里程焦虑，其领先的中置电池包解决方案又很好的解决了用电安全隐患。 二是因为设计，PHEV那么多，领克05 PHEV一定是最个性的，上下分离式格栅、独特的大灯、尾灯，配合赛车式座椅，极具辨识度，个性又新潮。 三省钱、实用。领克05 PHEV依靠交流电快充，3小时就能满电，81公里的纯电续航也完全够用，高效、快捷；同时，领克05 PHEV综合续航可达到800+km。 总之，当你需要一张绿牌，又不愿做电车“小白鼠”的时候，不妨考虑领克05 PHEV。,,
新车部落,作为一款插混车型，领克05 PHEV搭载1.5T混动系统，涵盖一台Drive-E 1.5TD 涡轮增压发动机，电动机则来自西门子，综合最大功率可达193kW，试驾时强劲的起步加速带来推背感，电动机低速高扭的特点，在城市道路中行驶，始终能做到“快人一步”；在续航方面，NEDC工况下纯电续航能够达到81km，满油满电综合续航里程超800km，充电时间方面，依靠交流快充，最快3个小时即可完成充电，再加上不限行的绿牌，非常适合大城市的通勤所需。,,
My车轱辘,作为领克05的插电式混合动力版本，领克05 PHEV在外观并没有与燃油版车型作出太大的区别，仅是部分细节处加入了亮蓝色的饰板和PHEV的专属标签，亮明新能源身份。另外，1.5T三缸发动机也是遭到大家诟病的一个点，虽然调教已经非常成熟，但还是有些许三缸发动机不可避免的抖动，这或许会影响到它的市场表现。,,
环球汽车网,领克05 PHEV溜背车身的黄金曲线，搭配独有的低风阻19英寸都市暗夜轮毂，整体造型更具运动气息，属实是我的菜； 场地试驾的直线加速环节，澎湃的动力蓄势待发，能持续感受到强烈的推背感，多样的动能，能够激发强烈的驾驶欲望； 安全方面也是面面俱到：搭载21项ADAS智能驾驶辅助系统，辅以高强度车身设计和PHEV三电安全技术，安全又可靠； 领克05 PHEV的NEDC工况下纯电续航可达81km，综合续航里程超800km，靠交流电快充，3小时内即可完成充电，出行高效又便捷； 总体来说，是一款很不错的车！,,
