字段1_文本,字段2,时间,字段3
小狗不是翘嘴啊,"【提车价格】
我的是200的那款选了一个20寸的轮毂落地17.7

【购车经历】
懂车帝上看这个车很久了，去试驾了一次就定车了，我是8月中旬定的，当时一点优惠都没有，什么东西也没送，跟销售磨了很久才送了一个基础膜

【最满意】
动力表现还行，起步很快，红灯只要排到头车必须地板油，后段加速也够用，外观无敌，空间也大

【续航】
官方宣传的220实际高速加市区全程自动空调25度，加上我的驾驶方式只能跑150左右，油耗估计了一下大概就是差不多7毛一公里

【驾驶感受】
这个车开起来低速的时候，悬架隔音，表现非常好，但是一上了80悬架就恢复长安的本质了，软弹，驾乘体验都不好，特别是后排高速过个不规整路面都感觉能飞起来

【最不满意】
等车时间太长了，等了半个月，一点优惠都没有，礼品也没有，后续车辆质量问题也多，刹车盘起步松刹车时会咯咯响，音响播放个别音乐会出现震动异响，纯电时候开空调，能感觉门板有轻微共振，按喇叭的时候油门踏板也会有共振，增程器同样启动和运行关闭时，不管低速高速还是怠速，声音很大，能感觉到明显的抖动，我跑高速115到120往上时，能感觉到方向盘和车身都在抖动，座椅有轻微震屁股，全车都能感受到，这种情况我试了一下就是增程器运行时才有，售后最开始说的胎压高了，结果放了胎压也没用，之后又做了两次四轮定位，还是没有用，销售和那边的技术人员给我说的是正常情况，他们的试驾车也有，现在这个问题也是不了了之了",2023-09-22,眉山
风趣光束6N2,"【购车经历】 看了很多车，毛豆Y,问界m5,小鹏G6,岚图Free,极氪001,智己LS6,别克E4E5，由于工作需要会跑长途，纯电车就pass了。 问界m5试驾完让人印象深刻，遥遥领先真不是吹的，智能驾驶确实是天花板般的存在，但是选装完三十多万的价格和M7都重叠了，感觉难以接受。 岚图Free的高阶智能驾驶选装1W，新款只有一个配置，有四驱和空气悬架，开起来动力和质感超级棒，唯一美中不足的就是车机功能有点拉跨，不是当下新能源车车机该有的样子。 最后就是深蓝S7了，外观很时尚，配置丰富，还有新能源车不常见的电动遮阳帘。带家人体验了一下，得益于2900的轴距，车内空间很大，零重力座椅感受很好。虽然全系都是单电机后驱，但是动力表现很好，加速很猛。 【提车价格】 指导价16.99，选了钥匙和零重力，裸车18.23，双十一活动包牌包保险，落地18.23。 没选轮毂是觉得19寸的轮胎胎壁更厚，乘坐感受会舒服一点，胎宽窄一点能耗也会好一点。20寸和21寸的轮毂不可否认确实很帅，而且加价换邓禄普和马牌的胎也很划算，但是我比较注重驾乘体验，帅是给别人看，自己舒服才最重要😄 【续航】 现在是冬天，感觉纯电续航有点虚，特别是开了空调和座椅加热后纯电能打7折。 高速顶着限速跑，实际油耗大概6升多。 【动力表现】 加速很猛，电驱特有属性。高速130以上再提速也没有衰减。 【驾驶辅助】 本来想等等高阶版，但是发布会跳票实在不想再等了。体验过IACC后觉得这个版本的驾驶辅助也完全够用了，手动变道后也不用重新开启，车辆会继续保持IACC行驶。跟车距离和刹车力度也刚刚好。遇到比较急的弯道会自己控制合理的车速。 【补充一下】 S7宽度1930，比之前的车宽了不少，平时通过狭小路段以及停车的时候需要借助360环影。 副驾屏支持的软件不太多，希望后期OTA能考虑一下副驾屏的功能性提升。 车内充电口功率不大，给手机充电速度很慢。 399选的智能钥匙，使用后发现钥匙有的功能手机都可以实现，而且手机还能远程控制。选这个钥匙可能只是为了好看吧 【结论】 对自己的选择非常满意",2023-11-22,兰州
市民王先生12138,"【最不满意】
1:开习惯轿车，SUV重心不稳，转弯侧倾明显
2:自带软件太少，没有最新的高德地图，没有qq音乐（这重要的两个软件）
3:电动尾门只有一根电动液压杆（另一根不是电动，升降速度很慢，太急人
4:前天在室外晒了一上午，中午上车的时候屏幕亮度特别暗，基本看不清，不知道是不是高温保护，重新上下车没用，非要强制重启系统
5:手机蓝牙钥匙解锁，每次都要打开app才能解锁，很影响体验，无线充经常对不上，一直反复充电（用的小米13



【驾驶感受】
电门响应速度快，増程器介入无感，双层夹胶玻璃隔音效果不错，胎噪声略大（应该是选配20寸轮毂的问题），音质个人觉得还不错，没有网上说的那么差，但是说有14个喇叭，但是我只找到12个，可能是没有选装零重力座椅，所以少了两个副驾头枕音箱

【油耗】
提车至今1000km，提车当天加的油，油耗表显5.7L，电耗总计表显13.7度，今天跑了趟小长途，来回大概300km，一直走的省道，没上高速，表显纯电行驶了170km

【空间表现】
空间没话说，毕竟中型车，纯电平台，中间地台没有隆起，非常好评，坐后面不拥挤，之前开了五年的蒙迪欧，虽然也是b级车，感觉就比较拥挤，这个车很宽敞
总结:没有什么不能接受的槽点，小问题都可以接受，只希望这车子不要出问题，官方不要再像03一样大降价，伤老车主的心",2023-08-02,常州
文若780,1.天气暖和纯电续航可以跑150公里左右，现在11月份，早上天气在9度左右，续航大打折扣，只能跑110公里，这个续航太拉胯了吧？ 2.辅助驾驶也有点问题，在四环线上面开启iacc的时候，已经出现好几次开启不成功，报故障，说是前置摄像头有遮挡物，但是打开360的时候看了下，并没有遮挡物，很干净。 3.360行车记录仪真的垃圾，很不清晰，好几次像举报前车实线加塞，结果行车记录仪拍不清楚对方的车牌号，这个太坑了。 4.最让人受不了的是，S7提车没多久，厂家就出了S7i，价格只贵了1.5万，但是功能，硬件增加了不少，厂家也没有说任何补贴首批车主的措施，深蓝这个态度简直无法忍受 5.大版本Ota感觉就是应付差事，升级了跟没升级一样，做的很粗糙。 6.保电策略搞的太保守了，23%保电，5度电不给用，实际只有27度电能用,2023-11-28,武汉
在家等风来,选车：同价位的车一直在看，星越L（外观内饰爆炸，就是油车和车机不满意），宋家两兄弟，银河L7，深蓝S7，基本上就在这几个里面选。领跑C11和枭龙Max直接排除，一个牌子不行，一个最近口碑有点炸。选深蓝S7是因为背靠长安，售后有保障；外观内饰在线，我很满意；200公里的纯电也基本能满足上班到家以及回老家的要求，超过200就必须烧油了，但是这种长途很少且油耗能在接受范围内（油耗5点多要啥自行车），在一个就是增程结构简单，越简单越靠谱。 感受：外观大气，需要解释吗？内饰橙色，帅炸了好吧！无边框车门，这个价位再找一个出来？电子按键开门，头枕印象，AR-HUD标配，全景天窗还标配遮阳帘，后排有副驾老板键和天窗按钮，怀挡。配置拉满，质价比很高！ 提车：从六月份开始就在4S店体验过了，没有试驾。发布后第三天，去4S店试驾，试驾完回去就定了，店里有台白外橙内的现车，就直接提走了。贷款7W无手续费无利息（点赞），3900多一点的保险，500上牌费（图省心），配置是200max+钥匙。最后选了八年质保，全部落地将近18W。 用车：爽！因为这是我第一台车，提车后就开出去体验了一下，高速风噪能接受。怀挡也好用的很，用电也超省钱。其他的话基本满意吧！家里人坐上去也很满意，外甥都不愿意下车。,2023-07-04,太原
用户6195606286761,"目前提车到今日已经开了1000多公里，在这里简单和大家分享一下用车感受，满分100分我给85分 如果需要一个对比我还有一辆宋PULS我给80分
【最不满意】
1.座椅通风不是吹风，我不知道吸风式座椅通风能成本降低多少，但是既然做了就请做好。
2.车机系统可用软件是真的少，基本算是没有任何选择。
3.减震偏软，外观内饰都如此激进了底盘是不是也应该路感清晰些。过大坑有2次滤震，过小坑软棉无感。
4.照明唉，照明是硬伤啊。咱好歹也算是新能源，质保还那么长。让车主怎么办，改灯没了质保，拜托厂家路试也要兼顾跑跑夜间长途高速和夜间国道。
5.出风口设计多少有些问题，之前老婆坐车没说过冷，现在习惯性关闭副驾驶的出风口说太冷……


【油耗】
1.纯电续航160左右吧 
2.纯油状态百公里油耗5.9升

【驾驶感受】
1.
7.7秒零百公里，加速感初段还是可圈可点的。
2.
方向盘指示灵活准确，基本没有活动间隙。
3.
隔音方面做的绝对越级打击，吊打同价位所有车。
4.
抬头显示清晰准确，没有卡顿。可以上下调节明暗调节。集成了导航 限速 碰撞预警 车道提示等丰富信息。
5.
后排空间大气舒服，中间座椅靠背硬一点，不过绝大部分时刻不会坐5个人基本忽略不计了。

【亮点配置】


30度电的宁德时代电池真香！为啥这么说呢？因为竞品车型搞小动作凸现的呗“某河 某龙”",2023-07-31,哈尔滨
用户268167326,【购车经历】 在纠结宋P，银河L7，深蓝S7中，最终选择了深蓝S7，纯电续航足够我两天上下班使用，即使用油，也用不了多少，加入不用等，从交定金到提车用时42个小时，也没有别的杂七杂八的费用需要交。 【提车价格】 170299包含加了个智能钥匙 【最不满意】 没找到最合适的驾驶模式，自定义我直接动能回收设置100，也不知道对不对，因为我平常也会开快速路，一般在90到110左右，我用油开了半箱油了，电量回收始终在十几到二十二左右，哪位大神，教教应该怎么设置自定义，谢谢了，上市权益感觉不是很给力，如果有置换补贴和交2000抵几千块的话，我觉得应该会更加增加销量，让购买者的心理会更加的愉悦。 【驾驶感受】 顺滑，没有顿挫感，提速的话虽然还算可以，但是希望可以再快一点，哈哈哈 【油耗】 目前从223.4公里满油满电出发跑到733.1公里了，实测509.7公里（有几公里是充满电后去加油的路上跑的）表显油耗4.9L，325.6公里；电耗14.6kwh，179.7公里，待我跑趴窝了，看看一次满油满电我的驾驶方式究竟能跑多少公里，等我后续 【续航】 纯电满电续航185，油加满溢出来了：790公里，均是WLTC续航 【空间表现】 2900的轴距，前后排都不挤，本人身高185，体重90kg，我在前排开车后排朋友也没觉得拥挤 【最满意】 加速顺滑，空间大，中控简单明了， 【动力表现】 运动模式整了一次，当时电量刚刚20左右，一脚地板油过去，提速还可以，这个时候会有听到发动机介入的声音，在正常行驶过程中也比较顺滑，没有什么顿挫。,2023-07-14,郑州
南昌设计徐工,最初的念头也还是很简单的，就是想换一辆电车代步用，从15w-30w的车基本上都看过（自己研究了差不多3个月），海豚，海豹，驱逐舰，宋PLUS，SL03等等，当时其实比较喜欢海豚跟埃安Y的，虽说外观丑了一点但是价格便宜啊，性价比也还不错，空间大，纯电续航里程在400km左右，基本上上下班都没什么问题，但是老婆不太喜欢没觉得太小坐进去压抑就不得不pass掉了；其次极氪001、蓝山这两款各方面也都还不错，就是车又太大，差不多5米长，2米宽，停车又不好停，咱家那个车位很难容得下这两位大佬中任意一个，价格也太高；比亚迪的车也看过不少，觉得也还不错，奈何外观、内饰，特别是内饰上，感觉一直都是换汤不换药，没有一点创新性，纯电续航里程又低，高的又觉得性价比低，也是pass掉了。后来综合选择下还是选择了深蓝S7。首先呢增程款，没有里程焦虑还能有纯电的体验。其次呢外观帅气，空间大，内饰上也是比较豪华（相比比亚迪），智能化虽说车机所能支持的app不是很多，但是语音智能系统还是够用，动力上输出很稳定，只要敢踩，嗖的一下就出去了。主要是老婆也喜欢这款车就下定了，老婆喜欢才更重要啦！（附上几张老婆美照）,2024-01-10,南昌
A春雷999,200公里增程版s7月岩灰外橙内。4s店送了一套脚垫，随车一个旅行箱1一个小熊，驾驶一个月5300公里：其中高速3千公里，市区2000公里，山区300公里。 优点：颜值高，配置高，空间大。 缺点：正常驾驶高速和市区续航差距不大，空调24度，音乐常开，满油满电续航600公里左右（与官方宣传严重不符），电量剩20%增程式强制启动（市区纯电实际续航120公里），蓝牙钥匙链接延迟，底盘偏硬，钥匙、后备箱遮物帘、充放电枪、底盘护板都是需要单独花钱的。内饰做工有瑕疵（经过协商已解决）。 驾驶感受：馈电状态有动力不足现象，偶尔增程器转速噪音大，提速还可以，车机系统有好多功能没有记忆模式，语音唤醒词可设置的范围太小。 提车一个多月了，8万蓝宝石没有到账。 目前正在协商续航不足问题，和蓝宝石没有到账问题，在这里给深蓝APP的一键呼叫客服点赞，服务态度绝对到位。 以上是本人对200公里续航深蓝S7亲测，如有不实愿承担责任。,2023-09-09,秦皇岛
风起124581906,"目前1000公里出头，底盘太差，过弯不稳，坑洼路不稳，超车不稳，底盘与车架分离感明显，不适合喜欢运动风格的人，与系统对话时拾音不灵，要大点声才能和它对话。
【动力表现】8分

【最不满意】底盘太差车，油漆做工不精细。

【购车经历】新车外观有瑕疵，我和旁观者都看出来了，4s店的人全都看不出来，我tm的太骄傲了。看不出来就算了，还不主动沟通解决。

【提车价格】17.03(选了个钥匙，我也是醉了，连钥匙都是原装的，卡片钥匙读卡很不灵光)，保险和上牌一起4000左右(可以自己联系买保险，这点很厚道)。

【驾驶感受】6分，现在只敢开六七十时速，路怒症不治而愈，根本不敢乱来。

【乘坐体验】晃得厉害。

【续航】200版本，上班开40-80时速，系统显示满电185(虚10公里左右，我说的是老老实实慢慢悠悠开的情况下)，剩余35会强开发动机烧火模式，所以纯电续航实际就是140，地板油时满电也会强开烧火模式。

颜值不错，但就是好看级别，个人没觉得惊艳。
内饰很赞，高档大气。
抬显很赞(雪地模式很清楚，方便新鲜)。
天幕很赞，还带遮阳板，喜欢。
底速行人提醒很赞，但音乐能不能多几个！
车机治愈配音的小妹妹，声音很赞，很喜欢，林志玲的高德配音我都丢一边了……。
乘坐空间很赞，后排落脚处是平的，喜欢(但后备箱不如我原来的小型suv能装，很无语。)。
提速很赞，随叫随到，有过一次时速与前车时速都是70左右时超车一秒不到从别人车后绕到车前的体验，当时自己都傻了(绝对不是被前边突然靠过来的摩托车吓的。)，一路上就在回忆那一秒，最后确定，是真的不到一秒。
无框车门不赞，说实话我不喜欢，很不可靠！

这车慢悠悠开是真的很舒服，宽敞，坐到里面火爆脾气都小了三分，也不怎么超车了，被堵得难受才超一下。

车机现在已经不如刚开回家时那么灵光了，有点迟钝了。
过直角弯时如果时速超过50公里，就能体会到车轮一边要翘起来是什么感觉，现在都老老实实慢慢开。
由于一次时速90超车归位时，正好遇到路面不怎么平整，方向盘已经跑位了，又没时间去看四儿子四轮定位，现在开着很不爽，当时路面落差估计也就几公分，绝对算不上大坑，天天往那过，正常开也就稍微沉一下那种，但是速度稍微快了就能感觉到明显的底盘与车身的分离感，我说它底盘差谁tm跟我抬杠我tm顾水军喷死他(好吧，我顾不起)。
怀档很不习惯，老是搞错方向(可能是电叉车开多了)。侧方倒车入库还没有一次一把就成功的，都是磨好几次，后驱没有前驱灵活(好吧，我承认我技术差，你满意了！)，又或者是还没习惯。
后雨刮没有喷水快捷键，设置雨刮快键后一开雨刮屏幕就弹一个窗口，很傻，座椅调节也是(座椅略低)，因该编写车主自由设置的选项进去。
空调有点笨，如果上次开的是自然风，那智能出行预约时是不会给开冷风给车里降温的，建议读取温度判断智能打开冷热风。
360手动开启时会自己关闭，简直是在给车主找麻烦，晚上开很窄的山路，稍微不小心就会刮车或掉坑里，没有360也就算了，有谁不用呢，可是我开了它又关，再开它还关，本来路就看不清了，就怕刮着蹭着，360又来添麻烦，真是找抽的节奏。
目前就这些各人感受，看不下去的可以绕道。",2023-09-24,杭州
nnn绝,"是我人生中第一辆车，外观驾驶感受都不错，有点很多，大家也都知道，提车2个多月了，开了2000多公里。纯电续航一般都能达到140-150.不会不黑，这个车别的什么都好。但是你们知道我的购买经历吗。我真的需要吐槽。
         刚推出的时候我就跟我朋友说了很好看可以考虑入手。7月初他就去4S店看车了。也没其他想法，直接提车。然后我也去订车提车了。我知道有推荐有各种奖励。我订车后他拿到了1000代金券和一些蓝宝石，离谱的就来了，到我自己的8W蓝宝石奖励期间真的各种打电话客服询问什么时候到账，一直不解决不发放。最后投诉过12315才在提车后的第29天给我发放。
         这事也就过去了。后来我又有一个朋友我去推荐他买这车。想着我也是比较了解了就直接推荐朋友订车了，没想到我那朋友8月21号订车，9月2号左右就提车了。跟客服打电话表示8W蓝宝石没到账，结果说没完成任务没有（销售包括客服从来没告知，我以为他知道）。这也不说啥，我这奖励的1000代金券也没有，推荐朋友买车就只有一个试驾蓝宝石奖励和一张补漆券。
            从9月10号左右就在询问我的奖励什么时候到账，客服表示一个月内，13号再次打电话，客服表示在申请奖励，要我等待15个工作日，我就觉得很离谱，不应该是奖励直接发放吗？为什么还要自己打电话去申请。
          截止昨天9月25号，客服告知我1000的代金券。因为是跟进邀约，我当时就懵逼了。就这一次，我是绝对不会再推荐我身边的人买这车。大头买车车都出了，官方在这种推荐奖励这里使劲搞人心态，我去黑猫投诉一搜索就看到基本全是这种。别的不说，我肯定是不会再推荐了。
           建议有购车需求的兄弟仔仔细细看清楚，这就是我个人较为完整的经历。头一次点评打字这么多确实是被这种小伎俩气到了。
【最不满意】购车经历大同小异都还行，后续因为这一点推荐奖励真是一言难尽",2023-09-26,岳阳
天空之城,"刚买了CRV，本来也没打算换车，但是偶然的机会，出差去外地，朋友把他的深蓝s7丢给我就没管我就，开了三天，唉，回来后CRV连看一眼的欲望都没有了，于是果断换车。
直奔主题，16.99包上路，这种车也没什么好谈的，直接付款提车，正好有现车，两天搞定。

电车实在太好开了，那动力，简直了。底盘不错，感觉比宋plus的底盘好很多，各种花里胡哨的配置，主要居然还能用carplay。

座椅超级舒服，又大又厚实，这才是移动大沙发。我这中年骨灰盒原本很保守，之前没考虑过电车，现在不得不被电车征服，我一度怀疑那些买CRV，荣放的人，也是跟我之前一样，没感受过电车，反正我以后不会再考虑油车了，差距太大，不管那么多，我觉得车开得舒不舒服，自己感受最重要，又好开，配置又拉满，价格又便宜，有啥不可，管它什么是不是趋势，买车自己喜欢最重要。

买回去老婆一眼就看中了，现在两夫妻争着要这辆车，老婆的x1也不想要了，我工作原因也不想要x1，如果拗不过她，我就把x1卖了再买个新能源的车开，反正不会再开回油车了。买车送家充，这样家里，单位都有充电桩，很方便，全年基本上不用加油，200公里纯电续航，就算打个五折，也够用了。

其他没啥好说的，反正配置只有你想不到没有它做不到，可能我常年开CRV的原因吧，以前也没体会过太多配置。

不满意的地方就是，这车为啥一靠近就自动解锁了？有时候不想它解锁，如果能自己控制它解不解锁就好了。",2023-11-15,南昌
樊文玲徐,上个月25号当天价格一出立马下定，26号去店里锁单30号提车。算是首批车主了吧 【乘坐体验】 前后排空间真的很大，不杜2900的轴距和一米九的车宽。目前跑了快500公里，烧油烧了快80公里。表显油耗在56这样，表显电耗在14.7这样。平时主要上下班代步感觉这个能耗还算可以能接受。 红绿灯地板油真的很爽，但是地板油速度上到60增程器就会介入发出嗡的一声然后可拉马又安静了下来，整体感受还是不错的，不是专业的车评人，网上说的那些什么显动，前没软后段硬完全感受不出来，选配了20的轮毂和智能钥匙，20的大脚在高速时胎噪确实有点大，但是经不住它帅啊。21的胎壁太薄了，感觉没必要。价格很坚挺172299一分钱优惠没有，保险大概在5500这样出了500上牌费 深蓝这个价格完全可以接受。 【空间表现】 虽然车长不是数一数二的，但是深蓝S7的轴距同级别领先，所以车内空间其实表现还是很好的。 尤其后排空间非常宽敞，加上氛围灯和全景大天幕，通透宽敞，很舒服。不过有一说一， 这种轿跑造型对头部空间多少都有牺牲，只是我家里人不是太高，对后排乘坐空间还是很满意的。 【配置】 深蓝S7的向日葵屏幕很好用，你在外边开车门它就自动旋转到你这边，很智能。加速和操控的话也十分灵敏，过弯速度也可以。不过这台车方向盘的回正力度似乎不强，需要稍稍留心。,2023-07-11,广州
love控W沃,续航在北方一般，天气太冷，从北京回重庆烧油差不多800左右，就把他当油车开了?，不到两个月被我撞了两次护栏。666保险要涨价了??? 续航我是随便写的，加满油显示续航790㎞，电充满显示续航180㎞，总之就是我喜欢，在北京有限号，还要进京证12次一年，也抵挡不住我每隔两天要开出去溜一圈?。爱车非常好看，北京风沙很大，用毛巾擦出了好多划痕?自己喜欢就好，深蓝越来越好,2024-03-09,北京
夏雷震之霁,【购车经历】 家里面16年的车，开了八九年了，太老了。现在全在上海工作，考虑到目前上海支持纯电车送绿牌，可以省下一笔牌照费用，就去比亚迪和深蓝看了一下，由于自己才23岁，还是深蓝的外观和智能科技比较吸引我。 【提车价格】 价格16.99，并没有优惠，送的东西都没有用，还是自己花钱搞的地垫和膜，第一年保险七千多，其他杂七杂八加起来快18了。 【驾驶感受】 比家里面之前的老车开起来智能很多啊，经济模式的话，比较省电，但是驾驶感受不好，一松电门就感觉没有动力了，相比较而言舒适模式舒适一点有点类似油车感觉。不过电车提速很快，舍得踩，提速就快。,2024-03-10,上海
严春照,外观挺有科技感，内饰也挺漂亮，驾驶感觉还可以。总体上各项参数能满足日常使用的要求。就是在电动车异常卷的今天，充电速度，智能化都显的慢慢有点落后了。,,济南
用户103661832662,同价位不论颜值还是配置都基本无敌，冬天续航稍微差点，夏天满电130-140轻轻松，高速油耗稍微高点，国道油耗6个左右。市区代步没啥问题，出远门用油也没有续航焦虑。,,延安
一鸣汽车,"【最满意】
个人最满意的首先是外观，同级别的途观L、护卫舰07等都是中型SUV，但是普遍都比较庞大，对于我老婆来讲过于笨重了，而深蓝S7的运动感是我们比较喜欢的，封闭式前脸，机械感十足的大灯和贯穿尾灯，都比较耐看，侧面也有种轿跑SUV的感觉。最重要的是，它的轴距2900mm，空间也有保障。

【最不满意】
可能是新车，车内的皮革味道还是比较重的，据说只要开窗通风两三天这个气味就会少很多，但是触感的确是比较舒服。皮革的问题也是现在市面上大部分的通病。

【驾驶感受】
因为选择的是一款增程式车型，1.5L发动机并不参与动力输出，所以其实驾驶感受更偏向于一款纯电车型，加速和转向都比较灵敏，油门也比较跟脚，方向盘指向性比较精准，在过弯状态车身防侧倾能力也比较强，即使高速行驶状态，低趴的车身和空气动力学设计，也能保证平稳性，车内的静谧性也不错哦。

【乘坐体验】
因为轴距达到了2米9，所以车内的空间是很舒服的，加上纯平地台的设计，后排脚部和膝部的空间很大，轻松翘起二郎腿。皮质座椅包裹性和腰部支撑能力都很强，长途乘坐并不累。

【油耗】
增程式之所以一直被吐槽，是因为很多人认为增程式车型馈电状态油耗和燃油车差距不大，达不到省钱的目的，实际上，深蓝S7在馈电状态下的油耗也仅为4.95L，要比一般的燃油车省油多了。

【续航】
满油满电能跑1000多公里，这就要比一般的燃油车跑的更远，也比一般的纯电车没有里程焦虑，这点还是比较适合经常自驾游的车主的。

总结：在这个价位，深蓝S7还是一款中型SUV，原本就有点物超所值了，而且配置也比较丰富，续航还长，的确很适合家用。",2023-07-17,
魔法师海伦7S5,刚开始去看的轿车启源a07，试驾了下，动力方面都可以，就是空间有点小，设计的不太合理，试驾回来，旁边就是深蓝，首先外观看着挺运动的，就是后备箱有点小，配置都差不多，动力肯定是没有启源 A 07那么快，日常使用足够，主要选择它是因为底盘较高，会比轿车保护电池好点。 4s店套路满满，说送的东西很多，交了定之后，到提车那天，都说没货送不了，感觉还是买亏了，没有让他家用充电线枪。,2024-02-22,惠州
浮华成,"买车的时候主要是考虑纯电，在宋puls和深蓝s7、启源07之间纠结，这几个车都去试驾了，后面考虑宋要改款，又考虑到工作和家用就选了深蓝，12🈷31日下定520max，落地17.2，等了一个月提车，为颜值买单，黑色外观真的帅气，内饰符合自己的审美，动力日常通勤完全足够，唯一不满足的是续航，520的标续，市区能开到400左右，但平时跑了300就要充电了，不可能跑趴窝,高速就拉胯了，350左右吧，橙色内饰真的容易脏，一个月不到，座椅边缘有就脏了。目前行驶了1700公里了，自己车位安装的充电桩，用了70左右的电费，这个相比油车来说是真香，今年新能源汽车感觉有点卷，不知道后面会不会背刺，希望深蓝温柔点😂",2024-02-28,广安
猫咪老师26,15.6英寸大屏摆在中间，黑边还很小，使用起来完全不卡。隐藏式的出风口让车内很有层次感。喇叭的设计也很好，以连贯的方式设计在车门板上，车前方还有一个中置音箱，显得很高级。后来开车去超市的时候总有人过来问，有人看到内饰以后问是不是我自己改的，我说原车就是这样，可见非常有设计感，唯一的不足就是氛围灯了，前排勉强，后排基本没有，可能设计师想把简约的氛围也展现出来吧。在试驾过以后觉得还可以，就下定了。,2024-02-22,十堰
国产雅迪王,【购车经历】先去看的A07，启源销售不咋地，一点都不热情，怪不得没销量，转头就去深蓝店了，想着买03，结果对面的S7好亮眼，家里人也看上S7了，主要是空间这些都比03大。 【驾驶感受】 开起来还是蛮不错的，我是个新手，驾照考了一年多了都没摸过车，不过跟平时坐的那些车比起来好太多了，感觉就是特别稳那种，然后提速是真的快。 【油耗】 买回来加了200块油，但是还用不上，目前都是用的电，今天刚充电，最后百分之二冲了好久充不满，冲到百分之99实在不想等了 【续航】 官方标的200，实际应该也就170左右了，提回来的时候55公里路有40公里高速，从98的电开到62，有开空调，今天去跑了一段山路，来回50公里左右，60开到了32，感觉想要达成续航还是有困难。 【最满意】 满意的点就是觉得车机一点都不卡，蛮智能的，空间也大 【最不满意】 不满意的就是全景影像，感觉好黑啊，我也不知道是啥原因，感觉到晚上跟没有一样了,2024-02-21,广安
用户8761634097900,动力在运动模式下只能说够用，纯电市区工况可以开190公里，还算满意，高速就是个欢乐表，满油满电还不到800公里吧，但是也满意了，毕竟已经很省油了。 灯光很拉胯，虽然是LED双光透镜，但是功率小，穿透力真心不行，直接花了5000+改的直射激光透镜。,2024-02-24,重庆
再揽星辰,"外观很个性，我比较中意这个设计，看起来很有科技感。内饰也很豪华，用料和做工都挺好，大部分地方皮质包裹。车机更新挺快的，经过半年的ota，车机已经很完善了，向日葵屏幕更是绝对的好评！

满电续航220km,夏天通勤能开150km左右，冬天通勤开暖风只能跑90km左右，剩余电量21%就启动増程器了，剩的电量还很多。24年2月更新了极限纯电模式，可以把电用到10%，能比之前多跑个小20km。现在我上下班完全不烧油，周六带孩子去游乐园也可以纯电往返，用车成本大大降低。
至于很多人吐槽的底盘，在城市铺装路面驾驶感受还行，走坑洼烂路确实有点颠，不过好在座椅厚实软和，一定程度上能缓解颠簸感，家人乘坐还比较满意。
提车用车半年，整体感受还是很满意的。",2024-03-01,太原
otmlo,购买时间:2024年2月 提车地址:重庆 提车时间:要的灰外橙内的现车，两天左右从回兴交付中心到4s店提车 4s店感受:整个流程比较迅速，从提车到上牌，基本自己没怎么操过心 驾驶感受:谈谈最受争议的底盘问题，我自己日常工作通勤走城市道路没有任何问题，基本没有什么颠簸感，不过回过几次乡下，通过性没有问题，稍微烂一点的路，底盘确实就表现较差了（朋友给的评价是像在坐船😂） 油耗:目前开了一千公里，表显平均油耗5.5l，电耗15.4度，实际出入不大，满意₍₍Ϡ(੭•̀ω•́)੭✧⃛， 续航:由于设置强制保电30%，电一般能跑120公里左右，综合续航在1000公里左右 总结:始于颜值，但其在驾驶智能性方面也给了我不错的体验，至于底盘确实是一大问题，不过也需结合自己日常使用情况而论（自己大体能接受）,2024-02-25,重庆
热情的旭日UWa,深蓝增程200，20寸轮毂，黑色。 提车地:沈阳 提车到现在2个月 之前的日产蓝鸟已经陪伴了我6年，有了换车的打算，正好当地有车展，就逛了一下。一进展厅就看到了小7，当时就迷上了。之后到店里进行了试驾，果断定车。 首先说外观，东北话讲那就是一漂亮，尤其黑色的车，阳光下会显现蓝色。内饰也没的说。最中意的是车内空间，毕竟孩子大了，不愧是2米9的轴距，本人1米82，正常驾驶后排还可以跷二郎腿。 配置:可以说该有的全都有了，各项功能都好用，高速上开智能驾驶真是爽。 驾驶车况:提车大概行驶1900公里，电驱动的驾驶体验确实好，静音性和加速性是以前油车无法比拟的，目前没有发现异响。但是东北的冬天増程器启动时声音比较大，需要行驶过一段时间才会好转。 说说大家比较关心的能耗:这2个月辽宁的气温比较低，基本是零下20度上下，充满电空调26度一档市区通勤基本续航50左右公里，快速路多的话可以80左右，确实冬季电量衰减，气温回升之后会再持续观察。 不满意:后续提车的车友一定要注意，保养贴膜权益只有一个月期限，过期权益作废，这期间没有任何人或售后服务方会告知车主，只在app标，注这服务跟以前的合资品牌真的有差距。,2024-02-26,沈阳
阿翔9,不足之处在于以下几点: 1.纯电续航较短，电池能像零跑40多度更实用 2.后悬架支撑不足，弹跳感较大 3.没有方向盘加热 其余地方很满意，整体来看符合这个价位,,武汉
轰隆隆的扬帆,外观内饰都挺好的，车机智能语音助手老是莫名其妙被唤醒。驾驶感受很多人顺底盘太软太垃圾，我感觉还可以，加速也挺快的。不足就是实标520的续航，南方冬天跑高速实际也就跑400不到。,,绵阳
宵娃子931,好开：动力强劲，加速性能好，方向角度略小，转弯顺畅 好看：车长足够，空间足够，外观辨识度高 好用：智能车机运用无碍，各项功能使用流畅 省钱：续航里程足够，满足日常通勤和高速通勤,,昭通
