字段1_文本,字段2,时间,字段3
足智多谋的小鸡柳,"【购车经历】
本来打算换个混动SUV的，后来看到G6发现完美符合我的需求。空间够大，电耗低续航长，充电快，还有NGP智驾，大方向上简直无可挑剔。

【提车价格】
置换补贴8k和选装基金5k
App内买的保险5.5k，因为自己本来就有意外险就没再买驾意险，所以便宜了点

【最不满意】
18寸轮毂太丑了，20寸又牺牲续航，纠结之下还是选了18寸，不过后来买了贴纸，把轮毂盖贴黑后顺眼了很多，详见图2?

【乘坐体验】
原来是领克03，试驾别的SUV都觉得不适应，但是G6就完全没有不适感。应该是车头短➕一体化压铸导致座椅可以做的比较低。

【续航】
一个月前20度左右大概12到13点多度的百公里电耗，现在北京0度到五六度，电耗15点多吧。哦对了，我以前开油车就比较猛，所以我是真开不到11以内?

【充电】
附近没有S4，最快好像就小桔250kw超充了，能充到160kw，虽然没有想象中那么快，但也体验了好几次遇到来的比别人晚走的比别人早的快乐?
写完了才发现重点差点忘说了，那就是充电比加油便宜太多了！以前加油都是95加满，三四百块钱眼都不眨一下下那种，油价上涨也很佛系，很多时候都懒得为那十几二十块出去跑一趟，毕竟按百分比算也省不了几个点，并且还怕小加油站油品不行，一直加中石化的。
现在换成充电每次只要几十块钱，便宜点的桩虽然还是省十几二十块，但是按百分比算最多能省一半！所以天天想着冲便宜电，图4是周末回家发现新开了个充电站服务费减半，下午闲时才5毛，因为家里不好桩家充，所以能充到这么便宜的电贼开心?

【保养】
一个月才跑了2400公里，还没到首保，求车友推荐好玩的目的地，不一定要景点，好吃好玩的都?

【装修】
个人有点强迫症加细节控，但凡有点不舒服的地方都有折腾很久必须弄得哪哪都服服帖帖。
大概说说都改了点啥吧，没有提前拍图，也是第一次发车友圈，好像没有暂存功能，那我就简单描述一下，大家感兴趣可以评论私聊，我回头看看能不能编辑再补点图
1. 遮阳帘，因为是无边框，所以买的model Y那种卡在A柱密封胶条的推拉窗帘，除了前排有点不太好塞进去，用起来太挺舒服的，强迫症的话可以再买个魔术贴贴门板上，这样就可以完全不漏光了
2. 车衣(见图3)，以前没贴过也不太懂，随便选了个车友推荐的3.7k，说是小修小补都免费，就当买5年剐蹭险吧，品牌和施工店就不发了，免得广告嫌疑。哦对，车衣还有个好处，那就是看着亮好多，blingbling的
3. 太阳膜，懒得挑直接买的商城的鹏悦，说实话，不太推荐，同样膜外边贴肯定便宜，我是因为没赶上置换补贴给补的积分花不出去
4.都说G6刹车灯太低容易被追尾，所以我买了自定义文字的贴纸，内容就是「刹车请注意！」，贴到了高位刹车灯上
5.后排过道储物箱，因为没有手套箱储物空间太少了，实在不想总去后备箱拿水，反正平时后排很少坐人，干脆利用一下中间过道的空间
6.中控屏幕磨砂膜，因为刚提完车没空去贴太阳膜，中控屏反光超级严重，就买了磨砂膜，虽然会有的模糊，但确实几乎不反光了，费了两张膜才贴好，后来贴了太阳膜也不舍的揭开了
7.手扫感应灯，阅读灯和后备箱灯太暗了，所以各自贴了个手扫感应灯，再也不用黑灯瞎火还得拿手机照明了，补充一句，小心不要错买成人体感应的，不然会一直亮，也别问我为什么知道?",2023-11-13,北京
于沃浩,7月5号大订，9月19日提车！等车也有10周了。如果我多等一天，知道新G9价格，我可能转单买G9. 我先说几缺点：1.品控差了一点，我算是中头奖的一个，提车4天就出现LCC故障，去小鹏售后检查发现是激光雷达故障需要更换，我对小鹏售后还是满意.他们快速帮我订货，2天就到货维修了，这个锅主要是激光雷达厂家背。2.就是单踏板在斜坡松开电门会出现后溜的情况，在其他动能回收的模式下都不会后溜，就单踏板会。建议小鹏也优化一下这个。3.内饰太过朴素，没有豪华感。相比G9内饰相差甚远。白色谨慎购买，真的不耐脏（有点既要又要了。） 以下就是优点就实在太多了:1.NVH优秀，开着90速度，我老婆以为是60.2.智能化高，我和我老婆两个账号，两个不同驾驶习惯轮着登陆使用互不干扰。3.语音控制和车机都是国内天花板，语音控制所见即所得，画面流畅无卡顿，谁用谁知道。4.驾驶操控和行驶品质上乘，过坑坑坎坎很有韧性，家人乘坐都很舒服。5.空间大，尤其是车内空间。无论是横向还是纵向，都是同级别遥遥领先，感觉比G9都大。6.能耗低，八百伏平台确实厉害，充电快还低能耗，WLTP续航基本1:1，充满跑450公里没问题。 最后特别要提一下小鹏的OTA非常优秀，提车一周不到就有一个重大OTA.最新一个版本进行了十多项的优化，特别是音响的提升尤其明显，以前听起来淡如水，现在加强了低音层次感大大提高！还有驻车企停的平顺性大大提升，以前驻车后重新启动会有明显闯动，现在基本没感觉，平顺启动。还有就是辅助驾驶的不扶方向盘提醒，以前提醒扶方向盘频密，影响驾驶体验，现在都优化了很多。还有无线充电的优化和语音控制的优化，都改善不少。反正这次OTA升级感觉又换了一台车一样，期待以后每一次的OTA.,2023-10-01,广州
阿斯顿钢铁侠,"一个老司机关于小鹏G6提车90天1万公里用车感受

#最值得点赞的#
作为一位平均年里程超过3万公里，累计驾程超30万公里的老司机，对小鹏G6最满意当是高速NGP，长距离出行大大降低了驾驶员的疲劳度。
另外一个非常称赞的地方是车机导航的语音控制是从主驾驶座椅头枕处发出的，和中控的音乐播放互不干扰，同时大大降低了导航全车发音而扰乱其他乘客的乘车感受！这点我个人觉的非常人性化，小鹏真的用心了！
再者，在同级别车里，小鹏G6的空间是真的真的太赞了！而且座椅材质非常舒服，虽然不是真皮，但是老人和小孩坐上去，舒服且不累！这也是为什么我中秋节前赶着拿车，第二天就敢长途自驾去江苏，妈妈坐后排，根本不累！

#外观方面#
总体尺寸同特拉西基本一致，大气程度不输特拉西！美中不足的地方就是后尾没有特拉西那种翘尾和圆润，同时后尾刹车灯设计偏低，不利于后车及时发现，存在较大追尾的可能！希望小鹏在后期的设计上更进一步！倘若能延续P7的设计风格，相信能吸引更多的消费者！
瞧瞧，G6同X3并排一起，也是大气十足！

#车辆空间#
除了没有副驾手套箱，其他的中控，门边储物格，扶手箱等空间都非常的优秀！
特别优秀的当然是后排空间，个头不高的家庭觉得太够用了。后备箱也是非常非常大，没有因为后排座椅空间增大而被压缩。
另外，中控扶手台现在很适合单手开车时候把手放在上面，可舒缓右手😊

#动力操控感受#
现在只要是电车，那加速和动力已非燃油车可比了，实在是好太多。无论是否满载，动力性能甩油车太多了。
动力强劲，电门灵敏，电动助力方向盘，操控杠杠的！G6的高速稳定性，也是非常莱斯，尽管2T重车身一点都不显得臃肿。

#续航能力#
对比66度电池的车型，小鹏G6的续航还是非常扎实，或者说是很优秀的！时常听鹏友调侃小鹏的电池就是反向虚标，实际开了以后还真的是！
说实在的，小鹏G6这个配备了800V高压快充，从来都不担心续航问题！
我是9.29提车，第二天就自驾从东莞去了苏州，高速上，最多干过350公里后表显还有30公里，这样的高速达成率简直杠杠滴！
因为是新车，才开了3个月，电池衰减等开了三五年后十几万公里再看！

#内饰感受#
内饰肯定是比特拉西好，做工和配色以及座椅舒服程度，还是很优秀的，全车还自带PM2.5过滤系统，这个非常棒。唯独就是新车内饰味有些大，媳妇放了很多茶叶包和除甲醛的希望树甲醛稀释盒，同时结合几个月的太阳暴晒，现在味道淡了许多。
有关内饰这块，建议学习一下吉利，吉利，领克，极氪，极星，沃尔沃等都学习了沃尔沃的造车品控和环保用料，毕竟车是人类生活必需品，经常接触，不要搞那么多的胶水和劣质材料，不要像QQQQ5那样搞的车主得了白血病，省钱闹出人命，适得其反！

#性价对比#
本身就是对比特拉西Y，价格和配置上，小鹏G6那绝对是更具性价比。保养方便，几大车企都差不多。只是要提一点，小鹏的售后需要改进下，对于留置在店里维护维修的车辆，可以给车主配备代步车！电车使用成本相对油车低太多了，其实搞个G3代步，用户体验感会更好！

#智能化程度#
车机流畅度还是很不错的，对比我之前的领克03，车机更胜不止一筹，能用语音操控的地方太多了，这个在驾驶过程中，大大降低了驾驶员的分心操作！在智能驾驶方面，小鹏绝对是新势力当中的佼佼者！

#综合感受#
综合而言，20万左右能买到这么优秀的集合操控，配置，空间，智能化于一体的电动汽车，讲真，特拉西都比不过！
各位看官别不信，我也是开过半年的Y，2023年1月6号也确实定了Y，当时价格也去到了25.9，省下的这几万可以说够我充电十年！十年30万公里早就够本了！",2023-10-24,广州
用户8649018256813,初见乍惊欢，久处仍怦然 这便是我与小鹏G6 【初识】 选车这件事，新手、小白、笨鸟，毫无经验…这些词貌似都是在形容我。随之今年3月便开始我的选车之路。 对于在城市中穿梭的搬砖人，电车无疑是首选。再者于品牌，身边朋友一直安利特斯拉：成熟、时尚…，也许是新闻放大缘故对于他的刹车内心始终是个疙瘩；而理想、蔚来没在我的预算范围内；比亚迪个人感觉略显老气。对于95后的我，咱主打时尚大气，就这样每天都会打开汽车软件看有没契合的品牌，有没适合的车型… 差不多一个月的刷刷刷，4月初刷到“智驾新物种小鹏G6全球首发”的Title，首先被他的外形所吸引，时尚、简约…，其车身尺寸对标Model Y就感觉空间应该挺大的（PS：因为朋友开的），再加上小鹏品牌也是新势力前列，不落俗套。什么扶摇架构、800V高压SiC碳化硅平台、Xmart OS 4.0车载智能系统…完全不懂是啥，随之加入自己的关注行列。也许是大数据原因，抖音每天推送其相关信息，各种大V讲解，如何如何，可能是被反复洗脑了，渐而对它尤为的关注，也一直等其上市。6月9日可预订信息出来，便毫不犹豫的下定（PS：当时真的没想过他价格）。 【初见】 6月29日发布会公布了价格，有一种正中下怀的感觉。当晚本想锁单，但理智告诉我实车都没见过就盲目锁单，有点唐突，于是第二天便预约试驾。到店便看见停在最显眼的位置。展车是其广告色，当时看了这个颜色有一点劝退我，初步在展车中感受了其空间，其全景天窗、尺度又拉回了我一点。后面试驾环节，银色车身再度拉起我的关注，试驾一圈下来整体就感觉科技感满满，同行的朋友也觉得还不错，于是当天晚上便锁单，也便开启了漫长的等车ing。 【喜提】 等待无疑是最难熬的一件事。7月9日，终于有动向啦，预计7月20日完成配车，但每次的预计都会提前那么一丢丢。这不7月22日车辆到店，7月24日我终于提车啦，锁单到提车24天，也算是次首批拉。验车-交付-临牌-功能讲解-合影（PS：付款、保险都线上办理啦）整体体验都很OK，花费不到1个小时就完了，还是得给鹏厂点个赞！ 【体验】 从提车至今将近半个月了，行驶500多公里。虽然中途经历了车胎被钉子扎破、小的刮蹭，整体还是相当不错的。 1、 功耗及充电：行驶500多公里，可能是没咋上过高速，整体百公里能耗在11左右（PS:不知道这算得上咋样）。期间冲过一次电，现在表显WLTP还能行驶236公里。第一次在商场冲的，不知道怎么计费的只管冲了。商场逛了差不多2小时，期间提醒充电完成大概耗时40分钟左右（PS：当时存量续航80多公里）。结算费用84元，占位费24元，在滴血ing； 2、 座舱：前面所说的空间的确很大，配上天幕，更是显得空间很大，但人虽在主驾，夏日暴晒下的确热的发慌。智能算是小鹏的拿手好戏，的确在任何位置呼唤小P都能应答，但有时候得大声点。后备箱、开窗、音乐、空调…均能应答并反馈； 3、 智驾与行驶：丐版，所以没法实际体验。作为首辆车驾驶感受也无从谈及，只能说时常踩刹车，刹车挺稳的。 整体来说，我个人觉得性价比还是挺高的，经过半个多月的磨合，心里还是有些许小兴奋。后面在我车技允许下，我开着他，他载着我，一起趟趟318。,2023-08-11,成都
USYD大股东,颜值的话，见仁见智，不算是多好看，但也没有很平庸。只是长的比较怪而已。总体来说是一辆好车。在这个价位下能买到参数最好的车。最便宜的800V碳化硅平台，一体式压铸车身，智能驾驶辅助。基本上该有的都有了。空间不是一般的大，甚至要比G9的后排还要大！后排坐着非常舒服，至少不会有特斯拉的那种小板凳的感觉。充电的话在小鹏S4超充站，从10%充至97%只需要35分钟，总共充入电量78.5度。这个补电效率还是非常牛逼的。能耗方面，新车刚跑800公里，没有跑过高速，所以不太清楚高速能耗。市区能耗基本上在11.6-12.5度之间，对于G6来说是正常水平，对于其他纯电来说，G6的市区能耗就是遥遥领先的存在。最低的能耗我开过9.7度/百公里。 驾驶感受的话，底盘素质跟我家的进口宝马X3还是差了挺多的。毕竟也不是一个价格区间，8年前的X3落地能买三个G6 755 Pro。但是G6的底盘操控在20-30万价格区间还是符合价位的。不过由于是无框车门加上20寸运动胎，G6的隔音不是特别好。路噪风噪还是挺明显的，但是听歌或者听书的声音能抵消噪音。 总而言之在21-26万的价格区间，选择G6是一个没错的选择！在此也祝鹏友都能早日提到新车！,2023-11-12,郑州
asone007,1.外观：作为一辆轿跑suv，给我的外观感受还是不错的，溜背的造型，足够大的尺寸，我选择了冷光银的车漆，比较耐脏，唯一美中不足的就是我觉得这个车头差点意思，个人喜欢p7 那种贯穿的灯，而且这个车头有些偏短，看习惯了也还行。2.内饰：这车的内饰好多人吐槽，说塑料感强，毛坯房，但我个人觉得还行（只要不是黑内饰，黑内饰确实感觉塑料感很强），内饰部分中规中矩，因人而异，我个人觉得坐的舒服，简单还比较适合我。3.空间：这个不用多说了，g6 的卖点也是强点，毫不夸张的说，这个级别的油车电车，空间部分绝对秒杀。4.续航：自从提车了之后开了 3500km，能耗市区 11-13 左右，高速 15-18 左右，755pro 的 wltp90%续航是 531km 左右，实际市区开开基本上 1:1，高速 120时速，估计会打个 9 折左右，也看个人驾驶习惯，总体来说续航还是不错的，续航长又比较实！5.智能化：小鹏的智能化一直是年轻人喜欢的一个原因，我也是因为这个车机系统才关注小鹏，在我实际的使用中，车机的语音系统还是比较牛逼的，基本上什么功能都能通过这个调节，但实际有些功能还是能动手还是动手了。6.驾驶感受：这是我的第一辆电车，刚提车那会儿，感觉电车如此丝滑，提速超车也很干净利索，开久了也习惯了，也没有刚提车时候那么激情了，我个人感觉驾驶还是比较好的，包括底盘质感，避震，提速感受等等，主要还是电车和油车的驾驶差别。,2023-08-14,金华
零号野哥,"刚看到这个车感觉前脸太短，随着开了一段时间，越看越欢喜了。侧面和后面没毛病，嘎嘎帅气。感觉贴了个膜之后有增色不少。
乘坐空间很大，我将近180，在前面座椅比较靠后的情况下，依然很宽敞。扶手箱很深，空间很大，如果副驾驶储物箱那边保留我就更满意了。
加速非常快，推背感十足，做的朋友都感觉晕车。动力输出没毛病。
我用的都是高动能回收，一般选择高或者单踏板模式，刹车都变得用的少了很多。
刹车也属于比较灵敏的，不适合用力刹车，有点低头，建议可以习惯动能回收，又节省电，刹车都能少用了。
用车城市是青岛，现在冬季提车，用起来续航还是比较扎实，高速开空调，冬季还是影响大一些，但是续航比例已经很不错了。800v平台的自营充电桩我还没尝试过，家充比较多，在外面普通快充30-40分钟就能接近充满。
选的黑色内饰，简单大气上档次，选黑色也是想不容易脏是很大一个原因。
max版本nappa真皮座椅还是很舒服的。
地盘调教我觉得还好，比我试驾的特斯要好一些，没有那么硬。

座椅加热，方向盘加热也非常好用，冬天真心好用。可以从app提前打开，特别是早上去上班提前打开，不会再凉的不想摸方向盘，反而能帮自己热手！
自动监控空气质量，会提示改善空气质量，好评。
座椅通风冬天用不到，夏天会很好用，炎热的夏天开车背部再也不会出汗了。
NGP驾驶非常好用，自动泊车也很好，我这老司机也非常喜欢用，进车库能记忆泊车，设置好路线直接自己入库。
车机交互非常流畅，一次多个指令都能实现交互。
并为主驾副驾驶包括后排乘客都能与小p完成互动，非常棒。",2024-01-02,青岛
原来是言语,"很满意，特别是自动驾驶
购车理由：755max   白外白内   加运动套装（强烈推荐选装，帅是一辈子的事情）偶然看到G6 的视频， 755公里的续航以及10分钟300公里的宣传是吸引我的点（以前考虑的是混动有长途游玩出行需求）当时下单了定金没付款，销售就给我电话了。经过沟通我也重新下单。当时是交了2000的意向金，想着如果价格太高超30就算了；没想到出价格的那天很意外，价格在预期内；
确定购车：7月2号去试车了，当是下订的决心是：上试驾车的时候就感觉后排很宽很宽。在试驾的时候，路过一个大卡车，然后那个大卡车突然打开门，车突然猛打方向盘避让开了，不然车顶真的会撞上去。起初我还以为是工作人员操作的，后面确认不是，车自己避让的。就是这2点让我下定决心买的（大空间，安全），回到店里面就转大定了。我就试驾了G6没有做任何对比。因为同配置我看了Y 得33W包含那个自动驾驶的选中。
充电续航：冲电很快wltc 显示531，我订的是755max   加运动套装，因为是20寸轮毂续航有所降低。用的星星冲电：8公里至531公里，仅需38分钟，我朋友都惊呆了。Wltc  531公里，跑深圳广州惠州高速基本是1：1这一点让我很意外；cltc720多公里，跑市区基本是1：1；总体来说续航，充电速度我很满意很满意。唯一有点不满意的是，因为我充电基本是0点-8点充电的40多块钱就冲满，所有周末出行的频率高了很多，基本是出去玩出去露营。哈哈哈马上2500公里了，开车除了高速费是真的极低成本出行；
智能驾驶：智能驾驶有很满意，高速---跑高速的时候可以自己打灯变道，超车，识别路牌，下匝道这些让我很省心，真的可以解放双手（注意：还是得关注路面，该介入介入该刹车刹车，安全是自己的）但是相比自己全程开高速得全神贯注真的省心很多很多，还有座椅通风，后背出汗少哈哈哈；市区---市区深圳有很多主要交通路段都开放，也是很省心的。让朋友开了一次，秀了一把，哈哈哈哈  期待后面的：XNGP  开放；
智能座舱：这一点感觉挺不错的，特别是可以自己编辑很多很多指令，但是我比较懒没有自己编过。全靠白嫖别人的方案。任何音效个人感觉还是不错的。
OTA等体验：小鹏这方面还很听反馈的，基本大家反馈的，后续会加到下次OTA升级里面去。这一点很开心。
总结：很满意，很喜欢，没什么大毛病。用车成本低，续航扎实，充电快，智能驾驶很惊喜，很满意，跑的2500公里，至少有1000公里是NGP跑的。
要说缺点，emmm   没什么发现吧，车嘛：是开的。价格摆在这里；",2023-10-03,深圳
杰西君菌,"比较满意：
【XNGP】
1、点名表扬高速NGP，在高速上的表现犹如老司机，车道内跟车、主动超车变道、匝道口使出完全没有问题，几乎可以做到高速行驶0接管，大大解放了司机双脚，给其他路段的驾驶保留精力。但还是需要保持精神上的专注，遇上突发情况随时人工接管
2、LCC/ACC的使用，在城市快速路还是不错，想变道就主动打灯就可以自动变过去。坐标广州，目前城市NGP还没体验，可能还是有点担心，城市路段路况复杂

【充电速度】
800V的架构下，在小鹏官方自营的充电桩（非S4，因为每次都排不上队?），充电功率大概是130千瓦左右，基本充电15分钟左右，就可以充了300km（WLTP），就是去商场买一杯咖啡的时间

【能耗与续航】
本人黄金右脚，平均电耗是12.5左右，最低可以干到10.7?
续航也扎实，我是换了WLTP制式显示，基本做到1：1，看着实际能跑的公里数，心里踏实，续航焦虑也减少了很多

【空间】
言简意赅：大！
特别是后排空间，腿部空间翘起二郎腿都没问题，还能后排调节座椅靠背的角度，适合不容身高的人去乘坐。
后排头部空间也完全足够，我自己171身高坐，起码还有两拳半的空间余留

【OTA升级】
本人9.27提车，有幸马上遇上G6第一次大型OTA升级。音响的质感提升了，自动驻车后的起步顿挫感得到了明显的优化，可能这就是传统油车和新能源电车的区别吧，每一次OTA升级都像提了新车?

【隔热】
天窗隔热还行，可能是因为头部空间余留够多，不会有头顶蒸桑拿的感觉。但是在大夏天晒久了，手摸一下天幕还是很烫。我目前是没有贴天幕的膜，觉得已经够暗。如果其他鹏友们对于隔热有比较强的需求，可以补贴一个

【隔音】
整体感觉还行，驾驶速度不太快的话，基本车内是很安静的


有待提升：
【车内后视镜】
后窗太小，导致看后面的人视野很小，真的食需要升级标配一个流媒体后视镜

【副驾驶储物箱】
每一个坐副驾的人，都会问，储物箱怎么没有了？?

【倒车时后视镜角度】
切换R档倒车，后视镜会自动下转，但是转得太多了，每次都要低头去瞄。希望后续OTA可以升级优化",2023-10-31,广州
Alfred855,"空间:
这点不吹不捧，车长也就是普通B级轿车长度，在我这种住上海老小区的，停垂直车位的，停车长度也正好，停好车不空也不露车头，大气而不过大。
 但车内空间同比就大了，2.9米轴距，不论是放倒后排铺露营小床，还是放倒副驾做单人午间休息床，都是绰绰有余。
后排空间也大，放脚很空，补充下我家娃一坐车就很开心，说我终于能在车里站着了（熊娃六岁了，身高122，后排站着还有空隙）
智能化:
这点我觉得小鹏应该也是同类里拔尖的，开车可以选择“纯自驾——acc辅助——lcc辅助——ngp辅助”，哈哈，在不同的路况，总有一种最适合你的，简而言之，现在开车变得更轻松舒适了。
续航:
大家一说电车第一感觉虚标，但g6 wltp，我能开到四百八九十公里的样子，哈哈哈，相当扎实，官方能耗和续航还写的低调了。
性价比:
这点也很nice，g6上市前其实就在关注新车了，尤其是电车（上海的，车牌优势，你懂的），但是看来看去，总是不够满意。有的看的上，但价格总感觉花的太冤枉（小老百姓一枚，花钱买
所的服务还是算了吧），有的够大够便宜但好像它就是一款电车加点各种带电的花哨功能，不实在。
但鸡柳上市后，一看价格，一看配置，嗯，后面又去店里一试驾，瞬间感觉的，是你就是你，这就是我想买的（有点可惜的是，我不是6月锁单的，有刚发布的额外优惠，本人7月9日锁单580max，中秋前拿的车）。
 价格不高，空间够大，续航足够，智能化高，立马下单锁单了。哈哈，然后就是漫长的等待期了，前期确实产能不高，等车较久，580max要12周。嗯现在的鹏友惬意了，产能已经缓解很多了，提车周期提升很多。
这里也上了图，七天内平均能耗10.8绝对吊打同行，续航扎实。还有就是七天内的智驾，占比也是50%以上了。
哈哈哈，看图看天窗，此时本人正在车内躺着，等待熊娃画画课结束接娃。嗯，车内待着够安静，够巴适。还悠哉的写了个口碑，车辆外拍照片（这种照片网上多的是）就不上了，懒得下车了。
总而言之，个人感觉值得购买。
呀，漏了一点，本人老小区，没有充电桩，都是去的旁边小鹏自营充电桩充的，目前感觉续航也够，没那么高频充电，并且过去充电那也相当快。",2023-10-14,上海
SuperKid24,"家里之前有2台油车，后面有了特斯拉毛豆3之后就入了电车坑，我今年就一直想自己再买一个SUV，预算20万左右，看了很多，纯电和混动都看过，最后刷手机突然就刷到G6，发现，这不就对上我的需求了么，加上其实一直都对小鹏品牌有点莫名的好感，也不知道为啥，之前买毛豆3的时候就对比过P7。就马上约了试驾，同时对比了极氪X和蔚来ET5，极氪X其实不错，车内饰和用料都有质感，车开起来也很好开很灵活，就是比较小，感觉比较适合小姐姐，蔚来ET5也不错，就是价格超预算，最后还是选了G6，8月中下了定金，580max灰外蓝白内，10月份拿的车，算下来第九周，算是比较久的了，中间也犹豫过，去看了阿维塔11鸿蒙版，最便宜的优惠下来27万，感觉挺香，车也更大气点，就是感觉内饰设计用力有点过。刚好试完第二天小鹏就通知提车了，纠结了下，最终还是觉得还是提G6吧，最主要还是性价比真的高。 提车过程体验还行，和特斯拉的对比还是有点区别，最大的区别应该是体验感，特斯拉提车时会给好几个车主一起用观看视频的形式做一个车辆使用的教程，时间不长，但是感觉挺好，而且所有工作人员的服务态度都非常好，小鹏这边这两点做得不如特斯拉，但是优点是提车前就给你验好车，都不用你再跑去验车上牌，这很重要，车提完就能去贴膜啥的，爱折腾啥折腾啥，第二天就选了车牌，很幸运选到自选号，隔天行驶证就出来了，效率非常高。 目前用一个月，2000公里左右，实际使用下来，觉得体验感还是不错的，别的不吹，反正我没后悔。首先是外观上见仁见智吧，我觉得挺好看，贴了哑光车衣后帅爆，车内饰的话我选的蓝白，比较有活力点，白色其实不是纯白，带点灰色，可能会比较容易脏，目前使用下来还好，还是挺舒服的，对比特斯拉，坐垫比较长一点，对腿部承托好一点。能耗方面不虚标的话是惊人的，我基本11~13左右的市内，期间开了一趟高速（图4）, 之前开毛豆三能耗也是13.4、13.8左右，不过这也和自己开车习惯有关，我看有些群友也开到18、20去。车机不错，基本上的车辆控制都能车机完成，要设置什么基本不用自己手动找，小P都能给你调出来。智能驾驶方面小鹏是不用说的了，也不敢吹啥，反正我觉得好用，就冲着全系标配，性价比就算拉爆了，记忆泊车也挺不错，小区车位车道条件还算不错，用起来更是6。有一次在小区里面停的不好，有点挡到后面的车了，后面下来挪车的时候直接用手机遥控车子挪车，别人都整懵逼了，只感觉车子自己无人启动起来了，然后自己就挪动了，然后我过去说，兄弟，位置够不？哈哈，秀了他一脸。 G6不足的地方也有不少，首先是车身，我专业，不知道是装备能力问题还是设计问题，虽然没有网上很多车友说的那些问题，不过和家里其他车对比，一些缝隙还是比较大，比如车内看门板位置。目前2000公里下来，遇到的问题是，刹车异响问题，其实也不能算异响，就是放开刹车后，会响一下，就像你用手指敲木桌子的声音，其实很小，但是也会觉得20来万的车，这刹车质感就差了点意思了，除此之外就没别的地方异响了。车机问题，目前没遇到什么问题，就是小P形象真应该改改了，车机都这么牛逼了，这形象真有点low。我个人最不满意的一点是倒车影像，虽然有360倒车影像，但是说实话，360画面没办法给你提供距离感的，我觉得少了两个画面，车辆两侧后方的画面（就像图6），可以让我们知道往后退的时候，车身在什么位置，提高安全性。还有一点就是主驾位置的摄像头应该增加人脸识别，调整座椅记忆位置等。G6开门车门的时候，主驾和副驾座椅是会调节到方便出入的位置的，我试过在过高速关口取卡的时候，在D挡状态下autohold停住了，开车门，这个时候座椅后退，但是你再关车门，座椅就没有调整回来驾驶的状态，需要手动去车机里面调整，我觉得是一个BUG。以上这些，希望小鹏在日后的OTA中能够升级一下。最后还希望尽快能在华为手表上也能用上小鹏APP。",2023-10-26,深圳
我爆毛了,"【外观】
我喜欢他的无边框车门和圆润的屁股。不同角度、不同光线感受不同。我可以拍出很帅的图，也能拍出没那么好的感觉，哈哈哈。

【动力表现】
我选装了20寸轮毂和运动套装。前双叉臂后五连杆，一体化压铸车身带来的整体驾驶感受非常出色，包括后排感受在内，在同价位里很能打。
 
【续航】
全域800v的优势体现出来了，城区大概电耗12-13度左右，高速120NGP巡航电耗大概15、16度，能耗和充电速度看我贴图就可以，小鹏在这块做的是真的扎实。
【充电时间】
没有其他车的情况下，第三方几乎能跑满，小鹏s4快充功率轻松达到220-240kw。点赞，哈哈哈
    
 
【智能化】
全场景免唤醒语音助手+连续对话，用了之后我开车已经离不开小p了。
 
【售后体验】
拉了售后群，微信和小鹏app都可以联系鹏厂的工作人员，响应很及时。

【最不满意】
内饰整体很不错，唯一不足没有手套箱和挂钩，稍微有点不方便。

【最满意】
 我对G6满意的地方有很多，比如xngp，全域800v，以及绰绰有余的车内空间。其中最最满意的就是“所见即所得”的xngp，我对辅助驾驶是比较看重的，对普通消费者来说，一辆家庭用车的使用年限大概是5到10年。现阶段汽车“进化”这么迅猛，花20多w我可不想买辆没两年就”落后“的车。高速ngp三年前小鹏就已经实现，第二批城市ngp内测进行中，年底搞定50城妥妥的，优势一直在。等到两年后不知道又能发展成什么样啦～如果你和我一样对辅助驾驶感兴趣，一定一定要去试驾，尽量深度的体验各家的辅助驾驶。同样的L2，不同品牌却有天差地别的感受。比如红绿灯启停（不是跟车），我觉得现阶段把它做好的只有小鹏一家。",2023-12-03,厦门
