publish,标题,图片,名称,名称1,评分,评分2,评分3,评分4,评分5,评分6,评分7,评分8,评分9,评分10,评分11,评分12,评分13,评分14,评分15,评分16,评分17,标题18,信息,信息19,信息20,信息21,信息22,信息23,信息24,信息25,信息26,标题27,purpose,标题28,jia_text,信息29,dw_22,dw_2230,dw_23,dw_2331,dw_1,dw_132,dw_2,dw_233,dw_3,dw_4,dw_334,dw_435,dw_6,dw_636,dw_7,dw_737,dw_8,openall
"
    发表于  2020-11    

      
        
    
    
","厂商指导价是15.98-22.58万元,在这个竞争激烈的SUV市场。欧蓝德的性价比是非常的突出的,毕镜在2018年之前车款车子是属于原装进口的车子,现在是三菱与广汽治资国产,核心部件还是原厂进来组装的。4S店售后服务:三菱品牌的4s店服务态度都是非常好的,每次去都感觉非常亲切,当时买车的时候去过两次就订车了,感觉挺棒的。品牌评价:在同价位车型，三菱也算是表现比较好的合资车。口碑都不错,并且质呈也很好,但是买车也看了好多关于这款车方面的信息。总体来讲,车友评价还是挺高的,非常不错。",https://image1.xcarimg.com/attachments/my/0/30/23/241_120.jpg,xiyong_weilv,新手上路,4.88,外观,5,内饰,5,空间,5,舒适,5,油耗,4,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2020-06-01,购车地点,杭州宏菱汽车有限公司 [浙江省],裸车价格,20.58万  (厂商指导价 19.88万),当前油耗,10L/100km,购入用途,购物,爱车简评,"内饰的与目前主流车型相比欧蓝德更有岁月沉淀的味道,对于年轻没有三菱情怀的消费者来说恐怕难以接受,但三菱的做工及用料在同级别中还是屈指可数的。",爱车评价,[最满意],"广汽三菱欧蓝德定位于一款紧凑型SUV,是三菱旗下最具代表性的一款旗舰车型,凭借着皮实耐用的品质与较强的综合实力表现，赢得了我的认可,由于三菱近几年在国内的热度并不高,为了能够在紧凑型SUV领域稳固脚跟,就综合性价性能来讲广汽三菱欧蓝德整体表现让我非常的满意。而在实际用车过程中，欧蓝德也深深的让我感受到了这点，整体来讲还是相当不错的，包括它的颜值，对于我这种中年人来说很漂亮,没有花里胡哨的设计,看起来沉稳大气,适合我们这种三十多的人。",[不满意],"说到不满意就是欧蓝德的车里储物空间设计的有点少，平时随手放的东西没有地方放,还有就是隔音有点差,速度超过八十以后有很大的风噪声音,特别的不好听。",[外观],"外观是我喜欢的类型,看起来沉稳大气,大前脸继承着家族式设计元素,运用多线条及装饰勾勒出较为硬朗大气的造型,“X“型双横幅镀铬进气格栅,与两侧犀利的大灯相互连接,精致,凶悍,富有视觉冲击劫,侧面上笔直的腰线舒展流畅,前低后高的，设计作以俯冲姿态,营造出较强的运动感。车灯设计:车灯给我最直接的感受就是非常亮,并且夜间行驶没有盲区。照的非常均匀,远近程度也挺好的。钣金车漆:整车的钣金油漆处理的很到位,也没有什么缺陷,太阳照上去非常亮,颜色也很好看。",,,[空间],[舒适],"车里的乘坐空间很宽敞,一家七口人坐特别的松散,没有一点拥挤的感觉,后备箱很大,就是车里的储物空间有点少,放东西不是很方便。","整体的舒适性做的很好,座椅软,减震效果好,就是隔音不满意,速度快噪音比较大。空调:空调的制冷效果还是相当不错的,非常舒服,像现在天气也逐渐渐凉，早上开空调还感觉到有一丝凉意。",[动力],"2.4自然吸气发动机动力够用,跑山路没一点问题,高速上动力充沛,动力平顺。竟是一台2.4的发动机,也算是挺不错的,在同价位车型算是动力输出很强的车型。在配备四驱的性能真的很不错，提速方面都很快,超车也都非常稳健。市区表现：市内驾驶,动力响应方面,起步轻踩不超过2000转,然后迅速稳定到1300转左右,发动机运行在比较经济的工况下，带了了较低的油耗表现。",[操控],"4M多长的车身，操控方面就停车稍微有点难度，但整体驾驶感来讲还是不错的，视野很高，转向、掉头时盲区感受不是很大，另外三大件的表现真的是赞，CVT的变速箱换挡流畅有力，油门的响应能力也是觉得，给油转速马上就起来了。方向盘操控感:方向盘精准度很高,并且没有虚位,开起来还是挺不错的,这款车虽然没有太多高科技的功能。但是整体的操控性还是非常实用的。",[性价比],展开全部
"
    发表于  2020-11    

      
        
    
    
",,https://image1.xcarimg.com/attachments/my/0/30/23/231_120.jpg,coldmankl,新手上路,4.88,外观,5,内饰,5,空间,5,舒适,4,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2020-08-01,购车地点,德阳万泰汽车销售服务有限公司 [四川省],裸车价格,20.58万  (厂商指导价 19.88万),当前油耗,8L/100km,购入用途,接送小孩,爱车简评,"当初预算就是20万左右落地的SUV,欧蓝德也很好的满足的我们的这个需求,总的来说满意吧。各方面配置都很齐全,也比当初预想的多了电动尾门、四驱等高配,所以还是那两个字:满意。",爱车评价,[最满意],"欧蓝德这个车整体还是很满意的,细说的话大概有这几个是比较满意的1、空间超大,对于家里才有宝宝的家庭来说真的是太实用了,各种宝宝的东西可以尽情往后备箱里塞,婴儿车、洗澡盆什么的再也不怕没位置。前后排的乘坐空间也很大,腿部空间满意。2、外观颜值高,本人是比较喜欢偏圆润风格的车身设计,欧蓝德性感的大屁股、修长的侧面车身都是好评,加上白色的珍珠漆在阳光下的光泽,很好看。3、性价比高,2.4L7车型基本上把我在购车之初想到的一一些配置都包含了(还惊喜的多了电动尾门、四驱系统),应该说是性价比很高的了,配置齐全,家用和适合。而且在价位上也比同等配置的奇骏便宜了3W,这点也是比较满意的。4、动力不错油耗还行，2.4的动力加上四驱应该说能应付绝大多数路况了,加上欧蓝德本身就不错的通过性,以后自驾就很有保证。日系车普遍油耗都还好,这车大概油耗在9上下,高速应该在7左右,对于一个2.4L的SUV来说,已经是很不错的表现了。",[不满意],"不满意的地方还是有那么几个吧,但都算不上那种特别不满意,每个车都或多或少有些不尽如人意的吧。1、内饰较差,相比其他同价位SUV,欧蓝德的内饰确实要差一截,设计偏老套,看着没有多少科技感,后排也没有自动空调,让人第一眼看上去就觉得是个偏实用主义的。2、舒适性也是欧蓝德的一个短板,相比奇骏的大沙发,欧蓝德的后排简直弱爆了,偏硬舒适度较弱,前排还好。3、各种储物空间设计不足,特别是主驾驶位,连放个手机的地方都没有。4、仪表没有时间显示,这点设计不科学,想看时间还必须看中控的液晶屏,还得把液晶屏操作亮才看得到。",[外观],"必须五星满意,我和老婆都是很满意欧蓝德外观的,圆润、修长,符合我们的审美。前脸看着很霸气,侧面看着修长、如丝般顺滑。车灯设计:前大灯设计也比较时尚,日间行车灯向.上翘起也很霸气。",[内饰],"内饰也是欧蓝德的另一个短板,这里也不多吐槽了。中控设计较老套,无科技时尚感。只能说满足家用吧,不过我和家里人也不怎么追求内饰豪华就是了。异味异响:异味好像还真不算太重,真皮座椅都有的一个味吧。手感材质:材质上要吐槽一点的就是方向盘,说的是真皮?不过为啥感觉摸着那么膈应。。说真的还不如我飞度的方向盘摸着舒服。",[空间],[舒适],"空间很不错,没得说,选大欧看中的就是空间,以后出行、带娃都很从容了。相比之前的飞度那简直是大太多太多了。乘坐空间:我身高182,体重80,不论坐在前排还是后排,脚部空间和腿部空间都是游刃有余,十分的宽敞。后排坐三人也没什么压力,中间地板凸起也不是很高,这点比较好。储物空间:后备箱大的没话说,老婆还开玩笑说以后想从后备箱那瓶水都得爬进去拿,哈哈。不过主驾驶位的储物空间不行,自从18款改款后储物格也取消了,放个手机都不好放,更别说其他卡片什么的了,这点有待改进。","舒适性也是欧蓝德的一个短板,后排座椅偏硬,前排还好。就目前来看,隔音貌似还不错,行驶时的风噪胎噪控制的也还行,原地怠速时甚至连发动机的声音也不怎么明显,这点还不错。空调:三菱的车都是号称买空调送整车的,所以你们懂的,效果杠杠的,这也是为什么欧蓝德后排无出风口,但也很少有车主反映后排很热的问题。行驶舒适性:在城市里平路上开着还行吧,驾驶还比较舒适,不知道后期在高速和山路上表现如何。",[动力],"2.4自吸发动机搭配CVT变速箱,在动力方面还是表现不错的。因为还在磨合期,所以速度也没敢跑太快,基本都是100以下,高速也暂时没上过。不知道在高速情况下加速超车性能如何。加速表现:加速性能还是不错,60km/h之后即使是轻踩油门]提速也很快,感觉动力储备还比较不错。推背感?不存在的,毕境是CVT变速箱,想体验推背感还是不可能的。动力平顺性:CVT变速箱的优势就是平顺性,不管是起步还是加速,子都是比较平顺,暂时没有发现什么顿挫。",[操控],"操控还算可以,镜是新车,还在适应中,和之前的飞度开着还是有些差别的。转向还算精准,方向盘暂时没发现什么虚位。但有一点还不适应,走稍微烂点的路时,向盘的反馈比较大,相较开惯飞度的我来说有点不适应,不知道其他SUV是否是相同情况。转向力度个人感觉适中,不轻也不重吧。底盘及悬架:底盘悬挂较硬,过减速带和烂路时车身有点颠簸,舒适度不如奇骏。",,展开全部
"
    发表于  2020-11    

      
        
    
    
",觉得货比三家后，性价比还行，三菱是老牌子了，一直在做越野车，所以我还挺相信他们的品质的。口碑比较好，故障少，空间大，长得比较好看，价钱适中，就是这个车的很明显的优势。车还自带了很多感觉比较高科技的系统，前后电动车窗、车窗防夹手功能、后视镜自动调节啥的，觉得比较人性化。,https://image1.xcarimg.com/attachments/my/0/30/23/244_120.jpg,libo06,新手上路,4.88,外观,5,内饰,4,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2020-06-01,购车地点,武汉达田汽车服务有限责任公司 [湖北省],裸车价格,19.6万  (厂商指导价 19.88万),当前油耗,10L/100km,购入用途,购物,爱车简评,外观方面，外观没有什么特别之处，看起来是比较的大气，而且从外观看去，车子的空间是非常大的。,爱车评价,[最满意],最满意的就是欧蓝德的价格，在日系SUV的三大剑客中，本田CR-V和丰田荣放的价格，都不如日产旗下的欧蓝德，还是欧蓝德的优惠幅度要大一些，在相同的价格预算下，欧蓝德就是王者，在同级车中，欧蓝德的价格优势确实非常突出，另一个方面就是欧蓝德的至间，虽然欧蓝德定位是紧凑型SUV，但欧蓝德的轴距达到了2670mm，车内至间还是很宽敞的，所以在空间表现是很出色的。,[不满意],这个价位，选择一款各方面都能够满足自己需求的车子，肯定是不太现实的，车漆太薄，新车还是有异味。。。,,,[内饰],内饰内部布局一般，和外观设计感基本是一致，内饰的用料还是可以的，特别是座椅的用料。,[空间],[舒适],空间真是还是不错的，讲真，轴距达到2670，已经非常足够用了，就是后排七座略显拥挤，但是还可以，毕竟是行李备用座椅！乘坐空间我身高170主驾驶非常够用，头部空间有一举半！储物空间本身我是做生意的，后排放倒后达到持平，基本上能达到一米八。哈哈哈哈哈哈，躺着休息也是够用了！全家出游时全家出游，现在还没有进行呢，但是还是很期待的，因为我买的是七座的！后排虽然有些紧凑但是膝部空间还不错，还有一拳距离！可以坐三个孩子或者女士！放行李上次朋友送了我三箱子红酒，真是给我长脸，都放进去了，我还放了很多哇杂物进去！横向对比可能欧蓝德还是没有rav4还有汉兰达那么宽敞，1810的宽度，我觉得还是需要改良的！,在SUV中相对来说舒适度较好，在减震方面也处理较好，可以较好的吸收路面的颠簸影响，行驶过程中感受平稳，可以满意。空调前后排的空调都十分给力，且一个很大的优点是前排左右的空调是可以分别控制的，感受很好，且座椅的加热效果也很好，趁着最近天凉试了下。噪音控制只有在低速大油门加速时，发动机声音较大，在其他情况下，噪声控制都很好，应该和该车前盖加了特殊的防噪音层的因素有关。,[动力],买车的过程中就让我表哥陪我挑一个性价比高的车，他开车的时间比较长，然后自己平常也喜欢研究车，他根据我的买车需要，给我推荐了几个车型，我们也去了四儿子店溜过车，其实我开车都没啥感觉，但是我哥就能感觉出差别，他试驾时就说小欧的动力比较充沛，2.4L的发动机，起步很平稳，加速又十足动感，这边油门刚下去，紧接着档位一拉，十分顺畅，没有丝毫的迟缓顿挫。,[操控],操控方面，欧蓝德综合性能还是不错的，方向盘握感很舒服，速度慢的时候转向很轻，掉头或倒车都很容易，方向盘的精准度特别高，虚位比较小，底盘的稳定性也非常不错，即使速度冲到140了，车子也没有发飘的现象。另外更重要的....四驱代步太强了，应对崎岖山路，坑坑洼洼的泥泞路，重心保持的依旧成稳，而且前后悬挂都是独立的，走起来丝毫打滑的迹象都没有。,[性价比],展开全部
"
    发表于  2020-11    

      
        
    
    
",预算裸车22以内的车，结果贷款后保险、购置税全下来也就23万多点，还是很理想。总之性价比还是很高的，2.4的192马力合资车很少这个价位能下来，狂气哈弗、长安、东风、比亚迪那个上配置的也得13万，而且还是带T的双离合，后期会很费心的，综合觉得小欧还是不错的。希望后期配置能改善仪表盘，增加全景天窗、座椅记忆、尾箱以及像等功能，增加多媒体功能，后座椅重新设计吧，咱不追求大沙发，那也得舒适的差不多。还有就是中控档位附近的储物多设计些，将会更人性化。这样会有更多的人喜欢你。,https://image1.xcarimg.com/attachments/my/0/30/23/234_120.jpg,see43st,新手上路,4.88,外观,5,内饰,4,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2020-08-01,购车地点,重庆物产元通辰通汽车销售有限公司 [重庆市],裸车价格,20.58万  (厂商指导价 19.88万),当前油耗,8L/100km,购入用途,上班,爱车简评,不论从整车开起来的舒适性还是它配备的安全配置来讲在我目前了解的同级车型里算最好的选择了。,爱车评价,[最满意],三大件质感强硬，确实性价比高，空间大，后备箱超大，不用担心出行，动力够用，给油就往前冲，特别是S模式，动力足。,[不满意],内饰过于简单，多媒体功能简单，另外车漆果然软薄，平时真是要注意，悬架稍硬，后排座椅果然较硬。,[外观],外观大气，修长，既不张扬，也不低调，中规中矩，适合中青年。前脸大嘴镀铬低调的霸气，前后大灯并没有特别张扬和出众，车尾部也中规中矩。车漆偏薄，可能是日系通病，平时一定要注意，另外车皮也偏薄。不过后杠还是很结实厚重，有想法的可以做个隐身车衣，或许能增加些漆面保护。底盘较高，后期店内做了贴膜、发动机护板和底盘装甲，也能降低噪声，减少砂砾对底盘的损伤。,[内饰],内饰整体较一般，或者说较粗糙。仪表盘确实太简单了，一个按钮反复按，看个温度都很费劲，没有水温，只有异常时候有提示，车未关提示也没有显示那个门，所以隔壁情况有些费事，相比之下2.4的就好多了，真是有必要将2.4的移植过来，没多少钱。车门及中控许多部分都是软质的，还可以，不过整体显老，中控屏幕较大，但是功能偏少，除了导航、蓝牙、收音机基本功能外没有行车相关功能，连手机时超过20公里返回手机APP页面，没法解决，蓝牙听歌还不错。后续如果能够升级增加功能最好了。另外提示18款的上面有膜可以撕掉，撕掉后不用再去贴膜，屏幕本身有磨砂面的膜，这个很细心。空调双区不错，不过没有后排空调，但制冷效果还是很理想，毕竟车内空间有限，无所谓前后排。车内有味，但不重，只是有味，需要多开窗散散。车配备胎压监测，但是没有显示值，有些LOW。,[空间],[舒适],乘坐空间够用，驾驶电动可调，副驾驶手动有些不如意，后排空间充足，只是座椅偏硬，过减速带有些颠簸，副驾驶前储物空间不错，中控档把附近储物空间不理想，只有两个杯座，中扶手储物空间可以，但是不方便随时拿去，所以不适合随时使用。各门的储物空间还算可以。三排放到后，后备箱空间超大，后期加装了隐私帘感觉相当不错。,前排驾驶副驾驶舒适性可以，座椅软硬适中，后排座椅较薄，所以座椅真心偏硬，久坐可能要累一点。有评论说欧蓝德怠速D档有些抖动，个人感受了以下，D档怠速微抖，特别注意的话有感觉，N档就没啥感觉了。空调很给力，试过两次，相当凉，不过春天，没长时间使用过。行驶过程中减震平时可以，减速带明显颠簸。发动机噪声较小，怠速时听不到发动机声，上3000以上声音稍明显，邓禄普的轮胎偏硬，120以上胎噪明显，但可以接受。,[动力],平时开车都采用ECO模式，动力偏弱，换挡转速在1700-1800左右，但是油耗明显较低，如果关闭ECO动力感觉刚好合适，如果采用S档明显换挡转速明显升高至2500一3000左右，加速超车很容易，有明显的推背感，CVT变速箱平顺性非常好，模拟6档根本没有顿挫感。,[操控],操控感觉可以，方向盘不是很轻，转弯半径比较小，方向盘比轿车行程长，但是过坑洼地形，反向盘有些反馈明显，方向盘反应很敏感，指向性可以。底盘较高，通过性好，但悬架偏硬，一般的路面能够过滤，但减速带颠簸较明显，特别后排座椅本来较硬，能感到颠簸。雨雪路面自动启动ESP模式，有效防滑。,[性价比],展开全部
"
    发表于  2020-10    

      
        
    
    
",关注了很久，对比了同级别的车型很久，最终选择了2047。,https://image1.xcarimg.com/attachments/my/0/30/23/245_120.jpg,teeetz,新手上路,4.88,外观,5,内饰,4,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2020-07-01,购车地点,杭州宏菱汽车有限公司 [浙江省],裸车价格,18.1万  (厂商指导价 19.88万),当前油耗,10L/100km,购入用途,上班,爱车简评,外观不错，个人感觉比CRV，奇骏耐看。虽然是紧凑型的，但赶得上某些中级SUV的尺寸大小了。车身及车轮：轮毂样式好看，18寸的大气。好马配好鞍。,爱车评价,[最满意],"必须先说2047啊，定位精准！2020年七座车年检新规定，2020年11月20日起实施。6年以内的7至9座非营运小微型客车纳入免检范围。超过6年后，七座车的年检周期为：超过6年不满10年，仅需上线检测2次，分别是第6年、第8年。10年以上的，每年检验一次，15年以上的，每半年检验一次。选七座太对了。关注欧蓝德很久了，2018年后三大件虽不是进口了，据销售说还是进口零件国内组装。相信三菱的技术。20出头落地，还送了云钥匙、行车记录仪、一键升降、脚垫、踏板、发动机护板等。对比过奇骏、昂科威、CRV,RAV4，最终还是选择了欧蓝德。因为它经济实用，省心耐操，动力充沛。高速上超车，随叫随到，高速油耗6.5，市区油耗10左右。",[不满意],油漆太薄了，随便刮擦就露底了；后门不太好关；车头有点高、有点长。座位偏硬，和朋友的某些车的沙发没法比，日系也就这样的了语音控制不能开关窗，开关空调等，不算台智能，总算迈出了智能的一步，希望以后能够升级车机系统。增加更多的功能。,,,[内饰],内饰确实平庸了一点，日系通病，和国产没法比。,[空间],[舒适],空间大，二排可以前后移动，给第三排腾出一些空间。第三排体格不大的人，还可以接受。也是应急用用，大多数情况坐不了那么多人，第三排收齐当5座车使用，后备箱不是一般的大。后备厢容积：后备箱真是大，过节回去，能装好多东西，慢慢的亲情，满满的爱,座椅有点硬，没有沙发的感觉。实用，平平淡淡才是真。☆空调温度分区控制：分区控制很方面，厂家也重视客户意见，吸收客户反映，增加了后排出风口，改进的很到位。车内噪音：低速行驶胎噪小，高速行驶车也还不错。一般声音的谈话不影响悬架减震舒适性：总体偏硬吧，过减震带时候，能明显感觉到。空调：三菱的空调，制冷效果非常好，酷暑天气，打开几分钟就很凉快了，26°，开个两三格风，都会感觉冷冷的。,[动力],欧蓝德的发动机技术稳定，配合CVT变速箱，简直完美。2.4的动力足，城市道路跑山路换挡拨片用起来爽。,[操控],方向精准，高速上稍微沉一点，也是安全需要。☆车身稳定控制：转弯稳定性不错，快速路上大弯不减速，稳稳的。四驱稳定性：还没有非常糟糕的路况驾驶经历，四驱锁定的情形使用较少，一般都是自动模式和节能模式。脱困能力：还没测试过，相信比一般的城市SUV要好吧,[性价比],展开全部
"
    发表于  2020-09    

      
        
    
    
",在这个价位的车里来说性价比确实挺高的，这个车买四驱的价格其他品牌也就买个两驱的，上路都不到20万，对于家用车型来说性价比很高了。价格便宜，品质有保障，又特别实用的车。,https://image1.xcarimg.com/attachments/my/0/30/23/247_120.jpg,大松dl,新手上路,4.63,外观,5,内饰,3,空间,5,舒适,4,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2020-08-01,购车地点,内蒙古博菱汽车有限公司 [内蒙古],裸车价格,17.88万  (厂商指导价 19.88万),当前油耗,10L/100km,购入用途,上班,爱车简评,这么大的车没想到有这么好的操控性，转弯啊，紧急避让的时候感觉车的侧倾感很低，悬挂调教的很好。,爱车评价,[最满意],实用型家用车，空间大，拉人拉货都可以，油耗也不是太高，主要价格也便宜啊，在同级别里面算是性价比很高的了。一开始没看欧蓝德，后来朋友听说我要买车，就强烈推荐三菱欧蓝德，后来到4S店看车，感觉还能接受，就是内饰有点儿简单，家里人看上了就决定买下了。还有就是看中了这车的质量和品质，5年10万公里得质保，确实能让人省心不少，三菱的品质还是有保证的。除了空间大，还有底盘也比较高，开启四驱系统还有一定越野能力，回老家走一些山路也能应付，就冲这几点选择了这个车。,,,[外观],外观还是能接受的，特别喜欢前脸的样子，整体还是很沉稳大气的。买的白色，再贴点儿彩条啥的就更好看了。,,,[空间],[舒适],空间那是没的说，坐第二排都能跷二郎腿，后备箱空间也特别大，偶尔拉货或者放孩子的电动汽车那是轻轻松松的☆空间设计亮点：第二排放倒后特别平，差不多能当面包车用的,舒适性的话跟轿车是没法比的，第二排座椅有点儿短，偏硬，时间长了不舒服。前排坐着还是挺舒服的，头部还有很大的空间，还有电动腰拖功能，开车的时候还是很舒服的。,[动力],2.4L的动力还是够用的，跑高速上了120迈之后踩油门还有源源不断的有动力输出，开着也舒服。,,,[性价比],展开全部
"
    发表于  2020-09    

      
        
    
    
",性价比高。这车还是很值得给身边的人推荐的。,https://image1.xcarimg.com/attachments/my/0/30/22/512_120.jpg,zjxp0b9rx,新手上路,4.88,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,4,操控,5,性价比,5,购入信息,爱车车型,购入时间,2020-09-01,购车地点, [河南省],裸车价格,15.98万  (厂商指导价 15.98万),当前油耗,8L/100km,购入用途,上班,爱车简评,动力很强，事实上大多时候是在市区跑对动力没要求。起步感觉有点肉。,爱车评价,[最满意],满意这车动力足，价位适中，车型样子好看。,[不满意],唯一不满意的是感觉起步肉，其他都还可以没啥毛病。,[外观],外观好看，简单，商务感强。运动感也可以。,[内饰],没事比较单调，还好吧！不知道怎么才算是跟精致，过的去就行。,[空间],[舒适],空间大，五座家用合适，出差也比较合适，谈业务也有面子。,车内行驶时比较安静，告诉噪音不明显，车稍微有点味道。,,,[操控],操控还行，转向稍微沉点。我觉得受用，有的人又不喜欢。,[性价比],
"
    发表于  2020-09    

      
        
    
    
",性价比高，同等价位车配置应该算最高的，维修保养价格也美丽,https://image1.xcarimg.com/attachments/my/0/30/23/252_120.jpg,pingpingao,新手上路,5.00,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2020-09-01,购车地点,长春华昌菱汽车销售服务有限公司 [吉林省],裸车价格,17.88万  (厂商指导价 19.88万),当前油耗,9L/100km,购入用途,接送小孩,爱车简评,空间足够大，本人买的七座，平时最后一排是放倒的，偶尔人多座椅随时拉起，方便！,爱车评价,[最满意],之前是购置2.0，5座2驱，这次7座2.4四驱欧蓝德的外形似乎也投入了不少日系车都热衷的镀铬材料的圈子里。前脸镀铬包围起来的钢琴漆材料仿佛是对第二代车型“鲨鱼嘴”造型的继承。笔直的腰线一直延伸到尾灯。后部镀铬材料的使用与车头形成呼应，整体来看，欧蓝德的设计感是有的，还是那句话，各花入各眼。对于我来说，空间够大，性价比高，这都是很重要的。,[不满意],之前那两两驱一直老人再开，目前这款四驱七座的刚跑500多公里，没有发现哪里有问题,[外观],干净大气，大灯非常酷，自动夜间行车灯，再不用提醒自己开灯,[内饰],中控屏幕表达，触屏操作简单，USB口方便充电，后排也有，十分贴心设计,,[舒适],,空间大，还有ECO功能，环保功能，视线非常好，座椅舒适,[动力],新车暂时没上高速，2.4动力好启车很快,[操控],多功能方向盘，操作方便，中控屏很大，空调给力,[性价比],
"
    发表于  2020-09    

      
        
    
    
",毫不夸张的来讲，这种驾车体验是很多同等级的车辆都无法比拟的。,https://image1.xcarimg.com/attachments/my/0/30/22/509_120.jpg,l0623hw,新手上路,4.88,外观,5,内饰,4,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2020-05-01,购车地点, [广东省],裸车价格,15.98万  (厂商指导价 15.98万),当前油耗,9L/100km,购入用途,上班,爱车简评,车子隔音效果还可以，只要坐在车里面关上车窗就能享受自己的小世界，在日常生活中还是很实用的。,爱车评价,[最满意],我对这款车子满意的地方太多了，强劲的动力，超低的油耗，足够的空间等都是我的最爱，所以还是很难选出最满意的。,[不满意],因为我们年轻人比较喜欢青春活力的东西嘛，而车子内饰又比较成熟的感觉，我个人又爱好花里胡哨的东西，所以对内饰不太感冒。,[外观],车子的外观设计稍显犀利的感觉，我觉得这点特别对我的胃口。,[内饰],我原来开的车内饰总体是偏工业风的感觉，所以这个还要再适应久一点时间才会适应吧。,[空间],,虽然车型不大，但是它的空间给我的感觉却是中型车的样子。就我们一家人用是足够了的。,,[动力],这款车的动力是不会出错的，至少到目前为止给我的感觉都是很强劲的。这就是大家口中的小钢炮吧，动力实属可以。,[操控],这款车子给我的感受就是指哪打哪的那种，操控起来还是能感觉到不错。,[性价比],
"
    发表于  2020-09    

      
        
    
    
",,https://image1.xcarimg.com/attachments/my/0/30/23/243_120.jpg,njwangux,新手上路,4.75,外观,5,内饰,4,空间,5,舒适,4,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2020-08-01,购车地点,湖南兰天广菱汽车销售有限公司 [湖南省],裸车价格,17万  (厂商指导价 19.88万),当前油耗,9L/100km,购入用途,自驾游,爱车简评,总体还算可以吧，只是担心这款车会不会因为销量低而取消。一辆车总要用个十几年吧。,爱车评价,[最满意],没什么最满意的地方，家里人多，对车的需求变化了。销量起不来还是有原因的。,[不满意],车机还是插U盘的严重差评。360鸡肋，不能设定打转向自动切换，10公里的速度就黑屏，真是聊胜于无啊，没有起到最大化的作用。手机没有地方放，这么大个车感觉空间的使用上不够人性化。行车不会落锁，车窗锁车不会自动升起，其实是没多少钱就可以实现的功能，都被偷偷简配了。低速换挡调教还需要优化，估计是为了省油把低速挡升档很快，结果就是低转速有类似手动挡拖档的声音。内饰跟国产差距明显。,[外观],还可以，没什么吐槽的地方。说不上好看，也说不上难看。,[内饰],感觉是十年前的设计，塑料感明显，需要跟国产车好好学习内饰和电子配置,[空间],[舒适],5人以内好评，七人就一般了，选这款车最大原因是7座，虽然最后排鸡肋。由于天窗是内开的，导致二排高度严重影响被压缩，根本不像这么高的车该有空间，我1.7的个子如果不靠后背坐直都会顶头了。,自己是驾驶员，没法评论，但是所有乘客座位都是手调还是忍不住要吐槽一下。,[动力],满载加速不吃力。超车加速只要舍得踩提速还是很好的。,[操控],转向半径还是比较优秀的，刹车感觉踩起来没那么舒适，感觉踩起来有点涩涩的。,,展开全部
