publish,标题,图片,名称,名称1,评分,评分2,评分3,评分4,评分5,评分6,评分7,评分8,评分9,评分10,评分11,评分12,评分13,评分14,评分15,评分16,评分17,标题18,信息,信息19,信息20,信息21,信息22,信息23,信息24,信息25,信息26,标题27,purpose,标题28,jia_text,信息29,dw_22,dw_23,dw_2330,dw_1,dw_2,dw_131,dw_232,dw_5,dw_533,dw_3,dw_334,dw_4,dw_435,dw_6,dw_636,dw_7,dw_737,dw_8,dw_838,openall
"
    发表于  2021-01    

      
        
    
    
",最满意的就是它的外观，他的线条设计的比较流畅，每个线条所在的部位，都能很好的晨现，这款车时尚运动的特点，让他看起来很阳光很年轻，比较符合我的年龄和性格。,https://image1.xcarimg.com/attachments/my/1/87/87/374_120.jpg,xuser1888737,三星会员,4.38,外观,5,内饰,4,续航,4,空间,4,舒适,5,动力,5,操控,4,性价比,4,购入信息,爱车车型,购入时间,2020/10/1,购车地点,龙岩闽盛丰田汽车销售服务有限公司 [福建省],裸车价格,22万  (厂商指导价 22.58万),续航里程,8km,购入用途,上班,爱车简评,很快就能熟悉它了，并且特别好开，方向很准确，方向盘的力度也是刚刚好那种。,爱车评价,[最满意],[不满意],如果说不满意，那就是它的内饰，我觉得他那是配置稍微差了一点，觉得不够上档次。,[外观],[内饰],外观还是挺漂亮的，非常符合当下年轻人的审美，这款车给我的感觉充满着年轻有朝气。而且轮毂的设计也比较有特点，细节处理的也很到位。,内饰感觉有点不太好，档次稍微有点低。现在的年轻人都比较喜欢追求高档一些的东西，但是内饰上，和它外观相比，有点差强人意。,,,[空间],空间上的表现，也很不错，虽然说不是特别的宽敞，但是对于我来说，完全的够用，坐在车中，不会感觉，很憋屈，后备箱的大小，对于我而言，也能满足我的日常需求,[舒适],舒适性还是比较舒服的，整体的乘坐感，体验很不错。减震的效果也很理想，车身比较稳定，驾驶起来，没有特别大的颠簸感。,[动力],动力上的表现还是挺满意的，我平常比较喜欢出去游玩，不管什么路段，我都感觉，它的动力很充沛。,[操控],操控也比较简单，对于我来说没有什么难度，这款车的车型不是很大，属于小型SUV，倒车入库，侧方停车，都很容易。,[性价比],选择奕泽，是因为她比较青春时尚，不管是上下班还是旅行，我觉得都很方便，对于刚参加不久的年轻人来说，它的价格也不算太高。,展开全部
"
    发表于  2021-01    

      
        
    
    
",我真的是被动力折服了，没有任何问题，甚至感觉比普通的燃油车还要厉害。,https://image1.xcarimg.com/attachments/my/1/86/18/567_120.jpg,gh1601809999,三星会员,4.5,外观,5,内饰,5,续航,5,空间,4,舒适,4,动力,5,操控,4,性价比,4,购入信息,爱车车型,购入时间,2021/1/1,购车地点,威海大友丰田汽车销售服务有限公司乳山分公司 [山东省],裸车价格,22万  (厂商指导价 22.58万),续航里程,8km,购入用途,上班,爱车简评,车身尺寸比较小，开起来还是比较灵活的，而且这个底盘也比较扎实，实际的操控感受确实没问题。,爱车评价,[最满意],[不满意],不满意的地方那就是舒适性差一点点，主要是避震方面吧。,[外观],[内饰],外观肯定是我最先喜欢上的一点，并且它是一款经典的纯电动车的外观造型，就是那种一眼就能识别出属性的那种外观。,内饰还是比较高级的，因为价格摆在这里，不管是整体的设计还是用料都是相当OK的。,[续航],整体电耗水平挺好的，只要充满电可以开好几天，所以续航能力我不需要去质疑了。,[空间],目前对空间的需求并不是很大，我基本就是上下班、接送女朋友，我一米八的个子乘坐进去没有任何的拥挤感，说明还是很宽敞的。,[舒适],舒适性不错，起码启动的时候特别静音，开车的时候内部环境也十分的舒适。只是后排的避震似乎差了点。,[动力],我之前对电动车不是很了解，所以对动力一直保持一个比较怀疑的态度。但是实际驾驶起来我觉得纯电动车的动力优势很大，不仅静音，而且整体加速比较流畅，后续的动力也比较稳定。,[操控],很快就能熟悉它了，并且特别好开，方向很准确，方向盘的力度也是刚刚好那种。,[性价比],根据自己现有的预算来选择车子，但为了未来的一个用车成本问题，我选择了纯电动，女朋友也很支持我，奕泽E进擎成为了我最终的选择。,展开全部
"
    发表于  2021-01    

      
        
    
    
",最满意的地方是这款车的颜值很高，虽然市面上有不少的纯电动车，但是都没有这款车的外观好看，它有一种类似于改装的风格，但又很协调。,https://image1.xcarimg.com/attachments/my/1/87/87/365_120.jpg,xuser1888736,三星会员,4.63,外观,5,内饰,5,续航,5,空间,4,舒适,4,动力,4,操控,5,性价比,5,购入信息,爱车车型,购入时间,2021/1/1,购车地点, [山东省],裸车价格,22万  (厂商指导价 22.58万),续航里程,8km,购入用途,上班,爱车简评,车身尺寸比较小，开起来还是比较灵活的，而且底盘也比较扎实，实际操控感受确实没问题。,爱车评价,[最满意],[不满意],不满意的地方是这款车的价格还是有点贵的，因为当时被这款车的外观迷上了，所以买车的时候也有点冲动，并没有考虑那么多。,[外观],[内饰],外观设计很帅，当然也和燃油版的保持了高度一致，其实我挺喜欢这个车子外观设计的。,内饰布局还是比较喜欢的，看起来非常的简约大气。,[续航],这台车相对来讲还是比较省电的，在开空调的情况下续航能轻轻松松达到380公里左右，实际的续航能力还可以。,[空间],我觉得它的空间完全够用，虽然不是很大，但也不会小，反正也就我自己一个人开车。,[舒适],开起来没有什么太大的噪音，而且座椅的舒适度确实不错。音响的音质也不错。,[动力],动力已经挺好的了，电动车的加速很快，尤其是在起步的时候，爆发性真的很强。,[操控],车身尺寸比较小，开起来还是比较灵活的，而且这个底盘也比较扎实，实际的操控感受确实没问题。,[性价比],平时没有车很不方便，出行都得靠滴滴，就打算买一台车，燃油车拍号太贵了，所以是考虑的电动车。市面上的电动车还是挺多的，但我最终还是选择了奕泽E进擎，因为这款车的外观我觉得是非常好看的，而且配置和操控都挺不错，非常适合我这种女生驾驶。,展开全部
"
    发表于  2021-01    

      
        
    
    
",混动车很厉害，纯电动也不存在问题，我感觉奕泽E的续航能力还是非常强的，同时颜值也非常高，动力很棒，加速很快。,https://image1.xcarimg.com/attachments/my/1/87/87/359_120.jpg,xuser1888735,三星会员,4.38,外观,5,内饰,5,续航,4,空间,4,舒适,5,动力,4,操控,4,性价比,4,购入信息,爱车车型,购入时间,2021/1/1,购车地点, [山东省],裸车价格,22万  (厂商指导价 22.58万),续航里程,8km,购入用途,上班,爱车简评,操作起来很轻松，因为我之前就有了一定的驾驶经验，不管是打方向盘还是观察路况，都有一个很好的条件。,爱车评价,[最满意],[不满意],价格确实挺高的，当时买的时候有点冲动吧，没有考虑那么多，现在想想这个价格确实不低。,[外观],[内饰],外观设计很帅，和燃油版本的保持了高度一致，其实我挺喜欢这个车子的外观设计的，回头率真高,内饰的布局我还是比较喜欢的，看起来非常的简约大气。,[续航],这台车相对来说还是比较省电的，在开空调的情况下能轻轻松松达到380km，实际续航能力还可以。,[空间],我觉得奕泽的空间完全够用，谈不上特别大，但也不算很小，作为正常家用来讲肯定有些吃力，但如果一两个人来用车完全没有问题。,[舒适],开起来没有太大的噪音，而且座椅的舒适度确实不错，音响的音质也确实不错。,[动力],动力已经挺好的，电动车的加速很快，尤其在起步的时候，爆发性真的很强。,[操控],车身尺寸比较小，开起来还是比较灵活的，而且底盘也比较扎实，实际操控感受确实没问题。,[性价比],感觉挺不错的，之前比较看好燃油版的奕泽，之所以这么放心地选择丰田品牌，主要就是丰田的三电系统非常强，毕竟混动都可以做的那么厉害，简单的电动就更不用说了。,展开全部
"
    发表于  2021-01    

      
        
    
    
",让我最为满意的莫过于它的外观了，现在也有不少的纯电动车型，但是这一款外观是我感觉最好的。,https://image1.xcarimg.com/attachments/my/1/87/87/357_120.jpg,xuser1888735,三星会员,4.38,外观,4,内饰,4,续航,5,空间,5,舒适,4,动力,4,操控,5,性价比,4,购入信息,爱车车型,购入时间,2020/5/1,购车地点, [山东省],裸车价格,22万  (厂商指导价 22.58万),续航里程,8km,购入用途,上班,爱车简评,整体的减震效果还是不错，行驶的时候乘客的舒适程度还是蛮好的。而且由于这款车的独特的驱动形式使得它的噪音控制，真的做的是特别好,爱车评价,[最满意],[不满意],不知道是不是通病，纯电动车型的减震似乎都不太好，我在网上看到别人这样说，没想到我自己的也是这样。,[外观],[内饰],外观确实是我的菜，车型包括相关的设计都相当给力，并且丰田的车标也有很高的辨识度。,内饰给我印象比较深刻的就是中控的屏幕，感觉很好用，跟操作手机几乎没有什么区别。,[续航],买了这款车之后我就完全不用考虑油耗问题，这款车虽然是电动的，但动力跟得上节奏，并且有着不错的续航。,[空间],因为我现在是三口之家，所以在乘坐的空间上是完全没有任何压力的。,[舒适],平时的城市里驾驶的时候还是很舒服的，偶尔下乡路不好的话车子还是有一点颠簸的。,[动力],其实家用车能有这样的动力我就满足了，而且我还感觉到纯电动的车型比燃油的动力还要强劲。,[操控],操作起来很轻松，因为我之前就有了一定的驾驶经验，不管是打方向盘还是观察路况，都有一个很好的条件。,[性价比],这款车不管是从外观还是整体的技术上来讲都是非常优秀的，而且纯电的不但环保还很节约成本，所以最后就选择了它。,展开全部
"
    发表于  2021-01    

      
        
    
    
",其实对这款车我满意的点真是特别多，本身是一台新能源的车型，不用担心限号的这个问题，我觉得就已经挺给力的了，这也是我购买它的初衷。实际上奕泽这款车不光光是只有这么一个小小的福利，它的外形一样是非常的漂亮，而且内饰也是特别的精致。不管前车是什么，哪怕就是一台性能超跑都完全不需要紧张，只要注意别蹭到人家就ok。,https://image1.xcarimg.com/attachments/my/1/87/87/345_120.jpg,xuser1888734,三星会员,4.5,外观,5,内饰,4,续航,5,空间,5,舒适,5,动力,4,操控,4,性价比,4,购入信息,爱车车型,购入时间,2021/1/1,购车地点, [重庆市],裸车价格,21万  (厂商指导价 22.58万),续航里程,8km,购入用途,上班,爱车简评,方向盘很轻，原地打轮的时候更轻，跑的速度快了反而沉，设计的很好，方向盘也没有虚位，对于新手小白来说很好上手。,爱车评价,[最满意],[不满意],最不满意的部分其实也是一个老生常谈的问题就是厂家的产能实在是太有限了，排产的思路不知道是怎么想的，我这款奕泽居然等了将近两个月的时间才到手，从订车到最后拿到车，基本上还是已经别人都开上一个月的感觉了。我不太清楚，是单单我这一台出了问题，还是说其他的都搜搜有这个问题，我看论坛反应的人还是比较多的。总而言之，厂家的这个订车和产能的问题我觉得需要解决，不然会限制这一款车的销售以及销量。,[外观],[内饰],外形是非常的精致，而且奕泽的整体的设计风格是有一点像是城市suv的精致越野型的。最让人觉得霸气的就是这个超级威武，有工艺品感觉的汽搜车轮毅，再加上六卡钳的这么一个刹车。还有就是龙脸的感觉也是很漂亮的，很有设计性的。,内饰还不错，中控台的电子换挡杆虽然看起来不是那么精致，但实用性还是蛮好的，配色有一点土气，不过用量还是比较精致的。其实中控的大屏让这款车的科技性还是很明显的，至于其他方面的话，感觉就真的没有那么给力了，比亚迪唐的内饰不是很明显的优点，但也不算差。考虑到整体的价格，我觉得也是可以给个满分的存在。,[续航],平常也就上下班，还没有跑过长途，感觉续航还可以，接近400公里！,[空间],前排空间就不用说太多了，没有车的前排空间是比较憋屈的，这款车最重要的特点就是第二排和第三排的空间使用起来也都没有问题。第二排如果说第三排没人的情况下，那腿部空间可以充分到让你翘二郎腿都没有任何问题。如果第三排要乘坐人的话，那么第二排的座椅和第三排座椅要平衡一下，基本上还是能够做到三四个小时乘坐都不至于憋屈的。不过我买这款车本身就是耽误多实用的，所以空间对我来说不是一个问题。偶尔也能七人使用，我觉得这样还蛮好的。,[舒适],一直以来都是在铺装路面上行驶，但真的没有在那种比较复杂的路况上考验过他，不过奕泽这款车我是作为城市suv使用的，我觉得他的调教也是比较舒适的类型，悬挂相对来说是比较软的那种。虽然轮胎很薄，但是整体的减震效果还是不错，行驶的时候乘客的舒适程度还是蛮好的。而且由于这款车的独特的驱动形式使得它的噪音控制，真的做的是特别好,[动力],这款车的动力我觉得完全不用去质疑，这款车其实已经是老款和新款都在同时销售的车型了。就算是在老款的时候，这款车也是非常非常牛的一款车，而新款确实在四驱这个功能上面也是相当的强劲。，虽然我不敢在弯道上面用很快的速度去考验这款车，但是直线加速方面这款车真的是让你体会到超跑的感觉以及赛车的感觉。只是比较遗憾，没有什么真正的场所能够让我的奕泽达到他的极限。,[操控],不得不说这款车的轮胎还是非常好的，单价非常高，这也是因为它的性能非常好，特别有利于操控。我觉得之所以有这样的一个配备，也是因为它的加速能力实在是太好了，所以需要有一些抓地力比较强的配置。整个车子的调校都有一些类似的感觉，首先方向盘就非常的精准，而且也比较轻盈，这样让操控会变得更加容易起来，也更加精准。而且它的刹车也非常的有利，刹车距离真的很短，很安全的感觉。,[性价比],我开过的车还是蛮多的，因为工作的关系，偶尔经常会接触到一些新车，其实对于我来说，暴力开车已经成为一种习惯了。在加上我们这个城市，本身限号就相对比较严重，所以在我选车的时候，我是第一时间第一反应就选择的新能源的这个范畴。在确定自己的预算绝对是买不起特斯拉的情况下，那肯定还是要买奕泽这个新能源里面排名第二的品牌的。其实算下来，奕泽真的不算是便宜的品牌了，因为它的单价还是比较高的，但是在新能源这个领域，确实它的性价比是非常出色的。,展开全部
"
    发表于  2021-01    

      
        
    
    
",这款车我最满意的就是它的车身颜值啦，尤其是前脸的进气格栅和中网的设计，使得这款车看起来非常的有个性，也非常的有科技感。,https://image1.xcarimg.com/attachments/my/1/87/68/645_120.jpg,gh1610328098,三星会员,4.5,外观,4,内饰,5,续航,4,空间,5,舒适,5,动力,4,操控,4,性价比,5,购入信息,爱车车型,购入时间,2021/1/1,购车地点,中山中裕丰田汽车销售服务有限公司 [广东省],裸车价格,25.36万  (厂商指导价 25.38万),续航里程,374km,购入用途,上班,爱车简评,这款车的舒适度是一级棒，座椅非常的松软，不会显得很硬，而且夏天开车，空调制冷快，音响品质也不错，车内环境很享受。,爱车评价,[最满意],[不满意],目前来说这款车我感觉比较不满意的，就是舒适性这方面给我带来的体验确实比较差劲了。,[外观],[内饰],车身的线条设计非常的流畅，而且这款车整体的设计风格是很有科技感的，不同于其他的SUV车型，显得这款车在市区的回头率和辨识度都是比较高的,内饰的做工非常的精细，但是用料好像是有一点问题，这款车的新车异味比较大。,,,[空间],空间只能说足够我个人的使用，如果说我开这辆车出行，应酬社交的话，就会显得空间比较拥挤了。,[舒适],隔音以及底盘的滤震都是比较差劲的，特别是隔音这方面，在高速上的时候会有特别吵的胎噪以及风噪。,[动力],动力还是比较强劲的，特别是在加速的时候，这款车子会有很明显的推背感，带给我不一样的刺激动力体验。,[操控],操控起来还是比较得心应手的吧，尤其是方向盘的手感就特别的不错，轻重也恰到好处。,[性价比],因为公司的地址搬迁了，而我家又离公司比较远，再加上我个人又一直有一个想买车的想法。刚好也是最近有了解过丰田这个品牌的车型，在4S店看车的时候也看了很多丰田车，但是最令我感到满意的还是这款外观颜值十分有科技感的奕泽。,展开全部
"
    发表于  2021-01    

      
        
    
    
",我最喜欢的地方还是它的颜值，结构非常的明显，尤其侧身的s形线条，非常的有运动属性，再加车头车尾的比列，看上就像一台肌肉跑车，超级带感。,https://image1.xcarimg.com/attachments/my/1/87/66/276_120.jpg,gh1610237557,三星会员,4.5,外观,4,内饰,5,续航,4,空间,5,舒适,4,动力,4,操控,5,性价比,5,购入信息,爱车车型,购入时间,2020/11/1,购车地点,吉林瑞孚丰田汽车销售服务有限公司 [吉林省],裸车价格,25.38万  (厂商指导价 25.38万),续航里程,369km,购入用途,上班,爱车简评,我最喜欢的地方当然是这款车的颜值了，开在大街上非常的吸引眼球。,爱车评价,[最满意],[不满意],这台车唯一让我不满意的地方就是空间问题，后排点空间相对较小一些，不是很宽敞。,[外观],[内饰],这款车的外观是最吸引我的，车身非常有线条感，最重要的还是他的整体比列头长尾短，超级有运动风，每次开出去总感觉自己开了台肌肉跑车。,里面的设计也很合理，看上去单一简约，但是什么都不缺，超大中控屏距离偏向驾驶员，这样更容易操作，整体的材料都非常软，摸着手感很好,,,[空间],前排空间还OK，主要是后排的空间略微小了，做两个180的就差不多了，在做一个就会显得拥挤了。,[舒适],车子的舒适度很好，座椅包裹的非常完美，而且材料很软硬刚刚好，开久了也不会感觉累，车内的空调制冷也很快。,[动力],动力上这款奕泽是2.0的发动机，而且是自吸式，相对涡轮增压，自吸式提速会显得更加平稳，起步还是挺快的，没延迟，开了空调也不会影响车的动力。平时超车速度起的也很快。,[操控],奕泽的操控还是很容易的，它的方向盘半径不大，打轮非常的灵活，而且方向盘的缓冲也不错。,[性价比],我买车太注重颜值了，好看就行，但是给自己预定的价格在15W前后，刚好奕泽匹配，就果断购车了！关键还是颜值够帅。,展开全部
"
    发表于  2021-01    

      
        
    
    
",安全配置厚道，姿态酷似小钢炮，造型非常独特。,https://image1.xcarimg.com/attachments/my/1/87/48/015_120.jpg,gh1609406145,三星会员,4.63,外观,5,内饰,4,续航,5,空间,4,舒适,4,动力,5,操控,5,性价比,5,购入信息,爱车车型,购入时间,2020/9/1,购车地点,厦门中达丰田汽车服务有限公司 [福建省],裸车价格,25.35万  (厂商指导价 25.38万),续航里程,348km,购入用途,上班,爱车简评,我最喜欢的是奕泽的外形了，整体看上去非常的偶有运动感，开出去自驾游真的是一级棒，和以外的suv设计完全变了，非常的有独特感。,爱车评价,[最满意],[不满意],最不满意就是白颜色不耐脏，当时就考虑到好看时尚，没有想到后期打理这么麻烦，得经常的去洗车，否则一身的灰土，太难看了。,[外观],[内饰],很像一辆两门掀背小钢炮。越野风格的车身。,软质材料包裹了车内的大部分面积，摸上去非常的细腻。车内的整个布局还有仿缝线点缀，这样也非常有质感。贯穿整个车内的哑光蓝色点缀条，一直延伸到车门处。为整个空间增添了层次感和运动感。,,,[空间],我是身高1米6。坐在驾驶位，感觉顶部非常空旷。如果身高超过1.85米，那么开这辆车就是肉眼可见的小了。,[舒适],坐垫挺软乎的，腰靠稍微偏硬一些，有点冰火两重天的感觉。,[动力],初段的加速力度不弱，随着速度的稳步攀升，后段的力量感更强，如果在路上超车的话比较抢眼。,[操控],稳健又不失灵活，拐弯时对侧倾处理非常到位，急弯也不在话下，不同的路况，可以说游刃有余。车子油门的调校比较舒服，灵敏度适中，不会出现窜车的现象。,[性价比],我今年26岁，是个女孩子，算比较追求时尚的，觉得这款车子的外形很潮，适合我这个岁数。查了很多资料以后，发现他的颜值，配置，空间，性能都算面面俱到，所以就买了。,展开全部
"
    发表于  2021-01    

      
        
    
    
",油耗很低，造型漂亮，适合年轻人开。动力也比较满意。空间很大。,https://image1.xcarimg.com/attachments/my/1/87/47/748_120.jpg,gh1609398209,三星会员,4.63,外观,4,内饰,5,续航,5,空间,4,舒适,5,动力,4,操控,5,性价比,5,购入信息,爱车车型,购入时间,2020/8/1,购车地点,龙岩闽盛丰田汽车销售服务有限公司 [福建省],裸车价格,25.32万  (厂商指导价 25.38万),续航里程,365km,购入用途,上班,爱车简评,车子空间还可以，本身我的身高也不算太高，买这款车主要是觉得平时能给自己多拉点东西，后备箱的空间还是不错的，总体来说达到了我的要求。,爱车评价,[最满意],[不满意],隔音不是太理想，方向盘有些重，女生开费力气，其他都还算比较满意。,[外观],[内饰],外观很满意，够帅气，尾部设计饱满厚重。侧后方有一个角度看上去还有点像跑车。车漆有点薄，很容易就刮出痕迹。轮毅有点小,内饰符合年轻人审美，干净简洁，出风口是圆形的，很有创意，味道有点，不大，通风几天就没有了。中控台足软包材质，手感不错。,,,[空间],空间很宽敞，我比较胖，前排我调整好后，坐到后排去居然还有一拳的位置，很意外，二排空间也很够用，有三个头枕。储物空间也可以，小的常用物品都能放下。后备箱很大，放几个行李箱没啥问题。,[舒适],奕泽偏运动型，所以悬架硬，颠簸明显，高速行驶时胎噪大。运动风格座椅包裹性良好，舒道度很够，长途开不觉得累。空调操作简单，效果也不错。,[动力],这款车的动力真的很不错，非常顺畅，深踩会有很强的推背感，超车速度很快，即使开空调并且满载也不影响动力。变速换挡积极平顺，没有顿挫感。只有堵车等灯走走停停起步时稍有顿挫。高速上动力更加充沛，源源不断。,[操控],方向盘手感很好，电动助力，容易操控。低速清高速重，没有虚位，指向性也很精准，转弯调头都得心应手。悬挂比较硬，过减速带颠簸还是比较明显的。底盘有些低，很容易剧蹭。,[性价比],性价比高，颜值高，预算之内，基本满足自己需求。自己和爱人都比较喜欢。,展开全部
"
    发表于  2021-01    

      
        
    
    
",性价比很高，这个价位合资车配置了很多安全配置，esp，上坡辅助，胎压监测，还有标配炫酷的日行灯。车子底盘扎实，行驶稳定，还配备了同级别少有的后多连杆独立悬挂。,https://image1.xcarimg.com/attachments/my/1/87/70/346_120.jpg,xuser1887034,三星会员,4.5,外观,4,内饰,5,续航,4,空间,5,舒适,4,动力,5,操控,5,性价比,4,购入信息,爱车车型,购入时间,2020/6/1,购车地点,安利捷（青岛）丰田汽车销售服务有限公司 [山东省],裸车价格,25.25万  (厂商指导价 25.38万),续航里程,325km,购入用途,上班,爱车简评,自己步入工作也有一年的时间了，每天出行也不是很方便，所以就打算着买一个车子来代步，选择丰田奕泽这款车主要是因为车子的外观还是比较好看的。,爱车评价,[最满意],[不满意],车内塑料感很重，显得很廉价。自动启停体验相车内塑料感很重，显得很廉价。自动启停体验相当不舒服，总是被插队，上车就想关掉。车子动力比较肉，自然吸气2.0L确实不能满足这个车重。,[外观],[内饰],外观炫酷，辨识度高，距离很远就能知道这辆车，大灯设计也比较到位很满意了,车内中央扶手跟座椅都很柔软舒适，档次可以。仪表盘显示没太多亮点，行车电脑显示比较多信息，也很直观，还算过得去了。后排有空调出风口，配置良心。异味的话新车放了一段时间跟一些竹炭包，散发的比较快。,,,[空间],后排空间比较满意，腿部达到一拳半，毕竟后多连杆独立悬挂影响了一定空间。后备箱空间大，后排座椅还可以放倒拓展，所以后备箱空间不担心不足。前排储物盒就有点少，手机卡片都找不到好的地方放置。,[舒适],座椅舒服，都是说日系的车子是移动大沙发果然没错呀,[动力],动力家用完全够了，不去赛车，感觉还是比较满意的，推背感十足,[操控],转向清晰，手感舒适，开过一次山路，转弯非常清晰。底盘扎实，非常稳定，有日系的风格。刹车感觉比较软，信心稍微差了点。多连杆独立悬挂调教还是硬了一点，过减速带就感觉明显，好在支撑到位。,[性价比],价格比较实惠，买车之前考虑过朗逸，虽然内饰也没亮点，不过朗逸配置不如来的实际，还有外观要年轻很多，日行灯耐看很多。最重要的一点是老婆特别喜欢丰田这个品牌，比较有高级感，外观也非常时尚。,展开全部
"
    发表于  2021-01    

      
        
    
    
",这款车我最满意的还是它让我觉得开起来很舒服，紧实的底盘不会让你觉得它松散，加减档也没有顿挫感，衔接自然平顺，电子助力的方向盘，转起来非常轻盈，方向也很精准，没有虚位，油门的响应调教的也还不错，开起来会让我觉得非常的灵活，另外，它的外观我也是很喜欢的。,https://image1.xcarimg.com/attachments/my/1/87/66/283_120.jpg,gh1610237675,三星会员,4.63,外观,4,内饰,5,续航,5,空间,5,舒适,4,动力,5,操控,5,性价比,4,购入信息,爱车车型,购入时间,2021/1/1,购车地点,唐山弘德丰田汽车销售服务有限公司 [河北省],裸车价格,25.2万  (厂商指导价 25.38万),续航里程,352km,购入用途,上班,爱车简评,记得当时买车的时候介绍到是10速双传动变速箱，可模拟1个档位，有标准，节能，运动三种驾驶模式，按理说动力应该是非足的，但是开了这么长时间老感觉提速不是很快，计划等保首的时候到店里问一下。,爱车评价,[最满意],[不满意],后排的乘坐空间表现一般，长时间坐着会不舒服，还有一个就是后排因为窗小的原因吧，坐进去会很压抑，光线暗，更会让人产生不舒服的感觉了。,[外观],[内饰],外观的设计我可以说是非常喜欢的，车尾凹凸有致，车头犀利饱满。侧面看去更是动感十足，层次分明，在视觉上还是非常讨人喜欢的。,这款车的内饰设计还是非常人性化的，尤其是中控区域功能按钮这块，使用起来很顺手，符合大部分人的操作逻辑，内饰也很好看，蓝色的装饰条会在你坐进车内时给你眼前一亮的感觉，炮筒仪表更是充满了运动气息。,,,[空间],这款车的空间还是能够满足我的需求的，后备箱大小高度刚好，日常装载一些东西也绰绰有余，在乘坐上，后排空间有些一般，出远门长时间坐着会不舒服，而前排乘坐空间就不一样看，腿部头部留下的剩余空间很多，开车起来还能够伸展一下，不会觉得不舒服。,[舒适],奕泽的舒适性还是不错的，悬挂的调教可以说是软硬适中，在经过减速带时会给人很稳的感觉，在隔音上，也做得非常出色，基本听不到发动机的声音，座椅包裹性也好，长时间坐着也不会觉得累。,[动力],这款车起步还是很快，完全不会有拖沓的感觉，提速的时候也很快，非常平顺，作为一款家用车的话，我觉得还是非常满足我当初的期待了，完全够用。,[操控],因为有了自适应巡航和车道偏离系统，让我在操纵上能够得到非常大的放松，尤其是高速上，更是让我省心不少，减少了开车的疲意感，而且车子开起来也很灵活，很不错。,[性价比],如果非要说现在选这个车，为什么的话就是应该买台车了，但是又不想要太大的，但又喜欢稍微大一点的车子，所以说在纠结的状态下就选定了奕泽,展开全部
