publish,标题,名称,名称1,名称2,评分,评分3,评分4,评分5,评分6,评分7,评分8,评分9,评分10,评分11,评分12,评分13,评分14,评分15,评分16,评分17,评分18,标题19,信息,信息_链接,信息20,信息21,信息22,信息23,信息24,信息25,信息26,信息27,标题28,purpose,purpose29,标题30,jia_text,信息31,标题32,图片,图片33,图片34,图片35,图片36,dw_22,dw_2237,dw_23,dw_2338,dw_1,dw_139,dw_2,dw_240,dw_3,dw_5,dw_341,dw_542,dw_4,dw_443,dw_6,dw_644,dw_7,dw_745,dw_8,dw_846,openall
"
    发表于  2020-03    

      
        
    
    
",上海开隆汽车贸易有限公司 [上海市],https://image1.xcarimg.com/attachments/my/1/83/03/850_120.jpg,xuser1840385,三星会员,4.38,外观,3,内饰,5,续航,5,空间,4,舒适,4,动力,5,操控,5,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m46799/,2019款奥迪Q2L e-tron纯电智享型,购入时间,2020/1/1,购车地点,裸车价格,23.4万  (厂商指导价 23.73万),续航里程,280km,购入用途,购物,接送小孩,爱车简评,车厢内豪华科技感十足，虽然我年纪有点大了，但是还是很喜欢这些新潮的玩意。我买了高配的Q2，就差选装一个氛围灯了，但是车厢内的科技一点都不输其他的同级别车型。,爱车评价,实拍图片,https://img1.xcarimg.com/review/20200327/71471a13d0e0dac8612cb7cb1138c641.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200327/77f013a2c4de76e05e0f720eb8719f5c.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200327/2c66c3b7bf60ffef4d0fff4d00c64581.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200327/ba67e59ca12870a70351004e810157d5.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200327/28b9418d90f10cbb02053b0027b2c55d.jpg-169x127.jpg,[最满意],车厢内豪华科技感十足，虽然我年纪有点大了，但是还是很喜欢这些新潮的玩意。我买了高配的Q2，就差选装一个氛围灯了，但是车厢内的科技一点都不输其他的同级别车型。,[不满意],后备箱的大小一般，感觉有点不够用。好在家里还有其他车子，也挺好的。还有后排视野一般，不是非常通透，空间也只是刚刚够用。,[外观],年轻时尚，小小酷酷的样子非常好看，有点潮流感。车后侧还有熏黑处理，很新颖，很吸引眼球。老婆还特别买一些贴纸拉花，装饰在车上更加的漂亮可爱了。,[内饰],液晶的仪表很细腻，非常有档次非常好看，中控的屏幕也很大，还有倒车影像，日常挪车移库非常好使。麻雀虽小，五脏俱全，说的就是这种感觉，精致但不会太张扬。,[空间],[续航],前排的程度感受很好，空间也比较宽敞，有挺多的空间，日常上车就喜欢把手机掏出来，放到中空台上。就是后备箱的空间有点紧凑，放不了太多东西，日常载个货就比较困难。,车子轻没有任何问题，非常满意经济实惠。续航够用,[舒适],老婆感觉开起来感觉很可以，车子很轻。悬挂挺舒服的，座椅很好坐的，也不会腰酸背痛。不用特别留意减速带，碾过去也很稳重，车厢氛围感觉好舒服。,[动力],车子虽然小，但是发动机动力挺好的，反应很轻快，加速超车很好，很方便。跑高速，虽然后劲不大，但是挺稳定的，不会发飘。,[操控],转向手感很轻，转动起来不费力气。我觉得一台好车就是应该有这个样子，但是反应不是非常快，感觉有发虚。奥迪的车子好像通常就是这样子的。能接受，这也不是什么困扰的问题。,[性价比],这几年经济发展，车子也越来越便宜了。科技感也非常强，考虑到这两年手头比较宽裕，也想换一台车，一开始就像定位台德国的SUV低调一点。原先考虑大众车，但是确实是审美疲劳了，途观途岳，一点新意也没有，内饰也十分的老土。和老婆商量就去看看奥迪，那会儿到4S店看到了Q2L呀，感觉就很合心意，价格还便宜呢。当场就决定买了。,展开全部
"
    发表于  2020-03    

            
    
    
",北京奥吉通汽车销售有限公司  [北京市],https://image1.xcarimg.com/attachments/my/1/83/03/847_120.jpg,xuser1840384,三星会员,4.5,外观,4,内饰,5,续航,4,空间,4,舒适,5,动力,5,操控,5,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m46799/,2019款奥迪Q2L e-tron纯电智享型,购入时间,2020/1/1,购车地点,裸车价格,23.2万  (厂商指导价 23.73万),续航里程,300km,购入用途,上班,,爱车简评,外观设计依然是家族式设计，像个小精灵。巨大的中网以及四个圆圈衬托出了奥迪应有的气势。棱角分明很凶很酷很喜欢。,爱车评价,实拍图片,https://img1.xcarimg.com/review/20200327/d52a88a20ffe35a3ae64248d4c91a2c0.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200327/349a6c4d2078b02202f8f1d2dac9182c.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200327/663e37191075eaabac05e97d2546b667.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200327/db1450f3d807f21b6b1d7bf45b3715b9.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200327/4a6c404a447fdced80976a41a3a867bd.jpg-169x127.jpg,[最满意],动力强，别看排量不大，但是动力很强，很有爆发力。虽然不能说在路上可以飙车，但是想跟人拼一下加速，没问题啊。,[不满意],空间，后排空间很小，如果是四个成年人乘坐这台车，长途行驶真的不是很舒服，这台车设计的时候没怎么考虑过后排乘客。,[外观],外观设计依然是家族式设计，像个小精灵。巨大的中网以及四个圆圈衬托出了奥迪应有的气势。棱角分明很凶很酷很喜欢。,[内饰],内饰的做工上我感觉德国人做的挺好，很年轻，不是奥迪以前那种古板的样子，富有活力以及运动感。,[空间],[续航],空间来说不大，主要是后排空间不大，可能是本身尺寸就小，属于紧凑级的SUV，所以前排空间够用的情况下，后排肯定是会受到影响。,续航不行，也就300多公里吧,[舒适],舒适性还可以，噪音控制的好，只要不是很极限的高转速，发动机声音小。底盘过滤震动处理的也很高级。,[动力],动力上不错，加速很好，只要你肯踩，大多是时候都会很快响应，连续降档，给你最大的动力，一瞬间推背感很强。而且双离合换挡够快够顺。,[操控],操控性特别好，德系车，德国味道，NVH控制的好，转向精准，方向灵活又没有虚位。变道超车，还是高速过弯，支撑性也很好。,[性价比],性价比上这台车在豪华品牌里是挺高的，作为入门级的奥迪，该有的配置都有，而且做工上也体现了豪华品牌的水准。,
"
    发表于  2020-03    

      
        
    
    
",北京奥吉通汽车销售有限公司  [北京市],https://image1.xcarimg.com/attachments/my/1/83/02/607_120.jpg,xuser1840260,三星会员,4.5,外观,4,内饰,4,续航,5,空间,4,舒适,4,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m46799/,2019款奥迪Q2L e-tron纯电智享型,购入时间,2020/1/1,购车地点,裸车价格,22万  (厂商指导价 23.73万),续航里程,200km,购入用途,上班,接送小孩,爱车简评,车厢内豪华科技感十足，虽然我年纪有点大了，但是还是很喜欢这些新潮的玩意。我买了高配的Q2，就差选装一个氛围灯了，但是车厢内的科技一点都不输其他的同级别车型。,爱车评价,实拍图片,https://img1.xcarimg.com/review/20200326/65153a5c563c07ab9dcac6e4f7738785.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200326/17510412e8ab75f66a1384993af7a2bf.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200326/c096ff957005d4f60378f85007450098.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200326/b08bbf60fbf8a7baa39b326d76c35c77.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200326/68ae91f6ecb14d771d956ceef519cf36.jpg-169x127.jpg,[最满意],车厢内豪华科技感十足，虽然我年纪有点大了，但是还是很喜欢这些新潮的玩意。我买了高配的Q2，就差选装一个氛围灯了，但是车厢内的科技一点都不输其他的同级别车型。,[不满意],后备箱的大小一般，感觉有点不够用。好在家里还有其他车子，也挺好的。还有后排视野一般，不是非常通透，空间也只是刚刚够用。,[外观],年轻时尚，小小酷酷的样子非常好看，有点潮流感。车后侧还有熏黑处理，很新颖，很吸引眼球。老婆还特别买一些贴纸拉花，装饰在车上更加的漂亮可爱了。,[内饰],液晶的仪表很细腻，非常有档次非常好看，中控的屏幕也很大，还有倒车影像，日常挪车移库非常好使。麻雀虽小，五脏俱全，说的就是这种感觉，精致但不会太张扬。,[空间],[续航],前排的程度感受很好，空间也比较宽敞，有挺多的空间，日常上车就喜欢把手机掏出来，放到中空台上。就是后备箱的空间有点紧凑，放不了太多东西，日常载个货就比较困难。,车子轻没有任何问题，非常满意经济实惠。续航够用,[舒适],老婆感觉开起来感觉很可以，车子很轻。悬挂挺舒服的，座椅很好坐的，也不会腰酸背痛。不用特别留意减速带，碾过去也很稳重，车厢氛围感觉好舒服。,[动力],车子虽然小，但是发动机动力挺好的，反应很轻快，加速超车很好，很方便。跑高速，虽然后劲不大，但是挺稳定的，不会发飘。,[操控],转向手感很轻，转动起来不费力气。我觉得一台好车就是应该有这个样子，但是反应不是非常快，感觉有发虚。奥迪的车子好像通常就是这样子的。能接受，这也不是什么困扰的问题。,[性价比],这几年经济发展，车子也越来越便宜了。科技感也非常强，考虑到这两年手头比较宽裕，也想换一台车，一开始就像定位台德国的SUV低调一点。原先考虑大众车，但是确实是审美疲劳了，途观途岳，一点新意也没有，内饰也十分的老土。和老婆商量就去看看奥迪，那会儿到4S店看到了Q2L呀，感觉就很合心意，价格还便宜呢。当场就决定买了。,展开全部
"
    发表于  2020-03    

      
        
    
    
",北京奥吉通汽车销售有限公司  [北京市],https://image1.xcarimg.com/attachments/my/1/83/02/604_120.jpg,xuser1840260,三星会员,4.5,外观,5,内饰,5,续航,5,空间,4,舒适,4,动力,4,操控,4,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m46799/,2019款奥迪Q2L e-tron纯电智享型,购入时间,2020/1/1,购车地点,裸车价格,21万  (厂商指导价 23.73万),续航里程,240km,购入用途,上班,接送小孩,爱车简评,外观设计很符合我的审美，大嘴格栅气势十足，C柱的撞色饰板很酷，我很喜欢。,爱车评价,实拍图片,https://img1.xcarimg.com/review/20200326/e743898c23b9b6b0c35c157d7c7e9ac4.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200326/90eb99cd1277dbfa9da2c9294697d2ea.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200326/43f8142490356bd0cb8580940178eccf.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200326/5e104181ac6f5aa73cf1a4d6c6606899.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200326/46042ee97588769ada72e03de2bca9c5.jpg-169x127.jpg,[最满意],满意的地方当然是充满动感的外观设计了，尤其是亮黑的轮毂、后视镜和进气中网搭配起来看着特别的酷，后排还采用隐私玻璃，贴膜都省钱了，尾部单边双出的排气看着很运动，就是尾灯的造型感觉还是有大众POLO的影子。,[不满意],不满意的地方主要体现在两个方面，一个就是内饰座椅材质居然是布的，看着太不显档次感了，再有就是双离合的变速箱在市区内堵车的情况下缓行有些许的不平顺。,[外观],外观是我最满意的地方了，我觉得这辆车就是为年轻人设计打造的。,[内饰],内饰的做工还是很精致的，科技感的营造上面奥迪是老手了，唯一让我不是很满意的就是原厂的座椅材质居然是布的，看着很不显档次。,[空间],,因为平时就是我自己上下班用车，空间方面完全够用，偶尔坐上几个亲友和同事大家也都觉得还可以，后备箱的空间很规整，装载能力也很不错。,,[舒适],舒适性方面Q2L做的也很不错，底盘对于路面的震动和颠簸过滤的比较到位，整体的隔音做的也很好，座椅的舒适性也符合我的身形。,[动力],1.4T的发动机能带给你150马力的动力体验，日常市区内驾驶完全够用了。,[操控],操控方面让我觉得不是很满意的地方就是在堵车缓慢行驶的时候变速箱油顿挫感，不是很平顺，如果车速上来之后就消失了，这点不是很满意。,[性价比],性价比这个问题就是一人一个想法，我觉得在目前优惠力度比较大的情况下，能买到一个豪华品牌的SUV车型，外观靓丽，我觉得很值。,展开全部
"
    发表于  2020-03    

            
    
    
",天津市中乒北奥汽车销售服务有限公司 [天津市],https://image1.xcarimg.com/attachments/my/1/83/02/553_120.jpg,xuser1840255,三星会员,4.5,外观,3,内饰,5,续航,5,空间,5,舒适,4,动力,5,操控,5,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m46799/,2019款奥迪Q2L e-tron纯电智享型,购入时间,2019/4/1,购车地点,裸车价格,23万  (厂商指导价 23.73万),续航里程,260km,购入用途,上班,,爱车简评,外观设计依然是家族式设计，像个小精灵。巨大的中网以及四个圆圈衬托出了奥迪应有的气势。棱角分明很凶很酷很喜欢。,爱车评价,实拍图片,https://img1.xcarimg.com/review/20200326/fbb312cc7a592675c3f959b649bc6342.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200326/7d7f114d15085da7d0baf9517567532c.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200326/ccc3fd4be300a0786774ff9bf31561d8.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200326/1b0925190f3c70f1f7812b3c7b9970ce.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200326/01217565c090e90a3308e4066af872b7.jpg-169x127.jpg,[最满意],动力强，别看排量不大，但是动力很强，很有爆发力。虽然不能说在路上可以飙车，但是想跟人拼一下加速，没问题啊。,[不满意],空间，后排空间很小，如果是四个成年人乘坐这台车，长途行驶真的不是很舒服，这台车设计的时候没怎么考虑过后排乘客。,[外观],外观设计依然是家族式设计，像个小精灵。巨大的中网以及四个圆圈衬托出了奥迪应有的气势。棱角分明很凶很酷很喜欢。,[内饰],内饰的做工上我感觉德国人做的挺好，很年轻，不是奥迪以前那种古板的样子，富有活力以及运动感。,[空间],[续航],空间来说不大，主要是后排空间不大，可能是本身尺寸就小，属于紧凑级的SUV，所以前排空间够用的情况下，后排肯定是会受到影响。,续航不行，也就200多公里吧,[舒适],舒适性还可以，噪音控制的好，只要不是很极限的高转速，发动机声音小。底盘过滤震动处理的也很高级。,[动力],动力上不错，加速很好，只要你肯踩，大多是时候都会很快响应，连续降档，给你最大的动力，一瞬间推背感很强。而且双离合换挡够快够顺。,[操控],操控性特别好，德系车，德国味道，NVH控制的好，转向精准，方向灵活又没有虚位。变道超车，还是高速过弯，支撑性也很好。,[性价比],性价比上这台车在豪华品牌里是挺高的，作为入门级的奥迪，该有的配置都有，而且做工上也体现了豪华品牌的水准。,
"
    发表于  2020-03    

      
        
    
    
",天津中升汇迪汽车销售有限公司 [天津市],https://image1.xcarimg.com/attachments/my/1/82/99/277_120.jpg,xuser1839927,三星会员,4.63,外观,4,内饰,5,续航,5,空间,5,舒适,5,动力,5,操控,4,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m46799/,2019款奥迪Q2L e-tron纯电智享型,购入时间,2019/10/1,购车地点,裸车价格,23万  (厂商指导价 23.73万),续航里程,200km,购入用途,上班,,爱车简评,外观设计很符合我的审美，大嘴格栅气势十足，C柱的撞色饰板很酷，我很喜欢。,爱车评价,实拍图片,https://img1.xcarimg.com/review/20200324/66f297bf73bd0e78a79577fe79cb0cc9.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200324/d781e11b42e2569fb8b3ffcdd9572775.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200324/c625c455a55733be60bf9ec14c80f9c2.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200324/d1780855abb9c89e221f0cf2440d7ef1.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200324/cb79d380c07babe587e7ad3a87eee569.jpg-169x127.jpg,[最满意],满意的地方当然是充满动感的外观设计了，尤其是亮黑的轮毂、后视镜和进气中网搭配起来看着特别的酷，后排还采用隐私玻璃，贴膜都省钱了，尾部单边双出的排气看着很运动，就是尾灯的造型感觉还是有大众POLO的影子。,[不满意],不满意的地方主要体现在两个方面，一个就是内饰座椅材质居然是布的，看着太不显档次感了，再有就是双离合的变速箱在市区内堵车的情况下缓行有些许的不平顺。,[外观],外观是我最满意的地方了，我觉得这辆车就是为年轻人设计打造的。,[内饰],内饰的做工还是很精致的，科技感的营造上面奥迪是老手了，唯一让我不是很满意的就是原厂的座椅材质居然是布的，看着很不显档次。,[空间],,因为平时就是我自己上下班用车，空间方面完全够用，偶尔坐上几个亲友和同事大家也都觉得还可以，后备箱的空间很规整，装载能力也很不错。,,[舒适],舒适性方面Q2L做的也很不错，底盘对于路面的震动和颠簸过滤的比较到位，整体的隔音做的也很好，座椅的舒适性也符合我的身形。,[动力],1.4T的发动机能带给你150马力的动力体验，日常市区内驾驶完全够用了。,[操控],操控方面让我觉得不是很满意的地方就是在堵车缓慢行驶的时候变速箱油顿挫感，不是很平顺，如果车速上来之后就消失了，这点不是很满意。,[性价比],性价比这个问题就是一人一个想法，我觉得在目前优惠力度比较大的情况下，能买到一个豪华品牌的SUV车型，外观靓丽，我觉得很值。,展开全部
"
    发表于  2020-03    

      
        
    
    
",上海永达汽车浦东销售服务有限公司 [上海市],https://image1.xcarimg.com/attachments/my/1/82/99/242_120.jpg,xuser1839924,三星会员,4.63,外观,5,内饰,5,续航,4,空间,5,舒适,5,动力,5,操控,4,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m46799/,2019款奥迪Q2L e-tron纯电智享型,购入时间,2019/10/1,购车地点,裸车价格,23.1万  (厂商指导价 23.73万),续航里程,200km,购入用途,上班,,爱车简评,车厢内豪华科技感十足，虽然我年纪有点大了，但是还是很喜欢这些新潮的玩意。我买了高配的Q2，就差选装一个氛围灯了，但是车厢内的科技一点都不输其他的同级别车型。,爱车评价,实拍图片,https://img1.xcarimg.com/review/20200324/43d856652da90dde921a8494d3b059ea.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200324/c21c17bf597c934d56338a6f315c478f.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200324/22dd244efbe4fa3014fd6ae2616df478.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200324/afcfabc806ef741b2025a390d2b22c78.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200324/838fab40ef215b8c96abe3d62fbd2429.jpg-169x127.jpg,[最满意],车厢内豪华科技感十足，虽然我年纪有点大了，但是还是很喜欢这些新潮的玩意。我买了高配的Q2，就差选装一个氛围灯了，但是车厢内的科技一点都不输其他的同级别车型。,[不满意],后备箱的大小一般，感觉有点不够用。好在家里还有其他车子，也挺好的。还有后排视野一般，不是非常通透，空间也只是刚刚够用。,[外观],年轻时尚，小小酷酷的样子非常好看，有点潮流感。车后侧还有熏黑处理，很新颖，很吸引眼球。老婆还特别买一些贴纸拉花，装饰在车上更加的漂亮可爱了。,[内饰],液晶的仪表很细腻，非常有档次非常好看，中控的屏幕也很大，还有倒车影像，日常挪车移库非常好使。麻雀虽小，五脏俱全，说的就是这种感觉，精致但不会太张扬。,[空间],,前排的程度感受很好，空间也比较宽敞，有挺多的空间，日常上车就喜欢把手机掏出来，放到中空台上。就是后备箱的空间有点紧凑，放不了太多东西，日常载个货就比较困难。,,[舒适],老婆感觉开起来感觉很可以，车子很轻。悬挂挺舒服的，座椅很好坐的，也不会腰酸背痛。不用特别留意减速带，碾过去也很稳重，车厢氛围感觉好舒服。,[动力],车子虽然小，但是发动机动力挺好的，反应很轻快，加速超车很好，很方便。跑高速，虽然后劲不大，但是挺稳定的，不会发飘。,[操控],转向手感很轻，转动起来不费力气。我觉得一台好车就是应该有这个样子，但是反应不是非常快，感觉有发虚。奥迪的车子好像通常就是这样子的。能接受，这也不是什么困扰的问题。,[性价比],这几年经济发展，车子也越来越便宜了。科技感也非常强，考虑到这两年手头比较宽裕，也想换一台车，一开始就像定位台德国的SUV低调一点。原先考虑大众车，但是确实是审美疲劳了，途观途岳，一点新意也没有，内饰也十分的老土。和老婆商量就去看看奥迪，那会儿到4S店看到了Q2L呀，感觉就很合心意，价格还便宜呢。当场就决定买了。,展开全部
"
    发表于  2020-03    

            
    
    
",天津港保税区捷丰国际贸易有限公司 [天津市],https://image1.xcarimg.com/attachments/my/1/82/99/201_120.jpg,xuser1839920,三星会员,4.5,外观,5,内饰,4,续航,4,空间,4,舒适,4,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m46799/,2019款奥迪Q2L e-tron纯电智享型,购入时间,2019/10/1,购车地点,裸车价格,23万  (厂商指导价 23.73万),续航里程,230km,购入用途,上班,,爱车简评,外观设计依然是家族式设计，像个小精灵。巨大的中网以及四个圆圈衬托出了奥迪应有的气势。棱角分明很凶很酷很喜欢。,爱车评价,实拍图片,https://img1.xcarimg.com/review/20200324/7bc4287056ec41078454efd35749b35a.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200324/759f5801791d55935d3e4e19b12e4adc.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200324/ec8d80b4fffb08dd8a8041a138534082.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200324/8e475203a5e8167d19774bedf600706d.jpg-169x127.jpg,https://img1.xcarimg.com/review/20200324/63aeb296f2efd2b973ada09f60400f1a.jpg-169x127.jpg,[最满意],动力强，别看排量不大，但是动力很强，很有爆发力。虽然不能说在路上可以飙车，但是想跟人拼一下加速，没问题啊。,[不满意],空间，后排空间很小，如果是四个成年人乘坐这台车，长途行驶真的不是很舒服，这台车设计的时候没怎么考虑过后排乘客。,[外观],外观设计依然是家族式设计，像个小精灵。巨大的中网以及四个圆圈衬托出了奥迪应有的气势。棱角分明很凶很酷很喜欢。,[内饰],内饰的做工上我感觉德国人做的挺好，很年轻，不是奥迪以前那种古板的样子，富有活力以及运动感。,[空间],[续航],空间来说不大，主要是后排空间不大，可能是本身尺寸就小，属于紧凑级的SUV，所以前排空间够用的情况下，后排肯定是会受到影响。,续航不行，也就200多公里吧,[舒适],舒适性还可以，噪音控制的好，只要不是很极限的高转速，发动机声音小。底盘过滤震动处理的也很高级。,[动力],动力上不错，加速很好，只要你肯踩，大多是时候都会很快响应，连续降档，给你最大的动力，一瞬间推背感很强。而且双离合换挡够快够顺。,[操控],操控性特别好，德系车，德国味道，NVH控制的好，转向精准，方向灵活又没有虚位。变道超车，还是高速过弯，支撑性也很好。,[性价比],性价比上这台车在豪华品牌里是挺高的，作为入门级的奥迪，该有的配置都有，而且做工上也体现了豪华品牌的水准。,
"
    发表于  2019-12    

      
        
    
    
", [北京市],https://image1.xcarimg.com/attachments/my/0/30/23/863_120.jpg,huohua2738f6,新手上路,3.88,外观,5,内饰,5,续航,5,空间,3,舒适,1,动力,5,操控,5,性价比,2,购入信息,爱车车型,https://newcar.xcar.com.cn/m46799/,2019款奥迪Q2L e-tron纯电智享型,购入时间,2019/12/1,购车地点,裸车价格,20万  (厂商指导价 23.73万),续航里程,250km,购入用途,上班,,爱车简评,空间前排还行，后排就有点挤了，反正俩人坐是正好。四个人坐二氧化碳加热充分，五个人坐那就容易抑郁。,爱车评价,,,,,,,[最满意],1、车的减震非常不错2、4S店的服务很好3、厂家优惠力度较大,[不满意],续航真的是绝了，致命缺点没有之一，说是按照NEDC测试能跑230～240公里，但是这是在不开空调的前提下，可冬天和夏天不开空调完全不可能呀。更奇葩的是，只要一按吹风键，就算是不开空调，一样里程减半，原本显示两百多续航，直接降到150以下。续航短的唯一解决方案就是频繁充电，但是家里没装充电桩就很尴尬。去周边有充电桩的地方充电，都得收停车费，北京的停车费都贵的要死，想找个免费停车充电的地方可以说痴人说梦。而且有些停车场上面标的有充电桩，但是属于私人小区压根不让进。又不敢频繁使用直流电充电，使用交流电充电一晚上停车费就一百多，开车空调在北京市内开估计两三天就得充一回。因此家里没有充电桩的话，续航短的电车花费堪比燃油车加油，感觉没比燃油车省多少。冬天开车不敢开暖气，本来想装个座椅加热一看这个电掉的太离谱了还是算了。结果特别害怕一个人开车出去因为太冷了，因为人多的时候能考二氧化碳发热，一个人自身供热不足。就感觉自己买了一台长着四个轮子的冰箱，坐在冰箱里开车别提自己有做保鲜，高兴到鱼尾纹都能冻出来。,[外观],好看，好不夸张是真的好看，尤其是鹦鹉蓝这个颜色。,[内饰],对内饰向来没啥注重的，但是奥迪的内饰真的不错，暖光灯，皮布座椅，都是加分项。,[空间],,空间前排还行，后排就有点挤了，反正俩人坐是正好。四个人坐二氧化碳加热充分，五个人坐那就容易抑郁。,,[舒适],不开空调冷死，什么舒适也体会不到。这还没到夏天呢，不敢想夏天会怎么样。,[动力],电动车的动力都很强没的说，百米加速虽然没像特斯拉和蔚来那么神，但是也够用了,[操控],奥迪的操控很灵活，这点还是很喜欢的，可以说指哪打哪,[性价比],如果不是续航我给5颗星，但是如果考虑到续航，这车真不建议家里装不了充电桩的买,展开全部
"
    发表于  2019-12    

      
        
    
    
", [北京市],https://image1.xcarimg.com/attachments/my/0/30/86/239_120.jpg,jonathanbit5,新手上路,3.88,外观,5,内饰,5,续航,5,空间,3,舒适,1,动力,5,操控,5,性价比,2,购入信息,爱车车型,https://newcar.xcar.com.cn/m46799/,2019款奥迪Q2L e-tron纯电智享型,购入时间,2019/12/1,购车地点,裸车价格,20万  (厂商指导价 23.73万),续航里程,250km,购入用途,上班,,爱车简评,如果不是续航我给5颗星，但是如果考虑到续航，这车真不建议家里装不了充电桩的买,爱车评价,,,,,,,[最满意],1、车的减震非常不错2、4S店的服务很好3、厂家优惠力度较大,[不满意],续航真的是绝了，致命缺点没有之一，说是按照NEDC测试能跑230～240公里，但是这是在不开空调的前提下，可冬天和夏天不开空调完全不可能呀。更奇葩的是，只要一按吹风键，就算是不开空调，一样里程减半，原本显示两百多续航，直接降到150以下。续航短的唯一解决方案就是频繁充电，但是家里没装充电桩就很尴尬。去周边有充电桩的地方充电，都得收停车费，北京的停车费都贵的要死，想找个免费停车充电的地方可以说痴人说梦。而且有些停车场上面标的有充电桩，但是属于私人小区压根不让进。又不敢频繁使用直流电充电，使用交流电充电一晚上停车费就一百多，开车空调在北京市内开估计两三天就得充一回。因此家里没有充电桩的话，续航短的电车花费堪比燃油车加油，感觉没比燃油车省多少。冬天开车不敢开暖气，本来想装个座椅加热一看这个电掉的太离谱了还是算了。结果特别害怕一个人开车出去因为太冷了，因为人多的时候能考二氧化碳发热，一个人自身供热不足。就感觉自己买了一台长着四个轮子的冰箱，坐在冰箱里开车别提自己有做保鲜，高兴到鱼尾纹都能冻出来。,[外观],好看，好不夸张是真的好看，尤其是鹦鹉蓝这个颜色。,[内饰],对内饰向来没啥注重的，但是奥迪的内饰真的不错，暖光灯，皮布座椅，都是加分项。,[空间],,空间前排还行，后排就有点挤了，反正俩人坐是正好。四个人坐二氧化碳加热充分，五个人坐那就容易抑郁。,,[舒适],不开空调冷死，什么舒适也体会不到。这还没到夏天呢，不敢想夏天会怎么样。,[动力],电动车的动力都很强没的说，百米加速虽然没像特斯拉和蔚来那么神，但是也够用了,[操控],奥迪的操控很灵活，这点还是很喜欢的，可以说指哪打哪,[性价比],如果不是续航我给5颗星，但是如果考虑到续航，这车真不建议家里装不了充电桩的买,展开全部
