publish,标题,名称,名称1,名称2,评分,评分3,评分4,评分5,评分6,评分7,评分8,评分9,评分10,评分11,评分12,评分13,评分14,评分15,评分16,评分17,评分18,标题19,信息,信息_链接,信息20,信息21,信息22,信息23,信息24,信息25,信息26,信息27,信息28,标题29,标题30,信息31,图片,图片32,图片33,图片34,dw_22,dw_2235,dw_23,dw_2336,dw_1,dw_137,dw_2,dw_238,dw_3,dw_339,dw_4,dw_440,dw_5,dw_7,dw_541,dw_742,dw_6,dw_8,dw_643,dw_844,up_链接,up
"
    发表于  2019-06    

      
        
    
    
",外观对喜欢的人来说，满分，不喜欢的就另说了。颜色搭配，色彩美学等等，和国内品牌比，两个概念,https://image1.xcarimg.com/attachments/my/0/30/74/660_120.jpg,kent28hz02,新手上路,4.88,外观,5,内饰,5,空间,4,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m36518/,2018款领克01混动1.5T PHEV 劲Pro 国V,购入时间,2018/11/1,购车地点, [广东省],裸车价格,22.98万  (厂商指导价 23.68万),当前油耗,7L/100km,购入用途,,爱车评价,,,,,[最满意],我是外貌协会的，领克01的外观非常好看，颜值非常高，领克01前脸看起来非常高大上。两侧的LED大灯造型非常酷炫，远看近看非常漂亮。其次是他的混动模式电起步的那一瞬间推背感非常强烈。,[不满意],因为是油电混合的，底下有一组电池，后排中间位置那个储物箱在那显得很碍事，特别是后排坐3个人的时候中间的乘客很尴尬。还有就是没整个电4驱，所以有点小遗憾。,[外观],北极之光的日行灯加上霸气的前脸非常好看，越看越好看，全车LED灯光家上转向辅助灯，电动折叠后视镜，电动尾箱，功能还是非常多的，就不一一介绍了。总之领克01的外观深的我心,[内饰],进入车里首先映入眼帘的是10.25英寸的智能液晶仪表。再有就是10.2英寸的中央触控屏智能车机，全景大天窗，迷你电子档把，电子手刹一键修车按键，以及切换驾驶模式旋钮。内饰设计偏向于驾驶人使得感觉副驾空间会小，其实副驾空间没有小。10.25英寸智能液晶仪表10.2英寸的中央触控屏车机迷你档把，电子手刹,[空间],前排空间很好，后排由于中间的储物箱让人感觉空间瞬间变小了，但是对于4口之家够用了，就是有时候满人的时候感觉有点点小挤。乘坐空间：本人182cm，中等身材，坐在后排感觉还不错，腿部空间跟顶部空间都还ok,[舒适],座椅使用环抱式的坐舱加上配备的电动调节腰部支撑，座椅通风，座椅加热，座椅记忆，这些功能都比较实用。有了腰部支撑，连续开车时间久了也不会觉得很累。虽然不是很累，还是不要疲劳驾驶。,,[操控],,多功能的方向盘加上电子助力，语音助手的识别还是不错的，识别准确率很高，只要在车上说出hello领克就可以把语音助手唤醒，或者按下多功能方向盘上的语音键也可以唤醒语音功能，欢迎语音功能后只要你说出导航到什么地方，车机基本上都可以为你找到你想要去的地方并且规划好路线，这个功能彻底可以解放我们用手去点击屏幕输入地址导航等繁琐操作，非常的人性化，语音助手可以为你实现很多功能，比如播放什么音乐，调节空调等等，具体还有什么功能等后续慢慢体会。本车自带的很多功能如自动泊车，车道保持，车道偏离预警，盲点监测，电子手刹，自动驻车，自动刹车，定速巡航、acc自适应巡航，特别是自动刹车有时候遇到前车突然急刹自己都还没反应过来自动刹车已经给你刹停了，就这一个小小的功能帮我躲避了好几次的事故。领克在操控跟安全方面确实做的很好，为它点赞,[动力],[性价比],1.5T加上电机的动力官方给的数据是0-100公里加速7.3秒，本人也没有去具体测试过，但是总体开起来的提速各方面都很好，动力响应也挺不错，超车也没压力。,性价比还是蛮高的，性能方面也很好，安全方面也做的非常到位，该有的功能几乎都齐了。个人感觉同等价位里的油电混合车性价比非常高了。,javascript:;,展开全部
"
    发表于  2019-05    

      
        
    
    
",我选的是黑色配灰色的内饰搭配，整体搭配很协调，也不会沉闷死板。材料选用了环保材料这也是一亮点。,https://image1.xcarimg.com/attachments/my/0/29/77/964_120.jpg,8ktay,新手上路,4.88,外观,4,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m41509/,2018款领克01混动1.5T PHEV 劲 国V,购入时间,2019/3/1,购车地点, [上海市],裸车价格,20.98万  (厂商指导价 21.68万),当前油耗,6L/100km,购入用途,,爱车评价,,,,,[最满意],安全配置很全面，有主动安全控制系统，配置高，终身免费4G，节油性能好，如果可以每天充电的话真的很实惠。————老婆大人的分界线———-不管外观还是内饰都！真的很好看啊！全景天窗可能是不太实用，可是为什么它能有一点点满足我的浪漫情怀呢？说不定某天可以看星星啊！轮子不好看？我没感觉呃～不爆胎的话我就不会管它～天天见的是中控台啦～满意！！,[不满意],导航没有手机导航好用，可能需要升级一下。50公里纯电不太够用，能有100就更惬意了。车身有点宽，右前方盲区较大。————老婆大人的分界线———-作为一个女司机，导航多么重要你们这些程序猿能够理解到嘛？？！可是这款车载导航有多抽抽你们知道嘛？明明在主路开的好好的，自己跳到辅路上去了？WTF？在高架上怎么左转？你转一个我看看！除了导航系统抽抽以外，50KM的电力续航真的不太够，而且停车熄火状态下电力也会慢慢消耗掉…它们去哪里了？？？,[外观],外观耐看，01属于比较耐看的，尾灯加分。风火轮看习惯了也还好。商场充电一次，特来电的慢充，2.1元一度电，有点小贵。很方便车头很霸气了吧～宽的很有个性～车灯凸起稍微有点挡视线。银灰色非常沉稳大气，但是小区停一下很容易看到各种灰尘。,[内饰],基本无太大异味，内饰北欧风格，我喜欢。装饰板很有科技感也动感十足六边形饰面会随着光线变换成蓝色中控很简洁，大屏相当讨喜了。但是空调按钮有点多余的感觉，因为触摸屏上均可操作，电量保持需要每次重新点杯架有2个～还有卡扣防止杯子滑倒，可滑动手托。,[空间],前排空间乘坐感受很好，后排中间位置可以接受。后备箱使用方便，够用。,[舒适],前排座椅感受不错，后排除了中间也相对舒适。180以下坐中间完全没问题。车内听风燥能接受，路感很清楚，过坎不跳，一次过，这个很不错。,,[操控],,操控辅助系统多样，方向灵活，对女司机友好，主动刹车系统介入可以救命。刹车不是很线性，有点突兀感。,[动力],[性价比],发动机非常安静了起步速度快，动力充沛，只要想加速，一直有动力，油电混合车的优势明显。油电，根据模式不同自动切换，低速度电，高速度切换到油。,这个车性价比很不错，终身免费质保给力,javascript:;,展开全部
"
    发表于  2019-05    

      
        
    
    
",买她的原因就是内饰做工好，比很多合资车到位！音箱效果不错，听说这是曼哈顿旗下品牌，这个不懂！,https://image1.xcarimg.com/attachments/my/0/30/74/675_120.jpg,qisi56jls,新手上路,4.75,外观,5,内饰,5,空间,5,舒适,4,油耗,5,动力,5,操控,5,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m36518/,2018款领克01混动1.5T PHEV 劲Pro 国V,购入时间,2019/1/1,购车地点, [浙江省],裸车价格,22.98万  (厂商指导价 23.68万),当前油耗,6L/100km,购入用途,,爱车评价,,,,,[最满意],外观效果棒，回头率高；各种用料比较扎实环保，漆面工艺媲美高端汽车；混动技术，节省用车成本。终身质保，还可以免费绿牌。,[不满意],车机系统有待提高，系统音乐更新缓慢，4S售后技术有待提升。,[外观],外观对喜欢的人来说，满分，不喜欢的就另说了。颜色搭配，色彩美学等等，和国内品牌比，两个概念,[内饰],用料很好，比较环保，做工也比较精细~但是要吐槽车机系统的使用感受比较卡顿，有待升级,[空间],空间比较满意，不小，也不会大到哪里去，后排有个凸起，比较尴尬前排后排后排凸起，反正不会满座，也无所谓了。这个是电池放置区域。,[舒适],座椅和日系比，硬了点。窝窝也这样，可能是理念问题。作为SUV，这个舒适性很OK了。油电切换和一起工作的时候有那么点顿挫，还有发动机声音和振动还是有一点的，不过就在开启的那一刻，有点感受，之后就和四缸机一样了座椅,,[操控],,操控没得事，比轿车还稳。,[动力],[性价比],动力混动和纯电状态比较猛。,性价比比合资车要高，毕竟平台在这里，东西也不差，还终生质保。价格来说，稍微比预想的要高一点。,javascript:;,展开全部
"
    发表于  2019-05    

      
        
    
    
",车辆控制系统还是不太成熟，不太稳定。出现几次趴窝的现象，需要进一步学习使用方法。这个车上手容易，但要开好，还需要深度学习。,https://image1.xcarimg.com/attachments/my/0/30/74/673_120.jpg,含笑半步癜el,新手上路,4.88,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,4,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m36518/,2018款领克01混动1.5T PHEV 劲Pro 国V,购入时间,2019/5/1,购车地点, [河北省],裸车价格,22.68万  (厂商指导价 23.68万),当前油耗,4L/100km,购入用途,,爱车评价,,,,,[最满意],1、这款车是现在插混里面性价比最高的了，严重同意车友们说的“同价位里面无敌”；2、隔噪性能优异，1.5t没有想象的那么恐怖，并且Infinity的音效确实是不错，声音还原清脆、细腻，不过我没有调低音，回头听听低音的效果如何；3、安全配置丰富：ACC跟车系统和车道保持系统在跑高速时又能多省不少劲，城市防撞系统可以大幅减少追尾的可能，其他的360度视频等等就不说了，等以后一一4测试完后再追加。4、如果有充电条件的话，耗能足够低；5、车型霸气，够硬；,[不满意],1、安全设施按钮太不方便，菜单需进一步优化，开车时不可能有太多的精力去一层层调菜单；2、前机盖太高，有点影响视线，如果做成像奔驰gl系列的那样，前头沉多一点，就会更好了。3、加油必须95的，有点小不爽。4、后排地台太高，整个一个“四座车”。,[外观],前卫、新潮，但是失了一份大气，不过闺女说这车够硬，够凶。不知是否错觉，远光灯好像不够亮啊。另外赞一句日间行车灯和自动大灯，装X利器。还有那个熏黑的灯罩，潮！车漆看着有点凹凸感，好像不平似得，做完了镀晶后，平滑多了。,[内饰],1、异味：车内还是有一些异味的，不像车友们说的没有异味，尤其是一开空调。现在已经两周了，还是很浓，不知有没有甲醛，回头研究一下车内空气净化系统管不管事。2、无限流量很给力，3g的流量听歌足够用了，音响效果杠杠的。但是多媒体中的歌稍微少了点，更新慢了点。车联网出了几回故障，主要是远程控制车子没有反应，有一回没有4g网了，但1天后自动恢复。,[空间],空间足够大，坐下后不管前后座的膝盖前面都留有很宽敞的余地。但不得不指出车子自身里面的设施占地稍多了，到处都是鼓鼓囊囊的。还有后排中间的地台本来就够高的了，新能源的地台上面又加了个储物盒，不知咋想的？后备箱足够大！,[舒适],真皮座椅，加上通风和加热，足够豪华了，但是老人坐了一回后座，反映后座背部支撑不好，坐完后累的慌，我会继续观察。我体型够瘦了，但有时坐着驾驶座还是有一点“夹”。给个好评吧。噪音？没有，在这个车里，可以并且建议听无损音乐，你能听出和MP3的区别来。空调杠杠的，新车必须的。减震我感觉够好的，刚刚好。,,[操控],,方向盘指向精准，悬挂适中（是我的菜），有一次主动刹车发挥作用，说明不是摆设。驾驶辅助系统正在熟悉过程中，试了几次，感觉跑高速时应该挺方便的。刹车因为前半段是动力回收，后半段才是刹车，刚开始需要多适应。我到现在还没有适应过来，领导坐我的车一直说晕车，而这是原来从来没有发生过的。,[动力],[性价比],起步用电机，足够快；高速超车，动力足够强。动力完全没有问题，不管是高速还是低速。开着车不知是隔音效果太好还是动力强的缘故，在路上稍微一开就超速。我开着一般都是跑高速时发动机才介入，介入时完全没有感觉。,此次购车因是国五的原因，优惠较大，还赠了一些实用的东西，可以说性价比满满。但是贴膜的日期有点太远了点，要一个多月啊，老婆大人要在烈日下晒一个多月啊。在这里赞一下4s的售后。我提车后因为自己不会或车子有小毛病，找了4s几次，每次都能快速回复，并且长家在密切关注车主的反映并及时做出改进。当然有的客服技术不精，瞎答复的时候也是有的，毕竟都是新人新车，不了解也是可以理解的，但愿以后不要在关键的自己不懂的事情上那么肯定。,javascript:;,展开全部
"
    发表于  2019-05    

      
        
    
    
",对于上班族而言，前排和后排空间充足。后备箱容积比较大，完全满足拖家带口自驾游。后备厢后排,https://image1.xcarimg.com/attachments/my/0/30/74/651_120.jpg,健iuy,新手上路,3.75,外观,5,内饰,4,空间,4,舒适,4,油耗,5,动力,1,操控,4,性价比,3,购入信息,爱车车型,https://newcar.xcar.com.cn/m36518/,2018款领克01混动1.5T PHEV 劲Pro 国V,购入时间,2018/10/1,购车地点, [广东省],裸车价格,22.98万  (厂商指导价 23.68万),当前油耗,7L/100km,购入用途,,爱车评价,,,,,[最满意],符合个人喜爱的外观造型,[不满意],三缸发动机通病还是有的，最不满意就是像欺骗客户，支持CarPlay和百度carlife不存在，语言有时候唤醒不了，倒车影像系统有时候启动不了，总体来说还是有点小失望，,[外观],对于外观，没什么想说的，就是看中才买的,[内饰],内饰总体感觉不错，特前卫,[空间],空间小了点，特别是后排,[舒适],座椅挺舒服,,[操控],,操控不要很好，特别是过弯动作斜幅度蛮大的,[动力],[性价比],动力一般没之前开的1.6T的好,个人来说性价比也待后续保值率和耐操力再说了,,
"
    发表于  2019-05    

      
        
    
    
",最喜欢的就是这车的外观和内饰，19寸的马牌轮胎，全车都是LED灯（包括车内和后备箱），感应式自动尾门，提车到现在已经有很多不认识的人问这车的情况了有的还会拍照回头率超高,https://image1.xcarimg.com/attachments/my/0/30/74/674_120.jpg,mdfdpv9,新手上路,5,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m36518/,2018款领克01混动1.5T PHEV 劲Pro 国V,购入时间,2018/12/1,购车地点, [河北省],裸车价格,22.98万  (厂商指导价 23.68万),当前油耗,6L/100km,购入用途,,爱车评价,,,,,[最满意],领克01新能源的外观独特，第一眼看见就喜欢了，停在路边经常有人驻足观看。整车安静出奇，动力响应快，毫不拖沓，行驶质感满意，油耗满意，内饰满满的高级感、科技感。主动刹车避免好几次可能的碰撞。,[不满意],车机反应较慢，车机语言助手有时会卡顿。,[外观],都市立体学设计，第一眼看见就被吸引，越看越喜欢，越看越有意思。四门无钥匙进入，全车LED光源，配合大灯随车转动及远近光灯自适应，前灯分体式设计，上层日行灯及转向灯，下层远近光灯，同时配有能量晶体尾灯，晚上行车毫无压力。撞色设计，上身骚红活泼，下身高灰沉稳，配有19寸轮毂，车子霸气十足。外观霸气外漏，骚气十足。19寸轮毂,[内饰],内饰非常简洁，感觉非常好，中控屏幕是向着驾驶员侧，操作起来非常方便，考虑的非常周到。最喜欢的还是车上的无限充电功能，再也不用担心手机没电了。,[空间],对于上班族而言，前排和后排空间充足。后备箱容积比较大，完全满足拖家带口自驾游。后备厢后排,[舒适],赛车式座椅，通风加热功能，打孔真皮，局部翻毛工艺，手感极好，用料高档，中控屏幕设计偏向驾驶员，整体简约风格，驾驶位功能齐全，最喜欢的就是无限充电功能。无限充电中控大屏车内噪音：馈电情况下，发动机噪音较大，抖动明显，但是配置了哈曼旗下燕飞利仕Infinity音响，音质出众，稍微平衡一下下。,,[操控],,底盘悬架支撑，平常在城市跑，转弯和过一些不平的路面或者减速带，完全没有多余的回弹，高级感十足。方向盘力度有两段，速度高时重，速度低时轻，力度友轻到重并不线性。,[动力],[性价比],1.5t配合7速双离合变速器，红绿灯起步，快人一步，推背感明显。混合动力，用电行驶，安静平稳；用油加速，动力十足。,提车至今未出现任何问题，车机反应慢，但不影响驾驶体验，同时外观的感觉非常不错，而且还有很多科技配置，移动物体检测，主动刹车，自动巡航等。领克是自主品牌，但毕竟是沃尔沃和吉利合资的，安全性非常好，被动安全一应俱全，用料好，做工扎实。感觉上是一部30至40万级别的车。鹤顶红,javascript:;,展开全部
"
    发表于  2019-04    

      
        
    
    
",内饰很豪华能摸到的地方都是软的屏幕也是大的可以黑色的内饰也容易打理,https://image1.xcarimg.com/attachments/my/0/30/74/663_120.jpg,steventhlmq2,新手上路,4.88,外观,5,内饰,5,空间,4,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m36518/,2018款领克01混动1.5T PHEV 劲Pro 国V,购入时间,2019/3/1,购车地点, [上海市],裸车价格,22.98万  (厂商指导价 23.68万),当前油耗,4L/100km,购入用途,,爱车评价,,,,,[最满意],安全，舒适，长时间开车坐着不累，自主刹车，倒车全影对新手很友好，很多人说自主刹车很敏感，但安全这种事，宁愿谨慎。再说说全景倒车，摄像头夜晚是不是很清晰，但倒车足够用了，没必要刻意和不是一个价位的车比较。一个新手都能倒车自如了，你还觉得不好用吗？,[不满意],自动感应式尾门好像不是很灵敏，也没对比过别家的，自己使用时总要脚在后备箱下晃好几圈,[外观],第一眼就看上了，毫无争议，喜欢的人就是喜欢,[内饰],皮革手感很好，主驾驶位很有科技感,[空间],后排的确属于五人座里小的，驾驶位很舒服,[舒适],188的大高个表示很舒适,,[操控],,新手表示很顺手，没有不习惯的,[动力],[性价比],不管电力还是用油模式，上海市内开开没问题，你们要的推背感每次红绿灯起步都有,考虑沪牌的情况下补贴后价格真的没话说,,
"
    发表于  2019-04    

      
        
    
    
",内饰很豪华能摸到的地方都是软的屏幕也是大的可以黑色的内饰也容易打理,https://image1.xcarimg.com/attachments/my/0/30/74/668_120.jpg,windky1,新手上路,5,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,5,操控,5,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m36518/,2018款领克01混动1.5T PHEV 劲Pro 国V,购入时间,2018/10/1,购车地点, [上海市],裸车价格,22.98万  (厂商指导价 23.68万),当前油耗,5L/100km,购入用途,,爱车评价,,,,,[最满意],动力够用，提速快，抖动控制的好，驾驶轻盈,[不满意],油电切换时候的顿挫感，有时会出现前冲和后拽的不好驾驶体验，动力电池选择不是物理按键，车机软件有很多问题,[外观],国产中的保时捷，样子很像保时捷，前灯尾灯也很特别，一眼就能识别,[内饰],储物空间还是很少，新车也没有异味,[空间],宽敞后备厢容积：后备箱储存空间很大，放2-3个24寸箱子没问题，出去自驾旅游可以带不少的东西车内储物能力：没有放零钱的空间，这点比较烦恼，车门2边储物功能还可以，水杯处放了容易挡手乘坐空间：乘坐舒适，真皮的座椅很好，腰部长时间坐车也不累，清理起来也很方便,[舒适],音响开起来后基本听不到发动机的声音，胎噪也做的不错,,[操控],,方向盘没有虚位，非常轻盈，精准，刹车需要提前些量，不然重了会有反馈，脚感会有不适,[动力],[性价比],1.5的发动机电动机，平时使用足够了，油门一踩立马就有反馈，提速推背很明显，,对比了市面上所有新能源车，领克01phev性价比超高,,
"
    发表于  2019-04    

      
        
    
    
",对于这辆混动别来说用电的时候自然很给力，但用油就有点肉了，何况这是一台SUV谈什么动力？够用就得了，这不重要,https://image1.xcarimg.com/attachments/my/0/30/74/678_120.jpg,lyonkaon,新手上路,4.75,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,4,操控,4,性价比,5,购入信息,爱车车型,https://newcar.xcar.com.cn/m36518/,2018款领克01混动1.5T PHEV 劲Pro 国V,购入时间,2019/3/1,购车地点, [上海市],裸车价格,22.98万  (厂商指导价 23.68万),当前油耗,2L/100km,购入用途,,爱车评价,,,,,[最满意],混合动力节能做工设计,[不满意],蓄电量太少电池续航时间更长就好了,[外观],还是比较时尚的细节也精细,[内饰],内饰大方做工细致,[空间],空间还是挺宽敞的跟我原先的车比较宽敞多了后备箱稍微小了点因为电池占空间可以理解,[舒适],内饰座椅做工比较考究舒适性也很好,,[操控],,相对来说方向盘比较轻。,[动力],[性价比],虽然没有四驱版动力强，但家庭用动力足够了,新能源车里领克这款车外观做工比较讲究主要可以送沪牌还节能是非常实用的车款。,,
"
    发表于  2019-04    

      
        
    
    
",调教适中，非常舒适，之前打车上下班的时候偶尔还会觉得有点晕车，现在开这个车一点都不会晕，坐车也不会晕,https://image1.xcarimg.com/attachments/my/0/30/74/667_120.jpg,sh_xiaoyii78,新手上路,4.25,外观,5,内饰,5,空间,4,舒适,5,油耗,5,动力,3,操控,3,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m36518/,2018款领克01混动1.5T PHEV 劲Pro 国V,购入时间,2018/12/1,购车地点, [天津市],裸车价格,22.98万  (厂商指导价 23.68万),当前油耗,8L/100km,购入用途,,爱车评价,,,,,[最满意],外观吸引眼球，底盘扎实，配置高,[不满意],安全系统各种报错失灵，发动机不工作，售后无法解决,[外观],喜欢的人觉得很帅，不喜欢的人才给都不要，这车从里到外透露着年轻，买这车就是被外观吸引,[内饰],内饰很有设计感，年轻有激情，充满了运动气息，用料没有廉价感，有自己的设计又没有抄袭别人，这在国产品牌是值得称赞的，这是没有选wey的原因，wey的内饰还是长城……多媒体：音响效果真的不错，但车机系统反应迟钝，选择功能不能着急，着急就别用，因为越着急越慢！尤其是开机，车都开出一条街了还没进去主界面了，但开着车又没法用，因为本来反应就慢，光看它肯定出事,[空间],虽说是紧凑型SUV，到空间设计还是到位的，本来买这车主要为了家用，有了娃多大的空间都不嫌大，后备箱长期拆掉盖板用，整体来说四个大人一个娃空间够用,[舒适],空间和内饰营造的舒适性很好，滤震做的不错，走烂路或减速带不用担心，并且没有多余的震动，但由于采用的运动座椅偏硬，不适合长时间驾驶或乘坐,,[操控],,转向在SUV里算好的，上身没有那么严重摆动，过弯很轻松，底盘很扎实,[动力],[性价比],对于这辆混动别来说用电的时候自然很给力，但用油就有点肉了，何况这是一台SUV谈什么动力？够用就得了，这不重要,在国产品牌里算是很贵了，但外观内饰做工和配置很吸引人，加上沃尔沃加持还是有性价比的，但品质和售后保证才是最重要的，这也是国产品牌最欠缺的故障：买车一个月后出现各种报错和发动机不工作，天气转冷就愈发频繁，ESP、自动手刹、雷达传感器、摄像头、发动机都有过不工作的情况，曾经在加油站发动机报错，后面一行司机等了10多分钟我才把车开走。还有一次在没人的路上，主动刹车突然抱死，后面车没反应过来蹭到了我的车尾，我俩都是一身冷汗，以后小伙伴在路上看见领克躲着走别跟后面，因为你不知道他什么时候主动刹车抽风，去售后做了两次系统升级根本没有作用，而且没有一个人能保证不再出问题，售后说这是这车的通病没办法解决，最好安装行车记录仪，出事了再拿证据申诉……行车记录仪只能看见车外，我是不是还要在车里再装一个镜头监视我自己有没有踩刹车呢？关键是人命要是没了有录像还有什么用！这可都是安全隐患啊！怎么能拿出来卖给消费者呢？这是拿我的生命在做实验吗？这车性价比再高，长得再好看有用吗！？这些失灵报错都是随机突发的，没有任何特定的工况或操作要求，完全看心情，不好解决的问题就在于售后只能看到我的照片和录像,javascript:;,展开全部
"
    发表于  2019-04    

      
        
    
    
",空间和内饰营造的舒适性很好，滤震做的不错，走烂路或减速带不用担心，并且没有多余的震动，但由于采用的运动座椅偏硬，不适合长时间驾驶或乘坐,https://image1.xcarimg.com/attachments/my/0/31/05/250_120.jpg,bruce-weinqx,新手上路,4.25,外观,5,内饰,5,空间,4,舒适,5,油耗,5,动力,3,操控,3,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m36518/,2018款领克01混动1.5T PHEV 劲Pro 国V,购入时间,2018/12/1,购车地点, [天津市],裸车价格,22.98万  (厂商指导价 23.68万),当前油耗,8L/100km,购入用途,,爱车评价,,,,,[最满意],外观吸引眼球，底盘扎实，配置高,[不满意],安全系统各种报错失灵，发动机不工作，售后无法解决,[外观],喜欢的人觉得很帅，不喜欢的人才给都不要，这车从里到外透露着年轻，买这车就是被外观吸引,[内饰],内饰很有设计感，年轻有激情，充满了运动气息，用料没有廉价感，有自己的设计又没有抄袭别人，这在国产品牌是值得称赞的，这是没有选wey的原因，wey的内饰还是长城……多媒体：音响效果真的不错，但车机系统反应迟钝，选择功能不能着急，着急就别用，因为越着急越慢！尤其是开机，车都开出一条街了还没进去主界面了，但开着车又没法用，因为本来反应就慢，光看它肯定出事,[空间],虽说是紧凑型SUV，到空间设计还是到位的，本来买这车主要为了家用，有了娃多大的空间都不嫌大，后备箱长期拆掉盖板用，整体来说四个大人一个娃空间够用,[舒适],空间和内饰营造的舒适性很好，滤震做的不错，走烂路或减速带不用担心，并且没有多余的震动，但由于采用的运动座椅偏硬，不适合长时间驾驶或乘坐,,[操控],,转向在SUV里算好的，上身没有那么严重摆动，过弯很轻松，底盘很扎实,[动力],[性价比],对于这辆混动别来说用电的时候自然很给力，但用油就有点肉了，何况这是一台SUV谈什么动力？够用就得了，这不重要,在国产品牌里算是很贵了，但外观内饰做工和配置很吸引人，加上沃尔沃加持还是有性价比的，但品质和售后保证才是最重要的，这也是国产品牌最欠缺的故障：买车一个月后出现各种报错和发动机不工作，天气转冷就愈发频繁，ESP、自动手刹、雷达传感器、摄像头、发动机都有过不工作的情况，曾经在加油站发动机报错，后面一行司机等了10多分钟我才把车开走。还有一次在没人的路上，主动刹车突然抱死，后面车没反应过来蹭到了我的车尾，我俩都是一身冷汗，以后小伙伴在路上看见领克躲着走别跟后面，因为你不知道他什么时候主动刹车抽风，去售后做了两次系统升级根本没有作用，而且没有一个人能保证不再出问题，售后说这是这车的通病没办法解决，最好安装行车记录仪，出事了再拿证据申诉……行车记录仪只能看见车外，我是不是还要在车里再装一个镜头监视我自己有没有踩刹车呢？关键是人命要是没了有录像还有什么用！这可都是安全隐患啊！怎么能拿出来卖给消费者呢？这是拿我的生命在做实验吗？这车性价比再高，长得再好看有用吗！,javascript:;,展开全部
"
    发表于  2019-04    

      
        
    
    
",预算25w，国家地方补贴3.3w，再加上不用交油车小2w的购置税，性价比真的很高。花24w，就能享受到30w级别车驾驶感受，还是很划算的。,https://image1.xcarimg.com/attachments/my/0/30/74/666_120.jpg,qojoplusqsu4,新手上路,4.75,外观,5,内饰,5,空间,5,舒适,5,油耗,5,动力,4,操控,5,性价比,4,购入信息,爱车车型,https://newcar.xcar.com.cn/m36518/,2018款领克01混动1.5T PHEV 劲Pro 国V,购入时间,2018/9/1,购车地点, [广东省],裸车价格,22.98万  (厂商指导价 23.68万),当前油耗,6L/100km,购入用途,,爱车评价,,,,,[最满意],外形内饰很亮眼，动力强劲，行驶品质高,[不满意],三缸怠速还是有点抖,[外观],见仁见智，我喜欢就好了,[内饰],北欧简洁风，用料可以的，主要是没异味甲醛低,[空间],很意外的空间表现，定位紧凑型SUV空间满意还有惊喜,[舒适],同价位一流水准,,[操控],,底盘我喜欢，紧致有弹性，方向感手感偏轻但转向精准,[动力],[性价比],随踩随有，带进来了窝窝的技术，三缸有点硬伤外其他都满意,车价ok，后期保养和维修毕竟新品牌市场流通率不高，整体不算贵但也不便宜,,
